Tier,RSC ID,Player Name,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Premier,RSC003264,Lintyant,Aces,House of Cards,Lunar,1.1,121,7,0.432,0.429,3,4,2011,1060,951,5,1,7,16,31.3%,254.1,133.9,120.1,0.63,0.13,0.88,2.02,287.3,151.4,135.9,0.71,0.14,1.0,2.29,15,18,1.9,2.27,2.14,2.57
Premier,RSC002789,Morph,Hurricanes,Storm,Solar,-0.5,14,1,0.341,0.0,0,1,146,60,86,0,1,0,1,0.0%,159.4,65.5,93.9,0.0,1.09,0.0,1.09,146.0,60.0,86.0,0.0,1.0,0.0,1.0,2,3,2.18,3.28,2.0,3.0
Minor,RSC002996,Elysian,Hawks,Birds of Prey,Solar,91.6,873,63,0.67,0.667,42,21,25712,15000,10712,76,41,70,185,41.1%,425.5,248.2,177.3,1.26,0.68,1.16,3.06,408.1,238.1,170.0,1.21,0.65,1.11,2.94,190,122,3.14,2.02,3.02,1.94
Minor,,Heiz,Surge,Electric Mayhem,Lunar,83.6,17,1,0.351,0.0,0,1,470,280,190,1,1,2,3,33.3%,399.4,237.9,161.5,0.85,0.85,1.7,2.55,470.0,280.0,190.0,1.0,1.0,2.0,3.0,2,3,1.7,2.55,2.0,3.0
Minor,RSC000043,Zoose,Skull and Bones,The Order,Lunar,82.6,750,53,0.583,0.623,33,20,21283,12240,9043,56,32,71,149,37.6%,409.9,235.8,174.2,1.08,0.62,1.37,2.87,401.6,230.9,170.6,1.06,0.6,1.34,2.81,141,114,2.72,2.2,2.66,2.15
Minor,,Bama,Taipans,The Serpents,Lunar,82.2,64,4,0.598,0.5,2,2,1616,1020,596,5,5,3,12,41.7%,364.8,230.2,134.5,1.13,1.13,0.68,2.71,404.0,255.0,149.0,1.25,1.25,0.75,3.0,14,11,3.16,2.48,3.5,2.75
Minor,RSC001019,Surge,Shih Tzus,Puppy Paradise,Solar,79.5,38,4,0.322,0.25,1,3,1168,530,638,1,2,6,3,33.3%,444.0,201.5,242.5,0.38,0.76,2.28,1.14,292.0,132.5,159.5,0.25,0.5,1.5,0.75,5,8,1.9,3.04,1.25,2.0
Minor,,Canadian Things,Peppermint,Minty Fresh,Solar,78.9,711,51,0.568,0.549,28,23,19007,11150,7857,52,30,57,160,32.5%,386.2,226.5,159.6,1.06,0.61,1.16,3.25,372.7,218.6,154.1,1.02,0.59,1.12,3.14,124,104,2.52,2.11,2.43,2.04
Minor,RSC002618,Dj9856,Gravity,The Cosmos,Solar,78.6,852,57,0.561,0.561,32,25,22985,13240,9745,50,46,88,154,32.5%,389.7,224.5,165.2,0.85,0.78,1.49,2.61,403.2,232.3,171.0,0.88,0.81,1.54,2.7,152,130,2.58,2.2,2.67,2.28
Minor,,Phoenixtouch,Torpedoes,Fallout Shelter,Solar,78.5,872,64,0.571,0.625,40,24,23628,13660,9968,57,45,82,161,35.4%,391.4,226.3,165.1,0.94,0.75,1.36,2.67,369.2,213.4,155.8,0.89,0.7,1.28,2.52,165,138,2.73,2.29,2.58,2.16
Minor,,Marcus071903,Ocelots,The Jungle,Solar,78.2,800,58,0.652,0.586,34,24,21401,11590,9811,44,43,71,149,29.5%,386.4,209.3,177.2,0.79,0.78,1.28,2.69,369.0,199.8,169.2,0.76,0.74,1.22,2.57,149,99,2.69,1.79,2.57,1.71
Minor,,Jon Bovi,Dire Wolves,Polar Vortex,Lunar,77.4,914,60,0.709,0.733,44,16,24195,14740,9455,73,39,69,204,35.8%,382.4,233.0,149.4,1.15,0.62,1.09,3.22,403.3,245.7,157.6,1.22,0.65,1.15,3.4,179,100,2.83,1.58,2.98,1.67
Minor,RSC000233,Lilprsnwithanger,Ocelots,The Jungle,Solar,77.3,419,31,0.737,0.677,21,10,10783,6320,4463,30,25,25,82,36.6%,371.8,217.9,153.9,1.03,0.86,0.86,2.83,347.8,203.9,144.0,0.97,0.81,0.81,2.65,94,49,3.24,1.69,3.03,1.58
Minor,,Kev,Jupiter,Milky Way,Lunar,76.5,737,49,0.588,0.571,28,21,19107,10560,8547,34,43,73,136,25.0%,374.5,207.0,167.5,0.67,0.84,1.43,2.67,389.9,215.5,174.4,0.69,0.88,1.49,2.78,125,99,2.45,1.94,2.55,2.02
Minor,RSC003018,Mcchicky,Star Destroyers,The Empire,Solar,75.9,797,55,0.722,0.709,39,16,21280,12670,8610,66,32,55,172,38.4%,385.7,229.6,156.1,1.2,0.58,1.0,3.12,386.9,230.4,156.5,1.2,0.58,1.0,3.13,157,84,2.85,1.52,2.85,1.53
Minor,RSC002477,Ty (Arcus),Stuffed Crust,Fifty-Fifty Pizzeria,Lunar,75.9,625,44,0.515,0.455,20,24,17267,10080,7187,47,23,60,123,38.2%,399.1,233.0,166.1,1.09,0.53,1.39,2.84,392.4,229.1,163.3,1.07,0.52,1.36,2.8,105,101,2.43,2.33,2.39,2.3
Minor,RSC002477,Ty (Arcus),Stuffed Crust,Fifty-Fifty Pizzeria,Lunar,75.9,625,44,0.515,0.455,20,24,17267,10080,7187,47,23,60,123,38.2%,399.1,233.0,166.1,1.09,0.53,1.39,2.84,392.4,229.1,163.3,1.07,0.52,1.36,2.8,105,101,2.43,2.33,2.39,2.3
Minor,RSC000960,Catlas,Hammerheads,Shark Attack,Lunar,75.7,894,63,0.644,0.683,43,20,23922,13750,10172,60,37,81,185,32.4%,386.5,222.2,164.4,0.97,0.6,1.31,2.99,379.7,218.3,161.5,0.95,0.59,1.29,2.94,170,116,2.75,1.87,2.7,1.84
Minor,RSC001075,Spoilt,Cinnamon Ghost Crunch,Spooky Breakfast Gang,Solar,74.1,869,62,0.56,0.548,34,28,23410,13370,10040,55,43,85,147,37.4%,389.2,222.3,166.9,0.91,0.71,1.41,2.44,377.6,215.6,161.9,0.89,0.69,1.37,2.37,155,133,2.58,2.21,2.5,2.15
Minor,RSC003391,-Venomz,Justice League,The Comic Crusaders,Lunar,72.7,747,52,0.402,0.423,22,30,19714,10880,8834,55,23,50,173,31.8%,381.2,210.4,170.8,1.06,0.44,0.97,3.35,379.1,209.2,169.9,1.06,0.44,0.96,3.33,108,139,2.09,2.69,2.08,2.67
Minor,RSC003391,-Venomz,Justice League,The Comic Crusaders,Lunar,72.7,747,52,0.402,0.423,22,30,19714,10880,8834,55,23,50,173,31.8%,381.2,210.4,170.8,1.06,0.44,0.97,3.35,379.1,209.2,169.9,1.06,0.44,0.96,3.33,108,139,2.09,2.69,2.08,2.67
Minor,RSC000886,Blue Eyes Thunder Thighs,Blizzards,Storm,Solar,71.6,901,58,0.573,0.586,34,24,23990,13980,10010,63,41,81,158,39.9%,384.6,224.1,160.5,1.01,0.66,1.3,2.53,413.6,241.0,172.6,1.09,0.71,1.4,2.72,163,135,2.61,2.16,2.81,2.33
Minor,RSC002474,Zinq,Orangutans,Planet of the Apes,Lunar,71.3,428,30,0.543,0.567,17,13,11439,6220,5219,27,18,37,77,35.1%,386.1,209.9,176.2,0.91,0.61,1.25,2.6,381.3,207.3,174.0,0.9,0.6,1.23,2.57,77,69,2.6,2.33,2.57,2.3
Minor,RSC002812,Gtg Sugar,Banelings,The Swarm,Solar,71.0,802,60,0.52,0.483,29,31,21339,12180,9159,45,34,91,143,31.5%,384.4,219.4,165.0,0.81,0.61,1.64,2.58,355.7,203.0,152.7,0.75,0.57,1.52,2.38,139,132,2.5,2.38,2.32,2.2
