Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Python,Master,Crash Tompactors,Maste Wanagement,N/A,44.8,826,53,0.377,0.396,21,32,18619,10170,8449,40,25,71,137,29.2%,349.2,190.8,158.5,0.75,0.47,1.33,2.57,351.3,191.9,159.4,0.75,0.47,1.34,2.58,105,145,1.97,2.72,1.98,2.74
,,,Wespyyy,Master,Huacayas,The Herd,N/A,44.0,871,56,0.548,0.554,31,25,19533,10780,8753,40,34,76,128,31.3%,347.5,191.8,155.7,0.71,0.60,1.35,2.28,348.8,192.5,156.3,0.71,0.61,1.36,2.29,136,120,2.42,2.13,2.43,2.14
,,,Raunchyromanian,Master,Oblivion,Event Horizon,N/A,43.3,821,52,0.344,0.288,15,37,18736,10510,8226,32,30,91,126,25.4%,353.6,198.3,155.2,0.60,0.57,1.72,2.38,360.3,202.1,158.2,0.62,0.58,1.75,2.42,103,155,1.94,2.93,1.98,2.98
,,,Rob,Master,Eggplants,The Garden,N/A,42.8,145,9,0.517,0.556,5,4,3326,1700,1626,5,8,13,15,33.3%,355.4,181.7,173.7,0.53,0.85,1.39,1.60,369.6,188.9,180.7,0.56,0.89,1.44,1.67,23,22,2.46,2.35,2.56,2.44
,,,Cid No Meka,Master,Feta Forgers,Cheese Guild,N/A,42.0,742,46,0.544,0.587,27,19,15623,9310,6313,34,24,67,136,25.0%,326.2,194.4,131.8,0.71,0.50,1.40,2.84,339.6,202.4,137.2,0.74,0.52,1.46,2.96,111,99,2.32,2.07,2.41,2.15
,,,Kri0S,Master,Hel,The Gods,N/A,41.8,869,55,0.487,0.491,27,28,20187,10780,9407,36,31,89,118,30.5%,359.9,192.2,167.7,0.64,0.55,1.59,2.10,367.0,196.0,171.0,0.65,0.56,1.62,2.15,117,121,2.09,2.16,2.13,2.20
,,,Paylosoul,Master,Heinous Henchmen,The Syndicate,N/A,41.1,517,34,0.441,0.559,19,15,11528,6700,4828,30,12,45,85,35.3%,345.5,200.8,144.7,0.90,0.36,1.35,2.55,339.1,197.1,142.0,0.88,0.35,1.32,2.50,82,95,2.46,2.85,2.41,2.79
,,,Fatalcore,Master,Huacayas,The Herd,N/A,40.3,291,17,0.341,0.353,6,11,6508,3770,2738,12,9,33,47,25.5%,346.5,200.7,145.8,0.64,0.48,1.76,2.50,382.8,221.8,161.1,0.71,0.53,1.94,2.76,31,48,1.65,2.56,1.82,2.82
,,,Skulzy9,Master,Stagnant Snails,Speed Demons,N/A,39.6,837,56,0.376,0.375,21,35,18568,9860,8708,28,33,84,121,23.1%,343.7,182.5,161.2,0.52,0.61,1.55,2.24,331.6,176.1,155.5,0.50,0.59,1.50,2.16,107,148,1.98,2.74,1.91,2.64
,,,Rydexian,Master,Oblivion,Event Horizon,N/A,39.4,878,56,0.380,0.321,18,38,18522,9890,8632,30,38,73,134,22.4%,326.8,174.5,152.3,0.53,0.67,1.29,2.36,330.8,176.6,154.1,0.54,0.68,1.30,2.39,119,162,2.10,2.86,2.13,2.89
,,,Swax,Master,Tempests,Storm,N/A,38.6,307,19,0.521,0.526,10,9,6355,3400,2955,11,8,26,60,18.3%,320.7,171.6,149.1,0.56,0.40,1.31,3.03,334.5,178.9,155.5,0.58,0.42,1.37,3.16,34,32,1.72,1.61,1.79,1.68
,,,Kagurashinkiller,Master,Crash Tompactors,Maste Wanagement,N/A,37.7,544,36,0.316,0.361,13,23,11128,5820,5308,21,17,38,97,21.6%,316.9,165.8,151.2,0.60,0.48,1.08,2.76,309.1,161.7,147.4,0.58,0.47,1.06,2.69,60,99,1.71,2.82,1.67,2.75
,,,Miserable,Master,Orion,The Nexus,N/A,37.5,399,24,0.569,0.625,15,9,8969,4740,4229,17,11,38,59,28.8%,348.3,184.1,164.2,0.66,0.43,1.48,2.29,373.7,197.5,176.2,0.71,0.46,1.58,2.46,52,43,2.02,1.67,2.17,1.79
,,,Super,Master,Lemurs,The Jungle,N/A,36.8,706,46,0.371,0.326,15,31,16705,9390,7315,35,18,82,89,39.3%,366.6,206.1,160.5,0.77,0.40,1.80,1.95,363.2,204.1,159.0,0.76,0.39,1.78,1.93,86,121,1.89,2.66,1.87,2.63
,,,Xero,Master,"Feta Forgers
Crash Tompactors
Basilisks","Cheese Guild
Maste Wanagement
The Forest",N/A,35.4,541,35,0.386,0.429,15,20,11342,6230,5112,21,17,48,88,23.9%,324.8,178.4,146.4,0.60,0.49,1.37,2.52,324.1,178.0,146.1,0.60,0.49,1.37,2.51,65,88,1.86,2.52,1.86,2.51
,,,Neoblastz,Master,Tempests,Storm,N/A,34.4,826,51,0.592,0.529,27,24,17751,9770,7981,33,20,82,137,24.1%,333.0,183.3,149.7,0.62,0.38,1.54,2.57,348.1,191.6,156.5,0.65,0.39,1.61,2.69,110,85,2.06,1.59,2.16,1.67
,,,Avgjoeyb-,Master,Orion,The Nexus,N/A,34.2,814,49,0.493,0.490,24,25,17435,9820,7615,40,22,70,122,32.8%,331.9,186.9,144.9,0.76,0.42,1.33,2.32,355.8,200.4,155.4,0.82,0.45,1.43,2.49,113,115,2.15,2.19,2.31,2.35
,,,Cart,Master,Crash Tompactors,Maste Wanagement,N/A,34.1,695,45,0.410,0.444,20,25,13823,7630,6193,28,23,50,118,23.7%,308.2,170.1,138.1,0.62,0.51,1.11,2.63,307.2,169.6,137.6,0.62,0.51,1.11,2.62,90,114,2.01,2.54,2.00,2.53
,,,Wall2Wall3,Master,"Oblivion
Chimaeras","Event Horizon
The Abyss",N/A,34.0,714,46,0.406,0.348,16,30,15196,8240,6956,37,13,54,119,31.1%,329.8,178.8,150.9,0.80,0.28,1.17,2.58,330.3,179.1,151.2,0.80,0.28,1.17,2.59,84,108,1.82,2.34,1.83,2.35
,,,Dav,Master,Glacier Mint,Minty Fresh,N/A,32.6,168,14,0.440,0.286,4,10,3376,1790,1586,6,7,12,24,25.0%,311.3,165.1,146.3,0.55,0.65,1.11,2.21,241.1,127.9,113.3,0.43,0.50,0.86,1.71,24,28,2.21,2.58,1.71,2.00
,,,Pletheros,Master,"Crash Tompactors
Feta Forgers","Maste Wanagement
Cheese Guild",N/A,32.1,616,38,0.405,0.421,16,22,12696,7150,5546,24,20,56,95,25.3%,319.3,179.8,139.5,0.60,0.50,1.41,2.39,334.1,188.2,145.9,0.63,0.53,1.47,2.50,77,99,1.94,2.49,2.03,2.61
,,,Sgtpickle,Master,Lemurs,The Jungle,N/A,32.0,745,49,0.365,0.327,16,33,16342,9850,6492,25,27,100,100,25.0%,339.9,204.8,135.0,0.52,0.56,2.08,2.08,333.5,201.0,132.5,0.51,0.55,2.04,2.04,91,130,1.89,2.70,1.86,2.65
,,,Jay,Master,Hel,The Gods,N/A,31.9,75,4,0.500,0.500,2,2,1841,1090,751,4,1,11,9,44.4%,380.3,225.2,155.1,0.83,0.21,2.27,1.86,460.3,272.5,187.8,1.00,0.25,2.75,2.25,10,10,2.07,2.07,2.50,2.50
,,,Marcus.,Master,Care Bears,The Bear Den,N/A,30.5,60,4,0.962,1.000,4,0,1127,530,597,0,4,5,8,0.0%,291.0,136.9,154.2,0.00,1.03,1.29,2.07,281.8,132.5,149.3,0.00,1.00,1.25,2.00,16,2,4.13,0.52,4.00,0.50
,,,Phelpsy,Master,Basilisks,The Forest,N/A,29.5,894,56,0.512,0.536,30,26,17961,9970,7991,37,23,73,147,25.2%,311.3,172.8,138.5,0.64,0.40,1.27,2.55,320.7,178.0,142.7,0.66,0.41,1.30,2.63,130,126,2.25,2.18,2.32,2.25
,,,Chips.,Master,Stagnant Snails,Speed Demons,N/A,29.1,837,56,0.376,0.375,21,35,17833,9860,7973,38,23,76,111,34.2%,330.1,182.5,147.6,0.70,0.43,1.41,2.05,318.4,176.1,142.4,0.68,0.41,1.36,1.98,107,148,1.98,2.74,1.91,2.64
,,,Colbob,Master,Care Bears,The Bear Den,N/A,26.6,494,32,0.473,0.469,15,17,10213,5190,5023,13,18,47,64,20.3%,320.3,162.8,157.5,0.41,0.56,1.47,2.01,319.2,162.2,157.0,0.41,0.56,1.47,2.00,68,73,2.13,2.29,2.13,2.28
,,,Scotti,Master,Hel,The Gods,N/A,24.9,759,48,0.489,0.500,24,24,14204,7720,6484,27,28,50,112,24.1%,290.0,157.6,132.4,0.55,0.57,1.02,2.29,295.9,160.8,135.1,0.56,0.58,1.04,2.33,103,106,2.10,2.16,2.15,2.21
,,,Timbo,Master,Huacayas,The Herd,N/A,24.7,248,15,0.387,0.400,6,9,5085,2470,2615,7,6,22,37,18.9%,317.7,154.3,163.4,0.44,0.37,1.37,2.31,339.0,164.7,174.3,0.47,0.40,1.47,2.47,28,38,1.75,2.37,1.87,2.53
,,,Cash,Master,Oblivion,Event Horizon,N/A,22.8,147,10,0.468,0.400,4,6,2914,1720,1194,9,2,10,22,40.9%,307.1,181.3,125.8,0.95,0.21,1.05,2.32,291.4,172.0,119.4,0.90,0.20,1.00,2.20,24,26,2.53,2.74,2.40,2.60
,,,Unexpected,Master,Lemurs,The Jungle,N/A,21.8,676,44,0.430,0.386,17,27,14414,7790,6624,25,17,73,79,31.6%,330.4,178.5,151.8,0.57,0.39,1.67,1.81,327.6,177.0,150.5,0.57,0.39,1.66,1.80,90,108,2.06,2.48,2.05,2.45
,,,Rumble,Master,"Feta Forgers
Lemurs
Huacayas","Cheese Guild
The Jungle
The Herd",N/A,13.0,220,14,0.329,0.214,3,11,4119,2080,2039,6,6,18,28,21.4%,290.1,146.5,143.6,0.42,0.42,1.27,1.97,294.2,148.6,145.6,0.43,0.43,1.29,2.00,26,41,1.83,2.89,1.86,2.93
,,,Velatek,Master,"Oblivion
Orion","Event Horizon
The Nexus",N/A,11.5,304,19,0.214,0.105,2,17,5317,2720,2597,8,9,21,42,19.0%,271.0,138.6,132.4,0.41,0.46,1.07,2.14,279.8,143.2,136.7,0.42,0.47,1.11,2.21,35,77,1.78,3.92,1.84,4.05
,,,Nebulade,Master,Basilisks,The Forest,N/A,11.2,69,4,0.220,0.250,1,3,1171,680,491,2,3,5,8,25.0%,262.9,152.7,110.3,0.45,0.67,1.12,1.80,292.8,170.0,122.8,0.50,0.75,1.25,2.00,9,19,2.02,4.27,2.25,4.75
,,,Ay G.,Master,Basilisks,The Forest,N/A,6.9,71,4,0.264,0.500,2,2,1355,650,705,1,1,8,10,10.0%,295.7,141.8,153.8,0.22,0.22,1.75,2.18,338.8,162.5,176.3,0.25,0.25,2.00,2.50,6,12,1.31,2.62,1.50,3.00
,,,Chaos,Master,Orion,The Nexus,N/A,0.5,63,4,0.500,0.500,2,2,1105,590,515,1,3,6,4,25.0%,271.8,145.1,126.7,0.25,0.74,1.48,0.98,276.3,147.5,128.8,0.25,0.75,1.50,1.00,9,9,2.21,2.21,2.25,2.25
,,,Paco,Master,Hel,The Gods,N/A,-0.2,138,9,0.243,0.111,1,8,2501,1200,1301,4,2,11,15,26.7%,280.8,134.7,146.1,0.45,0.22,1.24,1.68,277.9,133.3,144.6,0.44,0.22,1.22,1.67,10,22,1.12,2.47,1.11,2.44
,,,Paper.,Master,Lemurs,The Jungle,N/A,-8.7,43,3,0.143,0.000,0,3,697,340,357,1,1,3,4,25.0%,251.1,122.5,128.6,0.36,0.36,1.08,1.44,232.3,113.3,119.0,0.33,0.33,1.00,1.33,5,14,1.80,5.04,1.67,4.67
,,,Sir Mcdouble,Master,Recluses,Eight Legged Freaks,N/A,-61.9,13,1,0.000,0.000,0,1,106,10,96,0,0,0,1,0.0%,126.3,11.9,114.4,0.00,0.00,0.00,1.19,106.0,10.0,96.0,0.00,0.00,0.00,1.00,0,3,0.00,3.58,0.00,3.00
,,,Keiko,Elite,Knights,The Sovereign,Lunar,109.1,65,4,0.936,1.000,4,0,2194,1490,704,6,4,12,9,66.7%,539.0,366.1,173.0,1.47,0.98,2.95,2.21,548.5,372.5,176.0,1.50,1.00,3.00,2.25,20,4,4.91,0.98,5.00,1.00
,,,Buddha,Elite,Anglers,The Abyss,Lunar,101.6,31,2,0.962,1.000,2,0,952,650,302,3,2,4,5,60.0%,490.4,334.8,155.6,1.55,1.03,2.06,2.58,476.0,325.0,151.0,1.50,1.00,2.00,2.50,8,1,4.12,0.52,4.00,0.50
,,,Avatarmanz,Elite,Cyclones,Storm,Solar,96.3,927,59,0.675,0.695,41,18,26179,15870,10309,79,38,75,232,34.1%,451.0,273.4,177.6,1.36,0.65,1.29,4.00,443.7,269.0,174.7,1.34,0.64,1.27,3.93,161,100,2.77,1.72,2.73,1.69
,,,Noah,Elite,Ghastly Goombahs,The Syndicate,Lunar,90.7,988,64,0.631,0.625,40,24,28069,16040,12029,64,45,105,214,29.9%,453.7,259.3,194.4,1.03,0.73,1.70,3.46,438.6,250.6,188.0,1.00,0.70,1.64,3.34,163,115,2.63,1.86,2.55,1.80
,,,Chase Bank,Elite,Sauntering Slugs,Speed Demons,Lunar,84.2,523,33,0.531,0.576,19,14,14714,8710,6004,37,20,59,106,34.9%,449.3,266.0,183.3,1.13,0.61,1.80,3.24,445.9,263.9,181.9,1.12,0.61,1.79,3.21,78,72,2.38,2.20,2.36,2.18
,,,Mew_Jr,Elite,Gelato,Fifty-Fifty Pizzeria,Lunar,82.0,942,61,0.626,0.590,36,25,26667,15330,11337,63,43,105,163,38.7%,452.1,259.9,192.2,1.07,0.73,1.78,2.76,437.2,251.3,185.9,1.03,0.70,1.72,2.67,165,119,2.80,2.02,2.70,1.95
,,,Jay,Elite,Wendigos,The Forest,Solar,81.2,273,16,0.804,0.813,13,3,6917,4360,2557,22,11,19,66,33.3%,404.6,255.0,149.6,1.29,0.64,1.11,3.86,432.3,272.5,159.8,1.38,0.69,1.19,4.13,55,22,3.22,1.29,3.44,1.38
,,,Mixsta.,Elite,Dumbsters,Maste Wanagement,Solar,77.0,962,64,0.612,0.625,40,24,26030,14880,11150,59,32,108,198,29.8%,432.1,247.0,185.1,0.98,0.53,1.79,3.29,406.7,232.5,174.2,0.92,0.50,1.69,3.09,146,108,2.42,1.79,2.28,1.69
,,,Likewisse,Elite,Azathoth,The Mythos,Lunar,76.5,1024,64,0.657,0.672,43,21,26090,15430,10660,66,54,83,198,33.3%,406.9,240.6,166.2,1.03,0.84,1.29,3.09,407.7,241.1,166.6,1.03,0.84,1.30,3.09,193,128,3.01,2.00,3.02,2.00
,,,Fluffy,Elite,Pixel Picassos,Art Club,Solar,75.3,1097,64,0.703,0.766,49,15,27980,16820,11160,73,52,95,217,33.6%,407.3,244.9,162.5,1.06,0.76,1.38,3.16,437.2,262.8,174.4,1.14,0.81,1.48,3.39,199,114,2.90,1.66,3.11,1.78
,,,Super (Change),Elite,Wheelchairs,The Quad Dynasty,Solar,73.7,844,58,0.586,0.552,32,26,22654,12390,10264,49,33,86,154,31.8%,428.6,234.4,194.2,0.93,0.62,1.63,2.91,390.6,213.6,177.0,0.84,0.57,1.48,2.66,135,108,2.55,2.04,2.33,1.86
,,,Vexingvertigo,Elite,"Fire
Cotija Cartel","The Elements
Cheese Guild",Solar,73.2,831,52,0.453,0.404,21,31,21692,12410,9282,53,26,81,176,30.1%,416.9,238.5,178.4,1.02,0.50,1.56,3.38,417.2,238.7,178.5,1.02,0.50,1.56,3.38,118,133,2.27,2.56,2.27,2.56
,,,Rapidz 0_0,Elite,"Wendigos
Orcas
Menthol","The Forest
Whale Defense
Minty Fresh",Solar,71.7,711,48,0.559,0.604,29,19,18687,10830,7857,44,33,72,118,37.3%,419.7,243.3,176.5,0.99,0.74,1.62,2.65,389.3,225.6,163.7,0.92,0.69,1.50,2.46,115,99,2.58,2.22,2.40,2.06
,,,Nue.,Elite,Knights,The Sovereign,Lunar,71.2,822,48,0.497,0.500,24,24,20579,12460,8119,52,32,79,171,30.4%,399.8,242.1,157.7,1.01,0.62,1.53,3.32,428.7,259.6,169.1,1.08,0.67,1.65,3.56,124,125,2.41,2.43,2.58,2.60
,,,Supe,Elite,Widows,Eight Legged Freaks,Lunar,70.8,709,43,0.482,0.465,20,23,17283,10010,7273,34,41,65,131,26.0%,389.3,225.5,163.8,0.77,0.92,1.46,2.95,401.9,232.8,169.1,0.79,0.95,1.51,3.05,107,112,2.41,2.52,2.49,2.60
,,,Relax,Elite,Teddy Bears,The Bear Den,Lunar,69.9,958,64,0.520,0.531,34,30,25805,13830,11975,55,36,99,158,34.8%,430.2,230.5,199.6,0.92,0.60,1.65,2.63,403.2,216.1,187.1,0.86,0.56,1.55,2.47,139,132,2.32,2.20,2.17,2.06
,,,Zck,Elite,Sloths,The Jungle,Solar,69.2,866,57,0.553,0.579,33,24,22262,12610,9652,56,28,78,171,32.7%,410.5,232.5,178.0,1.03,0.52,1.44,3.15,390.6,221.2,169.3,0.98,0.49,1.37,3.00,132,115,2.43,2.12,2.32,2.02
,,,Kenny,Elite,Chefs Kiss,The Bakery,Solar,68.6,933,62,0.625,0.597,37,25,23683,13500,10183,52,33,96,185,28.1%,405.4,231.1,174.3,0.89,0.56,1.64,3.17,382.0,217.7,164.2,0.84,0.53,1.55,2.98,143,102,2.45,1.75,2.31,1.65
,,,Rinuku,Elite,Suris,The Herd,Lunar,67.7,726,41,0.551,0.537,22,19,16828,9800,7028,39,40,49,145,26.9%,370.2,215.6,154.6,0.86,0.88,1.08,3.19,410.4,239.0,171.4,0.95,0.98,1.20,3.54,115,101,2.53,2.22,2.80,2.46
,,,Redsteel43Br,Elite,Great Whites,Shark Attack,Lunar,67.5,620,38,0.656,0.579,22,16,14553,9090,5463,43,30,41,124,34.7%,374.9,234.1,140.7,1.11,0.77,1.06,3.19,383.0,239.2,143.8,1.13,0.79,1.08,3.26,113,75,2.91,1.93,2.97,1.97
,,,Glitch;,Elite,Knights,The Sovereign,Lunar,66.4,444,24,0.706,0.667,16,8,11070,7150,3920,36,19,37,75,48.0%,398.2,257.2,141.0,1.29,0.68,1.33,2.70,461.3,297.9,163.3,1.50,0.79,1.54,3.13,93,54,3.35,1.94,3.88,2.25
,,,Skrooms,Elite,Teddy Bears,The Bear Den,Lunar,66.3,779,52,0.535,0.558,29,23,20784,11610,9174,45,17,96,146,30.8%,426.1,238.0,188.1,0.92,0.35,1.97,2.99,399.7,223.3,176.4,0.87,0.33,1.85,2.81,114,104,2.34,2.13,2.19,2.00
,,,Fin0Oo,Elite,Great Whites,Shark Attack,Lunar,66.3,773,46,0.604,0.565,26,20,18823,11030,7793,44,40,66,133,33.1%,388.9,227.9,161.0,0.91,0.83,1.36,2.75,409.2,239.8,169.4,0.96,0.87,1.43,2.89,131,100,2.71,2.07,2.85,2.17
,,,Snack Time!,Elite,Midnight,The Shadows,Solar,66.2,927,61,0.540,0.607,37,24,22199,13220,8979,48,38,92,192,25.0%,382.4,227.7,154.7,0.83,0.65,1.58,3.31,363.9,216.7,147.2,0.79,0.62,1.51,3.15,128,115,2.21,1.98,2.10,1.89
,,,Doortk,Elite,Sloths,The Jungle,Solar,64.9,909,60,0.579,0.600,36,24,22100,12470,9630,43,46,86,157,27.4%,388.3,219.1,169.2,0.76,0.81,1.51,2.76,368.3,207.8,160.5,0.72,0.77,1.43,2.62,145,118,2.55,2.07,2.42,1.97
,,,Djretirementhome,Elite,Azathoth,The Mythos,Lunar,64.5,929,58,0.669,0.690,40,18,22158,13260,8898,55,48,75,161,34.2%,380.9,227.9,153.0,0.95,0.83,1.29,2.77,382.0,228.6,153.4,0.95,0.83,1.29,2.78,176,113,3.03,1.94,3.03,1.95
,,,Imoldgreg67,Elite,Azathoth,The Mythos,Lunar,64.3,997,62,0.660,0.677,42,20,23455,14350,9105,65,39,77,205,31.7%,375.7,229.9,145.8,1.04,0.62,1.23,3.28,378.3,231.5,146.9,1.05,0.63,1.24,3.31,187,123,3.00,1.97,3.02,1.98
,,,King.,Elite,Gelato,Fifty-Fifty Pizzeria,Lunar,64.0,803,52,0.639,0.615,32,20,19648,11150,8498,54,30,55,150,36.0%,390.8,221.7,169.0,1.07,0.60,1.09,2.98,377.8,214.4,163.4,1.04,0.58,1.06,2.88,145,101,2.88,2.01,2.79,1.94
,,,Flexy,Elite,Santa Muerte,The Gods,Lunar,63.7,788,51,0.521,0.549,28,23,17343,9530,7813,35,49,41,153,22.9%,351.5,193.1,158.3,0.71,0.99,0.83,3.10,340.1,186.9,153.2,0.69,0.96,0.80,3.00,113,107,2.29,2.17,2.22,2.10
,,,Rhino Is Trash,Elite,"Orcas
Great Whites","Whale Defense
Shark Attack",Solar,63.1,815,54,0.545,0.574,31,23,19802,11160,8642,43,35,73,146,29.5%,388.0,218.7,169.3,0.84,0.69,1.43,2.86,366.7,206.7,160.0,0.80,0.65,1.35,2.70,130,116,2.55,2.27,2.41,2.15
,,,Blaster50,Elite,Wheelchairs,The Quad Dynasty,Solar,62.9,925,63,0.558,0.524,33,30,22597,12390,10207,45,44,83,154,29.2%,390.1,213.9,176.2,0.78,0.76,1.43,2.66,358.7,196.7,162.0,0.71,0.70,1.32,2.44,144,124,2.49,2.14,2.29,1.97
,,,Jake,Elite,Great Whites,Shark Attack,Lunar,62.7,827,49,0.621,0.612,30,19,19606,12370,7236,56,33,71,157,35.7%,378.6,238.9,139.7,1.08,0.64,1.37,3.03,400.1,252.4,147.7,1.14,0.67,1.45,3.20,145,106,2.80,2.05,2.96,2.16
,,,Colinn,Elite,"Gelato
Fire","Fifty-Fifty Pizzeria
The Elements",Lunar,61.7,888,58,0.595,0.638,37,21,21563,12380,9183,43,41,91,148,29.1%,387.8,222.6,165.1,0.77,0.74,1.64,2.66,371.8,213.4,158.3,0.74,0.71,1.57,2.55,146,114,2.63,2.05,2.52,1.97
,,,Krueger_02,Elite,Chefs Kiss,The Bakery,Solar,61.7,884,59,0.605,0.576,34,25,21563,11790,9773,42,35,85,159,26.4%,389.5,213.0,176.6,0.76,0.63,1.54,2.87,365.5,199.8,165.6,0.71,0.59,1.44,2.69,129,97,2.33,1.75,2.19,1.64
,,,Tyty,Elite,Demons,The Monster Mash,Lunar,61.5,928,55,0.497,0.509,28,27,22435,13380,9055,49,41,97,158,31.0%,386.1,230.3,155.8,0.84,0.71,1.67,2.72,407.9,243.3,164.6,0.89,0.75,1.76,2.87,133,134,2.29,2.31,2.42,2.44
,,,Racer,Elite,Geeky Ghouls,Ghoul School,Solar,61.3,69,4,0.467,0.500,2,2,1615,960,655,3,4,7,11,27.3%,373.8,222.2,151.6,0.69,0.93,1.62,2.55,403.8,240.0,163.8,0.75,1.00,1.75,2.75,12,13,2.78,3.01,3.00,3.25
,,,Naro,Elite,Suris,The Herd,Lunar,61.1,925,53,0.534,0.547,29,24,22659,13020,9639,57,36,79,157,36.3%,391.2,224.8,166.4,0.98,0.62,1.36,2.71,427.5,245.7,181.9,1.08,0.68,1.49,2.96,143,131,2.47,2.26,2.70,2.47
,,,Stonewall,Elite,Aquarius,The Nexus,Solar,60.7,991,61,0.445,0.426,26,35,24925,14160,10765,47,28,125,181,26.0%,401.7,228.2,173.5,0.76,0.45,2.01,2.92,408.6,232.1,176.5,0.77,0.46,2.05,2.97,130,150,2.09,2.42,2.13,2.46
,,,"Peeg :>, Lol.",Elite,Thunder,Electric Mayhem,Lunar,60.7,174,10,0.570,0.600,6,4,4091,2360,1731,10,10,12,26,38.5%,375.5,216.6,158.9,0.92,0.92,1.10,2.39,409.1,236.0,173.1,1.00,1.00,1.20,2.60,31,26,2.85,2.39,3.10,2.60
,,,Beckols,Elite,Anglers,The Abyss,Lunar,60.6,795,50,0.467,0.460,23,27,19455,10910,8545,49,21,68,156,31.4%,390.8,219.2,171.6,0.98,0.42,1.37,3.13,389.1,218.2,170.9,0.98,0.42,1.36,3.12,116,126,2.33,2.53,2.32,2.52
,,,Kourses,Elite,Desolation,Event Horizon,Solar,59.8,452,28,0.484,0.536,15,13,11261,6270,4991,25,17,44,72,34.7%,397.9,221.5,176.3,0.88,0.60,1.55,2.54,402.2,223.9,178.3,0.89,0.61,1.57,2.57,73,76,2.58,2.69,2.61,2.71
,,,Its Akabeen,Elite,Pixel Picassos,Art Club,Solar,59.4,1022,60,0.709,0.767,46,14,23104,14160,8944,57,46,84,196,29.1%,361.0,221.3,139.8,0.89,0.72,1.31,3.06,385.1,236.0,149.1,0.95,0.77,1.40,3.27,187,105,2.92,1.64,3.12,1.75
,,,Catlas,Elite,Summoned,Destined,Solar,59.1,67,4,0.684,0.750,3,1,1333,750,583,3,4,2,15,20.0%,317.7,178.8,139.0,0.72,0.95,0.48,3.58,333.3,187.5,145.8,0.75,1.00,0.50,3.75,13,8,3.10,1.91,3.25,2.00
,,,Khamul,Elite,Demons,The Monster Mash,Lunar,58.4,936,55,0.529,0.527,29,26,23090,13630,9460,54,30,103,158,34.2%,394.0,232.6,161.4,0.92,0.51,1.76,2.70,419.8,247.8,172.0,0.98,0.55,1.87,2.87,137,127,2.34,2.17,2.49,2.31
,,,Ay G.,Elite,Ravioli Rangers,Italian Battalion,Lunar,58.4,194,12,0.500,0.500,6,6,4372,2410,1962,10,7,13,41,24.4%,359.9,198.4,161.5,0.82,0.58,1.07,3.38,364.3,200.8,163.5,0.83,0.58,1.08,3.42,29,29,2.39,2.39,2.42,2.42
,,,Gob!,Elite,Chefs Kiss,The Bakery,Solar,58.2,308,20,0.624,0.650,13,7,6988,3820,3168,12,17,25,52,23.1%,362.3,198.1,164.3,0.62,0.88,1.30,2.70,349.4,191.0,158.4,0.60,0.85,1.25,2.60,45,32,2.33,1.66,2.25,1.60
,,,Duffydoug,Elite,Wrath,Seven Deadly Sins,Lunar,56.9,716,46,0.454,0.522,24,22,16984,9380,7604,39,27,58,123,31.7%,378.8,209.2,169.6,0.87,0.60,1.29,2.74,369.2,203.9,165.3,0.85,0.59,1.26,2.67,116,130,2.59,2.90,2.52,2.83
,,,Rollsroyceowner,Elite,Anglers,The Abyss,Lunar,56.6,543,34,0.549,0.500,17,17,13134,6910,6224,20,27,56,76,26.3%,386.3,203.2,183.0,0.59,0.79,1.65,2.24,386.3,203.2,183.1,0.59,0.79,1.65,2.24,85,75,2.50,2.21,2.50,2.21
,,,Deezmuffinz,Elite,Wrath,Seven Deadly Sins,Lunar,56.3,860,54,0.453,0.444,24,30,19717,11720,7997,46,36,76,152,30.3%,366.1,217.6,148.5,0.85,0.67,1.41,2.82,365.1,217.0,148.1,0.85,0.67,1.41,2.81,138,155,2.56,2.88,2.56,2.87
,,,Hoes,Elite,Orcas,Whale Defense,Solar,54.3,712,48,0.533,0.542,26,22,15450,8900,6550,34,30,52,140,24.3%,346.5,199.6,146.9,0.76,0.67,1.17,3.14,321.9,185.4,136.5,0.71,0.63,1.08,2.92,113,104,2.53,2.33,2.35,2.17
,,,Clem5On3_,Elite,Ghastly Goombahs,The Syndicate,Lunar,54.1,805,53,0.635,0.623,33,20,18583,11290,7293,57,23,59,149,38.3%,368.7,224.0,144.7,1.13,0.46,1.17,2.96,350.6,213.0,137.6,1.08,0.43,1.11,2.81,137,96,2.72,1.90,2.58,1.81
,,,Slain.,Elite,Ghastly Goombahs,The Syndicate,Lunar,54.1,87,5,0.757,0.800,4,1,1886,1190,696,4,5,8,14,28.6%,346.2,218.4,127.8,0.73,0.92,1.47,2.57,377.2,238.0,139.2,0.80,1.00,1.60,2.80,15,7,2.75,1.28,3.00,1.40
,,,Rex,Elite,"Chefs Kiss
Wendigos","The Bakery
The Forest",Solar,53.7,372,25,0.686,0.600,15,10,8406,4850,3556,20,15,29,65,30.8%,360.9,208.2,152.7,0.86,0.64,1.24,2.79,336.2,194.0,142.2,0.80,0.60,1.16,2.60,62,37,2.66,1.59,2.48,1.48
