Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Prospect,RSC002864,Grovelove,Supernova,The Cosmos,Solar,42.9,544.0,42.0,0.571,0.619,26.0,16.0,12009.0,6510.0,5499.0,25.0,22.0,43.0,76.0,32.90%,301.7,163.5,138.1,0.63,0.55,1.08,1.91,285.9,155.0,130.9,0.6,0.52,1.02,1.81,102.0,85.0,2.56,2.14,2.43,2.02
Prospect,RSC003146,Haakon,"Red Stags
Barbarians","The Forest
The Sovereign",Lunar,42.8,276.0,19.0,0.508,0.368,7.0,12.0,6081.0,3650.0,2431.0,17.0,11.0,20.0,40.0,42.50%,301.1,180.7,120.4,0.84,0.54,0.99,1.98,320.1,192.1,127.9,0.89,0.58,1.05,2.11,49.0,48.0,2.43,2.38,2.58,2.53
Prospect,RSC000221,Treefrog,Gloom,The Shadows,Lunar,42.6,670.0,51.0,0.457,0.412,21.0,30.0,14544.0,8050.0,6494.0,35.0,22.0,46.0,115.0,30.40%,296.7,164.2,132.5,0.71,0.45,0.94,2.35,285.2,157.8,127.3,0.69,0.43,0.9,2.25,100.0,112.0,2.04,2.28,1.96,2.2
Prospect,RSC002722,Tabernakdecalis,"Gloom
House Salads","The Shadows
Fifty-Fifty Pizzeria",Lunar,42.4,462.0,33.0,0.55,0.515,17.0,16.0,10366.0,5510.0,4856.0,23.0,16.0,35.0,66.0,34.80%,306.6,163.0,143.6,0.68,0.47,1.04,1.95,314.1,167.0,147.2,0.7,0.48,1.06,2.0,82.0,72.0,2.43,2.13,2.48,2.18
Prospect,RSC001946,Fritzoz,Sparks,Electric Mayhem,Lunar,42.2,478.0,35.0,0.5,0.486,17.0,18.0,10207.0,5290.0,4917.0,16.0,21.0,39.0,69.0,23.20%,291.8,151.2,140.6,0.46,0.6,1.12,1.97,291.6,151.1,140.5,0.46,0.6,1.11,1.97,71.0,71.0,2.03,2.03,2.03,2.03
Prospect,RSC002056,Cheechoo777,Legends of Tomorrow,The Comic Crusaders,Lunar,42.0,274.0,19.0,0.432,0.421,8.0,11.0,6027.0,3510.0,2517.0,14.0,8.0,25.0,46.0,30.40%,300.6,175.1,125.5,0.7,0.4,1.25,2.29,317.2,184.7,132.5,0.74,0.42,1.32,2.42,41.0,49.0,2.04,2.44,2.16,2.58
Prospect,RSC003054,Particlect,Hisspy Bacons,The Cat Cafe,Solar,41.5,496.0,39.0,0.367,0.462,18.0,21.0,11390.0,6200.0,5190.0,28.0,12.0,41.0,75.0,37.30%,313.8,170.8,143.0,0.77,0.33,1.13,2.07,292.1,159.0,133.1,0.72,0.31,1.05,1.92,72.0,102.0,1.98,2.81,1.85,2.62
Prospect,RSC001133,Beni Lava,Red Stags,The Forest,Solar,41.1,474.0,35.0,0.411,0.314,11.0,24.0,10573.0,5760.0,4813.0,24.0,16.0,38.0,66.0,36.40%,304.8,166.1,138.8,0.69,0.46,1.1,1.9,302.1,164.6,137.5,0.69,0.46,1.09,1.89,79.0,99.0,2.28,2.85,2.26,2.83
Prospect,RSC003929,Whoviancat,Red Stags,The Forest,Solar,41.0,89.0,7.0,0.306,0.143,1.0,6.0,2102.0,1120.0,982.0,6.0,2.0,6.0,12.0,50.00%,322.8,172.0,150.8,0.92,0.31,0.92,1.84,300.3,160.0,140.3,0.86,0.29,0.86,1.71,14.0,23.0,2.15,3.53,2.0,3.29
Prospect,RSC003168,Mykopolis,Dragonflies,The Swarm,Solar,40.5,292.0,20.0,0.468,0.5,10.0,10.0,6321.0,3780.0,2541.0,17.0,9.0,23.0,48.0,35.40%,295.8,176.9,118.9,0.8,0.42,1.08,2.25,316.1,189.0,127.1,0.85,0.45,1.15,2.4,47.0,51.0,2.2,2.39,2.35,2.55
Prospect,RSC001933,Ducky,"Sparks
Gloom","Electric Mayhem
The Shadows",Lunar,39.8,229.0,16.0,0.306,0.313,5.0,11.0,5173.0,2880.0,2293.0,13.0,6.0,19.0,33.0,39.40%,308.7,171.9,136.8,0.78,0.36,1.13,1.97,323.3,180.0,143.3,0.81,0.38,1.19,2.06,31.0,52.0,1.85,3.1,1.94,3.25
Prospect,RSC004383,Tomatofroggy,Legends of Tomorrow,The Comic Crusaders,Lunar,38.3,645.0,49.0,0.598,0.633,31.0,18.0,15399.0,8160.0,7239.0,36.0,8.0,66.0,86.0,41.90%,326.3,172.9,153.4,0.76,0.17,1.4,1.82,314.3,166.5,147.7,0.73,0.16,1.35,1.76,113.0,87.0,2.39,1.84,2.31,1.78
Prospect,RSC002796,Carno,Spearmint,Minty Fresh,Solar,38.2,495.0,39.0,0.439,0.436,17.0,22.0,10926.0,5870.0,5056.0,18.0,18.0,52.0,57.0,31.60%,301.7,162.1,139.6,0.5,0.5,1.44,1.57,280.2,150.5,129.6,0.46,0.46,1.33,1.46,75.0,88.0,2.07,2.43,1.92,2.26
Prospect,RSC003737,Display,Eclipse,North American Soccar Club,Solar,37.6,685.0,50.0,0.454,0.5,25.0,25.0,14062.0,7320.0,6742.0,27.0,29.0,44.0,97.0,27.80%,280.5,146.0,134.5,0.54,0.58,0.88,1.94,281.2,146.4,134.8,0.54,0.58,0.88,1.94,113.0,127.0,2.25,2.53,2.26,2.54
Prospect,RSC003430,Avoidedemu,Air Buds,Puppy Paradise,Solar,37.5,657.0,49.0,0.405,0.347,17.0,32.0,14171.0,7850.0,6321.0,26.0,23.0,65.0,85.0,30.60%,294.8,163.3,131.5,0.54,0.48,1.35,1.77,289.2,160.2,129.0,0.53,0.47,1.33,1.73,100.0,128.0,2.08,2.66,2.04,2.61
Prospect,RSC000090,Paranormalpancak,Party Freaks,The Soundtrack,Lunar,37.4,557.0,38.0,0.311,0.263,10.0,28.0,12030.0,6410.0,5620.0,23.0,18.0,49.0,76.0,30.30%,295.2,157.3,137.9,0.56,0.44,1.2,1.86,316.6,168.7,147.9,0.61,0.47,1.29,2.0,70.0,117.0,1.72,2.87,1.84,3.08
Prospect,RSC003153,Theman,Hisspy Bacons,The Cat Cafe,Solar,36.4,528.0,41.0,0.443,0.537,22.0,19.0,11294.0,6270.0,5024.0,29.0,12.0,38.0,87.0,33.30%,292.3,162.3,130.0,0.75,0.31,0.98,2.25,275.5,152.9,122.5,0.71,0.29,0.93,2.12,81.0,94.0,2.1,2.43,1.98,2.29
Prospect,RSC003916,G Robber22,Rodan,Kaiju,Solar,36.1,662.0,49.0,0.236,0.224,11.0,38.0,14598.0,7680.0,6918.0,24.0,20.0,70.0,78.0,30.80%,301.4,158.5,142.8,0.5,0.41,1.45,1.61,297.9,156.7,141.2,0.49,0.41,1.43,1.59,66.0,143.0,1.36,2.95,1.35,2.92
Prospect,RSC002350,Nacho,Spearmint,Minty Fresh,Solar,36.0,413.0,32.0,0.477,0.438,14.0,18.0,8866.0,4680.0,4186.0,20.0,12.0,30.0,58.0,34.50%,293.4,154.9,138.5,0.66,0.4,0.99,1.92,277.1,146.3,130.8,0.63,0.38,0.94,1.81,64.0,68.0,2.12,2.25,2.0,2.13
Prospect,RSC002554,Trexreaper,Earth,The Elements,Lunar,35.6,529.0,36.0,0.663,0.722,26.0,10.0,11130.0,6450.0,4680.0,30.0,19.0,36.0,70.0,42.90%,287.5,166.6,120.9,0.78,0.49,0.93,1.81,309.2,179.2,130.0,0.83,0.53,1.0,1.94,107.0,69.0,2.76,1.78,2.97,1.92
Prospect,RSC000850,Jcrdude,Firecrackers,Fallout Shelter,Solar,35.6,434.0,34.0,0.413,0.471,16.0,18.0,8636.0,4890.0,3746.0,17.0,18.0,33.0,64.0,26.60%,271.9,154.0,118.0,0.54,0.57,1.04,2.02,254.0,143.8,110.2,0.5,0.53,0.97,1.88,68.0,85.0,2.14,2.68,2.0,2.5
Prospect,RSC002607,Maxwell2711,Blobfish,The Abyss,Lunar,35.3,614.0,45.0,0.364,0.333,15.0,30.0,12630.0,6890.0,5740.0,27.0,25.0,43.0,79.0,34.20%,281.1,153.4,127.8,0.6,0.56,0.96,1.76,280.7,153.1,127.6,0.6,0.56,0.96,1.76,93.0,132.0,2.07,2.94,2.07,2.93
Prospect,RSC004388,Bobbo174,"Firecrackers
Koala Bears","Fallout Shelter
The Bear Den",Lunar,35.1,371.0,28.0,0.476,0.607,17.0,11.0,7278.0,3820.0,3458.0,10.0,22.0,27.0,37.0,27.00%,268.1,140.7,127.4,0.37,0.81,0.99,1.36,259.9,136.4,123.5,0.36,0.79,0.96,1.32,64.0,68.0,2.36,2.5,2.29,2.43
Prospect,RSC002949,Razzr Elite,"Gloom
Punch-Outs
Puffins
Firecrackers","The Shadows
8-Bit Brigade
Polar Vortex
Fallout Shelter",Solar,34.8,544.0,42.0,0.508,0.548,23.0,19.0,11563.0,5850.0,5713.0,24.0,14.0,39.0,80.0,30.00%,290.5,147.0,143.5,0.6,0.35,0.98,2.01,275.3,139.3,136.0,0.57,0.33,0.93,1.9,92.0,90.0,2.31,2.26,2.19,2.14
Prospect,RSC003213,Soba_Man,Punch-Outs,8-Bit Brigade,Lunar,34.3,752.0,55.0,0.397,0.364,20.0,35.0,15943.0,8840.0,7103.0,37.0,16.0,63.0,119.0,31.10%,289.7,160.7,129.1,0.67,0.29,1.14,2.16,289.9,160.7,129.1,0.67,0.29,1.15,2.16,101.0,133.0,1.84,2.42,1.84,2.42
Prospect,RSC004359,Yoitsuniii,"Dragonflies
Firecrackers
Spearmint","The Swarm
Fallout Shelter
Minty Fresh",Solar,33.7,464.0,32.0,0.45,0.438,14.0,18.0,9475.0,5440.0,4035.0,28.0,15.0,24.0,69.0,40.60%,279.1,160.2,118.8,0.82,0.44,0.71,2.03,296.1,170.0,126.1,0.88,0.47,0.75,2.16,73.0,83.0,2.15,2.44,2.28,2.59
Prospect,RSC002991,Santa Turtle,Blobfish,The Abyss,Lunar,33.2,242.0,18.0,0.353,0.278,5.0,13.0,5011.0,2690.0,2321.0,15.0,4.0,11.0,44.0,34.10%,283.0,151.9,131.1,0.85,0.23,0.62,2.48,278.4,149.4,128.9,0.83,0.22,0.61,2.44,37.0,54.0,2.09,3.05,2.06,3.0
Prospect,RSC004264,Tearlessgoose21,Oganesson,Group Zero,Solar,33.1,187.0,13.0,0.748,0.692,9.0,4.0,3670.0,2080.0,1590.0,8.0,7.0,13.0,28.0,28.60%,268.2,152.0,116.2,0.58,0.51,0.95,2.05,282.3,160.0,122.3,0.62,0.54,1.0,2.15,44.0,22.0,3.22,1.61,3.38,1.69
Prospect,RSC003254,Bacon,Red Stags,The Forest,Solar,33.1,52.0,4.0,0.747,0.5,2.0,2.0,1150.0,600.0,550.0,5.0,0.0,0.0,10.0,50.00%,302.2,157.7,144.5,1.31,0.0,0.0,2.63,287.5,150.0,137.5,1.25,0.0,0.0,2.5,12.0,6.0,3.15,1.58,3.0,1.5
Prospect,RSC000048,Pablo V2,Titanoboas,The Serpents,Lunar,32.9,625.0,45.0,0.57,0.6,27.0,18.0,12264.0,7220.0,5044.0,31.0,24.0,40.0,92.0,33.70%,268.2,157.9,110.3,0.68,0.52,0.87,2.01,272.5,160.4,112.1,0.69,0.53,0.89,2.04,114.0,95.0,2.49,2.08,2.53,2.11
Prospect,RSC003888,Reedyorange,Gallimimus,Dino Park,Lunar,32.8,199.0,13.0,0.253,0.0,0.0,13.0,4023.0,2240.0,1783.0,7.0,8.0,18.0,24.0,29.20%,276.3,153.8,122.4,0.48,0.55,1.24,1.65,309.5,172.3,137.2,0.54,0.62,1.38,1.85,23.0,46.0,1.58,3.16,1.77,3.54
Prospect,RSC003109,Kflip11,Party Freaks,The Soundtrack,Lunar,32.4,621.0,43.0,0.326,0.302,13.0,30.0,12473.0,6350.0,6123.0,23.0,20.0,43.0,90.0,25.60%,274.5,139.7,134.7,0.51,0.44,0.95,1.98,290.1,147.7,142.4,0.53,0.47,1.0,2.09,80.0,128.0,1.76,2.82,1.86,2.98
Prospect,RSC003842,Koṫa,Koala Bears,The Bear Den,Lunar,31.8,542.0,40.0,0.529,0.575,23.0,17.0,10861.0,5960.0,4901.0,24.0,18.0,38.0,76.0,31.60%,273.9,150.3,123.6,0.61,0.45,0.96,1.92,271.5,149.0,122.5,0.6,0.45,0.95,1.9,96.0,89.0,2.42,2.24,2.4,2.23
Prospect,RSC003374,Raisonbran,Party Freaks,The Soundtrack,Lunar,31.5,590.0,40.0,0.316,0.275,11.0,29.0,11810.0,6610.0,5200.0,24.0,18.0,49.0,86.0,27.90%,273.6,153.1,120.4,0.56,0.42,1.13,1.99,295.3,165.3,130.0,0.6,0.45,1.23,2.15,76.0,125.0,1.76,2.9,1.9,3.13
Prospect,RSC004294,Thekramer22,House Salads,Fifty-Fifty Pizzeria,Lunar,31.5,498.0,37.0,0.468,0.486,18.0,19.0,10383.0,5260.0,5123.0,19.0,13.0,41.0,66.0,28.80%,284.9,144.3,140.6,0.52,0.36,1.13,1.81,280.6,142.2,138.5,0.51,0.35,1.11,1.78,83.0,90.0,2.28,2.47,2.24,2.43
Prospect,RSC004178,Santi.^,Titanoboas,The Serpents,Lunar,30.6,241.0,17.0,0.451,0.353,6.0,11.0,5076.0,2920.0,2156.0,18.0,4.0,11.0,37.0,48.60%,287.8,165.6,122.3,1.02,0.23,0.62,2.1,298.6,171.8,126.8,1.06,0.24,0.65,2.18,37.0,42.0,2.1,2.38,2.18,2.47
Prospect,RSC000644,Flez,Sparks,Electric Mayhem,Lunar,29.9,608.0,44.0,0.478,0.477,21.0,23.0,11724.0,6360.0,5364.0,28.0,22.0,32.0,86.0,32.60%,263.5,143.0,120.6,0.63,0.49,0.72,1.93,266.5,144.5,121.9,0.64,0.5,0.73,1.95,101.0,107.0,2.27,2.41,2.3,2.43
Prospect,RSC001871,Thewainmaker,Blobfish,The Abyss,Lunar,28.9,67.0,4.0,0.359,0.25,1.0,3.0,1341.0,810.0,531.0,4.0,3.0,4.0,6.0,66.70%,273.5,165.2,108.3,0.82,0.61,0.82,1.22,335.3,202.5,132.8,1.0,0.75,1.0,1.5,12.0,17.0,2.45,3.47,3.0,4.25
Prospect,RSC004274,Zvrns,Drizzle,Storm,Solar,28.6,268.0,19.0,0.579,0.632,12.0,7.0,5093.0,2850.0,2243.0,14.0,9.0,12.0,40.0,35.00%,259.7,145.3,114.4,0.71,0.46,0.61,2.04,268.1,150.0,118.1,0.74,0.47,0.63,2.11,48.0,39.0,2.45,1.99,2.53,2.05
Prospect,RSC003486,Thedemonbelial,Spaghetti Scouts,Italian Battalion,Solar,28.2,495.0,37.0,0.555,0.486,18.0,19.0,9517.0,5370.0,4147.0,16.0,20.0,44.0,57.0,28.10%,262.8,148.3,114.5,0.44,0.55,1.21,1.57,257.2,145.1,112.1,0.43,0.54,1.19,1.54,90.0,78.0,2.48,2.15,2.43,2.11
Prospect,RSC004279,Onlyjammer,Party Freaks,The Soundtrack,Lunar,27.4,636.0,43.0,0.301,0.256,11.0,32.0,12698.0,7680.0,5018.0,33.0,15.0,55.0,88.0,37.50%,272.9,165.0,107.8,0.71,0.32,1.18,1.89,295.3,178.6,116.7,0.77,0.35,1.28,2.05,81.0,139.0,1.74,2.99,1.88,3.23
Prospect,RSC000972,Ryuki Sanyo,Legends of Tomorrow,The Comic Crusaders,Lunar,26.5,48.0,4.0,0.45,0.5,2.0,2.0,973.0,510.0,463.0,1.0,1.0,6.0,6.0,16.70%,277.0,145.2,131.8,0.28,0.28,1.71,1.71,243.3,127.5,115.8,0.25,0.25,1.5,1.5,7.0,8.0,1.99,2.28,1.75,2.0
Prospect,RSC003914,Bullseye,Barbarians,The Sovereign,Lunar,24.4,479.0,35.0,0.431,0.457,16.0,19.0,9278.0,4650.0,4628.0,21.0,11.0,27.0,65.0,32.30%,264.7,132.7,132.0,0.6,0.31,0.77,1.85,265.1,132.9,132.2,0.6,0.31,0.77,1.86,70.0,84.0,2.0,2.4,2.0,2.4
Prospect,RSC003893,Pr3V3Gaz313,Legends of Tomorrow,The Comic Crusaders,Lunar,24.3,125.0,10.0,0.5,0.5,5.0,5.0,2143.0,1180.0,963.0,3.0,7.0,8.0,13.0,23.10%,234.3,129.0,105.3,0.33,0.77,0.87,1.42,214.3,118.0,96.3,0.3,0.7,0.8,1.3,20.0,20.0,2.19,2.19,2.0,2.0
Prospect,RSC007229,Garnigan,Air Buds,Puppy Paradise,Solar,23.5,537.0,39.0,0.392,0.359,14.0,25.0,10334.0,5200.0,5134.0,19.0,16.0,38.0,60.0,31.70%,263.0,132.3,130.7,0.48,0.41,0.97,1.53,265.0,133.3,131.6,0.49,0.41,0.97,1.54,85.0,112.0,2.16,2.85,2.18,2.87
Prospect,RSC002662,Aku Lmlt,"Poseidon
Rodan
Air Buds","Olympus
Kaiju
Puppy Paradise",Solar,23.4,345.0,23.0,0.194,0.13,3.0,20.0,7106.0,3700.0,3406.0,14.0,3.0,34.0,45.0,31.10%,281.5,146.6,134.9,0.55,0.12,1.35,1.78,309.0,160.9,148.1,0.61,0.13,1.48,1.96,30.0,77.0,1.19,3.05,1.3,3.35
Prospect,RSC003886,Bobby Dangler.,Spearmint,Minty Fresh,Solar,22.2,133.0,12.0,0.419,0.333,4.0,8.0,2339.0,980.0,1359.0,4.0,3.0,4.0,23.0,17.40%,240.3,100.7,139.6,0.41,0.31,0.41,2.36,194.9,81.7,113.3,0.33,0.25,0.33,1.92,22.0,27.0,2.26,2.77,1.83,2.25
Prospect,RSC002689,Cakekyst,Poseidon,Olympus,Solar,22.1,389.0,30.0,0.458,0.433,13.0,17.0,7156.0,3500.0,3656.0,15.0,8.0,20.0,60.0,25.00%,251.4,123.0,128.4,0.53,0.28,0.7,2.11,238.5,116.7,121.9,0.5,0.27,0.67,2.0,60.0,67.0,2.11,2.35,2.0,2.23
Prospect,RSC004512,Xguerrax509,Puffins,Polar Vortex,Lunar,21.5,64.0,4.0,0.265,0.0,0.0,4.0,1194.0,540.0,654.0,1.0,3.0,5.0,4.0,25.00%,255.0,115.3,139.7,0.21,0.64,1.07,0.85,298.5,135.0,163.5,0.25,0.75,1.25,1.0,6.0,12.0,1.28,2.56,1.5,3.0
Prospect,,Frostii,Blobfish,The Abyss,Lunar,21.4,62.0,4.0,0.307,0.25,1.0,3.0,1184.0,690.0,494.0,4.0,1.0,3.0,9.0,44.40%,261.0,152.1,108.9,0.88,0.22,0.66,1.98,296.0,172.5,123.5,1.0,0.25,0.75,2.25,7.0,12.0,1.54,2.65,1.75,3.0
Prospect,RSC003764,Paulus1027,"Puffins
Firecrackers","Polar Vortex
Fallout Shelter",Solar,18.4,442.0,34.0,0.554,0.618,21.0,13.0,7762.0,4120.0,3642.0,18.0,11.0,23.0,62.0,29.00%,240.0,127.4,112.6,0.56,0.34,0.71,1.92,228.3,121.2,107.1,0.53,0.32,0.68,1.82,76.0,66.0,2.35,2.04,2.24,1.94
Prospect,RSC004155,Heroes_Destiny,Rodan,Kaiju,Solar,18.3,147.0,12.0,0.113,0.167,2.0,10.0,3043.0,1610.0,1433.0,5.0,2.0,18.0,11.0,45.50%,282.9,149.7,133.2,0.46,0.19,1.67,1.02,253.6,134.2,119.4,0.42,0.17,1.5,0.92,13.0,46.0,1.21,4.28,1.08,3.83
Prospect,RSC002461,Mimzy Dangerous,Gallimimus,Dino Park,Lunar,16.6,691.0,51.0,0.377,0.294,15.0,36.0,12110.0,6320.0,5790.0,23.0,21.0,44.0,77.0,29.90%,239.5,125.0,114.5,0.45,0.42,0.87,1.52,237.5,123.9,113.5,0.45,0.41,0.86,1.51,104.0,143.0,2.06,2.83,2.04,2.8
Prospect,RSC004037,Humd1Gger,Rodan,Kaiju,Solar,14.8,490.0,37.0,0.242,0.189,7.0,30.0,9004.0,4300.0,4704.0,16.0,8.0,35.0,55.0,29.10%,251.1,119.9,131.2,0.45,0.22,0.98,1.53,243.4,116.2,127.1,0.43,0.22,0.95,1.49,56.0,116.0,1.56,3.24,1.51,3.14
Prospect,RSC004449,Ttv Bigbrain012,Hisspy Bacons,The Cat Cafe,Solar,11.7,44.0,3.0,0.5,0.667,2.0,1.0,877.0,440.0,437.0,2.0,0.0,4.0,4.0,50.00%,272.4,136.7,135.7,0.62,0.0,1.24,1.24,292.3,146.7,145.7,0.67,0.0,1.33,1.33,7.0,7.0,2.17,2.17,2.33,2.33
Prospect,RSC003911,Apollo,Rodan,Kaiju,Solar,5.3,221.0,18.0,0.182,0.167,3.0,15.0,3779.0,1710.0,2069.0,3.0,4.0,21.0,16.0,18.80%,233.7,105.7,127.9,0.19,0.25,1.3,0.99,209.9,95.0,114.9,0.17,0.22,1.17,0.89,21.0,55.0,1.3,3.4,1.17,3.06
Prospect,RSC001034,King Bonkk,Firecrackers,Fallout Shelter,Solar,5.2,94.0,8.0,0.137,0.125,1.0,7.0,1442.0,550.0,892.0,0.0,4.0,6.0,5.0,0.00%,209.6,80.0,129.7,0.0,0.58,0.87,0.73,180.3,68.8,111.5,0.0,0.5,0.75,0.63,9.0,28.0,1.31,4.07,1.13,3.5
Prospect,RSC002840,Jandr,Punch-Outs,8-Bit Brigade,Lunar,-1.3,94.0,6.0,0.285,0.167,1.0,5.0,1291.0,510.0,781.0,1.0,2.0,4.0,11.0,9.10%,187.7,74.1,113.5,0.15,0.29,0.58,1.6,215.2,85.0,130.2,0.17,0.33,0.67,1.83,11.0,20.0,1.6,2.91,1.83,3.33
Prospect,RSC003876,Phteven,Puffins,Polar Vortex,Lunar,-11.3,17.0,1.0,0.177,0.0,0.0,1.0,198.0,130.0,68.0,1.0,0.0,0.0,3.0,33.30%,159.2,104.5,54.7,0.8,0.0,0.0,2.41,198.0,130.0,68.0,1.0,0.0,0.0,3.0,1.0,3.0,0.8,2.41,1.0,3.0
Prospect,RSC003697,Deaththekid331,Party Freaks,The Soundtrack,Lunar,-13.0,65.0,4.0,0.144,0.0,0.0,4.0,825.0,480.0,345.0,1.0,0.0,6.0,8.0,12.50%,173.5,100.9,72.5,0.21,0.0,1.26,1.68,206.3,120.0,86.3,0.25,0.0,1.5,2.0,5.0,16.0,1.05,3.36,1.25,4.0
Prospect,RSC003288,Greengofantastic,Hisspy Bacons,The Cat Cafe,Solar,-36.0,40.0,3.0,0.048,0.0,0.0,3.0,418.0,210.0,208.0,1.0,0.0,2.0,1.0,100.00%,142.8,71.7,71.1,0.34,0.0,0.68,0.34,139.3,70.0,69.3,0.33,0.0,0.67,0.33,2.0,13.0,0.68,4.44,0.67,4.33
Premier,RSC003794,K-U-T-O-,The Avengers,The Comic Crusaders,Lunar,186.6,17.0,1.0,0.91,1.0,1.0,0.0,754.0,620.0,134.0,4.0,1.0,2.0,7.0,57.10%,710.1,583.9,126.2,3.77,0.94,1.88,6.59,754.0,620.0,134.0,4.0,1.0,2.0,7.0,7.0,2.0,6.59,1.88,7.0,2.0
Premier,,Jb.,Fettuccine Force,Italian Battalion,Solar,175.1,17.0,1.0,,1.0,1.0,0.0,583.0,340.0,243.0,1.0,4.0,0.0,4.0,25.00%,549.1,320.2,228.9,0.94,3.77,0.0,3.77,583.0,340.0,243.0,1.0,4.0,0.0,4.0,5.0,0.0,4.71,0.0,5.0,0.0
Premier,,Noriko,"OO AAs
Interstellar
Pythons","Planet of the Apes
The Cosmos
The Serpents",Lunar,115.9,70.0,4.0,0.535,0.75,3.0,1.0,2191.0,1400.0,791.0,4.0,7.0,10.0,15.0,26.70%,501.1,320.2,180.9,0.91,1.6,2.29,3.43,547.8,350.0,197.8,1.0,1.75,2.5,3.75,12.0,11.0,2.74,2.52,3.0,2.75
Premier,RSC002439,Angebro,Avalanche,Polar Vortex,Lunar,107.9,18.0,1.0,0.754,1.0,1.0,0.0,619.0,510.0,109.0,4.0,0.0,1.0,6.0,66.70%,550.6,453.6,97.0,3.56,0.0,0.89,5.34,619.0,510.0,109.0,4.0,0.0,1.0,6.0,4.0,2.0,3.56,1.78,4.0,2.0
Premier,RSC000544,Xaerous,"Treachery
Hurricanes
Fettuccine Force
Megalodons
Sun","Inferno
Storm
Italian Battalion
Shark Attack
Milky Way",Solar,107.7,91.0,6.0,0.659,0.667,4.0,2.0,2874.0,1770.0,1104.0,6.0,7.0,13.0,17.0,35.30%,505.7,311.4,194.2,1.06,1.23,2.29,2.99,479.0,295.0,184.0,1.0,1.17,2.17,2.83,14.0,9.0,2.46,1.58,2.33,1.5
Premier,RSC002863,Rated,"Radon
OO AAs
The Avengers
Interstellar
Pythons
Sun","Group Zero
Planet of the Apes
The Comic Crusaders
The Cosmos
The Serpents
Milky Way",Lunar,106.5,119.0,8.0,0.539,0.75,6.0,2.0,3664.0,1960.0,1704.0,8.0,6.0,12.0,26.0,30.80%,493.0,263.7,229.3,1.08,0.81,1.61,3.5,458.0,245.0,213.0,1.0,0.75,1.5,3.25,22.0,20.0,2.96,2.69,2.75,2.5
Premier,RSC000130,Anthage,"Clappers
Sun
Avalanche","As Seen on TV!
Milky Way
Polar Vortex",Lunar,101.5,45.0,4.0,0.5,0.5,2.0,2.0,1420.0,740.0,680.0,1.0,4.0,8.0,4.0,25.00%,505.2,263.3,241.9,0.36,1.42,2.85,1.42,355.0,185.0,170.0,0.25,1.0,2.0,1.0,6.0,6.0,2.13,2.13,1.5,1.5
Premier,,Kyndyr,"The Avengers
Clappers
Radon
Treachery","The Comic Crusaders
As Seen on TV!
Group Zero
Inferno",Solar,94.0,72.0,5.0,0.537,0.8,4.0,1.0,2247.0,1360.0,887.0,8.0,1.0,7.0,16.0,50.00%,499.7,302.4,197.2,1.78,0.22,1.56,3.56,449.4,272.0,177.4,1.6,0.2,1.4,3.2,11.0,10.0,2.45,2.22,2.2,2.0
Premier,RSC003150,Slate,"OO AAs
Treachery
Radon","Planet of the Apes
Inferno
Group Zero",Solar,93.6,59.0,4.0,0.766,0.5,2.0,2.0,1760.0,1150.0,610.0,8.0,2.0,2.0,15.0,53.30%,477.6,312.1,165.5,2.17,0.54,0.54,4.07,440.0,287.5,152.5,2.0,0.5,0.5,3.75,16.0,8.0,4.34,2.17,4.0,2.0
Premier,RSC003882,Alex,"OO AAs
Avalanche
Radon
Megalodons
Sun
Hurricanes
The Avengers
Treachery
Clappers","Planet of the Apes
Polar Vortex
Group Zero
Shark Attack
Milky Way
Storm
The Comic Crusaders
Inferno
As Seen on TV!",Lunar,91.5,266.0,16.0,0.764,0.813,13.0,3.0,7798.0,4760.0,3038.0,22.0,16.0,25.0,51.0,43.10%,469.4,286.5,182.9,1.32,0.96,1.5,3.07,487.4,297.5,189.9,1.38,1.0,1.56,3.19,60.0,29.0,3.61,1.75,3.75,1.81
Premier,RSC002295,[N Ξ X U S] Rblegend,"Radon
Clappers
Megalodons
Fettuccine Force
Sun","Group Zero
As Seen on TV!
Shark Attack
Italian Battalion
Milky Way",Solar,83.4,79.0,6.0,0.422,0.5,3.0,3.0,2220.0,1240.0,980.0,5.0,4.0,8.0,14.0,35.70%,449.9,251.3,198.6,1.01,0.81,1.62,2.84,370.0,206.7,163.3,0.83,0.67,1.33,2.33,15.0,18.0,3.04,3.65,2.5,3.0
Premier,,Bex!,"OO AAs
Sun
Hurricanes
Interstellar
Megalodons","Planet of the Apes
Milky Way
Storm
The Cosmos
Shark Attack",Lunar,81.4,120.0,7.0,0.765,0.857,6.0,1.0,3310.0,2110.0,1200.0,11.0,9.0,7.0,21.0,52.40%,441.6,281.5,160.1,1.47,1.2,0.93,2.8,472.9,301.4,171.4,1.57,1.29,1.0,3.0,27.0,13.0,3.6,1.73,3.86,1.86
