Tier,RSC ID,Player Name,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Prospect,RSC003823,Brettwhitt,Sparks,Electric Mayhem,Lunar,56.4,757,51,0.625,0.549,28,23,18137,10820,7317,43,33,73,122,35.2%,333.9,199.2,134.7,0.79,0.61,1.34,2.25,355.6,212.2,143.5,0.84,0.65,1.43,2.39,142,102,2.61,1.88,2.78,2.0
Prospect,RSC004005,Stormz,Dragonflies,The Swarm,Solar,56.4,639,47,0.438,0.468,22,25,15445,8360,7085,37,23,48,111,33.3%,336.8,182.3,154.5,0.81,0.5,1.05,2.42,328.6,177.9,150.7,0.79,0.49,1.02,2.36,98,115,2.14,2.51,2.09,2.45
Prospect,RSC000995,Xx_Pink_Man95_Xx,Earth,The Elements,Solar,56.0,677,49,0.521,0.551,27,22,16854,8600,8254,28,31,67,90,31.1%,346.9,177.0,169.9,0.58,0.64,1.38,1.85,344.0,175.5,168.4,0.57,0.63,1.37,1.84,114,108,2.35,2.22,2.33,2.2
Prospect,RSC004148,Thenoobishlord,Okapis,The Jungle,Solar,55.9,331,24,0.603,0.542,13,11,8227,4740,3487,20,11,33,54,37.0%,346.4,199.6,146.8,0.84,0.46,1.39,2.27,342.8,197.5,145.3,0.83,0.46,1.38,2.25,64,49,2.69,2.06,2.67,2.04
Prospect,,Chugg,Blacktips,Shark Attack,Lunar,55.7,683,48,0.741,0.688,33,15,15656,9300,6356,46,28,41,125,36.8%,319.4,189.7,129.7,0.94,0.57,0.84,2.55,326.2,193.8,132.4,0.96,0.58,0.85,2.6,153,78,3.12,1.59,3.19,1.63
Prospect,RSC001836,Zignian,Midnight,The Shadows,Lunar,55.3,611,47,0.605,0.638,30,17,14740,8510,6230,44,18,42,111,39.6%,336.2,194.1,142.1,1.0,0.41,0.96,2.53,313.6,181.1,132.6,0.94,0.38,0.89,2.36,106,80,2.42,1.82,2.26,1.7
Prospect,RSC004552,Op5Y,Koala Bears,The Bear Den,Lunar,52.5,371,30,0.465,0.5,15,15,8852,4910,3942,31,9,14,66,47.0%,332.5,184.4,148.1,1.16,0.34,0.53,2.48,295.1,163.7,131.4,1.03,0.3,0.47,2.2,66,72,2.48,2.7,2.2,2.4
Prospect,RSC002607,Maxwell2711,Hard Buzz,The Soundtrack,Lunar,49.9,215,16,0.414,0.375,6,10,5023,2720,2303,9,7,22,37,24.3%,325.6,176.3,149.3,0.58,0.45,1.43,2.4,313.9,170.0,143.9,0.56,0.44,1.38,2.31,32,40,2.07,2.59,2.0,2.5
Prospect,RSC002767,Rvbb3Rdvck,Okapis,The Jungle,Solar,49.3,576,40,0.633,0.6,24,16,12973,7360,5613,33,20,41,101,32.7%,313.9,178.1,135.8,0.8,0.48,0.99,2.44,324.3,184.0,140.3,0.83,0.5,1.03,2.53,111,78,2.69,1.89,2.78,1.95
Prospect,,Capalean,Dark Matter,The Cosmos,Solar,48.9,666,46,0.423,0.37,17,29,15523,8550,6973,28,24,70,105,26.7%,324.8,178.9,145.9,0.59,0.5,1.46,2.2,337.5,185.9,151.6,0.61,0.52,1.52,2.28,92,113,1.92,2.36,2.0,2.46
Prospect,,Xmicrowavechefx,Puffins,Polar Vortex,Lunar,48.6,722,49,0.417,0.388,19,30,15316,8730,6586,33,33,50,128,25.8%,295.6,168.5,127.1,0.64,0.64,0.97,2.47,312.6,178.2,134.4,0.67,0.67,1.02,2.61,108,134,2.08,2.59,2.2,2.73
Prospect,RSC001933,Ducky,House Salads,Fifty-Fifty Pizzeria,Solar,47.9,648,46,0.47,0.457,21,25,15074,8060,7014,35,21,50,101,34.7%,324.2,173.3,150.8,0.75,0.45,1.08,2.17,327.7,175.2,152.5,0.76,0.46,1.09,2.2,100,108,2.15,2.32,2.17,2.35
Prospect,RSC004274,Zvrns,Snowfall,Sub Zero,Solar,47.5,663,50,0.443,0.42,21,29,15195,8200,6995,36,24,48,100,36.0%,319.4,172.3,147.0,0.76,0.5,1.01,2.1,303.9,164.0,139.9,0.72,0.48,0.96,2.0,100,116,2.1,2.44,2.0,2.32
Prospect,RSC003720,Arisedaft,Dragonflies,The Swarm,Solar,47.1,616,44,0.527,0.5,22,22,15151,8210,6941,27,15,77,91,29.7%,342.7,185.7,157.0,0.61,0.34,1.74,2.06,344.3,186.6,157.8,0.61,0.34,1.75,2.07,105,98,2.38,2.22,2.39,2.23
Prospect,RSC003721,Kyurmex08,Okapis,The Jungle,Solar,46.5,652,48,0.627,0.583,28,20,14324,8380,5944,44,16,38,128,34.4%,306.1,179.1,127.0,0.94,0.34,0.81,2.74,298.4,174.6,123.8,0.92,0.33,0.79,2.67,127,91,2.71,1.94,2.65,1.9
Prospect,RSC002925,Slushy,Infrared,The Wavelengths,Solar,45.2,743,50,0.719,0.8,40,10,16119,9320,6799,38,32,56,112,33.9%,302.3,174.8,127.5,0.71,0.6,1.05,2.1,322.4,186.4,136.0,0.76,0.64,1.12,2.24,144,77,2.7,1.44,2.88,1.54
Prospect,RSC002255,Wipeout,Four Horsemen,Rocket Association Wrestling,Lunar,44.5,565,44,0.472,0.523,23,21,13251,7490,5761,31,15,56,84,36.9%,326.8,184.7,142.1,0.76,0.37,1.38,2.07,301.2,170.2,130.9,0.7,0.34,1.27,1.91,94,101,2.32,2.49,2.14,2.3
Prospect,,Dis-Ease,Rodan,Kaiju,Solar,44.5,651,43,0.537,0.558,24,19,13685,8520,5165,39,27,44,107,36.4%,292.9,182.4,110.6,0.83,0.58,0.94,2.29,318.3,198.1,120.1,0.91,0.63,1.02,2.49,122,111,2.61,2.38,2.84,2.58
Prospect,,Xlmlt,Air Buds,Puppy Paradise,Lunar,43.7,254,16,0.518,0.563,9,7,5328,3210,2118,12,11,21,41,29.3%,292.3,176.1,116.2,0.66,0.6,1.15,2.25,333.0,200.6,132.4,0.75,0.69,1.31,2.56,46,44,2.52,2.41,2.88,2.75
Prospect,RSC002056,Cheechoo777,Dark Matter,The Cosmos,Solar,43.6,510,34,0.342,0.294,10,24,11289,6170,5119,27,16,37,82,32.9%,308.5,168.6,139.9,0.74,0.44,1.01,2.24,332.0,181.5,150.6,0.79,0.47,1.09,2.41,64,98,1.75,2.68,1.88,2.88
Prospect,,1R3Ign,"House Salads
Barbarians
Air Buds","Fifty-Fifty Pizzeria
The Sovereign
Puppy Paradise",Lunar,43.5,144,12,0.435,0.5,6,6,3363,1700,1663,9,2,9,25,36.0%,325.4,164.5,160.9,0.87,0.19,0.87,2.42,280.3,141.7,138.6,0.75,0.17,0.75,2.08,22,26,2.13,2.52,1.83,2.17
Prospect,RSC002264,Cubsfan082016,Blobfish,The Abyss,Lunar,43.2,579,44,0.415,0.364,16,28,13515,6910,6605,26,13,55,91,28.6%,325.3,166.3,159.0,0.63,0.31,1.32,2.19,307.2,157.0,150.1,0.59,0.3,1.25,2.07,84,105,2.02,2.53,1.91,2.39
Prospect,RSC003290,Wyzer,Hard Buzz,The Soundtrack,Lunar,43.0,606,42,0.329,0.333,14,28,13784,7640,6144,28,19,60,89,31.5%,317.0,175.7,141.3,0.64,0.44,1.38,2.05,328.2,181.9,146.3,0.67,0.45,1.43,2.12,82,129,1.89,2.97,1.95,3.07
Prospect,RSC004697,Corndog,"Hisspy Bacons
Dragonflies","The Cat Cafe
The Swarm",Solar,42.9,335,23,0.383,0.435,10,13,7925,4690,3235,18,6,41,54,33.3%,329.7,195.1,134.6,0.75,0.25,1.71,2.25,344.6,203.9,140.7,0.78,0.26,1.78,2.35,43,59,1.79,2.45,1.87,2.57
Prospect,RSC000048,Pablo V2,Titanoboas,The Serpents,Lunar,42.3,538,38,0.422,0.421,16,22,11802,6830,4972,29,16,45,88,33.0%,305.7,176.9,128.8,0.75,0.41,1.17,2.28,310.6,179.7,130.8,0.76,0.42,1.18,2.32,87,106,2.25,2.75,2.29,2.79
Prospect,RSC004248,Musicalfoxes,Hard Buzz,The Soundtrack,Lunar,42.0,338,24,0.245,0.25,6,18,7774,4010,3764,15,5,33,61,24.6%,320.5,165.3,155.2,0.62,0.21,1.36,2.51,323.9,167.1,156.8,0.63,0.21,1.38,2.54,38,78,1.57,3.22,1.58,3.25
Prospect,RSC002412,Rosefanatic3615,Titanoboas,The Serpents,Lunar,41.5,493,37,0.456,0.459,17,20,10838,5510,5328,22,19,34,66,33.3%,306.3,155.7,150.6,0.62,0.54,0.96,1.87,292.9,148.9,144.0,0.59,0.51,0.92,1.78,85,95,2.4,2.69,2.3,2.57
Prospect,RSC002350,Nacho,Spearmint,Minty Fresh,Solar,40.1,650,49,0.267,0.224,11,38,14120,7480,6640,30,19,50,103,29.1%,302.7,160.4,142.4,0.64,0.41,1.07,2.21,288.2,152.7,135.5,0.61,0.39,1.02,2.1,78,148,1.67,3.17,1.59,3.02
Prospect,RSC001959,Grumpusdad,Titanoboas,The Serpents,Lunar,39.7,488,36,0.426,0.472,17,19,10899,6210,4689,25,17,45,61,41.0%,311.2,177.3,133.9,0.71,0.49,1.28,1.74,302.8,172.5,130.3,0.69,0.47,1.25,1.69,77,93,2.2,2.66,2.14,2.58
Prospect,RSC003523,Sleepy Harlow,Dark Matter,The Cosmos,Solar,39.1,706,49,0.383,0.347,17,32,14586,7690,6896,32,23,43,119,26.9%,287.9,151.8,136.1,0.63,0.45,0.85,2.35,297.7,156.9,140.7,0.65,0.47,0.88,2.43,97,132,1.91,2.61,1.98,2.69
Prospect,RSC003743,N00Bpr0N,Hippogriffs,Magical Beasts,Solar,39.0,722,51,0.651,0.667,34,17,14942,8030,6912,35,26,42,113,31.0%,288.4,155.0,133.4,0.68,0.5,0.81,2.18,293.0,157.5,135.5,0.69,0.51,0.82,2.22,142,95,2.74,1.83,2.78,1.86
Prospect,RSC002823,Sussurance_Blm,House Salads,Fifty-Fifty Pizzeria,Solar,38.8,512,37,0.449,0.459,17,20,10941,5880,5061,18,19,48,73,24.7%,297.8,160.0,137.7,0.49,0.52,1.31,1.99,295.7,158.9,136.8,0.49,0.51,1.3,1.97,77,88,2.1,2.4,2.08,2.38
Prospect,RSC003876,Phteven,"Air Buds
Snowfall","Puppy Paradise
Sub Zero",Solar,37.7,533,34,0.453,0.441,15,19,10851,6280,4571,22,24,43,73,30.1%,283.7,164.2,119.5,0.58,0.63,1.12,1.91,319.1,184.7,134.4,0.65,0.71,1.26,2.15,85,96,2.22,2.51,2.5,2.82
Prospect,RSC003266,Gameymcgamertag,Spearmint,Minty Fresh,Solar,37.2,628,47,0.325,0.298,14,33,13890,7230,6660,24,19,61,83,28.9%,308.2,160.4,147.8,0.53,0.42,1.35,1.84,295.5,153.8,141.7,0.51,0.4,1.3,1.77,82,131,1.82,2.91,1.74,2.79
Prospect,RSC003870,Etaphosphate,Midnight,The Shadows,Lunar,37.2,395,30,0.559,0.6,18,12,8147,4100,4047,18,10,22,70,25.7%,287.4,144.6,142.8,0.64,0.35,0.78,2.47,271.6,136.7,134.9,0.6,0.33,0.73,2.33,61,52,2.15,1.83,2.03,1.73
Prospect,RSC004220,Logixaal,"Puffins
House Salads
Earth","Polar Vortex
Fifty-Fifty Pizzeria
The Elements",Lunar,37.0,406,29,0.413,0.448,13,16,8423,4600,3823,21,12,25,65,32.3%,289.1,157.9,131.2,0.72,0.41,0.86,2.23,290.4,158.6,131.8,0.72,0.41,0.86,2.24,59,74,2.03,2.54,2.03,2.55
Prospect,RSC004036,第four,Blobfish,The Abyss,Lunar,36.2,604,46,0.429,0.391,18,28,12682,6720,5962,31,17,37,92,33.7%,292.6,155.0,137.5,0.72,0.39,0.85,2.12,275.7,146.1,129.6,0.67,0.37,0.8,2.0,96,115,2.21,2.65,2.09,2.5
Prospect,,Garretbax,Dragonflies,The Swarm,Solar,36.0,94,8,0.479,0.5,4,4,2290,1110,1180,5,1,9,11,45.5%,339.5,164.6,174.9,0.74,0.15,1.33,1.63,286.3,138.8,147.5,0.63,0.13,1.13,1.38,19,20,2.82,2.96,2.38,2.5
Prospect,RSC003916,G Robber22,Iron,Metal,Lunar,35.9,676,48,0.637,0.708,34,14,14209,8010,6199,29,26,59,86,33.7%,292.9,165.1,127.8,0.6,0.54,1.22,1.77,296.0,166.9,129.1,0.6,0.54,1.23,1.79,127,88,2.62,1.81,2.65,1.83
Prospect,RSC002461,Mimzy Dangerous,Four Horsemen,Rocket Association Wrestling,Lunar,35.0,626,49,0.414,0.469,23,26,13611,7170,6441,31,17,48,82,37.8%,303.0,159.6,143.4,0.69,0.38,1.07,1.83,277.8,146.3,131.4,0.63,0.35,0.98,1.67,92,115,2.05,2.56,1.88,2.35
Prospect,RSC003871,Manoftheauer,Barbarians,The Sovereign,Lunar,34.8,566,40,0.472,0.475,19,21,11101,6400,4701,29,20,32,90,32.2%,273.3,157.6,115.7,0.71,0.49,0.79,2.22,277.5,160.0,117.5,0.73,0.5,0.8,2.25,95,102,2.34,2.51,2.38,2.55
Prospect,RSC003929,Whoviancat,Hisspy Bacons,The Cat Cafe,Solar,34.5,545,40,0.483,0.45,18,22,11220,6040,5180,24,21,38,69,34.8%,286.9,154.4,132.4,0.61,0.54,0.97,1.76,280.5,151.0,129.5,0.6,0.53,0.95,1.73,87,91,2.22,2.33,2.18,2.28
Prospect,RSC004572,Smokinonmoonrock,Red Stags,The Forest,Solar,34.1,708,51,0.423,0.431,22,29,14631,7920,6711,32,20,53,107,29.9%,288.0,155.9,132.1,0.63,0.39,1.04,2.11,286.9,155.3,131.6,0.63,0.39,1.04,2.1,109,133,2.15,2.62,2.14,2.61
Prospect,,Perryxpotter,"Snowfall
Rodan","Sub Zero
Kaiju",Solar,34.0,522,42,0.473,0.429,18,24,11016,5240,5776,24,12,29,79,30.4%,294.1,139.9,154.2,0.64,0.32,0.77,2.11,262.3,124.8,137.5,0.57,0.29,0.69,1.88,81,87,2.16,2.32,1.93,2.07
Prospect,RSC004184,Drivingwebster,Red Stags,The Forest,Solar,33.7,707,50,0.385,0.4,20,30,15300,8750,6550,36,14,68,105,34.3%,301.6,172.5,129.1,0.71,0.28,1.34,2.07,306.0,175.0,131.0,0.72,0.28,1.36,2.1,95,129,1.87,2.54,1.9,2.58
Prospect,RSC001946,Fritzoz,"Hard Buzz
Koala Bears
Sparks","The Soundtrack
The Bear Den
Electric Mayhem",Lunar,32.4,515,38,0.413,0.368,14,24,10632,5790,4842,23,16,40,69,33.3%,287.7,156.7,131.0,0.62,0.43,1.08,1.87,279.8,152.4,127.4,0.61,0.42,1.05,1.82,80,100,2.16,2.71,2.11,2.63
Prospect,RSC004388,Bobbo174,Koala Bears,The Bear Den,Lunar,32.2,642,49,0.514,0.531,26,23,12654,6970,5684,19,28,57,82,23.2%,274.7,151.3,123.4,0.41,0.61,1.24,1.78,258.2,142.2,116.0,0.39,0.57,1.16,1.67,112,108,2.43,2.34,2.29,2.2
Prospect,,Carty.,Puffins,Polar Vortex,Lunar,32.2,453,30,0.381,0.3,9,21,9054,5410,3644,20,15,40,66,30.3%,278.5,166.4,112.1,0.62,0.46,1.23,2.03,301.8,180.3,121.5,0.67,0.5,1.33,2.2,66,90,2.03,2.77,2.2,3.0
Prospect,RSC004294,Thekramer22,House Salads,Fifty-Fifty Pizzeria,Solar,32.2,591,42,0.446,0.452,19,23,12519,6720,5799,23,15,57,82,28.0%,295.2,158.4,136.7,0.54,0.35,1.34,1.93,298.1,160.0,138.1,0.55,0.36,1.36,1.95,85,98,2.0,2.31,2.02,2.33
Prospect,,Roqket.,Dragonflies,The Swarm,Solar,31.6,662,47,0.43,0.489,23,24,13552,7530,6022,38,14,40,103,36.9%,285.3,158.5,126.8,0.8,0.29,0.84,2.17,288.3,160.2,128.1,0.81,0.3,0.85,2.19,101,121,2.13,2.55,2.15,2.57
Prospect,RSC000957,Gamerover40,Hisspy Bacons,The Cat Cafe,Solar,30.0,437,33,0.352,0.273,9,24,8270,4240,4030,13,15,30,69,18.8%,263.7,135.2,128.5,0.41,0.48,0.96,2.2,250.6,128.5,122.1,0.39,0.45,0.91,2.09,52,78,1.66,2.49,1.58,2.36
Prospect,,Draxz.,"Rodan
Okapis","Kaiju
The Jungle",Solar,28.5,207,15,0.375,0.4,6,9,4131,2380,1751,9,6,18,28,32.1%,278.1,160.2,117.9,0.61,0.4,1.21,1.88,275.4,158.7,116.7,0.6,0.4,1.2,1.87,28,39,1.88,2.63,1.87,2.6
Prospect,RSC004177,Abeillonnaise,Red Stags,The Forest,Solar,28.5,206,15,0.382,0.4,6,9,3810,2010,1800,10,7,7,31,32.3%,257.7,136.0,121.8,0.68,0.47,0.47,2.1,254.0,134.0,120.0,0.67,0.47,0.47,2.07,31,42,2.1,2.84,2.07,2.8
