Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,TS,GP,TS/GP,PWE,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,PPG,SPPG,NPPG,GPG,APG,SvPG,ShPG,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Challenger,RSC007600,CN Tyson,Rad Lads,Vibe Tribe,Solar,Solar Ocean,67.15,571,40,14.28,0.529,0.575,23,17,6,14085,7690,6395,34,25,40,104,0.327,359.53,196.29,163.23,0.87,0.64,1.02,2.65,352.13,192.25,159.88,0.85,0.63,1.00,2.60,109,88,2.78,2.25,2.73,2.20
Challenger,RSC007560,ObiWan_Can_O_Bee,Shade,The Shadows,Lunar,Lunar Ocean,59.19,745,52,14.33,0.491,0.500,26,26,11,18574,9870,8704,36,16,83,132,0.273,363.38,193.09,170.28,0.70,0.31,1.62,2.58,357.19,189.81,167.38,0.69,0.31,1.60,2.54,106,114,2.07,2.23,2.04,2.19
Challenger,RSC001066,risu,Shade,The Shadows,Lunar,Lunar Ocean,55.89,718,51,14.08,0.481,0.471,24,27,8,16855,9100,7755,41,25,51,120,0.342,342.15,184.72,157.42,0.83,0.51,1.04,2.44,330.49,178.43,152.06,0.80,0.49,1.00,2.35,101,118,2.05,2.40,1.98,2.31
Challenger,RSC008158,Twixxle_,Shade,The Shadows,Lunar,Lunar Ocean,54.70,492,36,13.67,0.490,0.500,18,18,6,11318,6530,4788,20,26,52,63,0.317,335.28,193.44,141.84,0.59,0.77,1.54,1.87,314.39,181.39,133.00,0.56,0.72,1.44,1.75,77,83,2.28,2.46,2.14,2.31
Challenger,RSC007590,Donkeh .,Lions,Safari,Lunar,Lunar Mountain,64.32,790,51,15.49,0.530,0.627,32,19,15,19384,10700,8684,42,29,72,145,0.290,357.62,197.41,160.21,0.77,0.54,1.33,2.68,380.08,209.80,170.27,0.82,0.57,1.41,2.84,133,104,2.45,1.92,2.61,2.04
Challenger,RSC007370,Jarrod81535,Lions,Safari,Lunar,Lunar Mountain,63.27,840,55,15.27,0.521,0.600,33,22,11,20337,11860,8477,56,31,63,156,0.359,352.87,205.79,147.09,0.97,0.54,1.09,2.71,369.76,215.64,154.13,1.02,0.56,1.15,2.84,139,117,2.41,2.03,2.53,2.13
Challenger,RSC007969,EcHo.rll,Lions,Safari,Lunar,Lunar Mountain,63.42,516,33,15.64,0.522,0.606,20,13,7,12772,7310,5462,31,18,48,91,0.341,360.76,206.48,154.28,0.88,0.51,1.36,2.57,387.03,221.52,165.52,0.94,0.55,1.45,2.76,84,72,2.37,2.03,2.55,2.18
Challenger,RSC007442,willbong,Warbirds,Remove Before Flight,Lunar,Lunar Ocean,53.70,457,34,13.44,0.480,0.412,14,20,5,10548,5620,4928,19,17,43,72,0.264,336.41,179.24,157.17,0.61,0.54,1.37,2.30,310.24,165.29,144.94,0.56,0.50,1.26,2.12,63,73,2.01,2.33,1.85,2.15
Challenger,RSC007431,xPotatodactylx,Ryujin,The Shrine,Solar,Solar Ocean,35.01,487,33,14.76,0.523,0.636,21,12,6,9005,5400,3605,21,23,29,70,0.300,269.50,161.61,107.89,0.63,0.69,0.87,2.09,272.88,163.64,109.24,0.64,0.70,0.88,2.12,88,75,2.63,2.24,2.67,2.27
Challenger,RSC007284,7aco104,"Meat Lovers
Cassowaries","Fifty-Fifty Pizzeria
Flightless Fowl","Lunar
Lunar","Lunar Ocean
Lunar Cloud",37.16,721,45,16.02,0.446,0.333,15,30,6,14467,8150,6317,34,18,53,120,0.283,292.45,164.75,127.70,0.69,0.36,1.07,2.43,321.49,181.11,140.38,0.76,0.40,1.18,2.67,87,133,1.76,2.69,1.93,2.96
Challenger,RSC008042,SunSetta,"Toucans
Glaciers","The Jungle
Sub Zero","Solar
Solar","Solar Mountain
Solar Mountain",59.18,489,34,14.38,0.486,0.382,13,21,5,11625,6310,5315,23,24,42,71,0.324,346.49,188.07,158.42,0.69,0.72,1.25,2.12,341.91,185.59,156.32,0.68,0.71,1.24,2.09,74,82,2.21,2.44,2.18,2.41
Challenger,RSC007886,ko nanakusa,"Quarter
Hydras
Apple Associates","Money Makers
The Forest
The Syndicate","Lunar
Solar
Lunar","Lunar Ember
Solar Mountain
Lunar Cloud",-8.77,137,10,13.70,0.371,0.200,2,8,0,2107,950,1157,1,0,15,10,0.100,224.16,101.07,123.09,0.11,0.00,1.60,1.06,210.70,95.00,115.70,0.10,0.00,1.50,1.00,12,24,1.28,2.55,1.20,2.40
Challenger,RSC005219,iargue,Shade,The Shadows,Lunar,Lunar Ocean,40.98,412,29,14.21,0.502,0.552,16,13,3,8863,4640,4223,20,12,29,59,0.339,313.54,164.15,149.39,0.71,0.42,1.03,2.09,305.62,160.00,145.62,0.69,0.41,1.00,2.03,67,66,2.37,2.33,2.31,2.28
Challenger,RSC007546,N0TTopmarx,Metal,The Elements,Solar,Solar Ember,79.88,811,53,15.30,0.523,0.585,31,22,14,22667,12900,9767,53,30,92,150,0.353,407.36,231.83,175.53,0.95,0.54,1.65,2.70,427.68,243.40,184.28,1.00,0.57,1.74,2.83,146,122,2.62,2.19,2.75,2.30
Challenger,RSC007866,Swzyy GN,Metal,The Elements,Solar,Solar Ember,43.64,824,55,14.98,0.512,0.545,30,25,8,17992,10350,7642,46,23,67,125,0.368,318.24,183.07,135.17,0.81,0.41,1.19,2.21,327.13,188.18,138.95,0.84,0.42,1.22,2.27,145,132,2.56,2.33,2.64,2.40
Challenger,RSC008014,TweakingOut,Metal,The Elements,Solar,Solar Ember,55.87,672,45,14.93,0.523,0.600,27,18,8,14754,8770,5984,37,37,43,107,0.346,320.00,190.21,129.79,0.80,0.80,0.93,2.32,327.87,194.89,132.98,0.82,0.82,0.96,2.38,125,105,2.71,2.28,2.78,2.33
Challenger,RSC004614,Ex ample,Bards,Monarchy,Solar,Solar Cloud,79.46,527,40,13.18,0.530,0.650,26,14,8,13995,7410,6585,28,24,47,106,0.264,387.05,204.94,182.12,0.77,0.66,1.30,2.93,349.88,185.25,164.63,0.70,0.60,1.18,2.65,95,76,2.63,2.10,2.38,1.90
Challenger,RSC005154,TacoBae,Bards,Monarchy,Solar,Solar Cloud,78.05,713,54,13.20,0.518,0.611,33,21,11,19441,11320,8121,49,33,71,122,0.402,397.41,231.40,166.01,1.00,0.67,1.45,2.49,360.02,209.63,150.39,0.91,0.61,1.31,2.26,126,109,2.58,2.23,2.33,2.02
Challenger,RSC007453,TheDoy420,Bards,Monarchy,Solar,Solar Cloud,74.67,569,44,12.93,0.516,0.568,25,19,12,15681,8520,7161,39,20,53,97,0.402,401.67,218.24,183.43,1.00,0.51,1.36,2.48,356.39,193.64,162.75,0.89,0.45,1.20,2.20,99,88,2.54,2.25,2.25,2.00
Challenger,RSC003929,WhovianCat,Bards,Monarchy,Solar,Solar Cloud,20.21,405,30,13.50,0.483,0.500,15,15,2,7416,3840,3576,13,13,30,39,0.333,266.88,138.19,128.69,0.47,0.47,1.08,1.40,247.20,128.00,119.20,0.43,0.43,1.00,1.30,67,75,2.41,2.70,2.23,2.50
Challenger,RSC008250,ConquerorsHaki21,Havarti Hustlers,Cheese Guild,Lunar,Lunar Mountain,55.23,85,6,14.17,0.552,0.667,4,2,2,1840,1030,810,6,3,2,18,0.333,315.51,176.61,138.89,1.03,0.51,0.34,3.09,306.67,171.67,135.00,1.00,0.50,0.33,3.00,15,12,2.57,2.06,2.50,2.00
Challenger,RSC008249,imtobad00,TestTube Terrors,Ghoul School,Lunar,Lunar Mountain,73.13,743,50,14.86,0.513,0.540,27,23,12,18937,10960,7977,49,32,60,146,0.336,371.48,215.00,156.48,0.96,0.63,1.18,2.86,378.74,219.20,159.54,0.98,0.64,1.20,2.92,124,112,2.43,2.20,2.48,2.24
Challenger,RSC000663,DrProfessorNoah,"Rad Lads
Spearmint","Vibe Tribe
Minty Fresh","Solar
Solar","Solar Ocean
Solar Ember",67.61,684,46,14.87,0.462,0.413,19,27,11,17146,9870,7276,45,24,57,132,0.341,365.36,210.31,155.04,0.96,0.51,1.21,2.81,372.74,214.57,158.17,0.98,0.52,1.24,2.87,107,142,2.28,3.03,2.33,3.09
Challenger,RSC004106,K.Doughboy,"Rad Lads
Solstice Sake
Havarti Hustlers
Hydras","Vibe Tribe
5 O'clock Nowhere
Cheese Guild
The Forest","Solar
Solar
Lunar
Solar","Solar Ocean
Solar Cloud
Lunar Mountain
Solar Mountain",23.53,481,34,14.15,0.472,0.412,14,20,2,9337,4850,4487,16,14,42,45,0.356,282.92,146.96,135.96,0.48,0.42,1.27,1.36,274.62,142.65,131.97,0.47,0.41,1.24,1.32,69,84,2.09,2.55,2.03,2.47
Challenger,RSC007138,GFC-RAIDER,Rad Lads,Vibe Tribe,Solar,Solar Ocean,79.11,295,20,14.75,0.532,0.650,13,7,7,8343,5050,3293,25,9,31,55,0.455,412.20,249.50,162.70,1.24,0.44,1.53,2.72,417.15,252.50,164.65,1.25,0.45,1.55,2.75,58,48,2.87,2.37,2.90,2.40
Challenger,RSC007092,Minjaaa,"Solstice Sake
Ryujin","5 O'clock Nowhere
The Shrine","Solar
Solar","Solar Cloud
Solar Ocean",56.36,593,40,14.83,0.501,0.450,18,22,3,12550,7470,5080,26,33,43,107,0.243,308.46,183.60,124.86,0.64,0.81,1.06,2.63,313.75,186.75,127.00,0.65,0.83,1.08,2.68,97,96,2.38,2.36,2.43,2.40
Challenger,RSC003193,ShiftDrink,Porch Pirates,The Hood,Solar,Solar Cloud,27.14,382,26,14.69,0.430,0.308,8,18,3,7352,3780,3572,15,8,27,53,0.283,280.51,144.22,136.29,0.57,0.31,1.03,2.02,282.77,145.38,137.38,0.58,0.31,1.04,2.04,51,80,1.95,3.05,1.96,3.08
Challenger,RSC000859,pokenine101,Chromatic Chaos,Art Club,Solar,Solar Ocean,46.47,393,27,14.56,0.436,0.259,7,20,2,8759,4740,4019,16,12,39,59,0.271,324.84,175.79,149.05,0.59,0.45,1.45,2.19,324.41,175.56,148.85,0.59,0.44,1.44,2.19,52,79,1.93,2.93,1.93,2.93
Challenger,RSC006820,Zainnox.,Void,Event Horizon,Solar,Solar Ember,49.15,371,27,13.74,0.508,0.481,13,14,6,8437,4440,3997,14,15,36,49,0.286,331.45,174.43,157.03,0.55,0.59,1.41,1.93,312.48,164.44,148.04,0.52,0.56,1.33,1.81,56,53,2.20,2.08,2.07,1.96
Challenger,RSC004565,Ole.Mr.Bison.,Panda Bears,The Bear Den,Lunar,Lunar Mountain,31.17,581,40,14.53,0.548,0.675,27,13,3,11097,6170,4927,23,25,39,67,0.343,278.38,154.78,123.60,0.58,0.63,0.98,1.68,277.43,154.25,123.18,0.58,0.63,0.98,1.68,107,75,2.68,1.88,2.68,1.88
Challenger,RSC007203,CoachJimmy_TECT,"Threshers
Solstice Sake","Shark Attack
5 O'clock Nowhere","Solar
Solar","Solar Mountain
Solar Cloud",31.78,194,12,16.17,0.447,0.333,4,8,1,3779,2310,1469,12,4,12,31,0.387,283.91,173.55,110.36,0.90,0.30,0.90,2.33,314.92,192.50,122.42,1.00,0.33,1.00,2.58,33,43,2.48,3.23,2.75,3.58
Challenger,RSC008044,fender_bender2,Olympic Knights,The Rising,Solar,Solar Ember,38.94,585,36,16.25,0.497,0.472,17,19,5,11387,6810,4577,24,26,45,86,0.279,283.70,169.67,114.03,0.60,0.65,1.12,2.14,316.31,189.17,127.14,0.67,0.72,1.25,2.39,91,93,2.27,2.32,2.53,2.58
Challenger,RSC007911,Redhood.Rl,Hydras,The Forest,Solar,Solar Mountain,56.34,244,17,14.35,0.442,0.294,5,12,1,5573,3220,2353,16,10,14,42,0.381,332.90,192.34,140.55,0.96,0.60,0.84,2.51,327.82,189.41,138.41,0.94,0.59,0.82,2.47,40,55,2.39,3.29,2.35,3.24
Challenger,RSC007487,YoloOnTinder,Apple Associates,The Syndicate,Lunar,Lunar Cloud,32.07,115,8,14.38,0.359,0.125,1,7,0,2399,1230,1169,4,3,11,13,0.308,304.05,155.89,148.16,0.51,0.38,1.39,1.65,299.88,153.75,146.13,0.50,0.38,1.38,1.63,14,27,1.77,3.42,1.75,3.38
Challenger,RSC007568,Chills1912,Warbirds,Remove Before Flight,Lunar,Lunar Ocean,42.11,547,40,13.68,0.482,0.425,17,23,3,11530,6430,5100,28,18,38,83,0.337,307.22,171.33,135.89,0.75,0.48,1.01,2.21,288.25,160.75,127.50,0.70,0.45,0.95,2.08,87,99,2.32,2.64,2.18,2.48
Challenger,RSC006587,Enterprise15,Toucans,The Jungle,Solar,Solar Mountain,30.08,274,17,16.12,0.464,0.353,6,11,0,5486,3160,2326,12,6,26,36,0.333,291.82,168.09,123.73,0.64,0.32,1.38,1.91,322.71,185.88,136.82,0.71,0.35,1.53,2.12,38,47,2.02,2.50,2.24,2.76
Challenger,RSC006667,GET2DACHOPPA5,Tavernkeeps,Dwarf Haven,Solar,Solar Ocean,49.33,162,11,14.73,0.551,0.727,8,3,1,3667,2230,1437,9,6,16,23,0.391,329.92,200.63,129.29,0.81,0.54,1.44,2.07,333.36,202.73,130.64,0.82,0.55,1.45,2.09,25,19,2.25,1.71,2.27,1.73
Challenger,RSC008195,Preaux.,"Rad Lads
Hydras","Vibe Tribe
The Forest","Solar
Solar","Solar Ocean
Solar Mountain",64.21,306,22,13.91,0.472,0.455,10,12,5,7942,4400,3542,21,9,27,50,0.420,378.28,209.58,168.71,1.00,0.43,1.29,2.38,361.00,200.00,161.00,0.95,0.41,1.23,2.27,47,56,2.24,2.67,2.14,2.55
Challenger,RSC007851,Carridripdrip,Glaciers,Sub Zero,Solar,Solar Mountain,47.30,331,25,13.24,0.514,0.560,14,11,3,7696,4310,3386,21,9,26,46,0.457,338.88,189.78,149.10,0.92,0.40,1.14,2.03,307.84,172.40,135.44,0.84,0.36,1.04,1.84,58,53,2.55,2.33,2.32,2.12
Challenger,RSC005422,BUCKRING,Bingo,Never Lucky,Lunar,Lunar Ember,31.51,318,23,13.83,0.488,0.478,11,12,0,5972,3410,2562,6,15,34,36,0.167,273.72,156.29,117.43,0.28,0.69,1.56,1.65,259.65,148.26,111.39,0.26,0.65,1.48,1.57,50,54,2.29,2.48,2.17,2.35
Challenger,RSC004952,Perry The Platypus,Decuriones,The Sovereign,Solar,Solar Cloud,41.35,197,14,14.07,0.433,0.357,5,9,2,3989,2020,1969,9,5,10,37,0.243,295.13,149.45,145.68,0.67,0.37,0.74,2.74,284.93,144.29,140.64,0.64,0.36,0.71,2.64,24,35,1.78,2.59,1.71,2.50
Challenger,RSC004303,Shogun,Lions,Safari,Lunar,Lunar Mountain,37.74,360,25,14.40,0.547,0.640,16,9,1,7044,3870,3174,12,15,28,52,0.231,285.18,156.68,128.50,0.49,0.61,1.13,2.11,281.76,154.80,126.96,0.48,0.60,1.12,2.08,64,47,2.59,1.90,2.56,1.88
Challenger,RSC008271,Zenitramx-_-,Lions,Safari,Lunar,Lunar Mountain,32.52,47,4,11.75,0.342,0.250,1,3,0,1023,400,623,1,1,4,5,0.200,317.24,124.04,193.20,0.31,0.31,1.24,1.55,255.75,100.00,155.75,0.25,0.25,1.00,1.25,6,11,1.86,3.41,1.50,2.75
Challenger,RSC006659,ImZalama,Metal,The Elements,Solar,Solar Ember,36.21,420,27,15.56,0.459,0.407,11,16,3,8488,4920,3568,22,10,31,67,0.328,294.55,170.74,123.82,0.76,0.35,1.08,2.33,314.37,182.22,132.15,0.81,0.37,1.15,2.48,58,76,2.01,2.64,2.15,2.81
Challenger,RSC007118,Vampress Maru,Threshers,Shark Attack,Solar,Solar Mountain,28.50,90,6,15.00,0.531,0.500,3,3,1,1612,940,672,6,3,1,14,0.429,261.05,152.23,108.83,0.97,0.49,0.16,2.27,268.67,156.67,112.00,1.00,0.50,0.17,2.33,16,14,2.59,2.27,2.67,2.33
Challenger,RSC008103,AkTION,Chromatic Chaos,Art Club,Solar,Solar Ocean,52.15,606,40,15.15,0.469,0.400,16,24,6,13386,7230,6156,22,28,54,93,0.237,321.95,173.89,148.06,0.53,0.67,1.30,2.24,334.65,180.75,153.90,0.55,0.70,1.35,2.33,85,107,2.04,2.57,2.13,2.68
Challenger,RSC007816,Auty RL,Threshers,Shark Attack,Solar,Solar Mountain,43.99,569,41,13.88,0.499,0.415,17,24,3,12152,7060,5092,29,24,44,76,0.382,311.27,180.84,130.43,0.74,0.61,1.13,1.95,296.39,172.20,124.20,0.71,0.59,1.07,1.85,89,90,2.28,2.31,2.17,2.20
Challenger,RSC007874,Salty Num Num,"Lilac
Glams
Spearmint","Flower Road
The Pit
Minty Fresh","Lunar
Lunar
Solar","Lunar Ember
Lunar Ember
Solar Ember",-5.19,167,12,13.92,0.373,0.250,3,9,0,2329,1030,1299,4,2,7,18,0.222,203.26,89.89,113.37,0.35,0.17,0.61,1.57,194.08,85.83,108.25,0.33,0.17,0.58,1.50,22,42,1.92,3.67,1.83,3.50
Challenger,RSC006586,dino_chick3n,Glams,The Pit,Lunar,Lunar Ember,33.89,546,38,14.37,0.434,0.316,12,26,2,11510,6000,5510,17,16,58,60,0.283,307.25,160.16,147.08,0.45,0.43,1.55,1.60,302.89,157.89,145.00,0.45,0.42,1.53,1.58,63,103,1.68,2.75,1.66,2.71
Challenger,RSC007376,Xcalibur9659,Glams,The Pit,Lunar,Lunar Ember,25.42,442,30,14.73,0.428,0.300,9,21,3,8846,5170,3676,21,7,44,52,0.404,291.70,170.48,121.22,0.69,0.23,1.45,1.71,294.87,172.33,122.53,0.70,0.23,1.47,1.73,55,90,1.81,2.97,1.83,3.00
Challenger,RSC006755,fox_gt_400,Solstice Sake,5 O'clock Nowhere,Solar,Solar Cloud,50.13,540,37,14.59,0.546,0.703,26,11,5,11467,6810,4657,31,24,32,91,0.341,309.50,183.81,125.70,0.84,0.65,0.86,2.46,309.92,184.05,125.86,0.84,0.65,0.86,2.46,98,70,2.65,1.89,2.65,1.89
Challenger,RSC006402,DEADLYFEET1001,Quarter,Money Makers,Lunar,Lunar Ember,35.66,197,13,15.15,0.540,0.538,7,6,0,3545,1980,1565,7,11,9,28,0.250,262.28,146.49,115.79,0.52,0.81,0.67,2.07,272.69,152.31,120.38,0.54,0.85,0.69,2.15,37,30,2.74,2.22,2.85,2.31
Challenger,RSC007141,Cuddlingus,Zombies,The Monster Mash,Lunar,Lunar Cloud,11.36,95,8,11.88,0.523,0.500,4,4,0,1634,700,934,2,4,5,5,0.400,250.69,107.39,143.30,0.31,0.61,0.77,0.77,204.25,87.50,116.75,0.25,0.50,0.63,0.63,21,19,3.22,2.92,2.63,2.38
Challenger,RSC006769,baltostorm,Warbirds,Remove Before Flight,Lunar,Lunar Ocean,66.01,130,10,13.00,0.479,0.500,5,5,3,3601,1910,1691,10,2,12,21,0.476,403.73,214.14,189.59,1.12,0.22,1.35,2.35,360.10,191.00,169.10,1.00,0.20,1.20,2.10,18,20,2.02,2.24,1.80,2.00
Challenger,RSC003450,ChronoElevated,Meat Lovers,Fifty-Fifty Pizzeria,Lunar,Lunar Ocean,41.84,367,24,15.29,0.419,0.208,5,19,3,7987,4510,3477,21,11,27,51,0.412,317.19,179.11,138.09,0.83,0.44,1.07,2.03,332.79,187.92,144.88,0.88,0.46,1.13,2.13,46,77,1.83,3.06,1.92,3.21
Challenger,RSC007291,brdtrd999,Meat Lovers,Fifty-Fifty Pizzeria,Lunar,Lunar Ocean,25.37,219,14,15.64,0.312,0.143,2,12,1,4265,2300,1965,8,3,21,30,0.267,283.85,153.07,130.78,0.53,0.20,1.40,2.00,304.64,164.29,140.36,0.57,0.21,1.50,2.14,18,53,1.20,3.53,1.29,3.79
Challenger,RSC008160,Mystik.19,Rad Lads,Vibe Tribe,Solar,Solar Ocean,55.79,383,25,15.32,0.515,0.560,14,11,4,9035,5220,3815,21,11,38,67,0.313,343.83,198.65,145.18,0.80,0.42,1.45,2.55,361.40,208.80,152.60,0.84,0.44,1.52,2.68,66,60,2.51,2.28,2.64,2.40
Challenger,RSC005909,YadiCraft,Lilac,Flower Road,Lunar,Lunar Ember,72.32,16,1,16.00,0.348,0.000,0,1,0,378,230,148,0,1,3,3,0.000,344.33,209.52,134.82,0.00,0.91,2.73,2.73,378.00,230.00,148.00,0.00,1.00,3.00,3.00,2,3,1.82,2.73,2.00,3.00
Challenger,RSC004618,Squirrel,"Hydras
Warbirds","The Forest
Remove Before Flight","Solar
Lunar","Solar Mountain
Lunar Ocean",55.09,97,8,12.13,0.531,0.625,5,3,2,2283,1290,993,5,4,9,14,0.357,343.04,193.83,149.21,0.75,0.60,1.35,2.10,285.38,161.25,124.13,0.63,0.50,1.13,1.75,14,12,2.10,1.80,1.75,1.50
Challenger,RSC007616,VforVenDEADa,Havarti Hustlers,Cheese Guild,Lunar,Lunar Mountain,16.97,63,4,15.75,0.527,0.500,2,2,0,1037,650,387,2,1,6,10,0.200,239.91,150.38,89.53,0.46,0.23,1.39,2.31,259.25,162.50,96.75,0.50,0.25,1.50,2.50,10,9,2.31,2.08,2.50,2.25
Challenger,RSC005603,Meta.Rl-,"Apple Associates
Lilac","The Syndicate
Flower Road","Lunar
Lunar","Lunar Cloud
Lunar Ember",51.93,350,23,15.22,0.473,0.435,10,13,6,8345,4780,3565,21,7,35,58,0.362,347.51,199.05,148.46,0.87,0.29,1.46,2.42,362.83,207.83,155.00,0.91,0.30,1.52,2.52,47,56,1.96,2.33,2.04,2.43
Challenger,RSC008260,Crucified,"Glaciers
Chromatic Chaos","Sub Zero
Art Club","Solar
Solar","Solar Mountain
Solar Ocean",69.35,97,8,12.13,0.323,0.250,2,6,2,2294,1150,1144,5,5,4,20,0.250,344.69,172.80,171.89,0.75,0.75,0.60,3.01,286.75,143.75,143.00,0.63,0.63,0.50,2.50,12,27,1.80,4.06,1.50,3.38
Challenger,RSC005335,R4p,Spearmint,Minty Fresh,Solar,Solar Ember,-2.68,200,14,14.29,0.299,0.071,1,13,0,2921,1400,1521,5,5,10,15,0.333,212.87,102.03,110.84,0.36,0.36,0.73,1.09,208.64,100.00,108.64,0.36,0.36,0.71,1.07,21,62,1.53,4.52,1.50,4.43
Challenger,RSC000053,its_lost,"Meat Lovers
Hydras","Fifty-Fifty Pizzeria
The Forest","Lunar
Solar","Lunar Ocean
Solar Mountain",68.41,105,8,13.13,0.409,0.250,2,6,1,2799,1480,1319,6,3,11,18,0.333,388.53,205.44,183.09,0.83,0.42,1.53,2.50,349.88,185.00,164.88,0.75,0.38,1.38,2.25,13,20,1.80,2.78,1.63,2.50
Challenger,RSC007955,JonathanVanDyk,Meat Lovers,Fifty-Fifty Pizzeria,Lunar,Lunar Ocean,17.50,43,4,10.75,0.455,0.250,1,3,0,726,260,466,0,1,3,6,0.000,246.08,88.13,157.95,0.00,0.34,1.02,2.03,181.50,65.00,116.50,0.00,0.25,0.75,1.50,5,6,1.69,2.03,1.25,1.50
Challenger,RSC007885,Larkspur,Cassowaries,Flightless Fowl,Lunar,Lunar Cloud,74.21,105,7,15.00,0.444,0.429,3,4,2,2867,1800,1067,12,3,5,20,0.600,397.97,249.86,148.11,1.67,0.42,0.69,2.78,409.57,257.14,152.43,1.71,0.43,0.71,2.86,19,24,2.64,3.33,2.71,3.43
Challenger,RSC008257,Arana5418,Apple Associates,The Syndicate,Lunar,Lunar Cloud,23.03,56,4,14.00,0.455,0.250,1,3,0,959,580,379,2,4,3,3,0.667,249.60,150.96,98.64,0.52,1.04,0.78,0.78,239.75,145.00,94.75,0.50,1.00,0.75,0.75,12,14,3.12,3.64,3.00,3.50
Challenger,RSC006439,S E L.,Meat Lovers,Fifty-Fifty Pizzeria,Lunar,Lunar Ocean,-7.09,105,7,15.00,0.251,0.000,0,7,0,1561,730,831,2,1,8,8,0.250,216.68,101.33,115.35,0.28,0.14,1.11,1.11,223.00,104.29,118.71,0.29,0.14,1.14,1.14,8,27,1.11,3.75,1.14,3.86
Challenger,RSC008288,WifiWFB,Blitzars,The Cosmos,Lunar,Lunar Cloud,93.45,47,4,11.75,0.677,1.000,4,0,1,1227,800,427,3,6,3,5,0.600,380.50,248.09,132.42,0.93,1.86,0.93,1.55,306.75,200.00,106.75,0.75,1.50,0.75,1.25,15,8,4.65,2.48,3.75,2.00
Challenger,RSC006381,YERP_YERP02,Cassowaries,Flightless Fowl,Lunar,Lunar Cloud,49.95,41,3,13.67,0.336,0.333,1,2,0,941,520,421,3,1,2,7,0.429,334.51,184.85,149.66,1.07,0.36,0.71,2.49,313.67,173.33,140.33,1.00,0.33,0.67,2.33,5,9,1.78,3.20,1.67,3.00
Challenger,RSC006650,lostperson,Cassowaries,Flightless Fowl,Lunar,Lunar Cloud,40.83,50,3,16.67,0.406,0.333,1,2,0,896,580,316,1,3,5,8,0.125,261.18,169.07,92.11,0.29,0.87,1.46,2.33,298.67,193.33,105.33,0.33,1.00,1.67,2.67,8,11,2.33,3.21,2.67,3.67
Challenger,RSC007537,yoshawatt,Cassowaries,Flightless Fowl,Lunar,Lunar Cloud,30.79,40,3,13.33,0.456,0.333,1,2,1,821,420,401,2,0,3,7,0.286,299.15,153.04,146.11,0.73,0.00,1.09,2.55,273.67,140.00,133.67,0.67,0.00,1.00,2.33,6,7,2.19,2.55,2.00,2.33
Challenger,RSC008293,Tall_28,Apple Associates,The Syndicate,Lunar,Lunar Cloud,64.73,58,4,14.50,0.423,0.250,1,3,0,1508,740,768,3,2,5,9,0.333,378.95,185.96,192.99,0.75,0.50,1.26,2.26,377.00,185.00,192.00,0.75,0.50,1.25,2.25,9,12,2.26,3.02,2.25,3.00
Challenger,RSC007520,Blitzzzzz.,Apple Associates,The Syndicate,Lunar,Lunar Cloud,44.97,44,3,14.67,0.432,0.333,1,2,1,895,570,325,3,2,2,7,0.429,296.47,188.81,107.66,0.99,0.66,0.66,2.32,298.33,190.00,108.33,1.00,0.67,0.67,2.33,8,10,2.65,3.31,2.67,3.33
Prospect,RSC006569,mulliganisoup,Poppy,Flower Road,N/A,N/A,71.66,793,56,14.16,0.518,0.589,33,23,15,21134,12070,9064,54,24,80,147,0.367,381.18,217.70,163.48,0.97,0.43,1.44,2.65,377.39,215.54,161.86,0.96,0.43,1.43,2.63,132,114,2.38,2.06,2.36,2.04
Prospect,RSC006344,FerrisCrueller,Poppy,Flower Road,N/A,N/A,52.32,848,60,14.13,0.524,0.600,36,24,9,18724,10050,8674,45,27,54,150,0.300,315.81,169.51,146.30,0.76,0.46,0.91,2.53,312.07,167.50,144.57,0.75,0.45,0.90,2.50,143,117,2.41,1.97,2.38,1.95
Prospect,RSC006271,levophed,"Poppy
Trippy Hippies","Flower Road
Vibe Tribe","N/A
N/A","N/A
N/A",44.66,502,34,14.76,0.492,0.441,15,19,5,10427,5840,4587,24,18,36,74,0.324,297.08,166.39,130.69,0.68,0.51,1.03,2.11,306.68,171.76,134.91,0.71,0.53,1.06,2.18,82,87,2.34,2.48,2.41,2.56
Prospect,RSC007179,B0A._.,"Turbulence
Regents","Remove Before Flight
Monarchy","N/A
N/A","N/A
N/A",47.57,760,57,13.33,0.475,0.404,23,34,2,16407,9280,7127,42,21,55,128,0.328,308.77,174.64,134.13,0.79,0.40,1.04,2.41,287.84,162.81,125.04,0.74,0.37,0.96,2.25,114,140,2.15,2.63,2.00,2.46
Prospect,RSC006404,Protocol,Turbulence,Remove Before Flight,N/A,N/A,37.86,391,30,13.03,0.440,0.300,9,21,0,8323,4230,4093,17,13,29,43,0.395,304.45,154.73,149.72,0.62,0.48,1.06,1.57,277.43,141.00,136.43,0.57,0.43,0.97,1.43,49,74,1.79,2.71,1.63,2.47
