Tier,RSC ID,Player Name,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Veteran,RSC004863,Wicked,Banshees,The Monster Mash,Lunar,72.5,905,55,0.494,0.473,26,29,22849,13190,9659,57,28,82,199,28.6%,391.7,226.1,165.6,0.98,0.48,1.41,3.41,415.4,239.8,175.6,1.04,0.51,1.49,3.62,133,135,2.28,2.31,2.42,2.45
Veteran,RSC003424,Fryder,Water,The Elements,Solar,71.3,57,4,0.5,0.5,2,2,1514,840,674,2,3,8,9,22.2%,412.1,228.6,183.5,0.54,0.82,2.18,2.45,378.5,210.0,168.5,0.5,0.75,2.0,2.25,8,8,2.18,2.18,2.0,2.0
Veteran,RSC006259,Mojomo,Cthulhu,The Mythos,Lunar,70.2,615,39,0.558,0.564,22,17,16549,9760,6789,37,16,82,116,31.9%,417.5,246.2,171.3,0.93,0.4,2.07,2.93,424.3,250.3,174.1,0.95,0.41,2.1,2.97,91,78,2.3,1.97,2.33,2.0
Veteran,RSC000209,Charm,Peppers,The Garden,Solar,69.4,947,54,0.628,0.667,36,18,23898,14230,9668,53,46,100,163,32.5%,391.5,233.1,158.4,0.87,0.75,1.64,2.67,442.6,263.5,179.0,0.98,0.85,1.85,3.02,168,120,2.75,1.97,3.11,2.22
Veteran,RSC005534,Mathews175,Banana Spiders,Eight Legged Freaks,Lunar,69.3,720,48,0.572,0.604,29,19,18273,10260,8013,42,31,64,131,32.1%,393.7,221.1,172.7,0.91,0.67,1.38,2.82,380.7,213.8,166.9,0.88,0.65,1.33,2.73,118,98,2.54,2.11,2.46,2.04
Veteran,RSC006211,Chase,Supernova,The Cosmos,Lunar,68.9,53,4,0.723,0.5,2,2,1472,730,742,3,2,5,8,37.5%,430.9,213.7,217.2,0.88,0.59,1.46,2.34,368.0,182.5,185.5,0.75,0.5,1.25,2.0,11,6,3.22,1.76,2.75,1.5
Veteran,RSC006211,Chase,Supernova,The Cosmos,Lunar,68.9,53,4,0.723,0.5,2,2,1472,730,742,3,2,5,8,37.5%,430.9,213.7,217.2,0.88,0.59,1.46,2.34,368.0,182.5,185.5,0.75,0.5,1.25,2.0,11,6,3.22,1.76,2.75,1.5
Veteran,RSC002760,Gcol,Matadors,Ox Gaming,Solar,68.9,750,48,0.528,0.521,25,23,19259,11050,8209,49,24,70,145,33.8%,398.4,228.6,169.8,1.01,0.5,1.45,3.0,401.2,230.2,171.0,1.02,0.5,1.46,3.02,113,105,2.34,2.17,2.35,2.19
Veteran,RSC006446,Ace_Cosplays.Ttv,Possessed,Destined,Solar,68.8,395,26,0.596,0.538,14,12,9693,6150,3543,27,14,39,80,33.8%,380.7,241.6,139.2,1.06,0.55,1.53,3.14,372.8,236.5,136.3,1.04,0.54,1.5,3.08,68,53,2.67,2.08,2.62,2.04
Veteran,RSC004131,Poptart Pounder,Gouda Gangsters,Cheese Guild,Lunar,68.7,933,56,0.606,0.643,36,20,23040,14050,8990,64,39,79,175,36.6%,383.1,233.6,149.5,1.06,0.65,1.31,2.91,411.4,250.9,160.5,1.14,0.7,1.41,3.13,162,123,2.69,2.05,2.89,2.2
Veteran,RSC002467,Reccoonn,Possessed,Destined,Solar,66.8,763,49,0.648,0.612,30,19,17912,11100,6812,54,41,46,135,40.0%,364.2,225.7,138.5,1.1,0.83,0.94,2.75,365.6,226.5,139.0,1.1,0.84,0.94,2.76,148,101,3.01,2.05,3.02,2.06
Veteran,RSC002780,Lickadoss77,Water,The Elements,Solar,66.4,911,60,0.48,0.45,27,33,24068,12790,11278,46,28,103,164,28.0%,409.9,217.8,192.1,0.78,0.48,1.75,2.79,401.1,213.2,188.0,0.77,0.47,1.72,2.73,128,135,2.18,2.3,2.13,2.25
Veteran,RSC003904,Tyyphoon454,Lightning,Electric Mayhem,Lunar,65.2,833,51,0.545,0.686,35,16,19715,11280,8435,38,43,76,153,24.8%,367.2,210.1,157.1,0.71,0.8,1.42,2.85,386.6,221.2,165.4,0.75,0.84,1.49,3.0,137,122,2.55,2.27,2.69,2.39
Veteran,RSC005308,Yeetn-Skeet,Titanium,Metal,Solar,65.0,948,59,0.632,0.644,38,21,22610,13840,8770,61,40,79,179,34.1%,370.0,226.5,143.5,1.0,0.65,1.29,2.93,383.2,234.6,148.6,1.03,0.68,1.34,3.03,185,132,3.03,2.16,3.14,2.24
Veteran,RSC000886,Blue Eyes Thunder Thighs,Calzones,Fifty-Fifty Pizzeria,Lunar,64.7,832,53,0.529,0.491,26,27,21084,12500,8584,44,36,99,135,32.6%,393.2,233.1,160.1,0.82,0.67,1.85,2.52,397.8,235.8,162.0,0.83,0.68,1.87,2.55,124,115,2.31,2.14,2.34,2.17
Veteran,RSC002544,J.,Makos,Shark Attack,Lunar,64.6,834,56,0.506,0.482,27,29,19687,11880,7807,42,41,82,153,27.5%,366.2,221.0,145.2,0.78,0.76,1.53,2.85,351.6,212.1,139.4,0.75,0.73,1.46,2.73,140,138,2.6,2.57,2.5,2.46
Veteran,RSC005760,Gregy.,Gouda Gangsters,Cheese Guild,Lunar,64.6,887,54,0.617,0.648,35,19,20791,12320,8471,51,37,72,177,28.8%,363.7,215.5,148.2,0.89,0.65,1.26,3.1,385.0,228.1,156.9,0.94,0.69,1.33,3.28,156,115,2.73,2.01,2.89,2.13
Veteran,RSC006409,Vp Reported,Linguini Lancers,Italian Battalion,Lunar,62.5,787,49,0.52,0.551,27,22,18716,10930,7786,43,32,71,148,29.1%,369.0,215.5,153.5,0.85,0.63,1.4,2.92,382.0,223.1,158.9,0.88,0.65,1.45,3.02,117,111,2.31,2.19,2.39,2.27
Veteran,RSC006316,Bop.-.,Rockin Revenants,Ghoul School,Solar,62.0,887,55,0.526,0.418,23,32,21188,12090,9098,54,35,66,164,32.9%,370.6,211.5,159.1,0.94,0.61,1.15,2.87,385.2,219.8,165.4,0.98,0.64,1.2,2.98,142,133,2.48,2.33,2.58,2.42
Veteran,RSC006218,Stingray,Singularity,Event Horizon,Solar,61.7,697,47,0.568,0.596,28,19,17382,9560,7822,35,26,71,121,28.9%,386.9,212.8,174.1,0.78,0.58,1.58,2.69,369.8,203.4,166.4,0.74,0.55,1.51,2.57,110,92,2.45,2.05,2.34,1.96
Veteran,RSC000698,Inedibledeer,Supernova,The Cosmos,Lunar,61.5,884,55,0.703,0.709,39,16,20324,11940,8384,49,39,68,169,29.0%,356.7,209.5,147.1,0.86,0.68,1.19,2.97,369.5,217.1,152.4,0.89,0.71,1.24,3.07,169,97,2.97,1.7,3.07,1.76
Veteran,RSC003300,Huntsman.,Knead for Speed,The Bakery,Solar,61.4,789,53,0.506,0.547,29,24,19307,11440,7867,49,26,76,144,34.0%,379.6,224.9,154.7,0.96,0.51,1.49,2.83,364.3,215.8,148.4,0.92,0.49,1.43,2.72,122,120,2.4,2.36,2.3,2.26
Veteran,RSC000858,Gorillacream707,Gladiators,The Sovereign,Lunar,60.6,893,53,0.524,0.547,29,24,21449,12520,8929,46,44,86,142,32.4%,372.6,217.5,155.1,0.8,0.76,1.49,2.47,404.7,236.2,168.5,0.87,0.83,1.62,2.68,154,145,2.68,2.52,2.91,2.74
Veteran,RSC005872,Ditto,Lightning,Electric Mayhem,Lunar,60.3,599,38,0.428,0.553,21,17,14620,8280,6340,31,21,61,108,28.7%,378.7,214.5,164.2,0.8,0.54,1.58,2.8,384.7,217.9,166.8,0.82,0.55,1.61,2.84,76,92,1.97,2.38,2.0,2.42
Veteran,RSC004229,Doty,Titanium,Metal,Solar,60.2,987,62,0.645,0.661,41,21,22466,13140,9326,56,50,66,174,32.2%,353.1,206.5,146.6,0.88,0.79,1.04,2.74,362.4,211.9,150.4,0.9,0.81,1.06,2.81,200,138,3.14,2.17,3.23,2.23
Veteran,RSC004569,Mikee Gfuelcom,Dobermans,Puppy Paradise,Solar,60.0,881,59,0.491,0.576,34,25,21457,11760,9697,49,32,74,156,31.4%,377.9,207.1,170.8,0.86,0.56,1.3,2.75,363.7,199.3,164.4,0.83,0.54,1.25,2.64,122,125,2.15,2.2,2.07,2.12
Veteran,RSC003272,Jknop2,Singularity,Event Horizon,Solar,59.5,783,54,0.533,0.574,31,23,19502,10880,8622,33,38,91,113,29.2%,386.4,215.6,170.8,0.65,0.75,1.8,2.24,361.1,201.5,159.7,0.61,0.7,1.69,2.09,125,115,2.48,2.28,2.31,2.13
Veteran,RSC000254,Keiko,Gladiators,The Sovereign,Lunar,59.2,626,36,0.523,0.5,18,18,14911,9150,5761,43,20,54,115,37.4%,369.5,226.8,142.8,1.07,0.5,1.34,2.85,414.2,254.2,160.0,1.19,0.56,1.5,3.19,106,100,2.63,2.48,2.94,2.78
Veteran,RSC004109,Hawkish,Wyverns,The Forest,Solar,59.1,725,47,0.507,0.553,26,21,17706,10290,7416,45,25,66,124,36.3%,378.9,220.2,158.7,0.96,0.53,1.41,2.65,376.7,218.9,157.8,0.96,0.53,1.4,2.64,109,107,2.33,2.29,2.32,2.28
Veteran,RSC004356,Chimmy,"Jaculus
Gorillas","Draconem
The Jungle",Solar,58.9,725,52,0.486,0.423,22,30,17527,9060,8467,34,34,56,116,29.3%,375.1,193.9,181.2,0.73,0.73,1.2,2.48,337.1,174.2,162.8,0.65,0.65,1.08,2.23,111,115,2.38,2.46,2.13,2.21
Veteran,RSC002917,Arbartenn,Grizzly Bears,The Bear Den,Lunar,57.5,894,62,0.384,0.387,24,38,22105,12300,9805,48,29,91,150,32.0%,383.6,213.5,170.2,0.83,0.5,1.58,2.6,356.5,198.4,158.1,0.77,0.47,1.47,2.42,116,157,2.01,2.72,1.87,2.53
Veteran,RSC005246,Irishhhh,Peppers,The Garden,Solar,57.3,501,26,0.579,0.577,15,11,10812,6950,3862,22,30,48,85,25.9%,334.8,215.2,119.6,0.68,0.93,1.49,2.63,415.8,267.3,148.5,0.85,1.15,1.85,3.27,87,71,2.69,2.2,3.35,2.73
Veteran,RSC001321,Hannandgrenade,Merciless Mob,The Syndicate,Lunar,57.2,709,46,0.463,0.478,22,24,16426,8650,7776,26,28,66,135,19.3%,359.4,189.3,170.2,0.57,0.61,1.44,2.95,357.1,188.0,169.0,0.57,0.61,1.43,2.93,99,109,2.17,2.39,2.15,2.37
Veteran,RSC005490,Iprofessorex,Knead for Speed,The Bakery,Solar,57.0,239,17,0.46,0.529,9,8,5879,3470,2409,18,8,18,37,48.6%,381.6,225.3,156.4,1.17,0.52,1.17,2.4,345.8,204.1,141.7,1.06,0.47,1.06,2.18,38,42,2.47,2.73,2.24,2.47
Veteran,RSC006193,Saucy Rexy,Makos,Shark Attack,Lunar,55.4,839,56,0.517,0.5,28,28,19003,11160,7843,55,32,51,151,36.4%,351.4,206.4,145.0,1.02,0.59,0.94,2.79,339.3,199.3,140.1,0.98,0.57,0.91,2.7,143,137,2.64,2.53,2.55,2.45
Veteran,RSC002937,Sirtommynoble,Peppers,The Garden,Solar,55.4,881,52,0.621,0.654,34,18,20292,12170,8122,57,31,67,157,36.3%,357.3,214.3,143.0,1.0,0.55,1.18,2.76,390.2,234.0,156.2,1.1,0.6,1.29,3.02,159,116,2.8,2.04,3.06,2.23
Veteran,RSC005682,S_Ckz,Spastics,The Quad Dynasty,Lunar,55.0,884,58,0.446,0.414,24,34,20413,11310,9103,49,31,65,161,30.4%,358.3,198.5,159.8,0.86,0.54,1.14,2.83,351.9,195.0,156.9,0.84,0.53,1.12,2.78,127,146,2.23,2.56,2.19,2.52
Veteran,RSC001989,Avid,Spastics,The Quad Dynasty,Lunar,54.2,958,64,0.431,0.391,25,39,22400,13040,9360,47,35,99,164,28.7%,362.8,211.2,151.6,0.76,0.57,1.6,2.66,350.0,203.8,146.3,0.73,0.55,1.55,2.56,134,160,2.17,2.59,2.09,2.5
Veteran,RSC003799,Armo27,Knead for Speed,The Bakery,Solar,53.8,784,53,0.474,0.528,28,25,17908,10010,7898,36,32,69,136,26.5%,354.4,198.1,156.3,0.71,0.63,1.37,2.69,337.9,188.9,149.0,0.68,0.6,1.3,2.57,119,127,2.35,2.51,2.25,2.4
Veteran,RSC002756,Blue Ncs,Water,The Elements,Solar,53.6,244,16,0.438,0.438,7,9,5412,2970,2442,12,9,17,47,25.5%,344.1,188.8,155.3,0.76,0.57,1.08,2.99,338.3,185.6,152.6,0.75,0.56,1.06,2.94,35,41,2.23,2.61,2.19,2.56
Veteran,RSC003746,Archhie.,"Gorillas
Typhoons","The Jungle
Storm",Solar,53.5,505,35,0.35,0.371,13,22,11769,6190,5579,25,20,37,84,29.8%,361.6,190.2,171.4,0.77,0.61,1.14,2.58,336.3,176.9,159.4,0.71,0.57,1.06,2.4,68,100,2.09,3.07,1.94,2.86
Veteran,RSC004511,Le Duckz,Hades,The Gods,Lunar,53.5,512,34,0.479,0.471,16,18,11789,6600,5189,29,18,38,90,32.2%,357.2,200.0,157.2,0.88,0.55,1.15,2.73,346.7,194.1,152.6,0.85,0.53,1.12,2.65,70,74,2.12,2.24,2.06,2.18
Veteran,RSC002513,Supercruz101,Humpbacks,Whale Defense,Solar,53.0,740,49,0.493,0.449,22,27,17037,9580,7457,46,23,50,133,34.6%,357.2,200.8,156.3,0.96,0.48,1.05,2.79,347.7,195.5,152.2,0.94,0.47,1.02,2.71,118,120,2.47,2.52,2.41,2.45
Veteran,RSC004394,Chis,Gladiators,The Sovereign,Lunar,52.7,892,51,0.5,0.51,26,25,20490,12730,7760,56,32,81,148,37.8%,356.4,221.4,135.0,0.97,0.56,1.41,2.57,401.8,249.6,152.2,1.1,0.63,1.59,2.9,146,146,2.54,2.54,2.86,2.86
Veteran,RSC000519,Bovi,"Jaculus
Humpbacks","Draconem
Whale Defense",Solar,52.6,492,35,0.456,0.429,15,20,11478,6290,5188,30,16,33,84,35.7%,361.9,198.3,163.6,0.95,0.5,1.04,2.65,327.9,179.7,148.2,0.86,0.46,0.94,2.4,76,85,2.4,2.68,2.17,2.43
Veteran,RSC000320,Ryanawesome_,"Banshees
Titanium
Atomic","The Monster Mash
Metal
Energy",Lunar,52.5,499,32,0.617,0.688,22,10,11052,6650,4402,30,21,35,85,35.3%,343.6,206.8,136.9,0.93,0.65,1.09,2.64,345.4,207.8,137.6,0.94,0.66,1.09,2.66,87,64,2.7,1.99,2.72,2.0
Veteran,RSC000322,Humble Potato,"Knead for Speed
Cthulhu","The Bakery
The Mythos",Solar,52.4,607,39,0.577,0.667,26,13,14201,8130,6071,31,25,57,93,33.3%,363.0,207.8,155.2,0.79,0.64,1.46,2.38,364.1,208.5,155.7,0.79,0.64,1.46,2.38,100,82,2.56,2.1,2.56,2.1
Veteran,RSC001918,Imperial,Grizzly Bears,The Bear Den,Lunar,52.0,295,20,0.406,0.35,7,13,7107,3940,3167,16,13,26,39,41.0%,373.8,207.2,166.6,0.84,0.68,1.37,2.05,355.4,197.0,158.4,0.8,0.65,1.3,1.95,51,64,2.68,3.37,2.55,3.2
Veteran,RSC005088,Thirteen_1313,Rockin Revenants,Ghoul School,Solar,51.7,326,20,0.462,0.4,8,12,6800,3880,2920,21,11,11,68,30.9%,323.6,184.6,139.0,1.0,0.52,0.52,3.24,340.0,194.0,146.0,1.05,0.55,0.55,3.4,50,55,2.38,2.62,2.5,2.75
Veteran,RSC003159,Braedyn,Singularity,Event Horizon,Solar,51.7,780,53,0.553,0.585,31,22,18619,10720,7899,54,21,60,127,42.5%,370.3,213.2,157.1,1.07,0.42,1.19,2.53,351.3,202.3,149.0,1.02,0.4,1.13,2.4,125,109,2.49,2.17,2.36,2.06
Veteran,RSC006357,Syncopace,Merciless Mob,The Syndicate,Lunar,51.6,883,57,0.479,0.509,29,28,19930,10520,9410,39,36,66,152,25.7%,350.2,184.8,165.3,0.69,0.63,1.16,2.67,349.6,184.6,165.1,0.68,0.63,1.16,2.67,126,133,2.21,2.34,2.21,2.33
Veteran,RSC006173,Racer,Atomic,Energy,Lunar,51.6,865,53,0.399,0.396,21,32,20119,11700,8419,44,29,88,145,30.3%,360.8,209.8,151.0,0.79,0.52,1.58,2.6,379.6,220.8,158.8,0.83,0.55,1.66,2.74,118,153,2.12,2.74,2.23,2.89
Veteran,RSC003104,Nizzlepls,Jaculus,Draconem,Solar,51.4,464,32,0.556,0.563,18,14,10354,6190,4164,30,15,32,84,35.7%,346.2,207.0,139.2,1.0,0.5,1.07,2.81,323.6,193.4,130.1,0.94,0.47,1.0,2.63,74,64,2.47,2.14,2.31,2.0
Veteran,RSC003250,Chefty,Wyverns,The Forest,Solar,51.0,521,35,0.55,0.6,21,14,12144,6900,5244,26,18,51,85,30.6%,361.6,205.5,156.2,0.77,0.54,1.52,2.53,347.0,197.1,149.8,0.74,0.51,1.46,2.43,71,62,2.11,1.85,2.03,1.77
Veteran,RSC006241,Grizz,Typhoons,Storm,Solar,50.7,165,10,0.311,0.3,3,7,3751,2130,1621,8,6,15,28,28.6%,352.7,200.3,152.4,0.75,0.56,1.41,2.63,375.1,213.0,162.1,0.8,0.6,1.5,2.8,20,33,1.88,3.1,2.0,3.3
Veteran,RSC004299,Mayhem,Matadors,Ox Gaming,Solar,49.4,935,60,0.489,0.5,30,30,21446,11620,9826,50,28,72,162,30.9%,355.9,192.8,163.0,0.83,0.46,1.19,2.69,357.4,193.7,163.8,0.83,0.47,1.2,2.7,140,144,2.32,2.39,2.33,2.4
Veteran,RSC004239,Nitro,Linguini Lancers,Italian Battalion,Lunar,48.8,709,45,0.552,0.6,27,18,15667,9640,6027,44,25,56,119,37.0%,342.8,210.9,131.9,0.96,0.55,1.23,2.6,348.2,214.2,133.9,0.98,0.56,1.24,2.64,110,96,2.41,2.1,2.44,2.13
Veteran,RSC000073,Nighthawk,Typhoons,Storm,Solar,48.7,594,39,0.44,0.462,18,21,13788,8060,5728,31,23,59,86,36.0%,360.1,210.5,149.6,0.81,0.6,1.54,2.25,353.5,206.7,146.9,0.79,0.59,1.51,2.21,92,107,2.4,2.79,2.36,2.74
Veteran,RSC000037,Md,Atomic,Energy,Lunar,48.4,883,56,0.385,0.375,21,35,19678,10950,8728,42,32,73,150,28.0%,345.7,192.4,153.4,0.74,0.56,1.28,2.64,351.4,195.5,155.9,0.75,0.57,1.3,2.68,118,159,2.07,2.79,2.11,2.84
Veteran,RSC005464,Taz.Rm,Gorillas,The Jungle,Solar,47.6,831,55,0.478,0.436,24,31,18106,10400,7706,35,36,75,135,25.9%,338.0,194.2,143.9,0.65,0.67,1.4,2.52,329.2,189.1,140.1,0.64,0.65,1.36,2.45,120,127,2.24,2.37,2.18,2.31
Veteran,RSC005193,Regularlyjones,Gorillas,The Jungle,Solar,47.2,625,41,0.403,0.341,14,27,14212,8140,6072,31,19,61,104,29.8%,352.8,202.1,150.7,0.77,0.47,1.51,2.58,346.6,198.5,148.1,0.76,0.46,1.49,2.54,84,108,2.09,2.68,2.05,2.63
Veteran,RSC006359,Liongoat.,Makos,Shark Attack,Lunar,46.8,62,4,0.23,0.0,0,4,1593,740,853,3,1,6,9,33.3%,398.6,185.2,213.4,0.75,0.25,1.5,2.25,398.3,185.0,213.3,0.75,0.25,1.5,2.25,6,13,1.5,3.25,1.5,3.25
Veteran,RSC004925,Riddle,Gouda Gangsters,Cheese Guild,Lunar,46.2,783,47,0.585,0.617,29,18,15948,9720,6228,36,36,59,137,26.3%,316.0,192.6,123.4,0.71,0.71,1.17,2.71,339.3,206.8,132.5,0.77,0.77,1.26,2.91,132,106,2.62,2.1,2.81,2.26
Veteran,RSC002204,Mr.Numb3Rz,Peppermint,Minty Fresh,Solar,44.8,685,43,0.346,0.233,10,33,15518,8680,6838,32,19,68,113,28.3%,351.5,196.6,154.9,0.72,0.43,1.54,2.56,360.9,201.9,159.0,0.74,0.44,1.58,2.63,92,137,2.08,3.1,2.14,3.19
Veteran,RSC006438,Westyzworld,Possessed,Destined,Solar,44.5,601,38,0.607,0.553,21,17,12810,7490,5320,33,25,40,94,35.1%,330.7,193.3,137.3,0.85,0.65,1.03,2.43,337.1,197.1,140.0,0.87,0.66,1.05,2.47,114,87,2.94,2.25,3.0,2.29
Veteran,RSC003830,Bradyk-,Makos,Shark Attack,Lunar,44.3,868,58,0.497,0.466,27,31,19000,10830,8170,44,31,70,138,31.9%,339.6,193.6,146.0,0.79,0.55,1.25,2.47,327.6,186.7,140.9,0.76,0.53,1.21,2.38,143,144,2.56,2.57,2.47,2.48
Veteran,RSC003762,Scorch,"Banshees
Typhoons","The Monster Mash
Storm",Lunar,43.9,52,4,0.362,0.5,2,2,1321,730,591,4,0,5,8,50.0%,394.1,217.8,176.3,1.19,0.0,1.49,2.39,330.3,182.5,147.8,1.0,0.0,1.25,2.0,7,10,2.09,2.98,1.75,2.5
Veteran,RSC000625,Sly,"Typhoons
Merciless Mob","Storm
The Syndicate",Solar,43.9,640,42,0.488,0.595,25,17,14266,8320,5946,38,16,53,107,35.5%,345.8,201.7,144.1,0.92,0.39,1.28,2.59,339.7,198.1,141.6,0.9,0.38,1.26,2.55,98,101,2.38,2.45,2.33,2.4
Veteran,RSC000461,Viper15,Jaculus,Draconem,Solar,43.8,750,52,0.493,0.481,25,27,17580,9900,7680,42,19,73,110,38.2%,363.7,204.8,158.9,0.87,0.39,1.51,2.28,338.1,190.4,147.7,0.81,0.37,1.4,2.12,115,117,2.38,2.42,2.21,2.25
Veteran,RSC003717,Cel,Cepheus,The Nexus,Solar,43.7,748,47,0.33,0.34,16,31,16147,8880,7267,35,22,59,133,26.3%,334.9,184.2,150.7,0.73,0.46,1.22,2.76,343.6,188.9,154.6,0.74,0.47,1.26,2.83,97,151,2.01,3.13,2.06,3.21
Veteran,RSC005077,Kbm Grifter,Banana Spiders,Eight Legged Freaks,Lunar,43.7,53,4,0.277,0.5,2,2,1270,680,590,3,1,5,8,37.5%,371.8,199.1,172.7,0.88,0.29,1.46,2.34,317.5,170.0,147.5,0.75,0.25,1.25,2.0,6,11,1.76,3.22,1.5,2.75
Veteran,RSC005077,Kbm Grifter,Banana Spiders,Eight Legged Freaks,Lunar,43.7,53,4,0.277,0.5,2,2,1270,680,590,3,1,5,8,37.5%,371.8,199.1,172.7,0.88,0.29,1.46,2.34,317.5,170.0,147.5,0.75,0.25,1.25,2.0,6,11,1.76,3.22,1.5,2.75
