Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,TS,GP,TS/GP,PWE,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,PPG,SPPG,NPPG,GPG,APG,SvPG,ShPG,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G,opp_S,opp_S/A,opp_S/G,opp_S%
Rival,RSC013051,Boricua,Polar Bears,The Bear Den,Solar,,78.37,501,33,15.18,0.549,0.636,21,12,7,12647,7430,5217,27,27,50,88,0.307,386.73,227.20,159.53,0.83,0.83,1.53,2.69,383.24,225.15,158.09,0.82,0.82,1.52,2.67,94,67,2.87,2.05,2.85,2.03,236,7.22,7.15,0.28
Rival,RSC001330,Blissful Beluga,Howlers,The Rising,Solar,,77.85,998,63,15.84,0.570,0.778,49,14,19,24582,15250,9332,72,37,78,230,0.313,377.35,234.10,143.25,1.11,0.57,1.20,3.53,390.19,242.06,148.13,1.14,0.59,1.24,3.65,190,104,2.92,1.60,3.02,1.65,407,6.25,6.46,0.26
Rival,RSC003904,Tyyphoon454,Jets,Remove Before Flight,Lunar,,77.23,791,52,15.21,0.545,0.692,36,16,18,20620,11420,9200,49,28,70,162,0.302,399.36,221.18,178.18,0.95,0.54,1.36,3.14,396.54,219.62,176.92,0.94,0.54,1.35,3.12,139,97,2.69,1.88,2.67,1.87,347,6.72,6.67,0.28
Rival,RSC012985,,"Polar Bears
Samurai","The Bear Den
World Warriors","Solar
Lunar","
",77.11,630,43,14.65,0.000,0.581,25,18,12,16929,9530,7399,38,24,68,113,0.336,411.67,231.74,179.92,0.92,0.58,1.65,2.75,393.70,221.63,172.07,0.88,0.56,1.58,2.63,109,100,2.65,,2.53,2.33,310,,7.21,0.32
Rival,RSC005276,Dc,"Samurai
Polar Bears","World Warriors
The Bear Den","Lunar
Solar","
",77.05,956,64,14.94,0.511,0.516,33,31,14,23937,13820,10117,61,35,77,212,0.288,383.59,221.46,162.12,0.98,0.56,1.23,3.40,374.02,215.94,158.08,0.95,0.55,1.20,3.31,140,127,2.24,2.04,2.19,1.98,442,7.08,6.91,0.29
Rival,RSC009249,Gyarados-_-,Hammerheads,Shark Attack,Lunar,,74.63,902,56,16.11,0.553,0.661,37,19,15,23271,13580,9691,69,34,66,168,0.411,395.24,230.65,164.59,1.17,0.58,1.12,2.85,415.55,242.50,173.05,1.23,0.61,1.18,3.00,181,119,3.07,2.02,3.23,2.13,393,6.67,7.02,0.30
Rival,RSC006086,13o0k,Heavy Metal,The Pit,Solar,,73.34,868,54,16.07,0.496,0.481,26,28,14,22641,13520,9121,55,30,98,162,0.340,399.60,238.62,160.98,0.97,0.53,1.73,2.86,419.28,250.37,168.91,1.02,0.56,1.81,3.00,127,131,2.24,2.31,2.35,2.43,456,8.05,8.44,0.29
Rival,RSC008411,Fujin Rikow.,Guards,The King's Court,Lunar,,73.32,788,53,14.87,0.498,0.453,24,29,15,20827,11720,9107,50,27,79,142,0.352,404.91,227.85,177.05,0.97,0.52,1.54,2.76,392.96,221.13,171.83,0.94,0.51,1.49,2.68,119,121,2.31,2.35,2.25,2.28,385,7.48,7.26,0.31
Rival,RSC007590,Donkeh .,Hippos,Safari,Solar,,72.36,882,58,15.21,0.519,0.621,36,22,14,22245,13010,9235,57,34,79,166,0.343,386.38,225.98,160.41,0.99,0.59,1.37,2.88,383.53,224.31,159.22,0.98,0.59,1.36,2.86,144,123,2.50,2.14,2.48,2.12,417,7.24,7.19,0.29
Rival,RSC006753,prettii.,Mining Legion,Dwarf Haven,Lunar,,72.15,187,10,18.70,0.500,0.400,4,6,2,4592,3070,1522,13,9,20,32,0.406,376.20,251.51,124.69,1.07,0.74,1.64,2.62,459.20,307.00,152.20,1.30,0.90,2.00,3.20,30,30,2.46,2.46,3.00,3.00,85,6.96,8.50,0.35
Rival,RSC005689,Ary,Guards,The King's Court,Lunar,,72.01,370,24,15.42,0.473,0.458,11,13,2,8626,4790,3836,21,18,21,74,0.284,357.16,198.33,158.83,0.87,0.75,0.87,3.06,359.42,199.58,159.83,0.88,0.75,0.88,3.08,55,65,2.28,2.69,2.29,2.71,180,7.45,7.50,0.36
Rival,RSC005246,Irishhhh,Hue Heroes,Art Club,Lunar,,71.83,625,40,15.63,0.517,0.525,21,19,10,15178,8880,6298,40,26,47,123,0.325,372.04,217.66,154.37,0.98,0.64,1.15,3.01,379.45,222.00,157.45,1.00,0.65,1.18,3.08,111,98,2.72,2.40,2.78,2.45,289,7.08,7.23,0.34
Rival,RSC003228,phyzixs.,Dracos,Mythical,Solar,,71.40,736,46,16.00,0.497,0.500,23,23,12,18770,11550,7220,62,22,56,145,0.428,390.70,240.41,150.28,1.29,0.46,1.17,3.02,408.04,251.09,156.96,1.35,0.48,1.22,3.15,117,120,2.44,2.50,2.54,2.61,387,8.06,8.41,0.31
Rival,RSC006777,AlteredSp4rky,Ruthless Racket,The Syndicate,Lunar,,71.15,60,4,15.00,0.673,0.750,3,1,1,1368,890,478,4,4,4,9,0.444,349.29,227.24,122.05,1.02,1.02,1.02,2.30,342.00,222.50,119.50,1.00,1.00,1.00,2.25,12,6,3.06,1.53,3.00,1.50,22,5.62,5.50,0.27
Rival,RSC005885,noot,Quasars,The Cosmos,Lunar,,69.85,872,59,14.78,0.484,0.458,27,32,12,21998,12570,9428,49,33,89,157,0.312,386.47,220.84,165.64,0.86,0.58,1.56,2.76,372.85,213.05,159.80,0.83,0.56,1.51,2.66,116,133,2.04,2.34,1.97,2.25,453,7.96,7.68,0.29
Rival,RSC000796,hoyci,Nightfall,The Shadows,Lunar,,69.03,651,44,14.80,0.526,0.614,27,17,9,15751,8440,7311,34,30,48,114,0.298,370.66,198.62,172.05,0.80,0.71,1.13,2.68,357.98,191.82,166.16,0.77,0.68,1.09,2.59,112,92,2.64,2.17,2.55,2.09,300,7.06,6.82,0.31
Rival,RSC006477,XtraCrispyRL,Gaboons,Venom Lab,Lunar,,68.70,381,26,14.65,0.495,0.538,14,12,7,9118,5190,3928,22,12,31,84,0.262,366.63,208.69,157.94,0.88,0.48,1.25,3.38,350.69,199.62,151.08,0.85,0.46,1.19,3.23,65,67,2.61,2.69,2.50,2.58,171,6.88,6.58,0.39
Rival,RSC008465,IncorrectTerror,Wind,The Elements,Solar,,67.69,804,54,14.89,0.490,0.500,27,27,11,19530,10440,9090,44,30,60,154,0.286,372.13,198.93,173.21,0.84,0.57,1.14,2.93,361.67,193.33,168.33,0.81,0.56,1.11,2.85,118,128,2.25,2.44,2.19,2.37,361,6.88,6.69,0.35
Rival,RSC007960,Kayo04,Jets,Remove Before Flight,Lunar,,67.34,929,59,15.75,0.526,0.627,37,22,8,21465,12670,8795,51,44,73,172,0.297,353.97,208.94,145.04,0.84,0.73,1.20,2.84,363.81,214.75,149.07,0.86,0.75,1.24,2.92,161,130,2.65,2.14,2.73,2.20,428,7.06,7.25,0.30
Rival,RSC002230,Steem,Howlers,The Rising,Solar,,65.55,105,7,15.00,0.607,0.714,5,2,2,2678,1650,1028,9,4,8,15,0.600,390.73,240.74,149.99,1.31,0.58,1.17,2.19,382.57,235.71,146.86,1.29,0.57,1.14,2.14,21,13,3.06,1.90,3.00,1.86,51,7.44,7.29,0.25
Rival,RSC006167,MagesticEagle1,Polar Ice,Minty Fresh,Solar,,65.06,990,64,15.47,0.511,0.469,30,34,13,24986,13870,11116,54,35,102,162,0.333,386.65,214.63,172.02,0.84,0.54,1.58,2.51,390.41,216.72,173.69,0.84,0.55,1.59,2.53,153,139,2.37,2.15,2.39,2.17,508,7.86,7.94,0.27
Rival,RSC004536,Grim,Praetoriani,The Sovereign,Solar,,64.08,1035,59,17.54,0.491,0.475,28,31,17,25058,15350,9708,71,29,95,205,0.346,370.90,227.21,143.70,1.05,0.43,1.41,3.03,424.71,260.17,164.54,1.20,0.49,1.61,3.47,144,155,2.13,2.29,2.44,2.63,526,7.79,8.92,0.29
Rival,RSC008191,CrowBar7570,"Guards
Polar Ice
Purrgatory","The King's Court
Minty Fresh
Pawverse","Lunar
Solar
Solar","

",63.92,744,47,15.83,0.496,0.383,18,29,6,18305,10530,7775,32,27,94,128,0.250,376.92,216.83,160.10,0.66,0.56,1.94,2.64,389.47,224.04,165.43,0.68,0.57,2.00,2.72,100,103,2.06,2.12,2.13,2.19,376,7.74,8.00,0.27
Rival,RSC008000,ChefHoffy,Kitsune,The Shrine,Solar,,63.64,961,64,15.02,0.517,0.531,34,30,11,22778,12680,10098,53,37,76,173,0.306,363.12,202.14,160.98,0.84,0.59,1.21,2.76,355.91,198.13,157.78,0.83,0.58,1.19,2.70,153,132,2.44,2.10,2.39,2.06,428,6.82,6.69,0.31
Rival,RSC005691,Dr.Ukulele,Gaboons,Venom Lab,Lunar,,62.96,788,54,14.59,0.465,0.370,20,34,8,18155,9790,8365,33,42,64,119,0.277,352.96,190.33,162.63,0.64,0.82,1.24,2.31,336.20,181.30,154.91,0.61,0.78,1.19,2.20,114,150,2.22,2.92,2.11,2.78,415,8.07,7.69,0.36
Rival,RSC002453,Ghostie,"Wind
Purrgatory","The Elements
Pawverse","Solar
Solar","
",62.26,740,47,15.74,0.454,0.298,14,33,5,17769,10110,7659,32,25,86,136,0.235,367.86,209.30,158.56,0.66,0.52,1.78,2.82,378.06,215.11,162.96,0.68,0.53,1.83,2.89,94,134,1.95,2.77,2.00,2.85,379,7.85,8.06,0.35
Rival,RSC008260,Crucified,Hot Wings,Fifty-Fifty Pizzeria,Lunar,,62.18,474,31,15.29,0.538,0.677,21,10,5,11090,6530,4560,25,19,45,83,0.301,358.43,211.05,147.38,0.81,0.61,1.45,2.68,357.74,210.65,147.10,0.81,0.61,1.45,2.68,90,70,2.91,2.26,2.90,2.26,209,6.75,6.74,0.33
Rival,RSC005386,Danub,Phantoms,The Monster Mash,Lunar,,60.62,770,51,15.10,0.454,0.333,17,34,6,19081,10330,8751,39,27,78,118,0.331,379.63,205.52,174.11,0.78,0.54,1.55,2.35,374.14,202.55,171.59,0.76,0.53,1.53,2.31,96,139,1.91,2.77,1.88,2.73,434,8.63,8.51,0.32
Rival,RSC012692,AraticRL.,"Ocelots
Ruthless Racket","The Jungle
The Syndicate","Solar
Lunar","
",60.62,137,8,17.13,0.542,0.625,5,3,3,3502,1770,1732,7,2,14,27,0.259,391.61,197.93,193.68,0.78,0.22,1.57,3.02,437.75,221.25,216.50,0.88,0.25,1.75,3.38,15,12,1.68,1.34,1.88,1.50,69,7.72,8.63,0.17
Rival,RSC006209,Celiscy,Nightfall,The Shadows,Lunar,,60.31,863,55,15.69,0.518,0.600,33,22,11,20790,12550,8240,58,30,77,140,0.414,369.06,222.79,146.28,1.03,0.53,1.37,2.49,378.00,228.18,149.82,1.05,0.55,1.40,2.55,134,116,2.38,2.06,2.44,2.11,439,7.79,7.98,0.26
Rival,RSC007974,ChilloutGames,Mining Legion,Dwarf Haven,Lunar,,60.00,759,47,16.15,0.514,0.468,22,25,4,16824,9770,7054,37,35,60,132,0.280,339.58,197.20,142.38,0.75,0.71,1.21,2.66,357.96,207.87,150.09,0.79,0.74,1.28,2.81,127,114,2.56,2.30,2.70,2.43,366,7.39,7.79,0.31
Rival,RSC006267,Tootie,Wind,The Elements,Solar,,58.87,489,34,14.38,0.475,0.412,14,20,8,11269,6530,4739,25,14,47,98,0.255,353.05,204.58,148.47,0.78,0.44,1.47,3.07,331.44,192.06,139.38,0.74,0.41,1.38,2.88,67,80,2.10,2.51,1.97,2.35,231,7.24,6.79,0.35
Rival,RSC007294,CF0UR_,Dracos,Mythical,Solar,,58.85,885,56,15.80,0.511,0.571,32,24,10,19400,11250,8150,43,42,67,150,0.287,335.82,194.74,141.08,0.74,0.73,1.16,2.60,346.43,200.89,145.54,0.77,0.75,1.20,2.68,148,136,2.56,2.35,2.64,2.43,462,8.00,8.25,0.29
Rival,RSC000140,Kaeso Clarus,Lightning,Mach Velocity,Solar,,57.80,633,42,15.07,0.478,0.405,17,25,11,14828,8880,5948,35,23,64,103,0.340,358.87,214.91,143.95,0.85,0.56,1.55,2.49,353.05,211.43,141.62,0.83,0.55,1.52,2.45,90,106,2.18,2.57,2.14,2.52,342,8.28,8.14,0.31
Rival,RSC007904,branielthedaniel,Hippos,Safari,Solar,,57.48,892,59,15.12,0.510,0.559,33,26,5,19258,10890,8368,38,42,69,154,0.247,330.75,187.03,143.72,0.65,0.72,1.19,2.64,326.41,184.58,141.83,0.64,0.71,1.17,2.61,136,125,2.34,2.15,2.31,2.12,419,7.20,7.10,0.30
Rival,RSC006976,slendxa,Hot Wings,Fifty-Fifty Pizzeria,Lunar,,55.38,737,49,15.04,0.501,0.551,27,22,12,16719,9430,7289,41,25,56,128,0.320,347.53,196.02,151.51,0.85,0.52,1.16,2.66,341.20,192.45,148.76,0.84,0.51,1.14,2.61,120,119,2.49,2.47,2.45,2.43,332,6.90,6.78,0.36
Rival,RSC008533,Malik_P4,Lightning,Mach Velocity,Solar,,54.75,730,48,15.21,0.493,0.438,21,27,7,17073,10160,6913,36,26,83,111,0.324,358.30,213.22,145.08,0.76,0.55,1.74,2.33,355.69,211.67,144.02,0.75,0.54,1.73,2.31,102,108,2.14,2.27,2.13,2.25,407,8.54,8.48,0.27
Rival,RSC006678,EyeSucka,Mining Legion,Dwarf Haven,Lunar,,53.96,956,58,16.48,0.506,0.466,27,31,9,20289,12100,8189,52,39,65,170,0.306,325.13,193.90,131.23,0.83,0.62,1.04,2.72,349.81,208.62,141.19,0.90,0.67,1.12,2.93,154,147,2.47,2.36,2.66,2.53,460,7.37,7.93,0.32
Rival,RSC002412,Rosefanatic3615,Phoenix,Mythspire,Solar,,53.92,174,12,14.50,0.565,0.583,7,5,0,3756,2150,1606,9,7,12,30,0.300,330.70,189.30,141.40,0.79,0.62,1.06,2.64,313.00,179.17,133.83,0.75,0.58,1.00,2.50,36,26,3.17,2.29,3.00,2.17,77,6.78,6.42,0.34
Rival,RSC006199,Irozuh.,Barracudas,Tyrants of the Sea,Lunar,,53.86,944,60,15.73,0.478,0.500,30,30,17,22220,12790,9430,54,32,88,139,0.388,360.60,207.56,153.04,0.88,0.52,1.43,2.26,370.33,213.17,157.17,0.90,0.53,1.47,2.32,144,172,2.34,2.79,2.40,2.87,522,8.47,8.70,0.33
Rival,RSC008234,Its_Bran,Dracos,Mythical,Solar,,52.96,976,63,15.49,0.516,0.556,35,28,11,22223,12810,9413,39,43,109,131,0.298,348.82,201.07,147.75,0.61,0.67,1.71,2.06,352.75,203.33,149.41,0.62,0.68,1.73,2.08,166,145,2.61,2.28,2.63,2.30,497,7.80,7.89,0.29
Rival,RSC008442,Billionninja,Ocelots,The Jungle,Solar,,52.65,818,54,15.15,0.488,0.463,25,29,10,19347,10710,8637,35,23,95,131,0.267,362.34,200.58,161.76,0.66,0.43,1.78,2.45,358.28,198.33,159.94,0.65,0.43,1.76,2.43,99,110,1.85,2.06,1.83,2.04,431,8.07,7.98,0.26
Rival,RSC005300,Cruz.,"Mining Legion
Heavy Metal","Dwarf Haven
The Pit","Lunar
Solar","
",52.49,886,55,16.11,0.476,0.400,22,33,9,20553,11800,8753,40,28,100,140,0.286,355.38,204.03,151.35,0.69,0.48,1.73,2.42,373.69,214.55,159.15,0.73,0.51,1.82,2.55,122,148,2.11,2.56,2.22,2.69,461,7.97,8.38,0.32
Rival,RSC008548,Slinkxyz,Phoenix,Mythspire,Solar,,52.30,856,56,15.29,0.555,0.696,39,17,10,18415,10180,8235,43,41,52,123,0.350,329.57,182.19,147.38,0.77,0.73,0.93,2.20,328.84,181.79,147.05,0.77,0.73,0.93,2.20,179,116,3.20,2.08,3.20,2.07,396,7.09,7.07,0.29
Rival,RSC006072,AveX InceptionZ,Hippos,Safari,Solar,,52.17,800,52,15.38,0.498,0.500,26,26,8,17929,10230,7699,38,27,75,133,0.286,343.34,195.90,147.43,0.73,0.52,1.44,2.55,344.79,196.73,148.06,0.73,0.52,1.44,2.56,117,119,2.24,2.28,2.25,2.29,399,7.64,7.67,0.30
Rival,RSC006138,cherrypupp,"Jets
Wind","Remove Before Flight
The Elements","Lunar
Solar","
",52.04,651,43,15.14,0.485,0.442,19,24,4,14301,8330,5971,34,22,54,113,0.301,336.54,196.03,140.51,0.80,0.52,1.27,2.66,332.58,193.72,138.86,0.79,0.51,1.26,2.63,102,114,2.40,2.68,2.37,2.65,326,7.67,7.58,0.35
Rival,RSC008293,Tall_28,Phantoms,The Monster Mash,Lunar,,51.57,455,32,14.22,0.455,0.344,11,21,3,10129,5520,4609,18,17,43,72,0.250,341.04,185.86,155.18,0.61,0.57,1.45,2.42,316.53,172.50,144.03,0.56,0.53,1.34,2.25,65,88,2.19,2.96,2.03,2.75,256,8.62,8.00,0.34
Rival,RSC012645,4SkillSemiFound,"Purrgatory
Phoenix","Pawverse
Mythspire","Solar
Solar","
",51.09,975,61,15.98,0.465,0.393,24,37,14,22303,12650,9653,52,28,89,160,0.325,350.44,198.76,151.67,0.82,0.44,1.40,2.51,365.62,207.38,158.25,0.85,0.46,1.46,2.62,132,177,2.07,2.78,2.16,2.90,516,8.11,8.46,0.34
Rival,RSC007549,Whiffy_RL,Jets,Remove Before Flight,Lunar,,51.03,790,52,15.19,0.529,0.635,33,19,10,17020,10000,7020,50,31,44,125,0.400,330.06,193.92,136.13,0.97,0.60,0.85,2.42,327.31,192.31,135.00,0.96,0.60,0.85,2.40,137,109,2.66,2.11,2.63,2.10,354,6.86,6.81,0.31
Rival,RSC004452,sleepzey,Liars,Grand Fleet,Solar,,50.75,976,64,15.25,0.473,0.422,27,37,11,23646,12570,11076,49,21,102,152,0.322,371.16,197.31,173.85,0.77,0.33,1.60,2.39,369.47,196.41,173.06,0.77,0.33,1.59,2.38,122,154,1.91,2.42,1.91,2.41,558,8.76,8.72,0.28
Rival,RSC000848,WittingHalo64,Hue Heroes,Art Club,Lunar,,49.41,585,39,15.00,0.507,0.487,19,20,6,13288,7490,5798,33,18,48,89,0.371,347.98,196.15,151.84,0.86,0.47,1.26,2.33,340.72,192.05,148.67,0.85,0.46,1.23,2.28,94,89,2.46,2.33,2.41,2.28,285,7.46,7.31,0.31
Rival,RSC008217,Legitmrmouse,Polar Bears,The Bear Den,Solar,,49.06,759,51,14.88,0.502,0.510,26,25,7,16124,8960,7164,24,31,76,121,0.198,325.45,180.85,144.60,0.48,0.63,1.53,2.44,316.16,175.69,140.47,0.47,0.61,1.49,2.37,109,107,2.20,2.16,2.14,2.10,350,7.06,6.86,0.31
Rival,RSC007624,RealMrGreen,"Hue Heroes
Tax Evaders","Art Club
Shell Corp.","Lunar
Lunar","
",48.94,567,36,15.75,0.461,0.361,13,23,7,12661,6830,5831,22,19,56,88,0.250,342.09,184.54,157.55,0.59,0.51,1.51,2.38,351.69,189.72,161.97,0.61,0.53,1.56,2.44,73,97,1.97,2.62,2.03,2.69,306,8.27,8.50,0.32
Rival,RSC006069,PoupSoup,Howlers,The Rising,Solar,,48.89,939,59,15.92,0.571,0.797,47,12,7,18966,11260,7706,44,45,63,146,0.301,309.43,183.71,125.72,0.72,0.73,1.03,2.38,321.46,190.85,130.61,0.75,0.76,1.07,2.47,183,101,2.99,1.65,3.10,1.71,383,6.25,6.49,0.26
Rival,RSC008360,Merk890,"Lightning
Ruthless Racket","Mach Velocity
The Syndicate","Solar
Lunar","
",48.86,621,40,15.53,0.473,0.400,16,24,3,13637,7490,6147,26,23,56,94,0.277,336.42,184.78,151.64,0.64,0.57,1.38,2.32,340.93,187.25,153.68,0.65,0.58,1.40,2.35,92,112,2.27,2.76,2.30,2.80,337,8.31,8.43,0.33
Rival,RSC005523,Laguna,Hot Wings,Fifty-Fifty Pizzeria,Lunar,,48.53,891,58,15.36,0.517,0.586,34,24,7,18832,10680,8152,48,34,55,143,0.336,323.80,183.63,140.17,0.83,0.58,0.95,2.46,324.69,184.14,140.55,0.83,0.59,0.95,2.47,153,133,2.63,2.29,2.64,2.29,397,6.83,6.84,0.34
Rival,RSC012924,Kiraw _,"Barracudas
Guards","Tyrants of the Sea
The King's Court","Lunar
Lunar","
",48.13,799,53,15.08,0.499,0.491,26,27,5,17682,10020,7662,42,23,67,132,0.318,339.03,192.12,146.91,0.81,0.44,1.28,2.53,333.62,189.06,144.57,0.79,0.43,1.26,2.49,123,124,2.36,2.38,2.32,2.34,412,7.90,7.77,0.30
Rival,RSC000828,MattViaAirwaves,Polar Ice,Minty Fresh,Solar,,48.08,62,4,15.50,0.763,1.000,4,0,0,1203,730,473,4,2,2,13,0.308,297.25,180.38,116.88,0.99,0.49,0.49,3.21,300.75,182.50,118.25,1.00,0.50,0.50,3.25,15,5,3.71,1.24,3.75,1.25,22,5.44,5.50,0.23
Rival,RSC007525,BulletNote,Purrgatory,Pawverse,Solar,,48.03,57,4,14.25,0.333,0.000,0,4,0,1259,740,519,4,0,4,14,0.286,338.38,198.89,139.49,1.08,0.00,1.08,3.76,314.75,185.00,129.75,1.00,0.00,1.00,3.50,5,10,1.34,2.69,1.25,2.50,30,8.06,7.50,0.33
Rival,RSC008580,Seishir0_Nagii,Liars,Grand Fleet,Solar,,47.91,767,48,15.98,0.459,0.354,17,31,5,17389,9690,7699,31,24,85,114,0.272,347.32,193.55,153.78,0.62,0.48,1.70,2.28,362.27,201.88,160.40,0.65,0.50,1.77,2.38,93,129,1.86,2.58,1.94,2.69,440,8.79,9.17,0.29
Rival,RSC006935,Bazzinga,Barracudas,Tyrants of the Sea,Lunar,,47.61,869,56,15.52,0.473,0.500,28,28,8,19755,11610,8145,46,28,88,121,0.380,348.27,204.68,143.59,0.81,0.49,1.55,2.13,352.77,207.32,145.45,0.82,0.50,1.57,2.16,130,161,2.29,2.84,2.32,2.88,479,8.44,8.55,0.34
Rival,RSC008341,haileyset,Hammerheads,Shark Attack,Lunar,,47.49,831,52,15.98,0.557,0.673,35,17,6,16482,9270,7212,34,43,50,122,0.279,303.85,170.90,132.96,0.63,0.79,0.92,2.25,316.96,178.27,138.69,0.65,0.83,0.96,2.35,163,104,3.00,1.92,3.13,2.00,357,6.58,6.87,0.29
Rival,RSC005150,StickyDihhRick,Guards,The King's Court,Lunar,,47.05,429,28,15.32,0.469,0.393,11,17,4,9695,5140,4555,17,13,43,64,0.266,346.21,183.55,162.66,0.61,0.46,1.54,2.29,346.25,183.57,162.68,0.61,0.46,1.54,2.29,61,75,2.18,2.68,2.18,2.68,220,7.86,7.86,0.34
Rival,RSC008454,Worma,Quasars,The Cosmos,Lunar,,46.55,247,17,14.53,0.491,0.471,8,9,5,5534,3130,2404,12,7,24,38,0.316,343.24,194.13,149.10,0.74,0.43,1.49,2.36,325.53,184.12,141.41,0.71,0.41,1.41,2.24,39,41,2.42,2.54,2.29,2.41,119,7.38,7.00,0.34
Rival,RSC006464,vAirwick,Samurai,World Warriors,Lunar,,46.39,950,63,15.08,0.501,0.540,34,29,8,20229,11630,8599,50,35,69,143,0.350,326.22,187.55,138.67,0.81,0.56,1.11,2.31,321.10,184.60,136.49,0.79,0.56,1.10,2.27,150,149,2.42,2.40,2.38,2.37,499,8.05,7.92,0.30
Rival,RSC012798,The_W4nderer,Ocelots,The Jungle,Solar,,46.23,635,43,14.77,0.498,0.512,22,21,3,14018,7210,6808,25,17,56,106,0.236,338.19,173.95,164.25,0.60,0.41,1.35,2.56,326.00,167.67,158.33,0.58,0.40,1.30,2.47,84,85,2.03,2.05,1.95,1.98,324,7.82,7.53,0.26
Rival,RSC012832,22,Quasars,The Cosmos,Lunar,,45.23,755,52,14.52,0.479,0.442,23,29,6,15770,8820,6950,31,30,62,112,0.277,319.99,178.97,141.02,0.63,0.61,1.26,2.27,303.27,169.62,133.65,0.60,0.58,1.19,2.15,104,123,2.11,2.50,2.00,2.37,392,7.95,7.54,0.31
Rival,RSC005960,Hyper,Hue Heroes,Art Club,Lunar,,45.20,865,55,15.73,0.492,0.436,24,31,5,17366,9990,7376,46,28,48,159,0.289,307.57,176.93,130.63,0.81,0.50,0.85,2.82,315.75,181.64,134.11,0.84,0.51,0.87,2.89,130,139,2.30,2.46,2.36,2.53,412,7.30,7.49,0.34
Rival,RSC005978,Xdraco0,Wind,The Elements,Solar,,44.84,681,47,14.49,0.501,0.553,26,21,4,14018,7340,6678,23,31,51,94,0.245,315.35,165.12,150.23,0.52,0.70,1.15,2.11,298.26,156.17,142.09,0.49,0.66,1.09,2.00,103,102,2.32,2.29,2.19,2.17,310,6.97,6.60,0.33
Rival,RSC000625,Sly,Hammerheads,Shark Attack,Lunar,,44.83,195,12,16.25,0.471,0.333,4,8,1,4170,2140,2030,7,7,16,29,0.241,327.61,168.13,159.48,0.55,0.55,1.26,2.28,347.50,178.33,169.17,0.58,0.58,1.33,2.42,32,37,2.51,2.91,2.67,3.08,86,6.76,7.17,0.43
Rival,RSC007144,The_Killerwon,Gaboons,Venom Lab,Lunar,,44.55,849,59,14.39,0.471,0.373,22,37,5,18204,10000,8204,48,25,52,135,0.356,328.48,180.45,148.04,0.87,0.45,0.94,2.44,308.54,169.49,139.05,0.81,0.42,0.88,2.29,123,156,2.22,2.81,2.08,2.64,443,7.99,7.51,0.35
Rival,RSC003536,Charlemagne,Tax Evaders,Shell Corp.,Lunar,,43.76,509,32,15.91,0.487,0.406,13,19,3,10960,6380,4580,28,15,41,78,0.359,329.87,192.02,137.85,0.84,0.45,1.23,2.35,342.50,199.38,143.13,0.88,0.47,1.28,2.44,74,81,2.23,2.44,2.31,2.53,265,7.98,8.28,0.31
Rival,RSC002320,JoeExotic,Polar Ice,Minty Fresh,Solar,,43.25,873,56,15.59,0.506,0.446,25,31,4,18008,9860,8148,38,31,63,136,0.279,316.01,173.03,142.99,0.67,0.54,1.11,2.39,321.57,176.07,145.50,0.68,0.55,1.13,2.43,133,127,2.33,2.23,2.38,2.27,457,8.02,8.16,0.28
Rival,RSC003239,Wallaby Gangsta,Polar Bears,The Bear Den,Solar,,43.11,716,49,14.61,0.495,0.490,24,25,8,14434,8580,5854,39,23,46,123,0.317,308.84,183.58,125.25,0.83,0.49,0.98,2.63,294.57,175.10,119.47,0.80,0.47,0.94,2.51,102,106,2.18,2.27,2.08,2.16,317,6.78,6.47,0.33
Rival,RSC000136,Blun,Lightning,Mach Velocity,Solar,,42.62,695,45,15.44,0.474,0.422,19,26,3,14927,7970,6957,28,22,61,102,0.275,329.03,175.68,153.35,0.62,0.48,1.34,2.25,331.71,177.11,154.60,0.62,0.49,1.36,2.27,88,108,1.94,2.38,1.96,2.40,397,8.75,8.82,0.27
Rival,RSC004670,CarnageWolfBite,Samurai,World Warriors,Lunar,,42.59,279,19,14.68,0.467,0.474,9,10,3,6252,3840,2412,20,5,23,44,0.455,343.30,210.85,132.44,1.10,0.27,1.26,2.42,329.05,202.11,126.95,1.05,0.26,1.21,2.32,42,51,2.31,2.80,2.21,2.68,163,8.95,8.58,0.31
Rival,RSC008574,Zay,Phantoms,The Monster Mash,Lunar,,42.43,587,37,15.86,0.463,0.351,13,24,8,12647,7380,5267,28,17,57,88,0.318,330.07,192.61,137.46,0.73,0.44,1.49,2.30,341.81,199.46,142.35,0.76,0.46,1.54,2.38,79,103,2.06,2.69,2.14,2.78,326,8.51,8.81,0.32
Rival,RSC011606,SUP3RM00NS,"Tax Evaders
Purrgatory
Polar Ice","Shell Corp.
Pawverse
Minty Fresh","Lunar
Solar
Solar","

",42.42,563,37,15.22,0.478,0.405,15,22,6,12108,7040,5068,29,13,51,94,0.309,329.47,191.57,137.91,0.79,0.35,1.39,2.56,327.24,190.27,136.97,0.78,0.35,1.38,2.54,81,95,2.20,2.59,2.19,2.57,280,7.62,7.57,0.34
