Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Kri0S,Master,Chimaeras,The Abyss,N/A,54.5,722,49,0.465,0.449,22,27,17560,9340,8220,26,30,84,104,25.0%,381.7,203.0,178.7,0.57,0.65,1.83,2.26,358.4,190.6,167.8,0.53,0.61,1.71,2.12,92,101,2.00,2.20,1.88,2.06
,,,Bubbles,Master,Chimaeras,The Abyss,N/A,54.4,55,4,0.550,0.500,2,2,1269,680,589,2,3,5,8,25.0%,362.1,194.0,168.1,0.57,0.86,1.43,2.28,317.3,170.0,147.3,0.50,0.75,1.25,2.00,8,7,2.28,2.00,2.00,1.75
,,,Nautikl,Master,Helicoprions,Shark Attack,N/A,53.9,614,40,0.606,0.700,28,12,13578,7480,6098,26,37,42,93,28.0%,347.1,191.2,155.9,0.66,0.95,1.07,2.38,339.5,187.0,152.5,0.65,0.93,1.05,2.33,109,83,2.79,2.12,2.73,2.08
,,,Zdawg2020Dec,Master,Blackout,Electric Mayhem,N/A,53.7,486,30,0.439,0.433,13,17,11688,6360,5328,20,13,57,86,23.3%,377.4,205.4,172.1,0.65,0.42,1.84,2.78,389.6,212.0,177.6,0.67,0.43,1.90,2.87,64,75,2.07,2.42,2.13,2.50
,,,Swax,Master,Spectres,The Monster Mash,N/A,53.3,243,15,0.591,0.600,9,6,6017,3620,2397,14,7,30,37,37.8%,388.6,233.8,154.8,0.90,0.45,1.94,2.39,401.1,241.3,159.8,0.93,0.47,2.00,2.47,37,29,2.39,1.87,2.47,1.93
,,,Xero,Master,Hel,The Gods,N/A,50.9,922,60,0.506,0.517,31,29,22061,12520,9541,39,31,113,142,27.5%,375.5,213.1,162.4,0.66,0.53,1.92,2.42,367.7,208.7,159.0,0.65,0.52,1.88,2.37,132,130,2.25,2.21,2.20,2.17
,,,Ghoosstyyyyyyy,Master,Feta Forgers,Cheese Guild,N/A,50.0,817,49,0.410,0.429,21,28,18685,10180,8505,39,25,72,143,27.3%,358.9,195.5,163.4,0.75,0.48,1.38,2.75,381.3,207.8,173.6,0.80,0.51,1.47,2.92,105,133,2.02,2.55,2.14,2.71
,,,Frikitshoward,Master,Basilisks,The Forest,N/A,49.5,564,38,0.379,0.316,12,26,12690,6710,5980,26,20,43,96,27.1%,353.1,186.7,166.4,0.72,0.56,1.20,2.67,333.9,176.6,157.4,0.68,0.53,1.13,2.53,69,95,1.92,2.64,1.82,2.50
,,,Jacks0Ntheboss,Master,Stampede,Ox Gaming,N/A,48.5,820,55,0.591,0.582,32,23,18368,9650,8718,34,38,63,120,28.3%,351.5,184.7,166.9,0.65,0.73,1.21,2.30,334.0,175.5,158.5,0.62,0.69,1.15,2.18,138,109,2.64,2.09,2.51,1.98
,,,Timbo,Master,Basilisks,The Forest,N/A,47.4,610,41,0.513,0.512,21,20,13713,7650,6063,33,25,44,90,36.7%,352.8,196.8,156.0,0.85,0.64,1.13,2.32,334.5,186.6,147.9,0.80,0.61,1.07,2.20,89,86,2.29,2.21,2.17,2.10
,,,Rocksox,Master,Spectres,The Monster Mash,N/A,47.0,986,59,0.545,0.542,32,27,21431,11760,9671,41,36,82,176,23.3%,341.1,187.2,153.9,0.65,0.57,1.31,2.80,363.2,199.3,163.9,0.69,0.61,1.39,2.98,141,125,2.24,1.99,2.39,2.12
,,,R0Cket,Master,"Care Bears
Blues","The Bear Den
Whale Defense",N/A,46.8,564,37,0.474,0.459,17,20,13014,6740,6274,23,19,53,84,27.4%,362.1,187.5,174.6,0.64,0.53,1.47,2.34,351.7,182.2,169.6,0.62,0.51,1.43,2.27,87,93,2.42,2.59,2.35,2.51
,,,Cid No Meka,Master,Chimaeras,The Abyss,N/A,45.1,829,53,0.500,0.528,28,25,19199,10960,8239,38,29,91,116,32.8%,363.5,207.5,156.0,0.72,0.55,1.72,2.20,362.2,206.8,155.5,0.72,0.55,1.72,2.19,106,106,2.01,2.01,2.00,2.00
,,,Papakhan,Master,Feta Forgers,Cheese Guild,N/A,43.8,754,45,0.389,0.378,17,28,16578,9250,7328,29,28,75,120,24.2%,345.1,192.5,152.5,0.60,0.58,1.56,2.50,368.4,205.6,162.8,0.64,0.62,1.67,2.67,99,132,2.06,2.75,2.20,2.93
,,,Cash,Master,"Orion
Lasagna Legion","The Nexus
Italian Battalion",N/A,42.9,612,39,0.437,0.359,14,25,13914,7780,6134,32,21,54,83,38.6%,356.8,199.5,157.3,0.82,0.54,1.38,2.13,356.8,199.5,157.3,0.82,0.54,1.38,2.13,86,101,2.21,2.59,2.21,2.59
,,,Treezy,Master,"Basilisks
Feta Forgers","The Forest
Cheese Guild",N/A,42.8,696,46,0.447,0.413,19,27,15220,8380,6840,31,18,63,123,25.2%,343.2,189.0,154.2,0.70,0.41,1.42,2.77,330.9,182.2,148.7,0.67,0.39,1.37,2.67,95,109,2.14,2.46,2.07,2.37
,,,Miserable,Master,Orion,The Nexus,N/A,42.5,451,28,0.344,0.286,8,20,10091,5810,4281,21,11,48,76,27.6%,351.1,202.2,149.0,0.73,0.38,1.67,2.64,360.4,207.5,152.9,0.75,0.39,1.71,2.71,55,83,1.91,2.89,1.96,2.96
,,,Kalten,Master,Hel,The Gods,N/A,42.4,883,57,0.509,0.509,29,28,20269,11140,9129,44,16,90,144,30.6%,360.2,198.0,162.3,0.78,0.28,1.60,2.56,355.6,195.4,160.2,0.77,0.28,1.58,2.53,125,122,2.22,2.17,2.19,2.14
,,,Scotti,Master,Chimaeras,The Abyss,N/A,42.2,789,52,0.500,0.519,27,25,17327,9360,7967,33,25,71,126,26.2%,344.6,186.2,158.5,0.66,0.50,1.41,2.51,333.2,180.0,153.2,0.63,0.48,1.37,2.42,104,104,2.07,2.07,2.00,2.00
,,,Shamurl,Master,Tempests,Storm,N/A,42.2,868,56,0.494,0.464,26,30,19484,11150,8334,49,25,74,130,37.7%,352.3,201.6,150.7,0.89,0.45,1.34,2.35,347.9,199.1,148.8,0.88,0.45,1.32,2.32,133,135,2.40,2.44,2.38,2.41
,,,Cheez,Master,Lasagna Legion,Italian Battalion,N/A,42.1,299,20,0.492,0.600,12,8,6926,3730,3196,15,7,29,43,34.9%,363.5,195.8,167.7,0.79,0.37,1.52,2.26,346.3,186.5,159.8,0.75,0.35,1.45,2.15,48,49,2.52,2.57,2.40,2.45
,,,Nuggz,Master,Orion,The Nexus,N/A,41.2,426,27,0.470,0.407,11,16,9589,5610,3979,19,14,48,61,31.1%,353.3,206.7,146.6,0.70,0.52,1.77,2.25,355.1,207.8,147.4,0.70,0.52,1.78,2.26,63,68,2.32,2.51,2.33,2.52
,,,Buck,Master,Blues,Whale Defense,N/A,39.2,742,48,0.462,0.396,19,29,15719,9040,6679,42,23,50,119,35.3%,332.5,191.2,141.3,0.89,0.49,1.06,2.52,327.5,188.3,139.1,0.88,0.48,1.04,2.48,106,117,2.24,2.47,2.21,2.44
,,,Phelpsy,Master,Desolation,Event Horizon,N/A,39.2,948,59,0.532,0.559,33,26,19273,11270,8003,41,35,75,167,24.6%,319.1,186.6,132.5,0.68,0.58,1.24,2.76,326.7,191.0,135.6,0.69,0.59,1.27,2.83,137,126,2.27,2.09,2.32,2.14
,,,Earth,Master,Blackout,Electric Mayhem,N/A,38.9,501,32,0.383,0.344,11,21,11780,6690,5090,21,12,67,64,32.8%,369.0,209.6,159.4,0.66,0.38,2.10,2.00,368.1,209.1,159.1,0.66,0.38,2.09,2.00,65,88,2.04,2.76,2.03,2.75
,,,Dolphino,Master,Blackout,Electric Mayhem,N/A,38.7,933,58,0.411,0.379,22,36,19440,11200,8240,39,42,77,135,28.9%,327.0,188.4,138.6,0.66,0.71,1.30,2.27,335.2,193.1,142.1,0.67,0.72,1.33,2.33,123,155,2.07,2.61,2.12,2.67
,,,Bosco,Master,Basilisks,The Forest,N/A,37.7,107,7,0.527,0.571,4,3,1921,1080,841,2,5,8,23,8.7%,281.8,158.4,123.3,0.29,0.73,1.17,3.37,274.4,154.3,120.1,0.29,0.71,1.14,3.29,14,13,2.05,1.91,2.00,1.86
,,,Robtull1,Master,Orion,The Nexus,N/A,37.4,702,46,0.446,0.391,18,28,15791,7920,7871,24,20,72,92,26.1%,353.0,177.1,176.0,0.54,0.45,1.61,2.06,343.3,172.2,171.1,0.52,0.43,1.57,2.00,92,106,2.06,2.37,2.00,2.30
,,,Prussia,Master,Care Bears,The Bear Den,N/A,36.7,56,4,0.610,0.500,2,2,1102,510,592,1,4,3,6,16.7%,308.8,142.9,165.9,0.28,1.12,0.84,1.68,275.5,127.5,148.0,0.25,1.00,0.75,1.50,13,10,3.64,2.80,3.25,2.50
,,,Unexpected,Master,Lemurs,The Jungle,N/A,36.0,707,43,0.578,0.605,26,17,14251,8200,6051,29,27,56,115,25.2%,316.3,182.0,134.3,0.64,0.60,1.24,2.55,331.4,190.7,140.7,0.67,0.63,1.30,2.67,114,93,2.53,2.06,2.65,2.16
,,,Instnt,Master,"Tempests
Orion","Storm
The Nexus",N/A,35.4,556,37,0.428,0.405,15,22,11812,6670,5142,25,17,50,82,30.5%,333.4,188.3,145.1,0.71,0.48,1.41,2.31,319.2,180.3,139.0,0.68,0.46,1.35,2.22,73,88,2.06,2.48,1.97,2.38
,,,Buckle,Master,Feta Forgers,Cheese Guild,N/A,35.2,805,48,0.414,0.396,19,29,16946,9620,7326,29,31,81,112,25.9%,330.4,187.5,142.8,0.57,0.60,1.58,2.18,353.0,200.4,152.6,0.60,0.65,1.69,2.33,103,129,2.01,2.51,2.15,2.69
,,,Boog Mccroog,Master,"Lasagna Legion
Orion","Italian Battalion
The Nexus",N/A,34.8,713,46,0.369,0.326,15,31,15030,8030,7000,26,19,67,113,23.0%,330.8,176.7,154.1,0.57,0.42,1.47,2.49,326.7,174.6,152.2,0.57,0.41,1.46,2.46,80,114,1.76,2.51,1.74,2.48
,,,Anthage,Master,Stampede,Ox Gaming,N/A,33.1,170,10,0.467,0.400,4,6,3413,1820,1593,5,6,15,27,18.5%,315.1,168.0,147.1,0.46,0.55,1.38,2.49,341.3,182.0,159.3,0.50,0.60,1.50,2.70,22,24,2.03,2.22,2.20,2.40
,,,Croph,Master,Spectres,The Monster Mash,N/A,31.9,875,53,0.516,0.528,28,25,17149,9710,7439,28,40,73,126,22.2%,307.6,174.2,133.4,0.50,0.72,1.31,2.26,323.6,183.2,140.4,0.53,0.75,1.38,2.38,122,117,2.19,2.10,2.30,2.21
,,,Sgtpickle,Master,Lemurs,The Jungle,N/A,29.6,577,36,0.522,0.556,20,16,11623,7280,4343,25,20,59,83,30.1%,316.1,198.0,118.1,0.68,0.54,1.60,2.26,322.9,202.2,120.6,0.69,0.56,1.64,2.31,91,86,2.48,2.34,2.53,2.39
,,,Aj,Master,Feta Forgers,Cheese Guild,N/A,29.0,548,33,0.349,0.333,11,22,10812,6140,4672,24,19,40,79,30.4%,309.6,175.8,133.8,0.69,0.54,1.15,2.26,327.6,186.1,141.6,0.73,0.58,1.21,2.39,65,97,1.86,2.78,1.97,2.94
,,,O Beese,Master,"Blackout
Basilisks","Electric Mayhem
The Forest",N/A,28.5,815,52,0.369,0.346,18,34,16040,8430,7610,29,23,62,128,22.7%,308.9,162.3,146.5,0.56,0.44,1.19,2.46,308.5,162.1,146.3,0.56,0.44,1.19,2.46,95,135,1.83,2.60,1.83,2.60
,,,Liam,Master,Lasagna Legion,Italian Battalion,N/A,27.9,414,26,0.450,0.423,11,15,7938,3940,3998,16,13,21,64,25.0%,300.9,149.4,151.6,0.61,0.49,0.80,2.43,305.3,151.5,153.8,0.62,0.50,0.81,2.46,58,66,2.20,2.50,2.23,2.54
,,,Bigrick6,Master,Heinous Henchmen,The Syndicate,N/A,27.2,95,6,0.744,1.000,6,0,1853,1110,743,5,2,7,16,31.3%,306.1,183.4,122.7,0.83,0.33,1.16,2.64,308.8,185.0,123.8,0.83,0.33,1.17,2.67,18,9,2.97,1.49,3.00,1.50
,,,Latte,Master,Tempests,Storm,N/A,26.2,115,8,0.289,0.250,2,6,2348,1110,1238,3,5,9,11,27.3%,320.4,151.5,168.9,0.41,0.68,1.23,1.50,293.5,138.8,154.8,0.38,0.63,1.13,1.38,15,26,2.05,3.55,1.88,3.25
,,,Wall2Wall3,Master,Tempests,Storm,N/A,22.3,505,32,0.510,0.406,13,19,9089,5050,4039,18,24,28,65,27.7%,282.5,156.9,125.5,0.56,0.75,0.87,2.02,284.0,157.8,126.2,0.56,0.75,0.88,2.03,76,74,2.36,2.30,2.38,2.31
,,,Wavepace,Master,"Tempests
Care Bears","Storm
The Bear Den",N/A,22.1,626,39,0.370,0.359,14,25,12249,6360,5889,23,15,49,86,26.7%,307.1,159.4,147.6,0.58,0.38,1.23,2.16,314.1,163.1,151.0,0.59,0.38,1.26,2.21,72,102,1.81,2.56,1.85,2.62
,,,Sikki,Master,Care Bears,The Bear Den,N/A,19.9,106,7,0.255,0.286,2,5,2270,1140,1130,4,0,12,14,28.6%,336.1,168.8,167.3,0.59,0.00,1.78,2.07,324.3,162.9,161.4,0.57,0.00,1.71,2.00,7,15,1.04,2.22,1.00,2.14
,,,Skrooms,Master,Care Bears,The Bear Den,N/A,19.4,833,55,0.396,0.400,22,33,16040,8800,7240,33,18,69,115,28.7%,302.2,165.8,136.4,0.62,0.34,1.30,2.17,291.6,160.0,131.6,0.60,0.33,1.25,2.09,101,133,1.90,2.51,1.84,2.42
,,,Memlo,Master,Helicoprions,Shark Attack,N/A,18.7,353,21,0.417,0.381,8,13,6279,3810,2469,11,11,32,56,19.6%,279.2,169.4,109.8,0.49,0.49,1.42,2.49,299.0,181.4,117.6,0.52,0.52,1.52,2.67,45,56,2.00,2.49,2.14,2.67
,,,Beans,Master,Hel,The Gods,N/A,17.9,39,3,0.444,0.667,2,1,824,410,414,1,2,4,1,100.0%,331.6,165.0,166.6,0.40,0.80,1.61,0.40,274.7,136.7,138.0,0.33,0.67,1.33,0.33,7,8,2.82,3.22,2.33,2.67
,,,Nue.,Master,Desolation,Event Horizon,N/A,15.9,59,3,0.376,0.333,1,2,949,570,379,3,1,2,12,25.0%,252.4,151.6,100.8,0.80,0.27,0.53,3.19,316.3,190.0,126.3,1.00,0.33,0.67,4.00,8,11,2.13,2.93,2.67,3.67
,,,Ibonic,Master,Stampede,Ox Gaming,N/A,14.3,71,4,0.457,0.500,2,2,1140,570,570,3,2,1,12,25.0%,252.0,126.0,126.0,0.66,0.44,0.22,2.65,285.0,142.5,142.5,0.75,0.50,0.25,3.00,8,9,1.77,1.99,2.00,2.25
,,,Dosia,Master,Blues,Whale Defense,N/A,10.6,137,9,0.533,0.556,5,4,2483,1450,1033,8,1,8,20,40.0%,284.4,166.1,118.3,0.92,0.11,0.92,2.29,275.9,161.1,114.8,0.89,0.11,0.89,2.22,26,24,2.98,2.75,2.89,2.67
,,,Djcasualties,Master,Lasagna Legion,Italian Battalion,N/A,5.7,221,15,0.426,0.333,5,10,3681,1900,1781,6,5,15,30,20.0%,261.4,134.9,126.5,0.43,0.36,1.07,2.13,245.4,126.7,118.7,0.40,0.33,1.00,2.00,28,34,1.99,2.41,1.87,2.27
,,,Florscnt.,Elite,Knights,The Sovereign,Lunar,108.8,396,23,0.613,0.478,11,12,11209,6990,4219,28,25,41,89,31.5%,448.4,279.6,168.8,1.12,1.00,1.64,3.56,487.3,303.9,183.4,1.22,1.09,1.78,3.87,77,58,3.08,2.32,3.35,2.52
,,,Acp.,Elite,"Vibranium
Great Whites","Metal
Shark Attack",Solar,102.0,134,8,0.711,0.500,4,4,3366,2020,1346,8,10,8,32,25.0%,397.9,238.8,159.1,0.95,1.18,0.95,3.78,420.8,252.5,168.3,1.00,1.25,1.00,4.00,31,18,3.66,2.13,3.88,2.25
,,,Pulse Maggie,Elite,Sloths,The Jungle,Solar,95.6,991,64,0.689,0.688,44,20,28406,17000,11406,66,47,121,200,33.0%,454.1,271.8,182.3,1.06,0.75,1.93,3.20,443.8,265.6,178.2,1.03,0.73,1.89,3.13,186,112,2.97,1.79,2.91,1.75
,,,Yaboi Lilv,Elite,Vibranium,Metal,Solar,87.7,663,44,0.649,0.614,27,17,18563,10520,8043,46,27,65,132,34.8%,443.6,251.4,192.2,1.10,0.65,1.55,3.15,421.9,239.1,182.8,1.05,0.61,1.48,3.00,116,78,2.77,1.86,2.64,1.77
,,,Vyvants,Elite,Widows,Eight Legged Freaks,Lunar,86.6,908,60,0.660,0.667,40,20,24241,14350,9891,59,46,87,180,32.8%,422.9,250.4,172.6,1.03,0.80,1.52,3.14,404.0,239.2,164.9,0.98,0.77,1.45,3.00,169,111,2.95,1.94,2.82,1.85
,,,Mezmer,Elite,Knights,The Sovereign,Lunar,86.3,75,4,0.563,0.750,3,1,2054,1330,724,5,4,10,13,38.5%,433.9,280.9,152.9,1.06,0.84,2.11,2.75,513.5,332.5,181.0,1.25,1.00,2.50,3.25,14,12,2.96,2.53,3.50,3.00
,,,Chips.,Elite,Azathoth,The Mythos,Lunar,85.1,1042,64,0.559,0.531,34,30,28450,17310,11140,81,39,100,226,35.8%,432.5,263.2,169.4,1.23,0.59,1.52,3.44,444.5,270.5,174.1,1.27,0.61,1.56,3.53,181,156,2.75,2.37,2.83,2.44
,,,Twst3D-,Elite,Onions,The Garden,Solar,84.1,417,28,0.575,0.571,16,12,10800,6560,4240,24,29,42,61,39.3%,410.3,249.2,161.1,0.91,1.10,1.60,2.32,385.7,234.3,151.4,0.86,1.04,1.50,2.18,76,63,2.89,2.39,2.71,2.25
,,,Clamhammer,Elite,Thunder,Electric Mayhem,Lunar,84.0,108,8,0.523,0.625,5,3,2672,1390,1282,5,6,7,24,20.8%,391.9,203.9,188.1,0.73,0.88,1.03,3.52,334.0,173.8,160.3,0.63,0.75,0.88,3.00,18,17,2.64,2.49,2.25,2.13
,,,Alley 8,Elite,"Anglers
Finbacks","The Abyss
Whale Defense",Solar,83.9,265,15,0.543,0.467,7,8,7342,4410,2932,15,11,37,51,29.4%,438.9,263.6,175.3,0.90,0.66,2.21,3.05,489.5,294.0,195.5,1.00,0.73,2.47,3.40,37,33,2.21,1.97,2.47,2.20
,,,Isaac13003,Elite,Geeky Ghouls,Ghoul School,Solar,83.6,760,48,0.570,0.646,31,17,21167,12270,8897,46,28,95,152,30.3%,441.2,255.8,185.5,0.96,0.58,1.98,3.17,441.0,255.6,185.4,0.96,0.58,1.98,3.17,120,100,2.50,2.08,2.50,2.08
,,,V,Elite,Cotija Cartel,Cheese Guild,Solar,82.1,938,60,0.604,0.617,37,23,24851,15240,9611,66,42,93,189,34.9%,419.7,257.4,162.3,1.11,0.71,1.57,3.19,414.2,254.0,160.2,1.10,0.70,1.55,3.15,167,128,2.82,2.16,2.78,2.13
,,,Marcus.,Elite,Vibranium,Metal,Solar,77.9,968,64,0.574,0.500,32,32,25327,14780,10547,60,45,95,178,33.7%,414.5,241.9,172.6,0.98,0.74,1.55,2.91,395.7,230.9,164.8,0.94,0.70,1.48,2.78,155,128,2.54,2.09,2.42,2.00
,,,Sea Punk,Elite,Demons,The Monster Mash,Lunar,77.5,48,4,0.400,0.500,2,2,1263,640,623,3,2,3,9,33.3%,416.8,211.2,205.6,0.99,0.66,0.99,2.97,315.8,160.0,155.8,0.75,0.50,0.75,2.25,7,9,2.31,2.97,1.75,2.25
,,,Tempo.,Elite,Ravioli Rangers,Italian Battalion,Lunar,76.9,407,28,0.560,0.536,15,13,10527,6280,4247,30,18,32,78,38.5%,409.8,244.4,165.3,1.17,0.70,1.25,3.04,376.0,224.3,151.7,1.07,0.64,1.14,2.79,71,61,2.76,2.37,2.54,2.18
,,,Frenchy,Elite,"Cyclones
Ghastly Goombahs
Flailers","Storm
The Syndicate
The Quad Dynasty",Lunar,76.6,709,47,0.576,0.532,25,22,17923,10240,7683,36,39,69,124,29.0%,400.5,228.8,171.7,0.80,0.87,1.54,2.77,381.3,217.9,163.5,0.77,0.83,1.47,2.64,118,97,2.64,2.17,2.51,2.06
,,,P0Larbear,Elite,"Flailers
Azathoth","The Quad Dynasty
The Mythos",Lunar,75.8,812,52,0.663,0.615,32,20,20110,12070,8040,48,41,72,162,29.6%,392.3,235.5,156.9,0.94,0.80,1.40,3.16,386.7,232.1,154.6,0.92,0.79,1.38,3.12,156,102,3.04,1.99,3.00,1.96
,,,Blender,Elite,Geeky Ghouls,Ghoul School,Solar,75.5,76,4,0.728,0.750,3,1,1932,1260,672,7,3,5,16,43.8%,402.7,262.6,140.1,1.46,0.63,1.04,3.34,483.0,315.0,168.0,1.75,0.75,1.25,4.00,15,8,3.13,1.67,3.75,2.00
,,,Rydexian,Elite,Cotija Cartel,Cheese Guild,Solar,73.9,1002,64,0.581,0.578,37,27,25208,14950,10258,65,44,85,200,32.5%,398.6,236.4,162.2,1.03,0.70,1.34,3.16,393.9,233.6,160.3,1.02,0.69,1.33,3.13,172,140,2.72,2.21,2.69,2.19
,,,Relax,Elite,Teddy Bears,The Bear Den,Lunar,72.5,1036,64,0.483,0.531,34,30,27348,16160,11188,71,30,108,216,32.9%,418.2,247.1,171.1,1.09,0.46,1.65,3.30,427.3,252.5,174.8,1.11,0.47,1.69,3.38,164,171,2.51,2.61,2.56,2.67
,,,Raunchyromanian,Elite,Dab Brulee,The Bakery,Lunar,71.0,928,60,0.505,0.567,34,26,24578,13820,10758,52,34,106,162,32.1%,419.6,235.9,183.7,0.89,0.58,1.81,2.77,409.6,230.3,179.3,0.87,0.57,1.77,2.70,148,146,2.53,2.49,2.47,2.43
,,,Nick.,Elite,Wendigos,The Forest,Solar,70.8,1000,63,0.613,0.651,41,22,24322,13960,10362,56,46,81,201,27.9%,385.3,221.2,164.2,0.89,0.73,1.28,3.18,386.1,221.6,164.5,0.89,0.73,1.29,3.19,168,125,2.66,1.98,2.67,1.98
,,,Sparcnovatg1,Elite,Widows,Eight Legged Freaks,Lunar,70.6,848,56,0.674,0.696,39,17,21269,12930,8339,62,35,67,163,38.0%,397.3,241.6,155.8,1.16,0.65,1.25,3.05,379.8,230.9,148.9,1.11,0.63,1.20,2.91,167,106,3.12,1.98,2.98,1.89
,,,Wohfu,Elite,Onions,The Garden,Solar,69.4,955,64,0.503,0.484,31,33,23850,13500,10350,51,42,91,175,29.1%,395.6,223.9,171.7,0.85,0.70,1.51,2.90,372.7,210.9,161.7,0.80,0.66,1.42,2.73,153,152,2.54,2.52,2.39,2.38
,,,Khamul,Elite,Santa Muerte,The Gods,Lunar,68.4,946,60,0.558,0.550,33,27,24014,13560,10454,48,41,102,161,29.8%,402.1,227.1,175.1,0.80,0.69,1.71,2.70,400.2,226.0,174.2,0.80,0.68,1.70,2.68,162,140,2.71,2.34,2.70,2.33
,,,Snack Time!,Elite,Ghastly Goombahs,The Syndicate,Lunar,68.0,964,64,0.556,0.578,37,27,24199,14170,10029,60,36,90,187,32.1%,397.7,232.9,164.8,0.99,0.59,1.48,3.07,378.1,221.4,156.7,0.94,0.56,1.41,2.92,157,136,2.58,2.23,2.45,2.13
,,,Gillz,Elite,Isolation,Event Horizon,Solar,66.8,73,4,0.668,0.500,2,2,1537,1010,527,4,6,4,11,36.4%,333.6,219.2,114.4,0.87,1.30,0.87,2.39,384.3,252.5,131.8,1.00,1.50,1.00,2.75,14,9,3.04,1.95,3.50,2.25
,,,Kourses,Elite,Hydras,Draconem,Solar,66.4,276,18,0.538,0.556,10,8,6795,3760,3035,15,10,24,56,26.8%,390.0,215.8,174.2,0.86,0.57,1.38,3.21,377.5,208.9,168.6,0.83,0.56,1.33,3.11,43,39,2.47,2.24,2.39,2.17
,,,Tyty,Elite,Mechanical,Energy,Lunar,65.1,847,51,0.589,0.647,33,18,20246,11970,8276,46,39,77,157,29.3%,378.7,223.9,154.8,0.86,0.73,1.44,2.94,397.0,234.7,162.3,0.90,0.76,1.51,3.08,155,124,2.90,2.32,3.04,2.43
,,,Alexk,Elite,Santa Muerte,The Gods,Lunar,64.6,944,60,0.542,0.550,33,27,23137,13830,9307,60,41,83,163,36.8%,388.3,232.1,156.2,1.01,0.69,1.39,2.74,385.6,230.5,155.1,1.00,0.68,1.38,2.72,158,142,2.65,2.38,2.63,2.37
,,,Localrl,Elite,Thunder,Electric Mayhem,Lunar,64.3,473,30,0.371,0.367,11,19,11906,6650,5256,24,20,50,75,32.0%,398.8,222.7,176.0,0.80,0.67,1.67,2.51,396.9,221.7,175.2,0.80,0.67,1.67,2.50,64,89,2.14,2.98,2.13,2.97
,,,Riptide;),Elite,"Isolation
Cyclones","Event Horizon
Storm",Solar,64.1,644,40,0.496,0.450,18,22,15263,8800,6463,33,31,56,115,28.7%,375.5,216.5,159.0,0.81,0.76,1.38,2.83,381.6,220.0,161.6,0.83,0.78,1.40,2.88,104,105,2.56,2.58,2.60,2.63
,,,Sillybunny,Elite,Cyclones,Storm,Solar,63.1,738,48,0.541,0.542,26,22,17634,10160,7474,44,30,57,141,31.2%,378.5,218.1,160.4,0.94,0.64,1.22,3.03,367.4,211.7,155.7,0.92,0.63,1.19,2.94,121,109,2.60,2.34,2.52,2.27
,,,Ryan,Elite,Great Whites,Shark Attack,Lunar,62.5,726,43,0.629,0.721,31,12,17323,9800,7523,32,34,73,125,25.6%,378.0,213.8,164.2,0.70,0.74,1.59,2.73,402.9,227.9,175.0,0.74,0.79,1.70,2.91,121,86,2.64,1.88,2.81,2.00
,,,Nixzy,Elite,Gelato,Fifty-Fifty Pizzeria,Lunar,62.0,785,44,0.491,0.432,19,25,19392,11320,8072,46,31,77,132,34.8%,391.4,228.4,162.9,0.93,0.63,1.55,2.66,440.7,257.3,183.5,1.05,0.70,1.75,3.00,126,129,2.54,2.60,2.86,2.93
,,,Super (Change),Elite,Rottweilers,Puppy Paradise,Solar,61.6,981,64,0.492,0.516,33,31,24378,13270,11108,48,38,99,162,29.6%,393.7,214.3,179.4,0.78,0.61,1.60,2.62,380.9,207.3,173.6,0.75,0.59,1.55,2.53,139,142,2.24,2.29,2.17,2.22
,,,Lordpinhead,Elite,"Dab Brulee
Sloths","The Bakery
The Jungle",Solar,61.6,94,6,0.529,0.500,3,3,2198,1230,968,5,4,7,18,27.8%,370.4,207.3,163.1,0.84,0.67,1.18,3.03,366.3,205.0,161.3,0.83,0.67,1.17,3.00,14,13,2.36,2.19,2.33,2.17
,,,Rapidz 0_0,Elite,Fire,The Elements,Solar,59.7,559,36,0.542,0.528,19,17,13507,7510,5997,29,25,50,86,33.7%,382.8,212.8,170.0,0.82,0.71,1.42,2.44,375.2,208.6,166.6,0.81,0.69,1.39,2.39,87,78,2.47,2.21,2.42,2.17
,,,Canadianregaining,Elite,Glacier Mint,Minty Fresh,Solar,59.7,932,59,0.506,0.508,30,29,22118,12990,9128,52,39,84,164,31.7%,376.0,220.8,155.2,0.88,0.66,1.43,2.79,374.9,220.2,154.7,0.88,0.66,1.42,2.78,135,133,2.29,2.26,2.29,2.25
,,,-Venomz,Elite,Dab Brulee,The Bakery,Lunar,59.4,609,41,0.541,0.634,26,15,14616,8120,6496,40,23,38,107,37.4%,380.2,211.2,169.0,1.04,0.60,0.99,2.78,356.5,198.0,158.4,0.98,0.56,0.93,2.61,103,93,2.68,2.42,2.51,2.27
,,,Super,Elite,Sloths,The Jungle,Solar,59.2,940,61,0.691,0.689,42,19,21787,12740,9047,57,50,63,139,41.0%,367.2,214.7,152.5,0.96,0.84,1.06,2.34,357.2,208.9,148.3,0.93,0.82,1.03,2.28,177,106,2.98,1.79,2.90,1.74
