Tier,RSC ID,Player Name,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Veteran,RSC005311,Venom,Typhoons,Storm,Solar,80.3,1035,64,0.522,0.578,37,27,27668,16310,11358,64,44,113,206,31.1%,419.8,247.5,172.3,0.97,0.67,1.71,3.13,432.3,254.8,177.5,1.0,0.69,1.77,3.22,164,155,2.49,2.35,2.56,2.42
Veteran,RSC003928,Trevey.,Cepheus,The Nexus,Solar,79.8,719,43,0.656,0.721,31,12,18996,11460,7536,54,27,63,156,34.6%,414.9,250.3,164.6,1.18,0.59,1.38,3.41,441.8,266.5,175.3,1.26,0.63,1.47,3.63,126,83,2.75,1.81,2.93,1.93
Veteran,RSC005231,Ryan,Makos,Shark Attack,Lunar,78.7,989,63,0.638,0.603,38,25,25513,14570,10943,58,44,90,207,28.0%,405.1,231.4,173.8,0.92,0.7,1.43,3.29,405.0,231.3,173.7,0.92,0.7,1.43,3.29,161,111,2.56,1.76,2.56,1.76
Veteran,RSC005231,Ryan,Makos,Shark Attack,Lunar,78.7,989,63,0.638,0.603,38,25,25513,14570,10943,58,44,90,207,28.0%,405.1,231.4,173.8,0.92,0.7,1.43,3.29,405.0,231.3,173.7,0.92,0.7,1.43,3.29,161,111,2.56,1.76,2.56,1.76
Veteran,RSC000438,Limon,Peppermint,Minty Fresh,Solar,77.3,787,51,0.523,0.529,27,24,19500,10930,8570,41,43,62,158,25.9%,389.1,218.1,171.0,0.82,0.86,1.24,3.15,382.4,214.3,168.0,0.8,0.84,1.22,3.1,125,118,2.49,2.35,2.45,2.31
Veteran,RSC005345,Roman.,Gorillas,The Jungle,Solar,75.1,1018,64,0.576,0.578,37,27,26631,15670,10961,66,39,102,202,32.7%,410.8,241.7,169.1,1.02,0.6,1.57,3.12,416.1,244.8,171.3,1.03,0.61,1.59,3.16,161,132,2.48,2.04,2.52,2.06
Veteran,RSC005746,Stealthy_Kid207_,Calzones,Fifty-Fifty Pizzeria,Lunar,73.6,66,4,0.829,1.0,4,0,1482,920,562,4,5,3,12,33.3%,352.6,218.9,133.7,0.95,1.19,0.71,2.86,370.5,230.0,140.5,1.0,1.25,0.75,3.0,16,6,3.81,1.43,4.0,1.5
Veteran,,Keiko,Lightning,Electric Mayhem,Lunar,72.3,605,39,0.587,0.667,26,13,15510,9500,6010,49,19,47,130,37.7%,402.6,246.6,156.0,1.27,0.49,1.22,3.37,397.7,243.6,154.1,1.26,0.49,1.21,3.33,99,79,2.57,2.05,2.54,2.03
Veteran,RSC000579,Crypt_Rl,"Fighters
Humpbacks","Dungeons And Double Taps
Whale Defense",Solar,70.0,842,56,0.466,0.464,26,30,20791,11650,9141,44,44,72,145,30.3%,387.8,217.3,170.5,0.82,0.82,1.34,2.7,371.3,208.0,163.2,0.79,0.79,1.29,2.59,139,151,2.59,2.82,2.48,2.7
Veteran,,Lilia,Werewolves,The Forest,Lunar,68.6,908,59,0.518,0.475,28,31,23784,13350,10434,58,29,89,165,35.2%,411.4,230.9,180.5,1.0,0.5,1.54,2.85,403.1,226.3,176.8,0.98,0.49,1.51,2.8,132,126,2.28,2.18,2.24,2.14
Veteran,RSC002812,Gtg Sugar,Gladiators,The Sovereign,Lunar,67.7,925,61,0.505,0.459,28,33,22828,13160,9668,60,38,70,176,34.1%,387.6,223.4,164.1,1.02,0.65,1.19,2.99,374.2,215.7,158.5,0.98,0.62,1.15,2.89,151,149,2.56,2.53,2.48,2.44
Veteran,RSC005009,Qeetz,Dobermans,Puppy Paradise,Solar,66.0,589,41,0.5,0.537,22,19,15011,8020,6991,27,22,64,102,26.5%,400.2,213.8,186.4,0.72,0.59,1.71,2.72,366.1,195.6,170.5,0.66,0.54,1.56,2.49,89,89,2.37,2.37,2.17,2.17
Veteran,RSC005290,Imoldgreg67,Possessed,Destined,Solar,65.5,858,54,0.549,0.519,28,26,20575,12890,7685,60,28,72,189,31.7%,376.6,235.9,140.7,1.1,0.51,1.32,3.46,381.0,238.7,142.3,1.11,0.52,1.33,3.5,133,117,2.43,2.14,2.46,2.17
Veteran,RSC005508,Lil Windex,Peppers,The Garden,Solar,64.7,833,56,0.565,0.589,33,23,20634,10950,9684,39,36,77,140,27.9%,389.0,206.4,182.6,0.74,0.68,1.45,2.64,368.5,195.5,172.9,0.7,0.64,1.38,2.5,137,116,2.58,2.19,2.45,2.07
Veteran,RSC004131,Poptart Pounder,Rollin Cannolis,The Bakery,Lunar,64.0,978,63,0.525,0.524,33,30,23942,14010,9932,60,32,89,196,30.6%,384.4,225.0,159.5,0.96,0.51,1.43,3.15,380.0,222.4,157.7,0.95,0.51,1.41,3.11,146,137,2.34,2.2,2.32,2.17
Veteran,RSC004630,Supe,Gladiators,The Sovereign,Lunar,63.5,478,30,0.476,0.467,14,16,11831,6990,4841,25,22,53,74,33.8%,388.7,229.7,159.0,0.82,0.72,1.74,2.43,394.4,233.0,161.4,0.83,0.73,1.77,2.47,85,90,2.79,2.96,2.83,3.0
Veteran,RSC004147,Atlasxv,"Typhoons
Quetzalcoatl","Storm
Pantheon",Solar,63.4,879,56,0.584,0.571,32,24,21046,11960,9086,45,45,76,141,31.9%,376.0,213.7,162.3,0.8,0.8,1.36,2.52,375.8,213.6,162.3,0.8,0.8,1.36,2.52,142,114,2.54,2.04,2.54,2.04
Veteran,,Colossal Beast,"Hades
Valencias Wrath","The Gods
Seas Despair",Solar,62.6,866,54,0.408,0.352,19,35,21114,12300,8814,46,41,86,135,34.1%,382.9,223.1,159.8,0.83,0.74,1.56,2.45,391.0,227.8,163.2,0.85,0.76,1.59,2.5,137,172,2.48,3.12,2.54,3.19
Veteran,RSC005065,Acp.,Makos,Shark Attack,Lunar,62.5,679,43,0.605,0.605,26,17,16339,8810,7529,37,23,52,136,27.2%,377.9,203.8,174.1,0.86,0.53,1.2,3.15,380.0,204.9,175.1,0.86,0.53,1.21,3.16,106,80,2.45,1.85,2.47,1.86
Veteran,,Blue Eyes Thunder Thighs,Typhoons,Storm,Solar,62.5,61,4,0.353,0.5,2,2,1680,1070,610,4,2,10,7,57.1%,432.5,275.5,157.0,1.03,0.51,2.57,1.8,420.0,267.5,152.5,1.0,0.5,2.5,1.75,9,13,2.32,3.35,2.25,3.25
Veteran,RSC002423,Cubby,Thermal,Energy,Solar,62.3,913,57,0.519,0.509,29,28,21787,13550,8237,65,33,72,180,36.1%,374.8,233.1,141.7,1.12,0.57,1.24,3.1,382.2,237.7,144.5,1.14,0.58,1.26,3.16,152,145,2.61,2.49,2.67,2.54
Veteran,,Fluffy,Banshees,The Monster Mash,Lunar,62.3,805,51,0.478,0.451,23,28,19854,11510,8344,47,28,79,146,32.2%,387.3,224.5,162.8,0.92,0.55,1.54,2.85,389.3,225.7,163.6,0.92,0.55,1.55,2.86,124,131,2.42,2.56,2.43,2.57
Veteran,RSC004889,Steeltoehammer,Gouda Gangsters,Cheese Guild,Solar,61.8,804,51,0.52,0.471,24,27,18229,9930,8299,37,36,56,163,22.7%,356.1,194.0,162.1,0.72,0.7,1.09,3.18,357.4,194.7,162.7,0.73,0.71,1.1,3.2,116,110,2.27,2.15,2.27,2.16
Veteran,RSC001934,Bosnia_2003,Water,The Elements,Solar,60.4,738,48,0.542,0.563,27,21,17569,10510,7059,48,28,59,136,35.3%,373.9,223.6,150.2,1.02,0.6,1.26,2.89,366.0,219.0,147.1,1.0,0.58,1.23,2.83,119,107,2.53,2.28,2.48,2.23
Veteran,RSC000278,Tinsel,Peppermint,Minty Fresh,Solar,60.2,922,59,0.548,0.593,35,24,22617,12670,9947,49,37,89,147,33.3%,385.2,215.8,169.4,0.83,0.63,1.52,2.5,383.3,214.7,168.6,0.83,0.63,1.51,2.49,147,130,2.5,2.21,2.49,2.2
Veteran,RSC004356,Chimmy,Gorillas,The Jungle,Solar,60.1,1007,63,0.58,0.587,37,26,24257,13580,10677,53,38,92,178,29.8%,378.3,211.8,166.5,0.83,0.59,1.43,2.78,385.0,215.6,169.5,0.84,0.6,1.46,2.83,159,129,2.48,2.01,2.52,2.05
Veteran,RSC004331,Cujo.,Dobermans,Puppy Paradise,Solar,59.6,567,39,0.491,0.513,20,19,13611,7490,6121,33,27,40,84,39.3%,377.0,207.5,169.5,0.91,0.75,1.11,2.33,349.0,192.1,156.9,0.85,0.69,1.03,2.15,86,88,2.38,2.44,2.21,2.26
Veteran,RSC004766,Virrexo,Yellow Jackets,The Swarm,Solar,58.8,625,40,0.648,0.675,27,13,13881,8310,5571,34,31,44,116,29.3%,348.8,208.8,140.0,0.85,0.78,1.11,2.91,347.0,207.8,139.3,0.85,0.78,1.1,2.9,115,78,2.89,1.96,2.88,1.95
Veteran,RSC002892,Nickm,Peppers,The Garden,Solar,58.3,700,46,0.594,0.587,27,19,16336,9520,6816,44,24,51,137,32.1%,366.5,213.6,152.9,0.99,0.54,1.14,3.07,355.1,207.0,148.2,0.96,0.52,1.11,2.98,121,95,2.71,2.13,2.63,2.07
Veteran,RSC003887,Cundy,Quetzalcoatl,Pantheon,Lunar,58.3,996,64,0.639,0.609,39,25,24079,13570,10509,62,31,80,182,34.1%,379.7,214.0,165.7,0.98,0.49,1.26,2.87,376.2,212.0,164.2,0.97,0.48,1.25,2.84,172,119,2.71,1.88,2.69,1.86
Veteran,RSC002937,Sirtommynoble,Peppers,The Garden,Solar,58.3,845,54,0.557,0.556,30,24,19971,11530,8441,53,31,63,153,34.6%,371.2,214.3,156.9,0.99,0.58,1.17,2.84,369.8,213.5,156.3,0.98,0.57,1.17,2.83,142,123,2.64,2.29,2.63,2.28
Veteran,RSC000946,Rebel,"Humpbacks
Titanium
Peppermint","Whale Defense
Metal
Minty Fresh",Solar,58.2,461,28,0.465,0.5,14,14,10756,6070,4686,20,19,46,82,24.4%,366.4,206.8,159.6,0.68,0.65,1.57,2.79,384.1,216.8,167.4,0.71,0.68,1.64,2.93,62,68,2.11,2.32,2.21,2.43
Veteran,RSC005820,Zlata,"Gouda Gangsters
Calzones
Possessed","Cheese Guild
Fifty-Fifty Pizzeria
Destined",Solar,58.0,194,12,0.428,0.417,5,7,4452,2700,1752,10,12,17,25,40.0%,360.4,218.6,141.8,0.81,0.97,1.38,2.02,371.0,225.0,146.0,0.83,1.0,1.42,2.08,31,37,2.51,3.0,2.58,3.08
Veteran,RSC003416,Drskimmilk,Marshmallow Mob,Snack Syndicate,Lunar,57.1,921,59,0.486,0.492,29,30,22897,13570,9327,59,25,97,157,37.6%,390.4,231.4,159.0,1.01,0.43,1.65,2.68,388.1,230.0,158.1,1.0,0.42,1.64,2.66,138,143,2.35,2.44,2.34,2.42
Veteran,,Rozi-,Cepheus,The Nexus,Solar,56.9,864,54,0.58,0.648,35,19,20574,11240,9334,38,35,86,139,27.3%,374.0,204.3,169.7,0.69,0.64,1.56,2.53,381.0,208.1,172.9,0.7,0.65,1.59,2.57,146,119,2.65,2.16,2.7,2.2
Veteran,RSC002293,Corrupt_Arrow,Titanium,Metal,Solar,56.8,873,56,0.455,0.429,24,32,20781,12370,8411,54,27,80,162,33.3%,373.8,222.5,151.3,0.97,0.49,1.44,2.91,371.1,220.9,150.2,0.96,0.48,1.43,2.89,134,150,2.41,2.7,2.39,2.68
Veteran,RSC005824,Bolts,Titanium,Metal,Solar,56.1,59,4,0.571,0.5,2,2,1281,680,601,2,4,4,8,25.0%,341.0,181.0,160.0,0.53,1.06,1.06,2.13,320.3,170.0,150.3,0.5,1.0,1.0,2.0,13,11,3.46,2.93,3.25,2.75
Veteran,RSC005824,Bolts,Titanium,Metal,Solar,56.1,59,4,0.571,0.5,2,2,1281,680,601,2,4,4,8,25.0%,341.0,181.0,160.0,0.53,1.06,1.06,2.13,320.3,170.0,150.3,0.5,1.0,1.0,2.0,13,11,3.46,2.93,3.25,2.75
Veteran,RSC000300,2K,Banana Spiders,Eight Legged Freaks,Lunar,55.9,953,59,0.573,0.576,34,25,21153,12700,8453,52,43,72,175,29.7%,348.6,209.3,139.3,0.86,0.71,1.19,2.88,358.5,215.3,143.3,0.88,0.73,1.22,2.97,157,130,2.59,2.14,2.66,2.2
Veteran,RSC003353,Melon,Marshmallow Mob,Snack Syndicate,Lunar,55.8,735,48,0.522,0.479,23,25,17656,9650,8006,32,28,78,115,27.8%,377.2,206.2,171.1,0.68,0.6,1.67,2.46,367.8,201.0,166.8,0.67,0.58,1.63,2.4,107,101,2.29,2.16,2.23,2.1
Veteran,RSC003746,Archhie.,"Grizzly Bears
Titanium","The Bear Den
Metal",Solar,55.4,636,39,0.537,0.564,22,17,14215,8130,6085,36,32,38,103,35.0%,351.0,200.7,150.3,0.89,0.79,0.94,2.54,364.5,208.5,156.0,0.92,0.82,0.97,2.64,116,106,2.86,2.62,2.97,2.72
Veteran,RSC005363,Truxjillo,Water,The Elements,Solar,55.2,751,48,0.528,0.521,25,23,17088,9250,7838,29,34,68,125,23.2%,357.3,193.4,163.9,0.61,0.71,1.42,2.61,356.0,192.7,163.3,0.6,0.71,1.42,2.6,116,108,2.43,2.26,2.42,2.25
Veteran,RSC004820,Aos Arctic,Possessed,Destined,Solar,54.9,961,61,0.565,0.541,33,28,22104,12630,9474,48,43,83,153,31.4%,361.2,206.4,154.8,0.78,0.7,1.36,2.5,362.4,207.0,155.3,0.79,0.7,1.36,2.51,156,132,2.55,2.16,2.56,2.16
Veteran,RSC003816,Anserem,Banshees,The Monster Mash,Lunar,54.6,14,1,0.277,0.0,0,1,262,150,112,0,2,1,0,,293.9,168.3,125.6,0.0,2.24,1.12,0.0,262.0,150.0,112.0,0.0,2.0,1.0,0.0,3,5,3.37,5.61,3.0,5.0
Veteran,RSC003816,Anserem,Banshees,The Monster Mash,Lunar,54.6,14,1,0.277,0.0,0,1,262,150,112,0,2,1,0,,293.9,168.3,125.6,0.0,2.24,1.12,0.0,262.0,150.0,112.0,0.0,2.0,1.0,0.0,3,5,3.37,5.61,3.0,5.0
Veteran,RSC002513,Supercruz101,Thermal,Energy,Solar,54.5,751,49,0.513,0.51,25,24,17615,10040,7575,40,30,67,119,33.6%,368.3,209.9,158.4,0.84,0.63,1.4,2.49,359.5,204.9,154.6,0.82,0.61,1.37,2.43,129,125,2.7,2.61,2.63,2.55
Veteran,RSC002513,Supercruz101,Thermal,Energy,Solar,54.5,751,49,0.513,0.51,25,24,17615,10040,7575,40,30,67,119,33.6%,368.3,209.9,158.4,0.84,0.63,1.4,2.49,359.5,204.9,154.6,0.82,0.61,1.37,2.43,129,125,2.7,2.61,2.63,2.55
Veteran,,Plopwiththesave,Calzones,Fifty-Fifty Pizzeria,Lunar,54.3,818,53,0.4,0.396,21,32,20296,11180,9116,51,17,76,143,35.7%,389.6,214.6,175.0,0.98,0.33,1.46,2.75,382.9,210.9,172.0,0.96,0.32,1.43,2.7,98,128,1.88,2.46,1.85,2.42
Veteran,RSC005419,Tomacasche,Rollin Cannolis,The Bakery,Lunar,54.2,526,32,0.541,0.531,17,15,11538,7130,4408,33,19,36,108,30.6%,344.5,212.9,131.6,0.99,0.57,1.07,3.22,360.6,222.8,137.8,1.03,0.59,1.13,3.38,78,70,2.33,2.09,2.44,2.19
Veteran,RSC003789,Monty,Valencias Wrath,Seas Despair,Solar,54.1,501,32,0.373,0.281,9,23,11927,6900,5027,27,16,51,85,31.8%,373.9,216.3,157.6,0.85,0.5,1.6,2.66,372.7,215.6,157.1,0.84,0.5,1.59,2.66,71,98,2.23,3.07,2.22,3.06
Veteran,RSC003789,Monty,Valencias Wrath,Seas Despair,Solar,54.1,501,32,0.373,0.281,9,23,11927,6900,5027,27,16,51,85,31.8%,373.9,216.3,157.6,0.85,0.5,1.6,2.66,372.7,215.6,157.1,0.84,0.5,1.59,2.66,71,98,2.23,3.07,2.22,3.06
Veteran,RSC004487,Savant,"Yellow Jackets
Titanium
Water","The Swarm
Metal
The Elements",Solar,54.0,717,45,0.637,0.667,30,15,15585,9250,6335,39,37,46,120,32.5%,341.4,202.6,138.8,0.85,0.81,1.01,2.63,346.3,205.6,140.8,0.87,0.82,1.02,2.67,134,94,2.93,2.06,2.98,2.09
Veteran,,Spider,Calzones,Fifty-Fifty Pizzeria,Lunar,53.6,66,4,0.829,1.0,4,0,1593,910,683,6,0,3,16,37.5%,379.0,216.5,162.5,1.43,0.0,0.71,3.81,398.3,227.5,170.8,1.5,0.0,0.75,4.0,16,6,3.81,1.43,4.0,1.5
Veteran,RSC000093,Beckols,Seadevils,The Abyss,Lunar,53.4,957,57,0.43,0.386,22,35,22992,13210,9782,63,22,81,176,35.8%,377.3,216.8,160.5,1.03,0.36,1.33,2.89,403.4,231.8,171.6,1.11,0.39,1.42,3.09,131,157,2.15,2.58,2.3,2.75
Veteran,RSC003358,Galacticcccc,Supernova,The Cosmos,Lunar,53.2,600,37,0.386,0.297,11,26,13677,7470,6207,32,20,43,112,28.6%,358.0,195.5,162.5,0.84,0.52,1.13,2.93,369.6,201.9,167.8,0.86,0.54,1.16,3.03,83,111,2.17,2.91,2.24,3.0
Veteran,RSC001353,Pre Dude,Water,The Elements,Solar,53.2,116,8,0.462,0.625,5,3,2660,1460,1200,5,4,11,21,23.8%,360.1,197.7,162.5,0.68,0.54,1.49,2.84,332.5,182.5,150.0,0.63,0.5,1.38,2.63,21,23,2.84,3.11,2.63,2.88
Veteran,RSC001353,Pre Dude,Water,The Elements,Solar,53.2,116,8,0.462,0.625,5,3,2660,1460,1200,5,4,11,21,23.8%,360.1,197.7,162.5,0.68,0.54,1.49,2.84,332.5,182.5,150.0,0.63,0.5,1.38,2.63,21,23,2.84,3.11,2.63,2.88
Veteran,RSC005654,Mickfizle,Cepheus,The Nexus,Solar,52.6,528,36,0.534,0.528,19,17,12519,7180,5339,30,20,48,78,38.5%,372.4,213.6,158.8,0.89,0.59,1.43,2.32,347.8,199.4,148.3,0.83,0.56,1.33,2.17,84,77,2.5,2.29,2.33,2.14
Veteran,RSC005205,A Legit Bunee,Cepheus,The Nexus,Solar,52.5,946,59,0.622,0.695,41,18,22315,13040,9275,53,37,90,139,38.1%,370.4,216.5,154.0,0.88,0.61,1.49,2.31,378.2,221.0,157.2,0.9,0.63,1.53,2.36,169,123,2.81,2.04,2.86,2.08
Veteran,,Draxz2Time,"Humpbacks
Hades","Whale Defense
The Gods",Lunar,52.2,824,50,0.49,0.52,26,24,19390,10900,8490,34,33,93,120,28.3%,369.5,207.7,161.8,0.65,0.63,1.77,2.29,387.8,218.0,169.8,0.68,0.66,1.86,2.4,119,122,2.27,2.33,2.38,2.44
Veteran,RSC004569,Mikee Gfuelcom,Humpbacks,Whale Defense,Solar,51.8,952,61,0.457,0.475,29,32,22160,12330,9830,46,36,89,148,31.1%,365.6,203.4,162.2,0.76,0.59,1.47,2.44,363.3,202.1,161.1,0.75,0.59,1.46,2.43,138,154,2.28,2.54,2.26,2.52
Veteran,RSC005374,A Calm Panda,Banshees,The Monster Mash,Lunar,51.7,804,52,0.484,0.481,25,27,18744,11050,7694,45,28,77,130,34.6%,366.1,215.8,150.3,0.88,0.55,1.5,2.54,360.5,212.5,148.0,0.87,0.54,1.48,2.5,124,129,2.42,2.52,2.38,2.48
Veteran,RSC000625,Sly,Gladiators,The Sovereign,Lunar,51.0,739,50,0.487,0.42,21,29,16878,9550,7328,41,26,58,125,32.8%,358.7,202.9,155.7,0.87,0.55,1.23,2.66,337.6,191.0,146.6,0.82,0.52,1.16,2.5,116,120,2.47,2.55,2.32,2.4
Veteran,,Go Fig,Hades,The Gods,Lunar,51.0,788,49,0.435,0.429,21,28,18900,10910,7990,46,22,79,126,36.5%,376.7,217.4,159.2,0.92,0.44,1.57,2.51,385.7,222.7,163.1,0.94,0.45,1.61,2.57,111,131,2.21,2.61,2.27,2.67
Veteran,RSC005490,Iprofessorex,Possessed,Destined,Solar,50.5,673,44,0.562,0.523,23,21,15491,8460,7031,30,25,63,106,28.3%,361.5,197.4,164.1,0.7,0.58,1.47,2.47,352.1,192.3,159.8,0.68,0.57,1.43,2.41,108,92,2.52,2.15,2.45,2.09
Veteran,RSC004107,Flycasts,Linguini Lancers,Italian Battalion,Lunar,50.3,1015,59,0.693,0.712,42,17,22135,12750,9385,46,45,84,170,27.1%,342.5,197.3,145.2,0.71,0.7,1.3,2.63,375.2,216.1,159.1,0.78,0.76,1.42,2.88,195,116,3.02,1.79,3.31,1.97
Veteran,RSC005531,Shim_Sham,"Werewolves
Fighters","The Forest
Dungeons And Double Taps",Lunar,49.9,917,62,0.492,0.5,31,31,20927,11210,9717,42,34,77,146,28.8%,358.4,192.0,166.4,0.72,0.58,1.32,2.5,337.5,180.8,156.7,0.68,0.55,1.24,2.35,138,141,2.36,2.41,2.23,2.27
Veteran,RSC005730,Clem5On3_,Thermal,Energy,Solar,49.8,714,45,0.54,0.533,24,21,15445,8420,7025,29,35,53,112,25.9%,339.7,185.2,154.5,0.64,0.77,1.17,2.46,343.2,187.1,156.1,0.64,0.78,1.18,2.49,125,113,2.75,2.49,2.78,2.51
Veteran,,Dvorl.Ttv,Gouda Gangsters,Cheese Guild,Solar,49.5,774,49,0.472,0.408,20,29,17635,9740,7895,35,21,75,144,24.3%,357.8,197.6,160.2,0.71,0.43,1.52,2.92,359.9,198.8,161.1,0.71,0.43,1.53,2.94,107,115,2.17,2.33,2.18,2.35
Veteran,,Kagurashinkiller,Linguini Lancers,Italian Battalion,Lunar,49.1,1094,64,0.716,0.719,46,18,23824,15170,8654,83,33,61,217,38.2%,342.0,217.8,124.2,1.19,0.47,0.88,3.12,372.3,237.0,135.2,1.3,0.52,0.95,3.39,219,122,3.14,1.75,3.42,1.91
Veteran,,Sturmo.,Gladiators,The Sovereign,Lunar,49.1,750,50,0.546,0.48,24,26,16911,9160,7751,35,28,61,121,28.9%,354.1,191.8,162.3,0.73,0.59,1.28,2.53,338.2,183.2,155.0,0.7,0.56,1.22,2.42,127,113,2.66,2.37,2.54,2.26
Veteran,,Nuke,Titanium,Metal,Solar,48.7,855,54,0.46,0.463,25,29,19642,11250,8392,49,27,72,140,35.0%,360.8,206.6,154.1,0.9,0.5,1.32,2.57,363.7,208.3,155.4,0.91,0.5,1.33,2.59,131,145,2.41,2.66,2.43,2.69
Veteran,RSC004984,Bry456,"Seadevils
Valencias Wrath
Werewolves","The Abyss
Seas Despair
The Forest",Lunar,48.4,266,18,0.52,0.5,9,9,6267,3510,2757,10,8,34,41,24.4%,370.0,207.2,162.8,0.59,0.47,2.01,2.42,348.2,195.0,153.2,0.56,0.44,1.89,2.28,41,39,2.42,2.3,2.28,2.17
Veteran,RSC002792,Duke Of Chutney,Grizzly Bears,The Bear Den,Lunar,48.2,512,33,0.43,0.455,15,18,11361,6410,4951,25,17,43,91,27.5%,348.5,196.6,151.9,0.77,0.52,1.32,2.79,344.3,194.2,150.0,0.76,0.52,1.3,2.76,78,93,2.39,2.85,2.36,2.82
Veteran,RSC004198,Cereal21,Rollin Cannolis,The Bakery,Lunar,47.8,902,58,0.545,0.569,33,25,20005,10680,9325,35,34,80,148,23.6%,348.3,185.9,162.4,0.61,0.59,1.39,2.58,344.9,184.1,160.8,0.6,0.59,1.38,2.55,136,121,2.37,2.11,2.34,2.09
Veteran,RSC002706,Zarthon,Makos,Shark Attack,Lunar,47.8,278,19,0.621,0.526,10,9,6265,3470,2795,17,7,18,52,32.7%,353.9,196.0,157.9,0.96,0.4,1.02,2.94,329.7,182.6,147.1,0.89,0.37,0.95,2.74,43,31,2.43,1.75,2.26,1.63
Veteran,RSC004515,Be Tolerant,Thermal,Energy,Solar,47.1,593,37,0.488,0.459,17,20,13288,7820,5468,37,20,43,97,38.1%,351.9,207.1,144.8,0.98,0.53,1.14,2.57,359.1,211.4,147.8,1.0,0.54,1.16,2.62,99,102,2.62,2.7,2.68,2.76
Veteran,RSC005726,I Am Shep,Water,The Elements,Solar,46.9,664,43,0.539,0.488,21,22,14364,8350,6014,39,21,43,125,31.2%,339.7,197.5,142.2,0.92,0.5,1.02,2.96,334.0,194.2,139.9,0.91,0.49,1.0,2.91,106,96,2.51,2.27,2.47,2.23
