Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Mochi,Major,Chihuahuas,Dog Pound,Solar,26.6,636,42,0.381,0.381,16,26,12003,6630,5373,29,22,35,88,33.0%,285.4,157.6,127.8,0.69,0.52,0.83,2.09,285.8,157.9,127.9,0.69,0.52,0.83,2.10,102,137,2.43,3.26,2.43,3.26
,,,Eman,Major,Rockets,Fallout Shelter,Solar,26.1,68,4,0.194,0.000,0,4,1445,940,505,3,1,10,9,33.3%,321.3,209.0,112.3,0.67,0.22,2.22,2.00,361.3,235.0,126.3,0.75,0.25,2.50,2.25,5,13,1.11,2.89,1.25,3.25
,,,Embertr,Major,Peppermint,Minty Fresh,Lunar,26.0,628,40,0.339,0.275,11,29,11986,6580,5406,22,22,49,83,26.5%,288.6,158.4,130.2,0.53,0.53,1.18,2.00,299.7,164.5,135.2,0.55,0.55,1.23,2.08,79,121,1.90,2.91,1.98,3.03
,,,Ewok_360,Major,Gorillas,Planet of the Apes,Solar,24.9,411,27,0.598,0.593,16,11,7774,4320,3454,15,13,32,57,26.3%,286.0,158.9,127.1,0.55,0.48,1.18,2.10,287.9,160.0,127.9,0.56,0.48,1.19,2.11,59,45,2.17,1.66,2.19,1.67
,,,Grizzly X Rages,Major,"Peppermint
Equinox","Minty Fresh
The Cosmos",Lunar,23.6,261,18,0.272,0.222,4,14,5182,2750,2432,10,7,22,30,33.3%,300.2,159.3,140.9,0.58,0.41,1.27,1.74,287.9,152.8,135.1,0.56,0.39,1.22,1.67,32,59,1.85,3.42,1.78,3.28
,,,Zoyp,Major,Trashcans,Waste Management,Solar,23.0,84,6,0.500,0.500,3,3,1523,800,723,1,6,7,5,20.0%,274.2,144.0,130.2,0.18,1.08,1.26,0.90,253.8,133.3,120.5,0.17,1.00,1.17,0.83,16,16,2.88,2.88,2.67,2.67
,,,Mattt,Major,Alt Rockers,The Jukebox,Lunar,20.8,467,31,0.288,0.129,4,27,9051,4900,4151,20,9,37,60,33.3%,293.1,158.7,134.4,0.65,0.29,1.20,1.94,292.0,158.1,133.9,0.65,0.29,1.19,1.94,52,93,1.68,3.01,1.68,3.00
,,,2Jsix,Major,Contras,8-Bit Brigade,Lunar,20.2,198,14,0.370,0.429,6,8,3623,1620,2003,6,7,9,22,27.3%,276.7,123.7,153.0,0.46,0.53,0.69,1.68,258.8,115.7,143.1,0.43,0.50,0.64,1.57,24,34,1.83,2.60,1.71,2.43
,,,Bavarian,Major,Trashcans,Waste Management,Solar,20.0,463,31,0.341,0.290,9,22,8831,4700,4131,16,12,39,55,29.1%,288.4,153.5,134.9,0.52,0.39,1.27,1.80,284.9,151.6,133.3,0.52,0.39,1.26,1.77,69,103,2.25,3.36,2.23,3.32
,,,Curveman99,Major,Equinox,The Cosmos,Lunar,19.4,151,9,0.394,0.222,2,7,2610,1470,1140,6,5,8,22,27.3%,261.4,147.2,114.2,0.60,0.50,0.80,2.20,290.0,163.3,126.7,0.67,0.56,0.89,2.44,23,30,2.30,3.00,2.56,3.33
,,,Call Me Cl3V3R,Major,Equinox,The Cosmos,Lunar,15.8,150,9,0.152,0.111,1,8,2852,1330,1522,5,0,12,23,21.7%,287.5,134.1,153.4,0.50,0.00,1.21,2.32,316.9,147.8,169.1,0.56,0.00,1.33,2.56,9,29,0.91,2.92,1.00,3.22
,,,Cheapshot,Major,Mastodons,Polar Vortex,Lunar,15.8,62,4,0.658,0.750,3,1,1195,540,655,2,0,5,9,22.2%,291.5,131.7,159.8,0.49,0.00,1.22,2.20,298.8,135.0,163.8,0.50,0.00,1.25,2.25,8,5,1.95,1.22,2.00,1.25
,,,Lilrodge,Major,"Rockets
Makos
Trashcans","Fallout Shelter
Shark Attack
Waste Management",Solar,15.5,611,40,0.231,0.150,6,34,10988,5950,5038,15,23,54,60,25.0%,271.9,147.3,124.7,0.37,0.57,1.34,1.48,274.7,148.8,126.0,0.38,0.58,1.35,1.50,67,142,1.66,3.51,1.68,3.55
,,,Indecisive,Major,Alt Rockers,The Jukebox,Lunar,15.3,465,33,0.124,0.091,3,30,9548,4480,5068,12,4,53,43,27.9%,310.5,145.7,164.8,0.39,0.13,1.72,1.40,289.3,135.8,153.6,0.36,0.12,1.61,1.30,32,112,1.04,3.64,0.97,3.39
,,,Froop,Major,"Equinox
Louis Vuitton","The Cosmos
High Class",Lunar,11.5,103,7,0.293,0.286,2,5,1716,880,836,3,3,6,13,23.1%,251.9,129.2,122.7,0.44,0.44,0.88,1.91,245.1,125.7,119.4,0.43,0.43,0.86,1.86,12,21,1.76,3.08,1.71,3.00
,,,Ieatrazztv,Major,Killer Whales,The Ocean,Solar,11.4,24,2,0.000,0.000,0,2,465,180,285,0,0,3,3,0.0%,293.0,113.4,179.6,0.00,0.00,1.89,1.89,232.5,90.0,142.5,0.00,0.00,1.50,1.50,0,3,0.00,1.89,0.00,1.50
,,,Itsjustluc,Major,Rockets,Fallout Shelter,Solar,11.3,244,16,0.468,0.500,8,8,4018,2140,1878,9,6,12,34,26.5%,249.0,132.6,116.4,0.56,0.37,0.74,2.11,251.1,133.8,117.4,0.56,0.38,0.75,2.13,35,38,2.17,2.36,2.19,2.38
,,,Bdbr,Major,Seadevils,The Abyss,Lunar,10.0,615,42,0.470,0.452,19,23,10331,5110,5221,18,13,37,81,22.2%,254.0,125.6,128.4,0.44,0.32,0.91,1.99,246.0,121.7,124.3,0.43,0.31,0.88,1.93,87,94,2.14,2.31,2.07,2.24
,,,Impulse^,Major,"Peppermint
Killer Whales","Minty Fresh
The Ocean",Lunar,8.8,229,15,0.193,0.133,2,13,4117,1890,2227,4,6,20,19,21.1%,271.9,124.8,147.1,0.26,0.40,1.32,1.25,274.5,126.0,148.5,0.27,0.40,1.33,1.27,23,56,1.52,3.70,1.53,3.73
,,,Rotendo,Major,Alt Rockers,The Jukebox,Lunar,5.8,50,4,0.070,0.000,0,4,959,370,589,1,1,4,2,50.0%,290.0,111.9,178.1,0.30,0.30,1.21,0.60,239.8,92.5,147.3,0.25,0.25,1.00,0.50,4,18,1.21,5.44,1.00,4.50
,,,Riptide(Change),Major,Makos,Shark Attack,Solar,5.1,54,4,0.137,0.000,0,4,785,390,395,2,1,1,9,22.2%,219.8,109.2,110.6,0.56,0.28,0.28,2.52,196.3,97.5,98.8,0.50,0.25,0.25,2.25,4,13,1.12,3.64,1.00,3.25
,,,Deadbot,Major,Alt Rockers,The Jukebox,Lunar,5.0,63,4,0.303,0.250,1,3,1041,580,461,2,1,5,8,25.0%,249.9,139.2,110.7,0.48,0.24,1.20,1.92,260.3,145.0,115.3,0.50,0.25,1.25,2.00,7,12,1.68,2.88,1.75,3.00
,,,Md,Major,Raisin Branshees,Spooky Breakfast Gang,Solar,4.8,218,16,0.579,0.563,9,7,3328,1680,1648,6,6,10,28,21.4%,230.8,116.5,114.3,0.42,0.42,0.69,1.94,208.0,105.0,103.0,0.38,0.38,0.63,1.75,38,31,2.64,2.15,2.38,1.94
,,,Spoilt,Major,Chihuahuas,Dog Pound,Solar,4.4,62,4,0.427,0.250,1,3,1048,670,378,3,1,5,7,42.9%,255.6,163.4,92.2,0.73,0.24,1.22,1.71,262.0,167.5,94.5,0.75,0.25,1.25,1.75,10,12,2.44,2.93,2.50,3.00
,,,Sparkzz_Cc,Major,Hawks,Birds of Prey,Solar,2.8,55,4,0.107,0.000,0,4,1012,450,562,2,0,4,5,40.0%,278.2,123.7,154.5,0.55,0.00,1.10,1.37,253.0,112.5,140.5,0.50,0.00,1.00,1.25,4,15,1.10,4.12,1.00,3.75
,,,Therogerseffect,Major,Peppermint,Minty Fresh,Lunar,2.2,63,4,0.327,0.250,1,3,1044,490,554,2,2,3,4,50.0%,250.6,117.6,133.0,0.48,0.48,0.72,0.96,261.0,122.5,138.5,0.50,0.50,0.75,1.00,9,14,2.16,3.36,2.25,3.50
,,,Z0Vvy18,Major,Alt Rockers,The Jukebox,Lunar,1.9,892,58,0.208,0.138,8,50,15066,7840,7226,22,16,80,84,26.2%,255.4,132.9,122.5,0.37,0.27,1.36,1.42,259.8,135.2,124.6,0.38,0.28,1.38,1.45,86,201,1.46,3.41,1.48,3.47
,,,Yoza,Major,"Equinox
Trashcans","The Cosmos
Waste Management",Lunar,1.1,321,19,0.133,0.105,2,17,5112,2720,2392,7,4,28,42,16.7%,240.8,128.1,112.7,0.33,0.19,1.32,1.98,269.1,143.2,125.9,0.37,0.21,1.47,2.21,22,74,1.04,3.49,1.16,3.89
,,,Padmesdefense,Major,Lightning,Electric Mayhem,Lunar,0.8,53,4,0.231,0.250,1,3,892,400,492,0,3,5,0,,254.5,114.1,140.4,0.00,0.86,1.43,0.00,223.0,100.0,123.0,0.00,0.75,1.25,0.00,8,16,2.28,4.57,2.00,4.00
,,,Spac3,Major,Peppermint,Minty Fresh,Lunar,0.7,67,4,0.144,0.000,0,4,1171,580,591,1,2,7,3,33.3%,264.3,130.9,133.4,0.23,0.45,1.58,0.68,292.8,145.0,147.8,0.25,0.50,1.75,0.75,6,18,1.35,4.06,1.50,4.50
,,,Stiglitz17,Major,"Rockets
Makos","Fallout Shelter
Shark Attack",Solar,-11.5,73,5,0.362,0.400,2,3,1105,350,755,0,1,5,5,0.0%,228.9,72.5,156.4,0.00,0.21,1.04,1.04,221.0,70.0,151.0,0.00,0.20,1.00,1.00,9,13,1.86,2.69,1.80,2.60
,,,Msudw,Major,Rockets,Fallout Shelter,Solar,-12.5,60,4,0.368,0.250,1,3,922,410,512,0,0,7,6,0.0%,232.4,103.3,129.0,0.00,0.00,1.76,1.51,230.5,102.5,128.0,0.00,0.00,1.75,1.50,7,10,1.76,2.52,1.75,2.50
,,,Reven,Major,Equinox,The Cosmos,Lunar,-26.4,41,3,0.000,0.000,0,3,537,180,357,0,0,3,3,0.0%,198.1,66.4,131.7,0.00,0.00,1.11,1.11,179.0,60.0,119.0,0.00,0.00,1.00,1.00,0,9,0.00,3.32,0.00,3.00
,,,Taq_7,Major,Lightning,Electric Mayhem,Lunar,-47.8,9,1,0.000,0.000,0,1,104,50,54,0,0,1,0,,174.7,84.0,90.7,0.00,0.00,1.68,0.00,104.0,50.0,54.0,0.00,0.00,1.00,0.00,0,3,0.00,5.04,0.00,3.00
,,,Tide,Elite,Megalodons,Shark Attack,Solar,125.2,123,8,0.707,0.625,5,3,3912,2350,1562,8,12,14,25,32.0%,494.2,296.8,197.3,1.01,1.52,1.77,3.16,489.0,293.8,195.3,1.00,1.50,1.75,3.13,26,15,3.28,1.89,3.25,1.88
,,,Nx-Change,Elite,"Megalodons
Sharks","Shark Attack
The Ocean",Solar,93.4,794,51,0.564,0.608,31,20,23419,13980,9439,66,32,76,198,33.3%,458.3,273.6,184.7,1.29,0.63,1.49,3.87,459.2,274.1,185.1,1.29,0.63,1.49,3.88,133,113,2.60,2.21,2.61,2.22
,,,Wrevor,Elite,Illuminati,The Order,Lunar,89.9,886,55,0.648,0.673,37,18,25555,15810,9745,83,42,67,206,40.3%,448.1,277.2,170.9,1.46,0.74,1.17,3.61,464.6,287.5,177.2,1.51,0.76,1.22,3.75,173,118,3.03,2.07,3.15,2.15
,,,Shamurl,Elite,Tempests,Storm,Solar,85.7,865,52,0.632,0.596,31,21,24876,14770,10106,71,35,80,192,37.0%,446.8,265.3,181.5,1.28,0.63,1.44,3.45,478.4,284.0,194.3,1.37,0.67,1.54,3.69,153,108,2.75,1.94,2.94,2.08
,,,Rascel,Elite,House Targaryen,Houses of Westeros,Solar,85.3,892,57,0.638,0.684,39,18,25351,15280,10071,71,43,84,183,38.8%,441.6,266.2,175.4,1.24,0.75,1.46,3.19,444.8,268.1,176.7,1.25,0.75,1.47,3.21,157,109,2.73,1.90,2.75,1.91
,,,Danger,Elite,Vipers,The Serpents,Solar,83.4,801,54,0.534,0.574,31,23,22919,13090,9829,54,32,89,164,32.9%,444.6,253.9,190.7,1.05,0.62,1.73,3.18,424.4,242.4,182.0,1.00,0.59,1.65,3.04,136,125,2.64,2.42,2.52,2.31
,,,Dead Medic,Elite,Battletoads,8-Bit Brigade,Lunar,77.9,844,59,0.479,0.492,29,30,23284,12800,10484,57,31,75,180,31.7%,428.6,235.6,193.0,1.05,0.57,1.38,3.31,394.6,216.9,177.7,0.97,0.53,1.27,3.05,128,135,2.36,2.49,2.17,2.29
,,,Nurve,Elite,Gelato,Fifty-Fifty Pizzeria,Lunar,77.2,621,42,0.554,0.548,23,19,16978,9510,7468,37,26,66,121,30.6%,424.8,237.9,186.8,0.93,0.65,1.65,3.03,404.2,226.4,177.8,0.88,0.62,1.57,2.88,90,78,2.25,1.95,2.14,1.86
,,,Jazz,Elite,Great Danes,Dog Pound,Solar,75.5,241,16,0.631,0.625,10,6,6235,3430,2805,15,13,16,48,31.3%,402.0,221.1,180.8,0.97,0.84,1.03,3.09,389.7,214.4,175.3,0.94,0.81,1.00,3.00,50,36,3.22,2.32,3.13,2.25
,,,Doobyscoobs,Elite,Missiles,Fallout Shelter,Solar,74.0,257,16,0.541,0.500,8,8,7193,3980,3213,16,8,30,48,33.3%,434.9,240.6,194.2,0.97,0.48,1.81,2.90,449.6,248.8,200.8,1.00,0.50,1.88,3.00,40,36,2.42,2.18,2.50,2.25
,,,Yolkk,Elite,Corruptors,The Swarm,Solar,73.8,813,47,0.625,0.574,27,20,21187,13720,7467,70,38,62,172,40.7%,404.9,262.2,142.7,1.34,0.73,1.18,3.29,450.8,291.9,158.9,1.49,0.81,1.32,3.66,163,119,3.12,2.27,3.47,2.53
,,,Ip Joker,Elite,X-Men,The Comic Crusaders,Solar,72.6,800,51,0.579,0.549,28,23,20235,12000,8235,53,41,60,165,32.1%,393.0,233.1,159.9,1.03,0.80,1.17,3.20,396.8,235.3,161.5,1.04,0.80,1.18,3.24,143,117,2.78,2.27,2.80,2.29
,,,Cierex,Elite,"Vipers
Dumpsters","The Serpents
Waste Management",Solar,72.3,678,44,0.500,0.545,24,20,17728,10060,7668,41,32,62,126,32.5%,406.3,230.5,175.7,0.94,0.73,1.42,2.89,402.9,228.6,174.3,0.93,0.73,1.41,2.86,111,111,2.54,2.54,2.52,2.52
,,,Jk,Elite,Gucci,High Class,Lunar,72.0,703,49,0.511,0.490,24,25,18966,10720,8246,39,30,83,117,33.3%,419.2,236.9,182.2,0.86,0.66,1.83,2.59,387.1,218.8,168.3,0.80,0.61,1.69,2.39,104,101,2.30,2.23,2.12,2.06
,,,Jmelly,Elite,X-Men,The Comic Crusaders,Solar,70.7,860,55,0.571,0.545,30,25,21915,13250,8665,55,42,80,165,33.3%,395.9,239.4,156.5,0.99,0.76,1.45,2.98,398.5,240.9,157.5,1.00,0.76,1.45,3.00,152,127,2.75,2.29,2.76,2.31
,,,Leaf,Elite,Great Danes,Dog Pound,Solar,70.2,637,38,0.480,0.447,17,21,17094,9950,7144,45,23,62,120,37.5%,416.9,242.7,174.2,1.10,0.56,1.51,2.93,449.8,261.8,188.0,1.18,0.61,1.63,3.16,95,100,2.32,2.44,2.50,2.63
,,,Exccentrik,Elite,House Targaryen,Houses of Westeros,Solar,69.3,360,25,0.653,0.680,17,8,9707,5990,3717,27,13,40,64,42.2%,418.9,258.5,160.4,1.17,0.56,1.73,2.76,388.3,239.6,148.7,1.08,0.52,1.60,2.56,66,44,2.85,1.90,2.64,1.76
,,,Anthage,Elite,Corruptors,The Swarm,Solar,69.0,993,57,0.620,0.579,33,24,24630,14290,10340,55,53,86,184,29.9%,385.4,223.6,161.8,0.86,0.83,1.35,2.88,432.1,250.7,181.4,0.96,0.93,1.51,3.23,194,143,3.04,2.24,3.40,2.51
,,,Forza!,Elite,Sabertooths,Polar Vortex,Lunar,68.6,492,32,0.640,0.719,23,9,12740,7410,5330,36,22,36,91,39.6%,402.3,234.0,168.3,1.14,0.69,1.14,2.87,398.1,231.6,166.6,1.13,0.69,1.13,2.84,92,64,2.91,2.02,2.88,2.00
,,,Darf01,Elite,Great Apes,Planet of the Apes,Solar,67.9,752,53,0.526,0.547,29,24,19818,11380,8438,58,23,57,158,36.7%,409.5,235.1,174.3,1.20,0.48,1.18,3.26,373.9,214.7,159.2,1.09,0.43,1.08,2.98,125,117,2.58,2.42,2.36,2.21
,,,Itsjinkxx,Elite,Vipers,The Serpents,Solar,67.0,127,8,0.660,0.875,7,1,3200,1860,1340,9,7,8,21,42.9%,391.5,227.6,163.9,1.10,0.86,0.98,2.57,400.0,232.5,167.5,1.13,0.88,1.00,2.63,27,18,3.30,2.20,3.38,2.25
,,,Calí,Elite,Sabertooths,Polar Vortex,Lunar,66.6,738,47,0.582,0.617,29,18,18655,10880,7775,51,30,56,148,34.5%,392.7,229.1,163.7,1.07,0.63,1.18,3.12,396.9,231.5,165.4,1.09,0.64,1.19,3.15,126,102,2.65,2.15,2.68,2.17
,,,P0Larbear,Elite,"Missiles
Kings
Great Apes","Fallout Shelter
House of Cards
Planet of the Apes",Solar,65.5,456,30,0.523,0.600,18,12,11651,6500,5151,22,18,52,80,27.5%,397.0,221.5,175.5,0.75,0.61,1.77,2.73,388.4,216.7,171.7,0.73,0.60,1.73,2.67,70,66,2.39,2.25,2.33,2.20
,,,Melted,Elite,Cerberii,πολύ κεφάλη,Lunar,64.8,611,41,0.641,0.610,25,16,14812,8520,6292,37,32,42,112,33.0%,376.7,216.7,160.0,0.94,0.81,1.07,2.85,361.3,207.8,153.5,0.90,0.78,1.02,2.73,105,72,2.67,1.83,2.56,1.76
,,,Hit,Elite,Aphelion,The Cosmos,Lunar,64.6,249,17,0.500,0.647,11,6,6227,3420,2807,13,10,23,47,27.7%,388.6,213.4,175.2,0.81,0.62,1.44,2.93,366.3,201.2,165.1,0.76,0.59,1.35,2.76,44,44,2.75,2.75,2.59,2.59
,,,Zylo,Elite,"Bolts
Sharks","Electric Mayhem
The Ocean",Lunar,64.3,215,13,0.734,0.769,10,3,5397,3570,1827,19,9,16,42,45.2%,390.0,258.0,132.0,1.37,0.65,1.16,3.04,415.2,274.6,140.5,1.46,0.69,1.23,3.23,47,25,3.40,1.81,3.62,1.92
,,,Indecisivesquirrel,Elite,Spearmint,Minty Fresh,Lunar,64.3,620,41,0.576,0.585,24,17,16334,9450,6884,34,26,78,85,40.0%,409.3,236.8,172.5,0.85,0.65,1.95,2.13,398.4,230.5,167.9,0.83,0.63,1.90,2.07,101,83,2.53,2.08,2.46,2.02
,,,Perino,Elite,Illuminati,The Order,Lunar,63.2,879,55,0.640,0.673,37,18,20762,11820,8942,46,47,65,162,28.4%,367.0,208.9,158.1,0.81,0.83,1.15,2.86,377.5,214.9,162.6,0.84,0.85,1.18,2.95,164,114,2.90,2.02,2.98,2.07
,,,Lord Ironskull,Elite,Earth,The Elements,Lunar,62.9,66,4,0.465,0.500,2,2,1427,830,597,2,6,5,8,25.0%,335.9,195.4,140.5,0.47,1.41,1.18,1.88,356.8,207.5,149.3,0.50,1.50,1.25,2.00,11,12,2.59,2.82,2.75,3.00
,,,Xero,Elite,Cerberii,πολύ κεφάλη,Lunar,62.7,553,38,0.602,0.526,20,18,14234,7980,6254,32,18,58,98,32.7%,399.9,224.2,175.7,0.90,0.51,1.63,2.75,374.6,210.0,164.6,0.84,0.47,1.53,2.58,89,68,2.50,1.91,2.34,1.79
,,,Vision,Elite,Aphelion,The Cosmos,Lunar,62.0,725,48,0.553,0.583,28,20,17826,10220,7606,39,28,71,137,28.5%,382.0,219.0,163.0,0.84,0.60,1.52,2.94,371.4,212.9,158.5,0.81,0.58,1.48,2.85,118,103,2.53,2.21,2.46,2.15
,,,Spyce,Elite,Synthwave,The Jukebox,Lunar,62.0,658,42,0.512,0.571,24,18,16605,9410,7195,43,22,55,126,34.1%,392.1,222.2,169.9,1.02,0.52,1.30,2.98,395.4,224.0,171.3,1.02,0.52,1.31,3.00,102,99,2.41,2.34,2.43,2.36
,,,Memlo,Elite,Missiles,Fallout Shelter,Solar,61.2,610,39,0.587,0.641,25,14,15246,8460,6786,39,23,46,111,35.1%,388.3,215.5,172.8,0.99,0.59,1.17,2.83,390.9,216.9,174.0,1.00,0.59,1.18,2.85,104,83,2.65,2.11,2.67,2.13
,,,Plasma,Elite,Cerberii,πολύ κεφάλη,Lunar,60.6,204,14,0.622,0.643,9,5,5300,3030,2270,17,4,14,43,39.5%,403.7,230.8,172.9,1.29,0.30,1.07,3.27,378.6,216.4,162.1,1.21,0.29,1.00,3.07,37,27,2.82,2.06,2.64,1.93
,,,Zenlos,Elite,Bolts,Electric Mayhem,Lunar,60.4,741,48,0.489,0.458,22,26,18560,10930,7630,43,25,81,133,32.3%,389.2,229.2,160.0,0.90,0.52,1.70,2.79,386.7,227.7,159.0,0.90,0.52,1.69,2.77,104,107,2.18,2.24,2.17,2.23
,,,Saucey,Elite,Corruptors,The Swarm,Solar,59.9,566,33,0.636,0.636,21,12,13886,8170,5716,34,27,51,87,39.1%,381.2,224.3,156.9,0.93,0.74,1.40,2.39,420.8,247.6,173.2,1.03,0.82,1.55,2.64,117,83,3.21,2.28,3.55,2.52
,,,Mattg,Elite,Spearmint,Minty Fresh,Lunar,58.9,614,41,0.567,0.585,24,17,14719,8520,6199,34,32,52,92,37.0%,372.5,215.6,156.9,0.86,0.81,1.32,2.33,359.0,207.8,151.2,0.83,0.78,1.27,2.24,101,85,2.56,2.15,2.46,2.07
,,,Xenas,Elite,Sharks,The Ocean,Solar,58.3,425,25,0.518,0.480,12,13,10256,6230,4026,31,14,31,88,35.2%,374.9,227.8,147.2,1.13,0.51,1.13,3.22,410.2,249.2,161.0,1.24,0.56,1.24,3.52,68,65,2.49,2.38,2.72,2.60
,,,Crabasaur,Elite,Earth,The Elements,Lunar,58.2,593,37,0.517,0.486,18,19,14182,8230,5952,37,23,45,113,32.7%,371.6,215.6,155.9,0.97,0.60,1.18,2.96,383.3,222.4,160.9,1.00,0.62,1.22,3.05,95,91,2.49,2.38,2.57,2.46
,,,! 𝘚𝘩𝘮𝘰𝘰𝘱 ♡,Elite,Great Apes,Planet of the Apes,Solar,57.2,368,26,0.559,0.577,15,11,8481,4820,3661,19,19,27,62,30.6%,358.1,203.5,154.6,0.80,0.80,1.14,2.62,326.2,185.4,140.8,0.73,0.73,1.04,2.38,65,56,2.74,2.36,2.50,2.15
,,,Subzero,Elite,Kings,House of Cards,Lunar,55.8,497,32,0.505,0.469,15,17,11629,6440,5189,21,21,49,84,25.0%,363.5,201.3,162.2,0.66,0.66,1.53,2.63,363.4,201.3,162.2,0.66,0.66,1.53,2.63,72,71,2.25,2.22,2.25,2.22
,,,Lunaoso,Elite,Missiles,Fallout Shelter,Solar,55.6,822,52,0.556,0.558,29,23,19056,11310,7746,50,37,60,146,34.2%,360.2,213.8,146.4,0.95,0.70,1.13,2.76,366.5,217.5,149.0,0.96,0.71,1.15,2.81,135,117,2.55,2.21,2.60,2.25
,,,Frostiger,Elite,Earth,The Elements,Lunar,55.6,850,52,0.401,0.346,18,34,21212,11740,9472,51,21,81,154,33.1%,387.7,214.6,173.1,0.93,0.38,1.48,2.81,407.9,225.8,182.2,0.98,0.40,1.56,2.96,123,158,2.25,2.89,2.37,3.04
,,,Yungveeny,Elite,Megalodons,Shark Attack,Solar,55.1,173,12,0.825,0.833,10,2,4014,2500,1514,12,8,12,30,40.0%,360.5,224.5,136.0,1.08,0.72,1.08,2.69,334.5,208.3,126.2,1.00,0.67,1.00,2.50,38,14,3.41,1.26,3.17,1.17
,,,Shnapers23,Elite,Balrogs,Middle Earth,Lunar,54.8,252,16,0.302,0.250,4,12,5992,2970,3022,11,8,20,47,23.4%,369.4,183.1,186.3,0.68,0.49,1.23,2.90,374.5,185.6,188.9,0.69,0.50,1.25,2.94,26,45,1.60,2.77,1.63,2.81
,,,Mruidckkiyp,Elite,Sabertooths,Polar Vortex,Lunar,54.3,740,48,0.573,0.604,29,19,17048,9790,7258,35,31,69,129,27.1%,357.9,205.6,152.4,0.73,0.65,1.45,2.71,355.2,204.0,151.2,0.73,0.65,1.44,2.69,129,107,2.71,2.25,2.69,2.23
,,,Pf0Xx,Elite,Illuminati,The Order,Lunar,54.1,176,12,0.566,0.500,6,6,4189,2300,1889,9,8,15,25,36.0%,369.8,203.0,166.8,0.79,0.71,1.32,2.21,349.1,191.7,157.4,0.75,0.67,1.25,2.08,33,28,2.91,2.47,2.75,2.33
,,,Barra,Elite,Synthwave,The Jukebox,Lunar,53.3,736,46,0.503,0.543,25,21,16472,9340,7132,34,36,58,124,27.4%,347.7,197.2,150.6,0.72,0.76,1.22,2.62,358.1,203.0,155.0,0.74,0.78,1.26,2.70,115,114,2.43,2.41,2.50,2.48
,,,Kelphi,Elite,Frosted Wraiths,Spooky Breakfast Gang,Solar,53.0,703,45,0.355,0.400,18,27,16966,10080,6886,51,14,56,148,34.5%,375.0,222.8,152.2,1.13,0.31,1.24,3.27,377.0,224.0,153.0,1.13,0.31,1.24,3.29,99,143,2.19,3.16,2.20,3.18
,,,Keystone_,Elite,Megalodons,Shark Attack,Solar,52.5,57,4,0.704,0.750,3,1,1310,770,540,2,3,7,7,28.6%,357.1,209.9,147.2,0.55,0.82,1.91,1.91,327.5,192.5,135.0,0.50,0.75,1.75,1.75,12,7,3.27,1.91,3.00,1.75
,,,Matutu,Elite,Kings,House of Cards,Lunar,52.3,391,25,0.407,0.400,10,15,9518,5380,4138,21,8,43,73,28.8%,378.2,213.8,164.4,0.83,0.32,1.71,2.90,380.7,215.2,165.5,0.84,0.32,1.72,2.92,51,65,2.03,2.58,2.04,2.60
,,,Emito,Elite,Megalodons,Shark Attack,Solar,52.3,868,56,0.599,0.625,35,21,20309,11410,8899,46,34,74,141,32.6%,363.5,204.2,159.3,0.82,0.61,1.32,2.52,362.7,203.8,158.9,0.82,0.61,1.32,2.52,156,121,2.79,2.17,2.79,2.16
,,,Trifethings,Elite,"Gucci
Tempests","High Class
Storm",Solar,52.1,788,52,0.459,0.481,25,27,18127,10440,7687,43,32,64,134,32.1%,357.4,205.8,151.6,0.85,0.63,1.26,2.64,348.6,200.8,147.8,0.83,0.62,1.23,2.58,119,132,2.35,2.60,2.29,2.54
,,,Pickle,Elite,Bolts,Electric Mayhem,Lunar,52.0,804,53,0.555,0.509,27,26,18271,11040,7231,49,33,61,144,34.0%,353.1,213.3,139.7,0.95,0.64,1.18,2.78,344.7,208.3,136.4,0.92,0.62,1.15,2.72,127,110,2.45,2.13,2.40,2.08
,,,Mako-Change,Elite,Spearmint,Minty Fresh,Lunar,51.8,636,42,0.565,0.571,24,18,14428,8640,5788,34,25,57,114,29.8%,352.5,211.1,141.4,0.83,0.61,1.39,2.78,343.5,205.7,137.8,0.81,0.60,1.36,2.71,103,87,2.52,2.13,2.45,2.07
,,,Alphachee,Elite,"Aphelion
Earth","The Cosmos
The Elements",Lunar,51.2,604,38,0.395,0.368,14,24,14395,8240,6155,30,20,66,94,31.9%,370.3,212.0,158.3,0.77,0.51,1.70,2.42,378.8,216.8,162.0,0.79,0.53,1.74,2.47,89,116,2.29,2.98,2.34,3.05
,,,Salty,Elite,Gucci,High Class,Lunar,50.2,574,40,0.504,0.450,18,22,13350,7430,5920,33,18,44,103,32.0%,361.4,201.1,160.2,0.89,0.49,1.19,2.79,333.8,185.8,148.0,0.83,0.45,1.10,2.58,88,87,2.38,2.35,2.20,2.18
