Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Ashes.,Premier,Drones,The Swarm,Solar,-24.6,16,1,0.236,0.000,0,1,248,160,88,1,0,1,1,100.0%,260.8,168.3,92.5,1.05,0.00,1.05,1.05,248.0,160.0,88.0,1.00,0.00,1.00,1.00,2,4,2.10,4.21,2.00,4.00
,,,Rex,Premier,Reapers,The Monster Mash,Lunar,-59.4,14,1,0.000,0.000,0,1,126,60,66,0,0,1,1,0.0%,151.4,72.1,79.3,0.00,0.00,1.20,1.20,126.0,60.0,66.0,0.00,0.00,1.00,1.00,0,2,0.00,2.40,0.00,2.00
,,,Unearthlylegend,Master,Chimaeras,The Abyss,Lunar,96.6,289,20,0.573,0.600,12,8,8835,4890,3945,23,8,32,59,39.0%,475.5,263.2,212.3,1.24,0.43,1.72,3.18,441.8,244.5,197.3,1.15,0.40,1.60,2.95,46,38,2.48,2.05,2.30,1.90
,,,Tman,Master,Immortals,The Sovereign,Lunar,86.3,599,38,0.608,0.684,26,12,15639,9270,6369,36,36,52,127,28.3%,406.1,240.7,165.4,0.93,0.93,1.35,3.30,411.6,243.9,167.6,0.95,0.95,1.37,3.34,118,90,3.06,2.34,3.11,2.37
,,,Maples,Master,Bagel Bagmen,Snack Syndicate,Lunar,82.6,624,38,0.689,0.763,29,9,15574,9210,6364,41,34,40,141,29.1%,388.2,229.6,158.6,1.02,0.85,1.00,3.51,409.8,242.4,167.5,1.08,0.89,1.05,3.71,114,68,2.84,1.70,3.00,1.79
,,,Tuna,Master,Blackout,Electric Mayhem,Lunar,79.0,71,4,0.368,0.500,2,2,2061,1230,831,7,1,7,13,53.8%,451.5,269.5,182.1,1.53,0.22,1.53,2.85,515.3,307.5,207.8,1.75,0.25,1.75,3.25,10,14,2.19,3.07,2.50,3.50
,,,Wick,Master,Spectres,The Monster Mash,Lunar,76.3,762,49,0.497,0.490,24,25,19542,11660,7882,41,37,83,156,26.3%,398.9,238.0,160.9,0.84,0.76,1.69,3.18,398.8,238.0,160.9,0.84,0.76,1.69,3.18,115,116,2.35,2.37,2.35,2.37
,,,Hawk Rl,Master,Blues,Whale Defense,Solar,75.4,379,23,0.619,0.609,14,9,9499,5570,3929,20,20,36,77,26.0%,389.9,228.6,161.3,0.82,0.82,1.48,3.16,413.0,242.2,170.8,0.87,0.87,1.57,3.35,63,46,2.59,1.89,2.74,2.00
,,,Mcribsky,Master,Devoured,Destined,Solar,72.0,330,22,0.420,0.409,9,13,8365,4360,4005,15,10,33,71,21.1%,394.3,205.5,188.8,0.71,0.47,1.56,3.35,380.2,198.2,182.0,0.68,0.45,1.50,3.23,37,46,1.74,2.17,1.68,2.09
,,,Yacobe,Master,Bagel Bagmen,Snack Syndicate,Lunar,71.8,793,48,0.655,0.708,34,14,19984,11750,8234,46,41,73,145,31.7%,392.0,230.5,161.5,0.90,0.80,1.43,2.84,416.3,244.8,171.5,0.96,0.85,1.52,3.02,130,85,2.55,1.67,2.71,1.77
,,,Slvr.,Master,"Orion
Lasagna Legion","The Nexus
Italian Battalion",Lunar,71.3,690,46,0.557,0.500,23,23,18911,11090,7821,49,19,81,119,41.2%,426.3,250.0,176.3,1.10,0.43,1.83,2.68,411.1,241.1,170.0,1.07,0.41,1.76,2.59,108,93,2.43,2.10,2.35,2.02
,,,Kri0S,Master,Chimaeras,The Abyss,Lunar,70.8,189,14,0.381,0.429,6,8,4649,2240,2409,4,11,19,34,11.8%,382.6,184.4,198.3,0.33,0.91,1.56,2.80,332.1,160.0,172.1,0.29,0.79,1.36,2.43,21,29,1.73,2.39,1.50,2.07
,,,Shanerbaner,Master,Helicoprions,Shark Attack,Lunar,70.7,711,47,0.640,0.638,30,17,17675,10330,7345,41,41,59,123,33.3%,386.7,226.0,160.7,0.90,0.90,1.29,2.69,376.1,219.8,156.3,0.87,0.87,1.26,2.62,139,97,3.04,2.12,2.96,2.06
,,,Wolf,Master,Blues,Whale Defense,Solar,70.0,735,48,0.606,0.583,28,20,19331,10760,8571,41,31,78,121,33.9%,409.1,227.7,181.4,0.87,0.66,1.65,2.56,402.7,224.2,178.6,0.85,0.65,1.63,2.52,124,94,2.62,1.99,2.58,1.96
,,,Rzemb1E,Master,Helicoprions,Shark Attack,Lunar,68.7,781,51,0.615,0.608,31,20,19434,11520,7914,49,37,67,142,34.5%,387.1,229.4,157.6,0.98,0.74,1.33,2.83,381.1,225.9,155.2,0.96,0.73,1.31,2.78,145,108,2.89,2.15,2.84,2.12
,,,Rocksox,Master,Immortals,The Sovereign,Lunar,68.6,760,48,0.578,0.625,30,18,19047,11780,7267,55,29,67,148,37.2%,389.9,241.1,148.7,1.13,0.59,1.37,3.03,396.8,245.4,151.4,1.15,0.60,1.40,3.08,134,110,2.74,2.25,2.79,2.29
,,,.Andy,Master,Helicoprions,Shark Attack,Lunar,67.4,797,52,0.610,0.596,31,21,19231,11430,7801,54,31,57,163,33.1%,375.3,223.1,152.3,1.05,0.61,1.11,3.18,369.8,219.8,150.0,1.04,0.60,1.10,3.13,146,110,2.85,2.15,2.81,2.12
,,,Hams,Master,Blues,Whale Defense,Solar,64.9,746,48,0.650,0.667,32,16,18623,10780,7843,41,33,75,128,32.0%,388.3,224.8,163.5,0.85,0.69,1.56,2.67,388.0,224.6,163.4,0.85,0.69,1.56,2.67,126,84,2.63,1.75,2.63,1.75
,,,Rated,Master,Spectres,The Monster Mash,Lunar,64.7,662,43,0.515,0.512,22,21,15744,9280,6464,41,29,49,128,32.0%,369.9,218.1,151.9,0.96,0.68,1.15,3.01,366.1,215.8,150.3,0.95,0.67,1.14,2.98,104,100,2.44,2.35,2.42,2.33
,,,Typhon,Master,Soul,The Elements,Solar,64.4,715,47,0.594,0.596,28,19,17906,9920,7986,41,20,69,137,29.9%,389.6,215.8,173.7,0.89,0.44,1.50,2.98,381.0,211.1,169.9,0.87,0.43,1.47,2.91,107,83,2.33,1.81,2.28,1.77
,,,Barra,Master,Devoured,Destined,Solar,63.8,89,7,0.449,0.429,3,4,2494,1270,1224,4,2,13,12,33.3%,435.9,222.0,213.9,0.70,0.35,2.27,2.10,356.3,181.4,174.9,0.57,0.29,1.86,1.71,15,17,2.62,2.97,2.14,2.43
,,,Jatt,Master,Tempests,Storm,Solar,63.8,803,52,0.565,0.635,33,19,18414,9940,8474,37,26,62,184,20.1%,356.7,192.6,164.2,0.72,0.50,1.20,3.56,354.1,191.2,163.0,0.71,0.50,1.19,3.54,119,100,2.31,1.94,2.29,1.92
,,,Xero,Master,Devoured,Destined,Solar,63.6,671,45,0.453,0.467,21,24,16784,8960,7824,40,17,57,126,31.7%,389.1,207.7,181.4,0.93,0.39,1.32,2.92,373.0,199.1,173.9,0.89,0.38,1.27,2.80,83,94,1.92,2.18,1.84,2.09
,,,Generalzippy,Master,"Packed Eclairs
Lemurs","The Bakery
The Jungle",Lunar,63.3,173,12,0.411,0.417,5,7,4222,2650,1572,13,5,15,35,37.1%,379.6,238.3,141.3,1.17,0.45,1.35,3.15,351.8,220.8,131.0,1.08,0.42,1.25,2.92,29,36,2.61,3.24,2.42,3.00
,,,Bolbi,Master,Andromeda,The Cosmos,Lunar,62.3,676,43,0.522,0.535,23,20,16903,9700,7203,42,24,63,115,36.5%,389.0,223.2,165.7,0.97,0.55,1.45,2.65,393.1,225.6,167.5,0.98,0.56,1.47,2.67,114,108,2.62,2.49,2.65,2.51
,,,B10Ckyy,Master,Rogues,Dungeons And Double Taps,Solar,61.6,459,28,0.483,0.429,12,16,11371,6870,4501,27,22,47,72,37.5%,385.4,232.8,152.5,0.92,0.75,1.59,2.44,406.1,245.4,160.8,0.96,0.79,1.68,2.57,69,72,2.34,2.44,2.46,2.57
,,,Yesper,Master,Orion,The Nexus,Solar,61.5,375,24,0.344,0.292,7,17,8853,4770,4083,19,14,29,72,26.4%,367.2,197.9,169.4,0.79,0.58,1.20,2.99,368.9,198.8,170.1,0.79,0.58,1.21,3.00,42,64,1.74,2.65,1.75,2.67
,,,Shamurl,Master,Tempests,Storm,Solar,60.0,803,52,0.565,0.635,33,19,19343,11200,8143,44,33,75,140,31.4%,374.7,217.0,157.7,0.85,0.64,1.45,2.71,372.0,215.4,156.6,0.85,0.63,1.44,2.69,119,100,2.31,1.94,2.29,1.92
,,,Yillow,Master,Lasagna Legion,Italian Battalion,Lunar,59.9,804,51,0.592,0.529,27,24,19327,10710,8617,40,32,74,141,28.4%,373.9,207.2,166.7,0.77,0.62,1.43,2.73,379.0,210.0,169.0,0.78,0.63,1.45,2.76,143,113,2.77,2.19,2.80,2.22
,,,Nue.,Master,Soul,The Elements,Solar,59.9,288,18,0.611,0.667,12,6,7132,4110,3022,14,15,31,41,34.1%,385.2,222.0,163.2,0.76,0.81,1.67,2.21,396.2,228.3,167.9,0.78,0.83,1.72,2.28,42,31,2.27,1.67,2.33,1.72
,,,Infinite,Master,Mosquitoes,The Swarm,Solar,59.7,812,54,0.517,0.519,28,26,20107,11380,8727,40,29,91,138,29.0%,385.2,218.0,167.2,0.77,0.56,1.74,2.64,372.4,210.7,161.6,0.74,0.54,1.69,2.56,114,109,2.18,2.09,2.11,2.02
,,,Calc,Master,Lemurs,The Jungle,Solar,59.4,741,48,0.544,0.604,29,19,17868,9780,8088,38,28,66,128,29.7%,375.1,205.3,169.8,0.80,0.59,1.39,2.69,372.3,203.8,168.5,0.79,0.58,1.38,2.67,109,97,2.29,2.04,2.27,2.02
,,,Ayylo,Master,"Lasagna Legion
Rogues","Italian Battalion
Dungeons And Double Taps",Solar,58.5,762,47,0.517,0.426,20,27,18494,10960,7534,47,30,70,126,37.3%,377.5,223.7,153.8,0.96,0.61,1.43,2.57,393.5,233.2,160.3,1.00,0.64,1.49,2.68,117,112,2.39,2.29,2.49,2.38
,,,Miserable,Master,Glacier Mint,Minty Fresh,Solar,58.4,397,28,0.354,0.357,10,18,9720,5240,4480,19,15,39,64,29.7%,380.9,205.3,175.5,0.74,0.59,1.53,2.51,347.1,187.1,160.0,0.68,0.54,1.39,2.29,49,72,1.92,2.82,1.75,2.57
,,,Geherpaderp,Master,Blues,Whale Defense,Solar,58.3,549,37,0.620,0.595,22,15,12598,7050,5548,33,20,34,105,31.4%,357.0,199.8,157.2,0.94,0.57,0.96,2.98,340.5,190.5,149.9,0.89,0.54,0.92,2.84,92,67,2.61,1.90,2.49,1.81
,,,Phoenixtouch.,Master,Rogues,Dungeons And Double Taps,Solar,56.7,81,5,0.326,0.200,1,4,1885,1050,835,1,4,12,15,6.7%,362.0,201.6,160.4,0.19,0.77,2.30,2.88,377.0,210.0,167.0,0.20,0.80,2.40,3.00,8,13,1.54,2.50,1.60,2.60
,,,Supr3Me,Master,Soul,The Elements,Solar,55.9,669,44,0.583,0.614,27,17,16355,9510,6845,32,26,79,106,30.2%,380.3,221.1,159.2,0.74,0.60,1.84,2.46,371.7,216.1,155.6,0.73,0.59,1.80,2.41,100,80,2.33,1.86,2.27,1.82
,,,Relax,Master,Care Bears,The Bear Den,Lunar,55.3,492,32,0.516,0.469,15,17,11418,6800,4618,29,20,41,85,34.1%,361.0,215.0,146.0,0.92,0.63,1.30,2.69,356.8,212.5,144.3,0.91,0.63,1.28,2.66,72,69,2.28,2.18,2.25,2.16
,,,Scotti,Master,Lemurs,The Jungle,Solar,54.9,783,51,0.584,0.647,33,18,18429,10360,8069,41,27,71,136,30.1%,366.1,205.8,160.3,0.81,0.54,1.41,2.70,361.4,203.1,158.2,0.80,0.53,1.39,2.67,119,95,2.36,1.89,2.33,1.86
,,,Robin,Master,Mambas,The Serpents,Solar,54.1,598,39,0.435,0.436,17,22,13832,7620,6212,24,25,59,102,23.5%,359.8,198.2,161.6,0.62,0.65,1.53,2.65,354.7,195.4,159.3,0.62,0.64,1.51,2.62,81,96,2.11,2.50,2.08,2.46
,,,Fuel The Fury,Master,Packed Eclairs,The Bakery,Lunar,53.9,529,32,0.408,0.406,13,19,12329,6880,5449,28,20,44,88,31.8%,362.5,202.3,160.2,0.82,0.59,1.29,2.59,385.3,215.0,170.3,0.88,0.63,1.38,2.75,70,89,2.06,2.62,2.19,2.78
,,,Lord Ironskull,Master,Soul,The Elements,Solar,53.4,506,35,0.590,0.600,21,14,11289,6320,4969,22,27,39,82,26.8%,347.0,194.3,152.8,0.68,0.83,1.20,2.52,322.5,180.6,142.0,0.63,0.77,1.11,2.34,80,63,2.46,1.94,2.29,1.80
,,,Cash,Master,"Blackout
Glacier Mint
Packed Eclairs","Electric Mayhem
Minty Fresh
The Bakery",Lunar,52.7,241,15,0.392,0.400,6,9,5402,3000,2402,12,11,17,40,30.0%,348.7,193.6,155.0,0.77,0.71,1.10,2.58,360.1,200.0,160.1,0.80,0.73,1.13,2.67,35,46,2.26,2.97,2.33,3.07
,,,Ashes.,Master,Mosquitoes,The Swarm,Solar,52.3,625,42,0.563,0.524,22,20,14002,7400,6602,24,23,54,115,20.9%,348.5,184.2,164.3,0.60,0.57,1.34,2.86,333.4,176.2,157.2,0.57,0.55,1.29,2.74,90,76,2.24,1.89,2.14,1.81
,,,Jacks0Ntheboss,Master,Soul,The Elements,Solar,52.3,55,4,0.822,0.750,3,1,1214,650,564,3,2,3,10,30.0%,343.4,183.8,159.5,0.85,0.57,0.85,2.83,303.5,162.5,141.0,0.75,0.50,0.75,2.50,11,4,3.11,1.13,2.75,1.00
,,,Krey,Master,Care Bears,The Bear Den,Lunar,51.5,792,51,0.483,0.471,24,27,19121,10420,8701,35,30,86,112,31.3%,375.6,204.7,170.9,0.69,0.59,1.69,2.20,374.9,204.3,170.6,0.69,0.59,1.69,2.20,108,113,2.12,2.22,2.12,2.22
,,,Treezy,Master,Rogues,Dungeons And Double Taps,Solar,50.9,562,36,0.517,0.417,15,21,13089,7250,5839,27,20,53,90,30.0%,362.3,200.7,161.6,0.75,0.55,1.47,2.49,363.6,201.4,162.2,0.75,0.56,1.47,2.50,94,90,2.60,2.49,2.61,2.50
,,,Kalten,Master,Mambas,The Serpents,Solar,50.9,788,52,0.419,0.423,22,30,18525,10780,7745,38,25,88,133,28.6%,365.7,212.8,152.9,0.75,0.49,1.74,2.63,356.3,207.3,148.9,0.73,0.48,1.69,2.56,102,126,2.01,2.49,1.96,2.42
,,,Bex!,Master,Lasagna Legion,Italian Battalion,Lunar,50.7,642,40,0.597,0.525,21,19,13920,8410,5510,37,28,43,116,31.9%,337.3,203.8,133.5,0.90,0.68,1.04,2.81,348.0,210.3,137.8,0.93,0.70,1.08,2.90,120,94,2.91,2.28,3.00,2.35
,,,Phelpsy,Master,Mosquitoes,The Swarm,Solar,49.6,758,51,0.559,0.549,28,23,17087,9950,7137,45,23,59,135,33.3%,350.7,204.2,146.5,0.92,0.47,1.21,2.77,335.0,195.1,139.9,0.88,0.45,1.16,2.65,111,95,2.28,1.95,2.18,1.86
,,,Static,Master,Tempests,Storm,Solar,49.2,803,52,0.565,0.635,33,19,17662,9300,8362,38,34,50,130,29.2%,342.1,180.2,162.0,0.74,0.66,0.97,2.52,339.7,178.8,160.8,0.73,0.65,0.96,2.50,119,100,2.31,1.94,2.29,1.92
,,,Frostiger,Master,Andromeda,The Cosmos,Lunar,47.1,575,36,0.382,0.361,13,23,13006,7490,5516,28,25,52,84,33.3%,351.9,202.6,149.2,0.76,0.68,1.41,2.27,361.3,208.1,153.2,0.78,0.69,1.44,2.33,83,112,2.25,3.03,2.31,3.11
,,,Phantao,Master,Lemurs,The Jungle,Solar,45.8,213,14,0.563,0.643,9,5,4538,2600,1938,13,6,12,40,32.5%,331.4,189.9,141.5,0.95,0.44,0.88,2.92,324.1,185.7,138.4,0.93,0.43,0.86,2.86,33,28,2.41,2.04,2.36,2.00
,,,Anthage,Master,Devoured,Destined,Solar,45.4,177,13,0.429,0.538,7,6,3847,2090,1757,6,10,15,24,25.0%,338.1,183.7,154.4,0.53,0.88,1.32,2.11,295.9,160.8,135.2,0.46,0.77,1.15,1.85,25,30,2.20,2.64,1.92,2.31
,,,Loyboy2,Master,Soul,The Elements,Solar,44.6,61,4,0.407,0.250,1,3,1395,770,625,4,0,5,12,33.3%,355.7,196.4,159.4,1.02,0.00,1.28,3.06,348.8,192.5,156.3,1.00,0.00,1.25,3.00,7,9,1.79,2.30,1.75,2.25
,,,Saucey,Master,Bagel Bagmen,Snack Syndicate,Lunar,44.6,635,38,0.736,0.789,30,8,13248,7310,5938,34,16,37,126,27.0%,324.5,179.1,145.5,0.83,0.39,0.91,3.09,348.6,192.4,156.3,0.89,0.42,0.97,3.32,106,53,2.60,1.30,2.79,1.39
,,,Pletheros,Master,Glacier Mint,Minty Fresh,Solar,43.9,603,38,0.381,0.289,11,27,13379,7280,6099,25,19,57,98,25.5%,345.1,187.8,157.3,0.64,0.49,1.47,2.53,352.1,191.6,160.5,0.66,0.50,1.50,2.58,76,104,1.96,2.68,2.00,2.74
,,,Aki,Master,"Orion
Packed Eclairs","The Nexus
The Bakery",Lunar,43.4,173,10,0.318,0.300,3,7,3512,2130,1382,8,7,13,33,24.2%,315.8,191.5,124.3,0.72,0.63,1.17,2.97,351.2,213.0,138.2,0.80,0.70,1.30,3.30,21,34,1.89,3.06,2.10,3.40
,,,Eros,Master,"Mambas
Packed Eclairs","The Serpents
The Bakery",Lunar,42.7,460,27,0.451,0.519,14,13,9632,5860,3772,25,17,34,81,30.9%,325.7,198.2,127.6,0.85,0.57,1.15,2.74,356.7,217.0,139.7,0.93,0.63,1.26,3.00,68,77,2.30,2.60,2.52,2.85
,,,Queeds,Master,Andromeda,The Cosmos,Lunar,42.1,574,37,0.446,0.432,16,21,12842,7480,5362,35,13,48,93,37.6%,348.0,202.7,145.3,0.95,0.35,1.30,2.52,347.1,202.2,144.9,0.95,0.35,1.30,2.51,90,103,2.44,2.79,2.43,2.78
,,,Neoblastz,Master,"Immortals
Mambas","The Sovereign
The Serpents",Lunar,42.0,285,18,0.429,0.444,8,10,6399,3820,2579,14,10,30,42,33.3%,349.3,208.5,140.8,0.76,0.55,1.64,2.29,355.5,212.2,143.3,0.78,0.56,1.67,2.33,40,48,2.18,2.62,2.22,2.67
,,,Unexpected,Master,Lemurs,The Jungle,Solar,42.0,548,35,0.620,0.686,24,11,12509,6990,5519,23,17,61,79,29.1%,355.1,198.4,156.7,0.65,0.48,1.73,2.24,357.4,199.7,157.7,0.66,0.49,1.74,2.26,82,59,2.33,1.67,2.34,1.69
,,,Boog Mccroog,Master,Mosquitoes,The Swarm,Solar,41.6,133,9,0.539,0.667,6,3,2809,1600,1209,5,9,10,15,33.3%,328.5,187.1,141.4,0.58,1.05,1.17,1.75,312.1,177.8,134.3,0.56,1.00,1.11,1.67,21,19,2.46,2.22,2.33,2.11
,,,Frank.,Master,Orion,The Nexus,Solar,41.3,227,16,0.613,0.625,10,6,4777,2350,2427,5,10,20,35,14.3%,327.4,161.0,166.3,0.34,0.69,1.37,2.40,298.6,146.9,151.7,0.31,0.63,1.25,2.19,34,25,2.33,1.71,2.13,1.56
,,,Wall2Wall3,Master,Chimaeras,The Abyss,Lunar,41.0,753,50,0.421,0.440,22,28,16418,8770,7648,32,21,66,122,26.2%,339.2,181.2,158.0,0.66,0.43,1.36,2.52,328.4,175.4,153.0,0.64,0.42,1.32,2.44,94,116,1.94,2.40,1.88,2.32
,,,Wespyyy,Master,Glacier Mint,Minty Fresh,Solar,40.9,807,52,0.367,0.308,16,36,18195,10440,7755,38,24,85,119,31.9%,350.7,201.2,149.5,0.73,0.46,1.64,2.29,349.9,200.8,149.1,0.73,0.46,1.63,2.29,97,138,1.87,2.66,1.87,2.65
,,,Dolphino,Master,Blackout,Electric Mayhem,Lunar,40.4,548,34,0.332,0.294,10,24,11996,7060,4936,26,15,56,91,28.6%,340.5,200.4,140.1,0.74,0.43,1.59,2.58,352.8,207.6,145.2,0.76,0.44,1.65,2.68,66,103,1.87,2.92,1.94,3.03
,,,Jnah,Master,Rogues,Dungeons And Double Taps,Solar,40.1,322,22,0.476,0.364,8,14,6886,3830,3056,15,7,28,58,25.9%,332.7,185.0,147.6,0.72,0.34,1.35,2.80,313.0,174.1,138.9,0.68,0.32,1.27,2.64,46,49,2.22,2.37,2.09,2.23
,,,Ninjatron,Master,Packed Eclairs,The Bakery,Lunar,39.9,60,4,0.500,0.500,2,2,1394,830,564,5,1,4,8,62.5%,361.4,215.2,146.2,1.30,0.26,1.04,2.07,348.5,207.5,141.0,1.25,0.25,1.00,2.00,8,8,2.07,2.07,2.00,2.00
,,,//Nullptr,Master,Andromeda,The Cosmos,Lunar,38.0,656,40,0.535,0.575,23,17,14069,8070,5999,26,27,64,92,28.3%,333.6,191.4,142.3,0.62,0.64,1.52,2.18,351.7,201.8,150.0,0.65,0.68,1.60,2.30,106,97,2.51,2.30,2.65,2.43
,,,Jayy,Master,Immortals,The Sovereign,Lunar,37.4,56,4,0.161,0.250,1,3,1298,670,628,3,1,5,7,42.9%,360.6,186.1,174.4,0.83,0.28,1.39,1.94,324.5,167.5,157.0,0.75,0.25,1.25,1.75,6,16,1.67,4.44,1.50,4.00
,,,Instnt,Master,"Rogues
Spectres","Dungeons And Double Taps
The Monster Mash",Solar,37.4,499,31,0.477,0.452,14,17,10267,6080,4187,30,15,30,83,36.1%,320.1,189.5,130.5,0.94,0.47,0.94,2.59,331.2,196.1,135.1,0.97,0.48,0.97,2.68,85,90,2.65,2.81,2.74,2.90
,,,Oxy,Master,Immortals,The Sovereign,Lunar,36.3,657,42,0.538,0.595,25,17,13243,7590,5653,28,32,45,94,29.8%,313.5,179.7,133.8,0.66,0.76,1.07,2.23,315.3,180.7,134.6,0.67,0.76,1.07,2.24,109,99,2.58,2.34,2.60,2.36
,,,Paylosoul,Master,Packed Eclairs,The Bakery,Lunar,35.4,620,36,0.434,0.500,18,18,12967,7670,5297,31,19,53,97,32.0%,325.3,192.4,132.9,0.78,0.48,1.33,2.43,360.2,213.1,147.1,0.86,0.53,1.47,2.69,87,103,2.18,2.58,2.42,2.86
,,,Python,Master,Mambas,The Serpents,Solar,34.8,743,49,0.424,0.429,21,28,15845,7850,7995,29,20,58,105,27.6%,331.7,164.3,167.4,0.61,0.42,1.21,2.20,323.4,160.2,163.2,0.59,0.41,1.18,2.14,95,116,1.99,2.43,1.94,2.37
,,,Cearu,Master,Devoured,Destined,Solar,34.3,577,39,0.411,0.410,16,23,12448,6170,6278,13,19,63,77,16.9%,335.6,166.3,169.3,0.35,0.51,1.70,2.08,319.2,158.2,161.0,0.33,0.49,1.62,1.97,66,84,1.78,2.26,1.69,2.15
,,,Simpl3_Wolf,Master,Orion,The Nexus,Solar,34.2,402,26,0.351,0.308,8,18,8236,4500,3736,15,12,35,65,23.1%,318.7,174.1,144.6,0.58,0.46,1.35,2.52,316.8,173.1,143.7,0.58,0.46,1.35,2.50,44,66,1.70,2.55,1.69,2.54
,,,Skrooms,Master,Care Bears,The Bear Den,Lunar,33.5,412,26,0.439,0.462,12,14,8387,4790,3597,18,11,35,69,26.1%,316.7,180.9,135.8,0.68,0.42,1.32,2.61,322.6,184.2,138.3,0.69,0.42,1.35,2.65,51,60,1.93,2.27,1.96,2.31
,,,Sparcnovatg1,Master,Blackout,Electric Mayhem,Lunar,33.2,537,34,0.333,0.206,7,27,11266,6090,5176,18,19,52,74,24.3%,326.3,176.4,149.9,0.52,0.55,1.51,2.14,331.4,179.1,152.2,0.53,0.56,1.53,2.18,70,108,2.03,3.13,2.06,3.18
,,,Sgtpickle,Master,Bagel Bagmen,Snack Syndicate,Lunar,32.7,501,32,0.597,0.656,21,11,9774,5630,4144,22,15,36,88,25.0%,303.5,174.8,128.7,0.68,0.47,1.12,2.73,305.4,175.9,129.5,0.69,0.47,1.13,2.75,79,61,2.45,1.89,2.47,1.91
,,,Croph,Master,Chimaeras,The Abyss,Lunar,31.7,777,52,0.410,0.423,22,30,15323,8050,7273,25,28,59,120,20.8%,306.8,161.2,145.6,0.50,0.56,1.18,2.40,294.7,154.8,139.9,0.48,0.54,1.13,2.31,96,122,1.92,2.44,1.85,2.35
,,,Mystikal,Master,"Mambas
Rogues","The Serpents
Dungeons And Double Taps",Solar,31.5,202,13,0.471,0.385,5,8,3780,1910,1870,7,9,9,31,22.6%,291.1,147.1,144.0,0.54,0.69,0.69,2.39,290.8,146.9,143.8,0.54,0.69,0.69,2.38,24,26,1.85,2.00,1.85,2.00
,,,Wavepace,Master,Blackout,Electric Mayhem,Lunar,29.5,267,16,0.268,0.125,2,14,5291,2970,2321,10,8,23,42,23.8%,308.3,173.0,135.2,0.58,0.47,1.34,2.45,330.7,185.6,145.1,0.63,0.50,1.44,2.63,31,58,1.81,3.38,1.94,3.63
,,,Badasswalrus,Master,Care Bears,The Bear Den,Lunar,29.5,680,44,0.484,0.477,21,23,14585,8200,6385,26,17,77,90,28.9%,333.6,187.6,146.1,0.59,0.39,1.76,2.06,331.5,186.4,145.1,0.59,0.39,1.75,2.05,93,97,2.13,2.22,2.11,2.20
,,,Stemantics,Master,Lasagna Legion,Italian Battalion,Lunar,28.4,198,13,0.500,0.462,6,7,3798,2190,1608,9,5,14,34,26.5%,298.4,172.1,126.3,0.71,0.39,1.10,2.67,292.2,168.5,123.7,0.69,0.38,1.08,2.62,29,29,2.28,2.28,2.23,2.23
,,,Latte,Master,"Spectres
Blackout","The Monster Mash
Electric Mayhem",Lunar,26.3,669,42,0.350,0.262,11,31,13531,7590,5941,30,24,52,79,38.0%,314.6,176.5,138.1,0.70,0.56,1.21,1.84,322.2,180.7,141.5,0.71,0.57,1.24,1.88,89,131,2.07,3.05,2.12,3.12
,,,Detox,Master,Orion,The Nexus,Solar,25.3,617,39,0.454,0.462,18,21,12480,6770,5710,21,12,63,92,22.8%,314.6,170.7,144.0,0.53,0.30,1.59,2.32,320.0,173.6,146.4,0.54,0.31,1.62,2.36,76,86,1.92,2.17,1.95,2.21
,,,Demoralize,Master,Orion,The Nexus,Solar,24.0,530,34,0.339,0.324,11,23,10623,5820,4803,20,13,49,72,27.8%,311.8,170.8,141.0,0.59,0.38,1.44,2.11,312.4,171.2,141.3,0.59,0.38,1.44,2.12,58,90,1.70,2.64,1.71,2.65
,,,Krizy,Master,Glacier Mint,Minty Fresh,Solar,24.0,186,11,0.360,0.364,4,7,3602,1800,1802,6,3,15,30,20.0%,301.2,150.5,150.7,0.50,0.25,1.25,2.51,327.5,163.6,163.8,0.55,0.27,1.36,2.73,19,28,1.59,2.34,1.73,2.55
,,,Kjo.,Master,Packed Eclairs,The Bakery,Lunar,22.4,655,40,0.415,0.450,18,22,12311,6540,5771,19,21,53,94,20.2%,292.4,155.3,137.1,0.45,0.50,1.26,2.23,307.8,163.5,144.3,0.48,0.53,1.33,2.35,90,112,2.14,2.66,2.25,2.80
,,,Galaxy,Master,Immortals,The Sovereign,Lunar,22.1,118,8,0.360,0.375,3,5,2308,1030,1278,4,1,8,18,22.2%,304.3,135.8,168.5,0.53,0.13,1.05,2.37,288.5,128.8,159.8,0.50,0.13,1.00,2.25,13,19,1.71,2.50,1.63,2.38
,,,Rex,Master,Spectres,The Monster Mash,Lunar,20.7,562,36,0.569,0.583,21,15,10785,5760,5025,19,15,47,76,25.0%,298.5,159.4,139.1,0.53,0.42,1.30,2.10,299.6,160.0,139.6,0.53,0.42,1.31,2.11,92,77,2.55,2.13,2.56,2.14
