Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,TS,GP,TS/GP,PWE,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,PPG,SPPG,NPPG,GPG,APG,SvPG,ShPG,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G,opp_S,opp_S/A,opp_S/G,opp_S%
Elite,RSC000867,Ritter,Gelato,Fifty-Fifty Pizzeria,Lunar,N/A,50.94,446,29,15.38,0.542,0.621,18,11,2,9934,5990,3944,21,17,47,69,0.304,357.00,215.26,141.74,0.75,0.61,1.69,2.48,342.55,206.55,136.00,0.72,0.59,1.62,2.38,73,55,2.62,1.98,2.52,1.90,207,7.44,7.14,0.27
Elite,RSC010292,Swayyuh.,"Hellhounds
Commanders","Pawverse
The King's Court","Solar
Lunar","N/A
N/A",50.12,85,5,17.00,0.260,0.000,0,5,0,1788,920,868,2,5,7,12,0.167,337.15,173.48,163.67,0.38,0.94,1.32,2.26,357.60,184.00,173.60,0.40,1.00,1.40,2.40,8,22,1.51,4.15,1.60,4.40,55,10.37,11.00,0.40
Elite,RSC001986,Colinn,"Commanders
Frame Skips","The King's Court
Inconveniences","Lunar
Solar","N/A
N/A",50.06,738,42,17.57,0.476,0.357,15,27,6,16383,9790,6593,35,27,76,114,0.307,355.81,212.62,143.19,0.76,0.59,1.65,2.48,390.07,233.10,156.98,0.83,0.64,1.81,2.71,107,128,2.32,2.78,2.55,3.05,406,8.82,9.67,0.32
Elite,RSC006417,TangentOgive,Gelato,Fifty-Fifty Pizzeria,Lunar,N/A,49.50,656,42,15.62,0.557,0.714,30,12,4,14075,8130,5945,28,23,61,113,0.248,343.89,198.64,145.25,0.68,0.56,1.49,2.76,335.12,193.57,141.55,0.67,0.55,1.45,2.69,106,68,2.59,1.66,2.52,1.62,300,7.33,7.14,0.23
Elite,RSC007811,Gray,Sloths,The Jungle,Solar,N/A,48.49,834,52,16.04,0.486,0.462,24,28,8,18430,10830,7600,43,30,76,123,0.350,354.19,208.13,146.06,0.83,0.58,1.46,2.36,354.42,208.27,146.15,0.83,0.58,1.46,2.37,112,125,2.15,2.40,2.15,2.40,462,8.88,8.88,0.27
Elite,RSC000451,Cryke,"Orochi
Embezzlers","The Shrine
Shell Corp","Solar
Lunar","N/A
N/A",48.31,88,5,17.60,0.562,0.800,4,1,1,1895,1080,815,3,4,9,13,0.231,345.15,196.71,148.44,0.55,0.73,1.64,2.37,379.00,216.00,163.00,0.60,0.80,1.80,2.60,13,10,2.37,1.82,2.60,2.00,41,7.47,8.20,0.24
Elite,RSC010429,Sparky ;),"Commanders
Pixel Picassos","The King's Court
Art Club","Lunar
Solar","N/A
N/A",48.20,554,33,16.79,0.476,0.455,15,18,5,11883,6360,5523,22,19,46,91,0.242,343.79,184.00,159.79,0.64,0.55,1.33,2.63,360.09,192.73,167.36,0.67,0.58,1.39,2.76,77,91,2.23,2.63,2.33,2.76,269,7.78,8.15,0.34
Elite,RSC014170,Ai0n,Tiny Terrors,The Romp,Lunar,N/A,47.35,668,41,16.29,0.498,0.390,16,25,2,14355,8300,6055,32,24,57,105,0.305,344.43,199.15,145.28,0.77,0.58,1.37,2.52,350.12,202.44,147.68,0.78,0.59,1.39,2.56,111,113,2.66,2.71,2.71,2.76,319,7.65,7.78,0.35
Elite,RSC000666,AEB311,"Forest Cobra
Peerless Scarred
Leopards
Commanders","Venom Lab
The Rising
Safari
The King's Court","Lunar
Solar
Solar
Lunar","N/A
N/A
N/A
N/A",47.35,691,43,16.07,0.482,0.442,19,24,8,15220,9020,6200,36,21,66,107,0.336,353.03,209.22,143.81,0.84,0.49,1.53,2.48,353.95,209.77,144.19,0.84,0.49,1.53,2.49,88,101,2.04,2.34,2.05,2.35,349,8.10,8.12,0.29
Elite,RSC005709,ZavaRL,"Black Widows
Wheelchairs
Raptors","Buggin Out
The Quad Dynasty
Mach Velocity","Solar
Lunar
Lunar","N/A
N/A
N/A",47.12,187,12,15.58,0.343,0.250,3,9,1,4409,2270,2139,6,3,25,27,0.222,377.90,194.56,183.34,0.51,0.26,2.14,2.31,367.42,189.17,178.25,0.50,0.25,2.08,2.25,13,32,1.11,2.74,1.08,2.67,109,9.34,9.08,0.29
Elite,RSC008200,Cloudburst,Orochi,The Shrine,Solar,N/A,46.59,786,48,16.38,0.483,0.500,24,24,4,16930,9780,7150,35,22,77,133,0.263,345.23,199.43,145.80,0.71,0.45,1.57,2.71,352.71,203.75,148.96,0.73,0.46,1.60,2.77,120,136,2.45,2.77,2.50,2.83,434,8.85,9.04,0.31
Elite,RSC007877,Torro,Frame Skips,Inconveniences,Solar,N/A,46.45,985,59,16.69,0.503,0.508,30,29,10,21068,11680,9388,42,43,79,138,0.304,342.82,190.06,152.76,0.68,0.70,1.29,2.25,357.08,197.97,159.12,0.71,0.73,1.34,2.34,140,136,2.28,2.21,2.37,2.31,513,8.35,8.69,0.27
Elite,RSC007688,Yami ^^,Peerless Scarred,The Rising,Solar,N/A,46.40,1025,61,16.80,0.514,0.525,32,29,9,22504,12850,9654,47,24,105,170,0.276,351.89,200.93,150.96,0.73,0.38,1.64,2.66,368.92,210.66,158.26,0.77,0.39,1.72,2.79,141,125,2.20,1.95,2.31,2.05,500,7.82,8.20,0.25
Elite,RSC002500,kalten,Forest Cobra,Venom Lab,Lunar,N/A,45.98,992,62,16.00,0.491,0.468,29,33,9,21393,12100,9293,43,27,96,165,0.261,345.65,195.50,150.15,0.69,0.44,1.55,2.67,345.05,195.16,149.89,0.69,0.44,1.55,2.66,132,143,2.13,2.31,2.13,2.31,496,8.01,8.00,0.29
Elite,RSC009926,Eggie-,Afterburners,Remove Before Flight,Solar,N/A,45.63,1090,64,17.03,0.503,0.500,32,32,9,23480,14380,9100,57,34,105,173,0.329,345.26,211.45,133.81,0.84,0.50,1.54,2.54,366.88,224.69,142.19,0.89,0.53,1.64,2.70,157,153,2.31,2.25,2.45,2.39,583,8.57,9.11,0.26
Elite,RSC006273,chawes.,Raptors,Mach Velocity,Lunar,N/A,45.41,615,38,16.18,0.427,0.289,11,27,5,12936,7430,5506,26,20,56,103,0.252,337.13,193.64,143.50,0.68,0.52,1.46,2.68,340.42,195.53,144.89,0.68,0.53,1.47,2.71,69,117,1.80,3.05,1.82,3.08,316,8.24,8.32,0.37
Elite,RSC006395,Gizmo,"Black Widows
Pixel Picassos","Buggin Out
Art Club","Solar
Solar","N/A
N/A",45.10,851,53,16.06,0.480,0.472,25,28,13,18536,9890,8646,29,31,85,119,0.244,349.11,186.27,162.84,0.55,0.58,1.60,2.24,349.74,186.60,163.13,0.55,0.58,1.60,2.25,109,128,2.05,2.41,2.06,2.42,446,8.40,8.42,0.29
Elite,RSC008320,Jhammy.,Wheelchairs,The Quad Dynasty,Lunar,N/A,45.09,434,29,14.97,0.526,0.586,17,12,4,9516,5510,4006,25,11,36,66,0.379,351.43,203.49,147.94,0.92,0.41,1.33,2.44,328.14,190.00,138.14,0.86,0.38,1.24,2.28,67,56,2.47,2.07,2.31,1.93,212,7.83,7.31,0.26
Elite,RSC000777,Marcus.,"Menthol
Embezzlers
Basilisks
Fire","Minty Fresh
Shell Corp
Mythical
The Elements","Lunar
Lunar
Solar
Solar","N/A
N/A
N/A
N/A",44.94,221,13,17.00,0.506,0.385,5,8,1,4949,2860,2089,11,6,23,31,0.355,358.92,207.42,151.50,0.80,0.44,1.67,2.25,380.69,220.00,160.69,0.85,0.46,1.77,2.38,28,27,2.03,1.96,2.15,2.08,111,8.05,8.54,0.24
Elite,RSC008408,LoonaStarrr,"Menthol
Krakens
Commanders","Minty Fresh
Tyrants of the Sea
The King's Court","Lunar
Lunar
Lunar","N/A
N/A
N/A",44.84,708,47,15.06,0.451,0.298,14,33,4,14970,8090,6880,26,23,64,114,0.228,338.89,183.14,155.75,0.59,0.52,1.45,2.58,318.51,172.13,146.38,0.55,0.49,1.36,2.43,93,135,2.11,3.06,1.98,2.87,389,8.81,8.28,0.35
Elite,RSC008403,mightie31,Menthol,Minty Fresh,Lunar,N/A,44.31,130,8,16.25,0.465,0.375,3,5,1,2693,1580,1113,9,3,6,23,0.391,332.02,194.80,137.22,1.11,0.37,0.74,2.84,336.63,197.50,139.13,1.13,0.38,0.75,2.88,17,20,2.10,2.47,2.13,2.50,68,8.38,8.50,0.29
Elite,RSC000016,Beans,Embezzlers,Shell Corp,Lunar,N/A,43.97,59,4,14.75,0.287,0.000,0,4,0,1202,600,602,2,2,4,10,0.200,326.53,163.00,163.54,0.54,0.54,1.09,2.72,300.50,150.00,150.50,0.50,0.50,1.00,2.50,5,12,1.36,3.26,1.25,3.00,34,9.24,8.50,0.35
Elite,RSC006218,Stingray,Legati,The Sovereign,Lunar,N/A,43.75,382,26,14.69,0.476,0.462,12,14,1,8071,4130,3941,15,15,27,53,0.283,338.64,173.29,165.36,0.63,0.63,1.13,2.22,310.42,158.85,151.58,0.58,0.58,1.04,2.04,53,62,2.22,2.60,2.04,2.38,188,7.89,7.23,0.33
Elite,RSC013988,zzekeex,Commanders,The King's Court,Lunar,N/A,43.50,66,4,16.50,0.310,0.250,1,3,1,1360,810,550,4,2,4,11,0.364,330.27,196.71,133.57,0.97,0.49,0.97,2.67,340.00,202.50,137.50,1.00,0.50,1.00,2.75,9,18,2.19,4.37,2.25,4.50,38,9.23,9.50,0.47
Elite,RSC006745,Angel <3,Frame Skips,Inconveniences,Solar,N/A,42.40,222,12,18.50,0.489,0.500,6,6,2,4306,2730,1576,9,13,17,33,0.273,310.88,197.10,113.78,0.65,0.94,1.23,2.38,358.83,227.50,131.33,0.75,1.08,1.42,2.75,33,35,2.38,2.53,2.75,2.92,113,8.16,9.42,0.31
Elite,RSC005308,6 lbs of Yeet,Pixel Picassos,Art Club,Solar,N/A,42.38,264,16,16.50,0.509,0.500,8,8,0,5495,3410,2085,14,9,23,41,0.341,333.61,207.03,126.58,0.85,0.55,1.40,2.49,343.44,213.13,130.31,0.88,0.56,1.44,2.56,41,39,2.49,2.37,2.56,2.44,132,8.01,8.25,0.30
Elite,RSC002691,iSuperiorAlpha,"Krakens
Forest Cobra
Fire","Tyrants of the Sea
Venom Lab
The Elements","Lunar
Lunar
Solar","N/A
N/A
N/A",42.38,285,19,15.00,0.492,0.474,9,10,1,5590,3100,2490,13,13,14,45,0.289,314.37,174.34,140.03,0.73,0.73,0.79,2.53,294.21,163.16,131.05,0.68,0.68,0.74,2.37,41,43,2.31,2.42,2.16,2.26,153,8.60,8.05,0.28
Elite,RSC005508,Lil Windex,"Black Widows
Commanders","Buggin Out
The King's Court","Solar
Lunar","N/A
N/A",41.67,927,59,15.71,0.478,0.441,26,33,5,19111,10510,8601,38,25,78,156,0.244,330.43,181.72,148.71,0.66,0.43,1.35,2.70,323.92,178.14,145.78,0.64,0.42,1.32,2.64,115,138,1.99,2.39,1.95,2.34,473,8.18,8.02,0.29
Elite,RSC003830,bradyK-,Great Whites,Shark Attack,Solar,N/A,40.96,904,57,15.86,0.508,0.561,32,25,7,19343,10950,8393,41,28,84,125,0.328,342.95,194.14,148.81,0.73,0.50,1.49,2.22,339.35,192.11,147.25,0.72,0.49,1.47,2.19,141,132,2.50,2.34,2.47,2.32,429,7.61,7.53,0.31
Elite,RSC008102,Talent?,Peerless Scarred,The Rising,Solar,N/A,40.50,869,52,16.71,0.506,0.500,26,26,8,17399,9650,7749,38,25,62,150,0.253,320.91,177.99,142.92,0.70,0.46,1.14,2.77,334.60,185.58,149.02,0.73,0.48,1.19,2.88,116,110,2.14,2.03,2.23,2.12,417,7.69,8.02,0.26
Elite,RSC002892,nickm,Raptors,Mach Velocity,Lunar,N/A,40.27,866,56,15.46,0.443,0.339,19,37,4,17138,8770,8368,22,30,72,147,0.150,317.19,162.31,154.87,0.41,0.56,1.33,2.72,306.04,156.61,149.43,0.39,0.54,1.29,2.63,96,153,1.78,2.83,1.71,2.73,454,8.40,8.11,0.34
Elite,RSC001199,Classy,Menthol,Minty Fresh,Lunar,N/A,39.85,885,60,14.75,0.426,0.250,15,45,7,18908,9720,9188,27,26,90,122,0.221,342.44,176.04,166.40,0.49,0.47,1.63,2.21,315.13,162.00,153.13,0.45,0.43,1.50,2.03,95,175,1.72,3.17,1.58,2.92,515,9.33,8.58,0.34
Elite,RSC014523,Zyxi,Black Widows,Buggin Out,Solar,N/A,39.47,181,11,16.45,0.409,0.364,4,7,1,3850,2340,1510,9,6,18,24,0.375,340.92,207.21,133.71,0.80,0.53,1.59,2.13,350.00,212.73,137.27,0.82,0.55,1.64,2.18,25,39,2.21,3.45,2.27,3.55,105,9.30,9.55,0.37
Elite,RSC007187,Evil Gooby,Wheelchairs,The Quad Dynasty,Lunar,N/A,39.31,867,58,14.95,0.514,0.569,33,25,7,17284,8690,8594,32,33,51,129,0.248,319.52,160.65,158.87,0.59,0.61,0.94,2.38,298.00,149.83,148.17,0.55,0.57,0.88,2.22,136,121,2.51,2.24,2.34,2.09,409,7.56,7.05,0.30
Elite,RSC007033,Burnset,"Goliaths
Hellhounds","D20
Pawverse","Lunar
Solar","N/A
N/A",39.07,327,22,14.86,0.390,0.318,7,15,2,7133,3760,3373,18,5,25,46,0.391,349.62,184.30,165.33,0.88,0.25,1.23,2.25,324.23,170.91,153.32,0.82,0.23,1.14,2.09,33,66,1.62,3.23,1.50,3.00,204,10.00,9.27,0.32
Elite,RSC003427,(P|F)ineapple,"Kings
Raptors","The Casino
Mach Velocity","Lunar
Lunar","N/A
N/A",39.01,326,20,16.30,0.432,0.300,6,14,4,6615,3800,2815,13,11,29,50,0.260,325.23,186.83,138.40,0.64,0.54,1.43,2.46,330.75,190.00,140.75,0.65,0.55,1.45,2.50,42,63,2.06,3.10,2.10,3.15,193,9.49,9.65,0.33
Elite,RSC004650,solurr,Kings,The Casino,Lunar,N/A,38.78,1068,64,16.69,0.459,0.344,22,42,8,22551,12520,10031,49,28,94,152,0.322,338.43,187.89,150.54,0.74,0.42,1.41,2.28,352.36,195.63,156.73,0.77,0.44,1.47,2.38,131,186,1.97,2.79,2.05,2.91,601,9.02,9.39,0.31
Elite,RSC014807,Bn88le,Hellhounds,Pawverse,Solar,N/A,38.37,104,7,14.86,0.300,0.286,2,5,1,2278,1340,938,4,5,12,9,0.444,351.07,206.51,144.56,0.62,0.77,1.85,1.39,325.43,191.43,134.00,0.57,0.71,1.71,1.29,9,23,1.39,3.54,1.29,3.29,68,10.48,9.71,0.34
Elite,RSC012908,Yovanny,"Despair
Menthol","The Shadows
Minty Fresh","Lunar
Lunar","N/A
N/A",38.14,128,8,16.00,0.398,0.250,2,6,0,2536,1400,1136,7,4,6,20,0.350,317.55,175.31,142.25,0.88,0.50,0.75,2.50,317.00,175.00,142.00,0.88,0.50,0.75,2.50,17,27,2.13,3.38,2.13,3.38,77,9.64,9.63,0.35
Elite,RSC006945,nuummite,Tiny Terrors,The Romp,Lunar,N/A,37.97,565,33,17.12,0.524,0.545,18,15,1,11291,6470,4821,23,22,45,82,0.280,320.30,183.54,136.76,0.65,0.62,1.28,2.33,342.15,196.06,146.09,0.70,0.67,1.36,2.48,90,76,2.55,2.16,2.73,2.30,255,7.23,7.73,0.30
Elite,RSC000617,Dav,Menthol,Minty Fresh,Lunar,N/A,37.81,215,16,13.44,0.325,0.125,2,14,1,4895,2560,2335,11,5,20,21,0.524,364.91,190.84,174.07,0.82,0.37,1.49,1.57,305.94,160.00,145.94,0.69,0.31,1.25,1.31,20,54,1.49,4.03,1.25,3.38,143,10.66,8.94,0.38
Elite,RSC005287,Taiga,"Embezzlers
Goliaths","Shell Corp
D20","Lunar
Lunar","N/A
N/A",37.24,458,27,16.96,0.474,0.444,12,15,3,9897,5300,4597,16,16,48,50,0.320,346.35,185.48,160.87,0.56,0.56,1.68,1.75,366.56,196.30,170.26,0.59,0.59,1.78,1.85,64,76,2.24,2.66,2.37,2.81,258,9.03,9.56,0.29
Elite,RSC008479,Yaki,Black Widows,Buggin Out,Solar,N/A,36.60,959,59,16.25,0.469,0.407,24,35,5,19033,10370,8663,40,30,68,147,0.272,318.10,173.32,144.79,0.67,0.50,1.14,2.46,322.59,175.76,146.83,0.68,0.51,1.15,2.49,127,164,2.12,2.74,2.15,2.78,513,8.57,8.69,0.32
Elite,RSC005257,P0pfgf,Peerless Scarred,The Rising,Solar,N/A,34.19,390,23,16.96,0.488,0.478,11,12,2,7838,4300,3538,13,12,37,55,0.236,322.12,176.72,145.40,0.53,0.49,1.52,2.26,340.78,186.96,153.83,0.57,0.52,1.61,2.39,49,53,2.01,2.18,2.13,2.30,203,8.34,8.83,0.26
Elite,RSC012931,daysil,Hellhounds,Pawverse,Solar,N/A,33.77,848,55,15.42,0.467,0.364,20,35,5,17244,9030,8214,34,21,68,118,0.288,325.93,170.67,155.25,0.64,0.40,1.29,2.23,313.53,164.18,149.35,0.62,0.38,1.24,2.15,113,147,2.14,2.78,2.05,2.67,453,8.56,8.24,0.32
Elite,RSC008655,ReL Corsa,"Fire
Kings","The Elements
The Casino","Solar
Lunar","N/A
N/A",33.53,731,42,17.40,0.446,0.286,12,30,4,14909,7790,7119,24,12,73,114,0.211,326.89,170.80,156.09,0.53,0.26,1.60,2.50,354.98,185.48,169.50,0.57,0.29,1.74,2.71,84,126,1.84,2.76,2.00,3.00,420,9.21,10.00,0.30
Elite,RSC005959,Yurrbo?,"Krakens
Black Widows","Tyrants of the Sea
Buggin Out","Lunar
Solar","N/A
N/A",32.91,158,10,15.80,0.330,0.000,0,10,0,3041,1670,1371,6,6,11,22,0.273,308.49,169.41,139.08,0.61,0.61,1.12,2.23,304.10,167.00,137.10,0.60,0.60,1.10,2.20,18,41,1.83,4.16,1.80,4.10,92,9.33,9.20,0.45
Elite,RSC000787,buckle,"Black Widows
Gelato
Leopards","Buggin Out
Fifty-Fifty Pizzeria
Safari","Solar
Lunar
Solar","N/A
N/A
N/A",32.32,204,12,17.00,0.408,0.417,5,7,3,4093,2330,1763,7,6,21,28,0.250,321.58,183.06,138.52,0.55,0.47,1.65,2.20,341.08,194.17,146.92,0.58,0.50,1.75,2.33,22,36,1.73,2.83,1.83,3.00,103,8.09,8.58,0.35
Elite,RSC008590,Zaruo,Embezzlers,Shell Corp,Lunar,N/A,32.26,32,2,16.00,0.243,0.000,0,2,0,712,370,342,2,1,2,2,1.000,356.62,185.32,171.30,1.00,0.50,1.00,1.00,356.00,185.00,171.00,1.00,0.50,1.00,1.00,4,9,2.00,4.51,2.00,4.50,17,8.51,8.50,0.53
Elite,RSC004109,Hawkish,Basilisks,Mythical,Solar,N/A,31.82,875,52,16.83,0.491,0.519,27,25,3,16508,9460,7048,38,25,60,141,0.270,302.39,173.28,129.10,0.70,0.46,1.10,2.58,317.46,181.92,135.54,0.73,0.48,1.15,2.71,127,136,2.33,2.49,2.44,2.62,409,7.49,7.87,0.33
Elite,RSC007655,Geo,"Hellhounds
Orochi","Pawverse
The Shrine","Solar
Solar","N/A
N/A",31.64,772,50,15.44,0.472,0.360,18,32,1,14997,8220,6777,31,25,56,107,0.290,311.36,170.66,140.70,0.64,0.52,1.16,2.22,299.94,164.40,135.54,0.62,0.50,1.12,2.14,103,128,2.14,2.66,2.06,2.56,395,8.20,7.90,0.32
Elite,RSC008535,Motion Aqua,Hellhounds,Pawverse,Solar,N/A,31.51,127,8,15.88,0.403,0.375,3,5,1,2494,1530,964,5,4,13,18,0.278,314.75,193.09,121.66,0.63,0.50,1.64,2.27,311.75,191.25,120.50,0.63,0.50,1.63,2.25,16,25,2.02,3.16,2.00,3.13,75,9.47,9.38,0.33
Elite,RSC000923,Stemantics,Raptors,Mach Velocity,Lunar,N/A,30.68,477,31,15.39,0.464,0.452,14,17,2,9399,4820,4579,17,17,34,57,0.298,315.82,161.96,153.86,0.57,0.57,1.14,1.92,303.19,155.48,147.71,0.55,0.55,1.10,1.84,64,82,2.15,2.76,2.06,2.65,256,8.60,8.26,0.32
Elite,RSC007129,EKA Luminous,Embezzlers,Shell Corp,Lunar,N/A,30.39,345,21,16.43,0.444,0.333,7,14,3,6735,4040,2695,14,10,33,49,0.286,312.89,187.69,125.20,0.65,0.46,1.53,2.28,320.71,192.38,128.33,0.67,0.48,1.57,2.33,48,67,2.23,3.11,2.29,3.19,189,8.78,9.00,0.35
Elite,RSC013021,Trvyn,Goliaths,D20,Lunar,N/A,29.34,717,47,15.26,0.501,0.553,26,21,4,14250,7470,6780,19,23,71,87,0.218,318.55,166.99,151.56,0.42,0.51,1.59,1.94,303.19,158.94,144.26,0.40,0.49,1.51,1.85,94,93,2.10,2.08,2.00,1.98,414,9.25,8.81,0.22
Elite,RSC007327,ResetTillBurger,Black-Holes,The Cosmos,Solar,N/A,28.55,57,4,14.25,0.445,0.250,1,3,1,1106,620,486,2,2,5,7,0.286,311.00,174.34,136.66,0.56,0.56,1.41,1.97,276.50,155.00,121.50,0.50,0.50,1.25,1.75,9,11,2.53,3.09,2.25,2.75,29,8.15,7.25,0.38
Elite,RSC007143,OmniMurders,Fire,The Elements,Solar,N/A,28.47,65,4,16.25,0.470,0.750,3,1,0,1189,600,589,2,2,4,10,0.200,293.19,147.95,145.24,0.49,0.49,0.99,2.47,297.25,150.00,147.25,0.50,0.50,1.00,2.50,8,9,1.97,2.22,2.00,2.25,26,6.41,6.50,0.35
Elite,RSC008324,huday,"Kings
Krakens","The Casino
Tyrants of the Sea","Lunar
Lunar","N/A
N/A",27.62,418,25,16.72,0.482,0.480,12,13,1,7784,4300,3484,15,13,31,60,0.250,298.47,164.88,133.59,0.58,0.50,1.19,2.30,311.36,172.00,139.36,0.60,0.52,1.24,2.40,57,64,2.19,2.45,2.28,2.56,219,8.40,8.76,0.29
Elite,RSC006459,Daylon,Forge Defenders,Dwarf Haven,Lunar,N/A,27.55,73,4,18.25,0.314,0.250,1,3,1,1161,540,621,1,3,3,14,0.071,254.91,118.56,136.35,0.22,0.66,0.66,3.07,290.25,135.00,155.25,0.25,0.75,0.75,3.50,6,13,1.32,2.85,1.50,3.25,35,7.68,8.75,0.37
Elite,RSC008132,NastyNate,Embezzlers,Shell Corp,Lunar,N/A,27.03,205,14,14.64,0.396,0.143,2,12,0,3845,1920,1925,5,7,16,27,0.185,300.62,150.11,150.51,0.39,0.55,1.25,2.11,274.64,137.14,137.50,0.36,0.50,1.14,1.93,20,36,1.56,2.81,1.43,2.57,113,8.83,8.07,0.32
Elite,RSC002161,TheAngryTryhard,"Raptors
Menthol","Mach Velocity
Minty Fresh","Lunar
Lunar","N/A
N/A",26.35,865,59,14.66,0.417,0.288,17,42,3,17088,8350,8738,22,16,84,115,0.191,316.63,154.72,161.91,0.41,0.30,1.56,2.13,289.63,141.53,148.10,0.37,0.27,1.42,1.95,83,167,1.54,3.09,1.41,2.83,497,9.21,8.42,0.34
Elite,RSC013995,not.gabe3,Basilisks,Mythical,Solar,N/A,25.43,140,9,15.56,0.481,0.444,4,5,0,2446,1230,1216,4,4,8,23,0.174,280.03,140.82,139.21,0.46,0.46,0.92,2.63,271.78,136.67,135.11,0.44,0.44,0.89,2.56,21,23,2.40,2.63,2.33,2.56,64,7.33,7.11,0.36
Elite,RSC008596,TikTok Chxnsse,"Krakens
Hellhounds","Tyrants of the Sea
Pawverse","Lunar
Solar","N/A
N/A",22.31,122,8,15.25,0.335,0.250,2,6,0,2670,1220,1450,2,0,18,12,0.167,350.77,160.28,190.50,0.26,0.00,2.36,1.58,333.75,152.50,181.25,0.25,0.00,2.25,1.50,8,19,1.05,2.50,1.00,2.38,74,9.72,9.25,0.26
Elite,RSC003561,Dooober,Sloths,The Jungle,Solar,N/A,21.03,418,24,17.42,0.476,0.458,11,13,2,7696,4210,3486,16,9,32,56,0.286,295.10,161.43,133.67,0.61,0.35,1.23,2.15,320.67,175.42,145.25,0.67,0.38,1.33,2.33,55,64,2.11,2.45,2.29,2.67,228,8.74,9.50,0.28
Elite,RSC007346,Mai,Forge Defenders,Dwarf Haven,Lunar,N/A,20.31,65,4,16.25,0.625,0.750,3,1,0,1221,660,561,4,2,2,6,0.667,301.08,162.74,138.33,0.99,0.49,0.49,1.48,305.25,165.00,140.25,1.00,0.50,0.50,1.50,10,6,2.47,1.48,2.50,1.50,40,9.86,10.00,0.15
Elite,RSC003277,Miikey.RL,Basilisks,Mythical,Solar,N/A,20.26,61,4,15.25,0.416,0.250,1,3,0,1161,660,501,2,2,6,6,0.333,305.06,173.42,131.64,0.53,0.53,1.58,1.58,290.25,165.00,125.25,0.50,0.50,1.50,1.50,8,11,2.10,2.89,2.00,2.75,29,7.62,7.25,0.38
Elite,RSC008955,Ivellios,Menthol,Minty Fresh,Lunar,N/A,18.79,496,35,14.17,0.420,0.257,9,26,3,9016,4740,4276,17,8,39,69,0.246,291.35,153.17,138.18,0.55,0.26,1.26,2.23,257.60,135.43,122.17,0.49,0.23,1.11,1.97,53,94,1.71,3.04,1.51,2.69,269,8.69,7.69,0.35
Elite,RSC008230,ShelbyCyan,Orochi,The Shrine,Solar,N/A,18.74,357,22,16.23,0.462,0.545,12,10,3,6537,3850,2687,15,8,30,45,0.333,293.49,172.85,120.64,0.67,0.36,1.35,2.02,297.14,175.00,122.14,0.68,0.36,1.36,2.05,50,63,2.24,2.83,2.27,2.86,211,9.47,9.59,0.30
Elite,RSC014539,Waffles. | #ForStytes,Basilisks,Mythical,Solar,N/A,17.70,69,4,17.25,0.336,0.250,1,3,0,1396,680,716,0,3,10,3,0.000,324.27,157.96,166.32,0.00,0.70,2.32,0.70,349.00,170.00,179.00,0.00,0.75,2.50,0.75,8,15,1.86,3.48,2.00,3.75,42,9.76,10.50,0.36
Elite,RSC008584,Twiz Rikow,Kings,The Casino,Lunar,N/A,14.55,53,4,13.25,0.232,0.000,0,4,0,924,420,504,1,1,4,7,0.143,279.43,127.01,152.42,0.30,0.30,1.21,2.12,231.00,105.00,126.00,0.25,0.25,1.00,1.75,3,10,0.91,3.02,0.75,2.50,30,9.07,7.50,0.33
Elite,RSC007512,BigGreenRL,Fire,The Elements,Solar,N/A,12.23,65,4,16.25,0.470,0.750,3,1,1,1183,690,493,3,0,6,9,0.333,291.71,170.14,121.57,0.74,0.00,1.48,2.22,295.75,172.50,123.25,0.75,0.00,1.50,2.25,8,9,1.97,2.22,2.00,2.25,26,6.41,6.50,0.35
Elite,RSC006933,gamita,Krakens,Tyrants of the Sea,Lunar,N/A,7.77,128,8,16.00,0.488,0.375,3,5,0,1983,1060,923,2,7,8,11,0.182,248.31,132.73,115.58,0.25,0.88,1.00,1.38,247.88,132.50,115.38,0.25,0.88,1.00,1.38,17,18,2.13,2.25,2.13,2.25,61,7.64,7.63,0.30
Elite,RSC006613,steel.reserve,Afterburners,Remove Before Flight,Solar,N/A,6.74,399,24,16.63,0.421,0.292,7,17,0,6792,3420,3372,9,8,34,42,0.214,272.84,137.38,135.45,0.36,0.32,1.37,1.69,283.00,142.50,140.50,0.38,0.33,1.42,1.75,39,66,1.57,2.65,1.63,2.75,231,9.28,9.63,0.29
Elite,RSC008554,golden4789,Fire,The Elements,Solar,N/A,6.44,13,1,13.00,0.000,1.000,1,0,0,176,60,116,0,1,0,1,0.000,216.99,73.97,143.02,0.00,1.23,0.00,1.23,176.00,60.00,116.00,0.00,1.00,0.00,1.00,2,0,2.47,0.00,2.00,0.00,9,11.10,9.00,0.00
Elite,RSC007855,Dub_Dill,Fire,The Elements,Solar,N/A,-1.88,256,16,16.00,0.323,0.063,1,15,0,3501,1790,1711,5,7,12,34,0.147,219.19,112.07,107.12,0.31,0.44,0.75,2.13,218.81,111.88,106.94,0.31,0.44,0.75,2.13,21,59,1.31,3.69,1.31,3.69,142,8.89,8.88,0.42
