Tier,RSC ID,Player Name,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Prospect,RSC000775,Lucky Ducky,Isopods,The Abyss,Lunar,57.4,91,7,0.524,0.714,5,2,2291,1430,861,7,4,7,18,38.9%,336.6,210.1,126.5,1.03,0.59,1.03,2.64,327.3,204.3,123.0,1.0,0.57,1.0,2.57,17,16,2.5,2.35,2.43,2.29
Prospect,RSC000379,Topsgod,Zomberries,Spooky Breakfast Gang,Solar,57.0,94,7,0.418,0.429,3,4,2628,1370,1258,8,1,7,17,47.1%,373.8,194.9,178.9,1.14,0.14,1.0,2.42,375.4,195.7,179.7,1.14,0.14,1.0,2.43,18,22,2.56,3.13,2.57,3.14
Prospect,,Jimmy Long Toes,Nebelungs,The Cat Cafe,Solar,56.6,102,8,0.348,0.375,3,5,2760,1480,1280,6,4,11,13,46.2%,361.8,194.0,167.8,0.79,0.52,1.44,1.7,345.0,185.0,160.0,0.75,0.5,1.38,1.63,17,25,2.23,3.28,2.13,3.13
Prospect,,Limited,Punch-Outs,8-Bit Brigade,Lunar,56.5,103,7,0.572,0.571,4,3,2574,1530,1044,8,3,7,23,34.8%,334.1,198.6,135.5,1.04,0.39,0.91,2.99,367.7,218.6,149.1,1.14,0.43,1.0,3.29,17,14,2.21,1.82,2.43,2.0
Prospect,RSC001002,Zar235,Legends of Tomorrow,The Comic Crusaders,Solar,55.5,77,6,0.682,0.833,5,1,2009,1230,779,7,3,5,13,53.8%,348.8,213.6,135.3,1.22,0.52,0.87,2.26,334.8,205.0,129.8,1.17,0.5,0.83,2.17,22,14,3.82,2.43,3.67,2.33
Prospect,RSC000590,Clemsontiger206,Nebelungs,The Cat Cafe,Solar,55.5,76,6,0.302,0.333,2,4,1858,960,898,5,3,3,16,31.3%,326.8,168.9,158.0,0.88,0.53,0.53,2.81,309.7,160.0,149.7,0.83,0.5,0.5,2.67,12,20,2.11,3.52,2.0,3.33
Prospect,RSC000813,Ziggy.,Ravagers,The Swarm,Solar,55.4,105,8,0.432,0.375,3,5,2485,1390,1095,5,6,8,19,26.3%,316.4,177.0,139.4,0.64,0.76,1.02,2.42,310.6,173.8,136.9,0.63,0.75,1.0,2.38,15,18,1.91,2.29,1.88,2.25
Prospect,RSC001004,Rogers,Dolphins,The Ocean,Solar,55.4,107,8,0.622,0.625,5,3,2628,1490,1138,3,6,15,14,21.4%,328.4,186.2,142.2,0.37,0.75,1.87,1.75,328.5,186.3,142.3,0.38,0.75,1.88,1.75,22,16,2.75,2.0,2.75,2.0
Prospect,RSC001046,Fourcyclones,Snow Owls,Polar Vortex,Lunar,55.1,32,3,0.673,0.667,2,1,715,260,455,0,2,2,6,0.0%,298.7,108.6,190.1,0.0,0.84,0.84,2.51,238.3,86.7,151.7,0.0,0.67,0.67,2.0,5,3,2.09,1.25,1.67,1.0
Prospect,RSC000946,Rebel,Cucumbers,The Garden,Lunar,54.6,97,8,0.419,0.375,3,5,2357,1190,1167,4,3,9,19,21.1%,324.9,164.0,160.8,0.55,0.41,1.24,2.62,294.6,148.8,145.9,0.5,0.38,1.13,2.38,18,22,2.48,3.03,2.25,2.75
Prospect,RSC000937,Center Ball Johnson,Compost Bins,Waste Management,Solar,54.3,80,6,0.41,0.167,1,5,2140,1170,970,6,2,7,12,50.0%,357.6,195.5,162.1,1.0,0.33,1.17,2.01,356.7,195.0,161.7,1.0,0.33,1.17,2.0,11,14,1.84,2.34,1.83,2.33
Prospect,RSC000646,Munski,Isopods,The Abyss,Lunar,53.1,94,7,0.6,0.714,5,2,2079,1360,719,5,4,9,21,23.8%,295.7,193.4,102.3,0.71,0.57,1.28,2.99,297.0,194.3,102.7,0.71,0.57,1.29,3.0,17,13,2.42,1.85,2.43,1.86
Prospect,RSC001982,Me Weeney,Wintergreen,Minty Fresh,Lunar,52.9,100,7,0.62,0.714,5,2,2337,1440,897,7,2,8,24,29.2%,312.4,192.5,119.9,0.94,0.27,1.07,3.21,333.9,205.7,128.1,1.0,0.29,1.14,3.43,18,13,2.41,1.74,2.57,1.86
Prospect,RSC001913,Spac3,Spartans,The Sovereign,Lunar,52.1,123,8,0.355,0.25,2,6,2971,1620,1351,7,4,10,22,31.8%,322.9,176.1,146.8,0.76,0.43,1.09,2.39,371.4,202.5,168.9,0.88,0.5,1.25,2.75,17,25,1.85,2.72,2.13,3.13
Prospect,,Anomaly,Compost Bins,Waste Management,Solar,52.0,103,8,0.428,0.25,2,6,2436,1220,1216,5,5,6,17,29.4%,316.2,158.4,157.8,0.65,0.65,0.78,2.21,304.5,152.5,152.0,0.63,0.63,0.75,2.13,14,17,1.82,2.21,1.75,2.13
Prospect,RSC000995,Xx_Pink_Man95_Xx,Punch-Outs,8-Bit Brigade,Lunar,52.0,96,7,0.577,0.571,4,3,2442,1360,1082,5,1,13,16,31.3%,340.1,189.4,150.7,0.7,0.14,1.81,2.23,348.9,194.3,154.6,0.71,0.14,1.86,2.29,16,13,2.23,1.81,2.29,1.86
Prospect,,Mauidestroya,Mambas,The Serpents,Solar,52.0,93,7,0.525,0.429,3,4,2111,970,1141,2,4,8,17,11.8%,303.5,139.4,164.0,0.29,0.58,1.15,2.44,301.6,138.6,163.0,0.29,0.57,1.14,2.43,16,15,2.3,2.16,2.29,2.14
Prospect,,Suicide Squeeze,Wintergreen,Minty Fresh,Lunar,51.5,69,5,0.712,0.8,4,1,1648,1000,648,5,4,4,10,50.0%,319.3,193.8,125.6,0.97,0.78,0.78,1.94,329.6,200.0,129.6,1.0,0.8,0.8,2.0,16,9,3.1,1.74,3.2,1.8
Prospect,RSC000441,Wolfocus,Compost Bins,Waste Management,Solar,51.2,82,6,0.308,0.167,1,5,1761,930,831,2,3,8,18,11.1%,287.1,151.6,135.5,0.33,0.49,1.3,2.93,293.5,155.0,138.5,0.33,0.5,1.33,3.0,8,14,1.3,2.28,1.33,2.33
Prospect,RSC000091,Bousquet,Isopods,The Abyss,Lunar,50.2,86,7,0.446,0.571,4,3,1932,840,1092,3,2,5,19,15.8%,300.3,130.6,169.8,0.47,0.31,0.78,2.95,276.0,120.0,156.0,0.43,0.29,0.71,2.71,13,15,2.02,2.33,1.86,2.14
Prospect,RSC001936,Meka Fusion,Breadsticks,Fifty-Fifty Pizzeria,Solar,49.8,100,8,0.235,0.0,0,8,2493,1400,1093,11,2,0,20,55.0%,333.3,187.2,146.1,1.47,0.27,0.0,2.67,311.6,175.0,136.6,1.38,0.25,0.0,2.5,16,32,2.14,4.28,2.0,4.0
Prospect,,Mattyice,Templars,The Order,Lunar,49.1,118,8,0.291,0.375,3,5,2946,1590,1356,7,1,13,19,36.8%,333.8,180.1,153.6,0.79,0.11,1.47,2.15,368.3,198.8,169.5,0.88,0.13,1.63,2.38,14,25,1.59,2.83,1.75,3.13
Prospect,RSC001948,Fetzy,Air Buds,Puppy Paradise,Solar,49.1,73,5,0.432,0.4,2,3,1715,900,815,3,3,7,10,30.0%,314.1,164.8,149.3,0.55,0.55,1.28,1.83,343.0,180.0,163.0,0.6,0.6,1.4,2.0,10,12,1.83,2.2,2.0,2.4
Prospect,,Kcaz_Modo,Gallimimus,Dino Park,Solar,49.0,83,7,0.789,1.0,7,0,1819,910,909,3,6,4,11,27.3%,293.0,146.6,146.4,0.48,0.97,0.64,1.77,259.9,130.0,129.9,0.43,0.86,0.57,1.57,19,8,3.06,1.29,2.71,1.14
Prospect,RSC000230,Chronic Lies,Ravagers,The Swarm,Solar,48.9,105,8,0.432,0.375,3,5,2317,1290,1027,4,4,10,19,21.1%,295.0,164.3,130.8,0.51,0.51,1.27,2.42,289.6,161.3,128.4,0.5,0.5,1.25,2.38,15,18,1.91,2.29,1.88,2.25
Prospect,,Agamecp,Care Bears,The Bear Den,Solar,48.7,62,5,0.5,0.6,3,2,1628,930,698,4,0,9,8,50.0%,351.1,200.5,150.5,0.86,0.0,1.94,1.73,325.6,186.0,139.6,0.8,0.0,1.8,1.6,10,10,2.16,2.16,2.0,2.0
Prospect,,Psychic_Rock,Soul,The Elements,Lunar,48.6,88,7,0.402,0.286,2,5,2119,1130,989,4,2,10,13,30.8%,321.9,171.7,150.3,0.61,0.3,1.52,1.98,302.7,161.4,141.3,0.57,0.29,1.43,1.86,14,18,2.13,2.73,2.0,2.57
Prospect,RSC000764,Kylar Stern,Mambas,The Serpents,Solar,48.0,97,7,0.413,0.286,2,5,2465,1380,1085,8,2,7,13,61.5%,339.7,190.2,149.5,1.1,0.28,0.96,1.79,352.1,197.1,155.0,1.14,0.29,1.0,1.86,16,20,2.21,2.76,2.29,2.86
Prospect,RSC001942,Dendro,Care Bears,The Bear Den,Solar,47.7,72,6,0.374,0.5,3,3,1676,870,806,4,2,5,12,33.3%,311.2,161.5,149.7,0.74,0.37,0.93,2.23,279.3,145.0,134.3,0.67,0.33,0.83,2.0,10,14,1.86,2.6,1.67,2.33
Prospect,,Atoll5,Supernova,The Cosmos,Lunar,47.1,84,7,0.4,0.286,2,5,1969,960,1009,5,1,5,16,31.3%,313.4,152.8,160.6,0.8,0.16,0.8,2.55,281.3,137.1,144.1,0.71,0.14,0.71,2.29,9,12,1.43,1.91,1.29,1.71
Prospect,,Cheechoo777,Kappas,Meme Machine,Solar,47.0,97,7,0.478,0.714,5,2,2004,1170,834,5,6,4,17,29.4%,276.2,161.3,114.9,0.69,0.83,0.55,2.34,286.3,167.1,119.1,0.71,0.86,0.57,2.43,17,18,2.34,2.48,2.43,2.57
Prospect,RSC000534,Blood12Aven,Compost Bins,Waste Management,Solar,46.7,44,4,0.652,0.5,2,2,908,320,588,1,3,0,7,14.3%,275.9,97.2,178.7,0.3,0.91,0.0,2.13,227.0,80.0,147.0,0.25,0.75,0.0,1.75,9,6,2.73,1.82,2.25,1.5
Prospect,RSC000729,Jack,Nebelungs,The Cat Cafe,Solar,46.4,102,8,0.348,0.375,3,5,2342,1310,1032,6,3,8,16,37.5%,307.0,171.7,135.3,0.79,0.39,1.05,2.1,292.8,163.8,129.0,0.75,0.38,1.0,2.0,17,25,2.23,3.28,2.13,3.13
Prospect,RSC000182,Goose,Drizzle,Storm,Solar,46.3,79,6,0.672,0.667,4,2,1830,980,850,5,2,5,13,38.5%,309.7,165.8,143.8,0.85,0.34,0.85,2.2,305.0,163.3,141.7,0.83,0.33,0.83,2.17,16,10,2.71,1.69,2.67,1.67
Prospect,RSC000253,Musah,Spartans,The Sovereign,Lunar,45.8,111,7,0.438,0.286,2,5,2400,1490,910,6,4,10,19,31.6%,289.1,179.5,109.6,0.72,0.48,1.2,2.29,342.9,212.9,130.0,0.86,0.57,1.43,2.71,17,20,2.05,2.41,2.43,2.86
Prospect,RSC000442,Lynky,Gorgons,πολύ κεφάλη,Lunar,45.6,106,8,0.292,0.25,2,6,2466,1050,1416,3,2,10,15,20.0%,311.0,132.4,178.6,0.38,0.25,1.26,1.89,308.3,131.3,177.0,0.38,0.25,1.25,1.88,11,20,1.39,2.52,1.38,2.5
Prospect,,Frawd.,Zomberries,Spooky Breakfast Gang,Solar,45.3,57,4,0.436,0.5,2,2,1255,770,485,3,3,5,7,42.9%,294.4,180.6,113.8,0.7,0.7,1.17,1.64,313.8,192.5,121.3,0.75,0.75,1.25,1.75,12,14,2.81,3.28,3.0,3.5
Prospect,RSC000090,Paranormalpancak,Kappas,Meme Machine,Solar,44.9,91,6,0.67,1.0,6,0,1996,1100,896,5,3,6,15,33.3%,293.2,161.6,131.6,0.73,0.44,0.88,2.2,332.7,183.3,149.3,0.83,0.5,1.0,2.5,19,12,2.79,1.76,3.17,2.0
Prospect,RSC000748,Aberinkula,Pioneer,Mission Control,Lunar,44.5,90,7,0.774,0.857,6,1,2274,1240,1034,6,1,10,9,66.7%,337.8,184.2,153.6,0.89,0.15,1.49,1.34,324.9,177.1,147.7,0.86,0.14,1.43,1.29,22,10,3.27,1.49,3.14,1.43
Prospect,,Dregun,Care Bears,The Bear Den,Solar,44.2,86,7,0.473,0.571,4,3,2016,910,1106,4,2,6,11,36.4%,313.4,141.5,171.9,0.62,0.31,0.93,1.71,288.0,130.0,158.0,0.57,0.29,0.86,1.57,14,15,2.18,2.33,2.0,2.14
Prospect,RSC000434,Animalnoise,Templars,The Order,Lunar,43.5,39,3,0.217,0.333,1,2,836,420,416,2,1,2,7,28.6%,286.6,144.0,142.6,0.69,0.34,0.69,2.4,278.7,140.0,138.7,0.67,0.33,0.67,2.33,5,11,1.71,3.77,1.67,3.67
Prospect,,Chazzthedr,Air Buds,Puppy Paradise,Solar,43.4,87,7,0.412,0.429,3,4,1884,990,894,5,0,6,19,26.3%,289.5,152.1,137.4,0.77,0.0,0.92,2.92,269.1,141.4,127.7,0.71,0.0,0.86,2.71,11,14,1.69,2.15,1.57,2.0
Prospect,RSC001720,Superduperbam,Uruks,Middle Earth,Lunar,42.7,111,7,0.257,0.143,1,6,2393,1480,913,7,3,9,18,38.9%,288.2,178.3,110.0,0.84,0.36,1.08,2.17,341.9,211.4,130.4,1.0,0.43,1.29,2.57,15,29,1.81,3.49,2.14,4.14
Prospect,,Chuggimus Prime,Wobbegongs,Shark Attack,Lunar,42.7,123,8,0.823,0.875,7,1,2463,1400,1063,7,4,5,25,28.0%,267.7,152.2,115.5,0.76,0.43,0.54,2.72,307.9,175.0,132.9,0.88,0.5,0.63,3.13,32,12,3.48,1.3,4.0,1.5
Prospect,RSC000567,Doctor Es,Zomberries,Spooky Breakfast Gang,Solar,42.0,67,5,0.68,0.6,3,2,1255,710,545,2,4,4,11,18.2%,250.4,141.7,108.8,0.4,0.8,0.8,2.19,251.0,142.0,109.0,0.4,0.8,0.8,2.2,16,10,3.19,2.0,3.2,2.0
Prospect,,Pendapanda,Gorgons,πολύ κεφάλη,Lunar,41.5,52,4,0.317,0.5,2,2,1121,530,591,2,1,4,8,25.0%,288.2,136.3,151.9,0.51,0.26,1.03,2.06,280.3,132.5,147.8,0.5,0.25,1.0,2.0,6,10,1.54,2.57,1.5,2.5
Prospect,,King Bonkk,Breadsticks,Fifty-Fifty Pizzeria,Solar,41.2,100,8,0.235,0.0,0,8,1983,1050,933,4,2,7,20,20.0%,265.1,140.4,124.7,0.53,0.27,0.94,2.67,247.9,131.3,116.6,0.5,0.25,0.88,2.5,16,32,2.14,4.28,2.0,4.0
Prospect,RSC000054,Blindvisionary,Sparks,Electric Mayhem,Lunar,40.7,41,3,0.655,1.0,3,0,1008,600,408,4,0,3,5,80.0%,328.7,195.6,133.0,1.3,0.0,0.98,1.63,336.0,200.0,136.0,1.33,0.0,1.0,1.67,9,6,2.93,1.96,3.0,2.0
Prospect,,Swimmer,Dolphins,The Ocean,Solar,40.6,107,8,0.622,0.625,5,3,2295,1260,1035,7,3,5,16,43.8%,286.8,157.4,129.3,0.87,0.37,0.62,2.0,286.9,157.5,129.4,0.88,0.38,0.63,2.0,22,16,2.75,2.0,2.75,2.0
Prospect,,Zombslayr,Air Buds,Puppy Paradise,Solar,40.4,70,5,0.337,0.2,1,4,1627,880,747,3,0,10,8,37.5%,310.7,168.1,142.7,0.57,0.0,1.91,1.53,325.4,176.0,149.4,0.6,0.0,2.0,1.6,9,14,1.72,2.67,1.8,2.8
Prospect,,Aatxerl,Soul,The Elements,Lunar,40.3,80,7,0.366,0.286,2,5,1723,750,973,4,3,2,10,40.0%,287.9,125.3,162.6,0.67,0.5,0.33,1.67,246.1,107.1,139.0,0.57,0.43,0.29,1.43,12,17,2.01,2.84,1.71,2.43
Prospect,,Xp卿,Uruks,Middle Earth,Lunar,39.2,98,6,0.231,0.167,1,5,2051,1230,821,4,2,12,13,30.8%,279.8,167.8,112.0,0.55,0.27,1.64,1.77,341.8,205.0,136.8,0.67,0.33,2.0,2.17,10,22,1.36,3.0,1.67,3.67
Prospect,RSC000095,Sexy Horse,Air Buds,Puppy Paradise,Solar,38.5,94,7,0.452,0.429,3,4,1810,880,930,4,5,2,13,30.8%,257.4,125.2,132.3,0.57,0.71,0.28,1.85,258.6,125.7,132.9,0.57,0.71,0.29,1.86,15,17,2.13,2.42,2.14,2.43
Prospect,,Bieles,Supernova,The Cosmos,Lunar,38.0,55,5,0.544,0.4,2,3,1163,400,763,1,2,3,5,20.0%,282.7,97.2,185.5,0.24,0.49,0.73,1.22,232.6,80.0,152.6,0.2,0.4,0.6,1.0,9,8,2.19,1.94,1.8,1.6
Prospect,RSC000213,Heartless,Gorgons,πολύ κεφάλη,Lunar,37.6,106,8,0.292,0.25,2,6,2253,1100,1153,5,1,8,15,33.3%,284.2,138.7,145.4,0.63,0.13,1.01,1.89,281.6,137.5,144.1,0.63,0.13,1.0,1.88,11,20,1.39,2.52,1.38,2.5
Prospect,RSC000828,Mattviaairwaves,Isopods,The Abyss,Lunar,37.4,41,3,0.358,0.333,1,2,882,500,382,3,1,2,5,60.0%,287.6,163.0,124.6,0.98,0.33,0.65,1.63,294.0,166.7,127.3,1.0,0.33,0.67,1.67,7,10,2.28,3.26,2.33,3.33
Prospect,,Hayhay,Sparks,Electric Mayhem,Lunar,37.4,71,5,0.608,0.6,3,2,1233,800,433,3,5,3,10,30.0%,232.2,150.6,81.5,0.56,0.94,0.56,1.88,246.6,160.0,86.6,0.6,1.0,0.6,2.0,17,13,3.2,2.45,3.4,2.6
Prospect,,Thykooch,Firecrackers,Fallout Shelter,Solar,36.8,34,3,0.183,0.0,0,3,643,320,323,1,0,3,7,14.3%,252.8,125.8,127.0,0.39,0.0,1.18,2.75,214.3,106.7,107.7,0.33,0.0,1.0,2.33,3,8,1.18,3.15,1.0,2.67
Prospect,,Notapro192,Gorgons,πολύ κεφάλη,Lunar,36.5,54,4,0.267,0.0,0,4,1209,670,539,1,1,10,2,50.0%,299.3,165.9,133.4,0.25,0.25,2.48,0.5,302.3,167.5,134.8,0.25,0.25,2.5,0.5,5,10,1.24,2.48,1.25,2.5
Prospect,RSC001040,Vote4Jr,Ravagers,The Swarm,Solar,35.4,105,8,0.432,0.375,3,5,2146,1280,866,6,2,9,13,46.2%,273.2,163.0,110.3,0.76,0.25,1.15,1.66,268.3,160.0,108.3,0.75,0.25,1.13,1.63,15,18,1.91,2.29,1.88,2.25
Prospect,RSC000221,Treefrog,Templars,The Order,Lunar,35.1,103,7,0.342,0.429,3,4,1996,1100,896,3,4,10,10,30.0%,259.1,142.8,116.3,0.39,0.52,1.3,1.3,285.1,157.1,128.0,0.43,0.57,1.43,1.43,13,20,1.69,2.6,1.86,2.86
Prospect,,Merlin,Snow Owls,Polar Vortex,Lunar,34.0,98,7,0.604,0.714,5,2,1971,1080,891,5,1,8,13,38.5%,268.9,147.3,121.6,0.68,0.14,1.09,1.77,281.6,154.3,127.3,0.71,0.14,1.14,1.86,16,12,2.18,1.64,2.29,1.71
