Tier,RSC ID,Player Name,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Prospect,RSC003763,Void,Snap-Its,Fallout Shelter,Solar,72.0,583,45,0.657,0.689,31,14,16094,9170,6924,40,31,52,102,39.2%,373.2,212.6,160.5,0.93,0.72,1.21,2.37,357.6,203.8,153.9,0.89,0.69,1.16,2.27,127,84,2.94,1.95,2.82,1.87
Prospect,RSC003127,Lim,Blacktips,Shark Attack,Lunar,71.9,56,5,0.5,0.4,2,3,1583,920,663,3,4,7,7,42.9%,382.1,222.1,160.0,0.72,0.97,1.69,1.69,316.6,184.0,132.6,0.6,0.8,1.4,1.4,8,8,1.93,1.93,1.6,1.6
Prospect,RSC003320,Jojomojo13,Okapis,The Jungle,Solar,68.1,804,56,0.731,0.768,43,13,19571,11770,7801,58,53,35,157,36.9%,329.1,197.9,131.2,0.98,0.89,0.59,2.64,349.5,210.2,139.3,1.04,0.95,0.63,2.8,192,102,3.23,1.71,3.43,1.82
Prospect,RSC003982,Ir2B_Bananaman,Barbarians,The Sovereign,Lunar,67.2,639,47,0.71,0.702,33,14,16524,9700,6824,41,34,54,120,34.2%,349.6,205.2,144.4,0.87,0.72,1.14,2.54,351.6,206.4,145.2,0.87,0.72,1.15,2.55,145,82,3.07,1.73,3.09,1.74
Prospect,RSC003311,Panda,Imperial Walkers,The Empire,Solar,66.8,707,56,0.503,0.5,28,28,18141,10260,7881,43,34,57,141,30.5%,346.9,196.2,150.7,0.82,0.65,1.09,2.7,323.9,183.2,140.7,0.77,0.61,1.02,2.52,124,123,2.37,2.35,2.21,2.2
Prospect,RSC000172,Bill Nye The Cat Guru,Snap-Its,Fallout Shelter,Solar,66.1,658,52,0.641,0.692,36,16,17129,9930,7199,47,35,47,113,41.6%,351.9,204.0,147.9,0.97,0.72,0.97,2.32,329.4,191.0,138.4,0.9,0.67,0.9,2.17,140,97,2.88,1.99,2.69,1.87
Prospect,RSC001768,Moldypbj,Sparks,Electric Mayhem,Lunar,64.2,454,34,0.594,0.588,20,14,11238,6530,4708,32,21,27,93,34.4%,334.6,194.4,140.2,0.95,0.63,0.8,2.77,330.5,192.1,138.5,0.94,0.62,0.79,2.74,88,69,2.62,2.05,2.59,2.03
Prospect,RSC003826,Bajesus666,Snap-Its,Fallout Shelter,Solar,63.1,624,49,0.657,0.714,35,14,15857,9400,6457,45,31,45,110,40.9%,343.5,203.6,139.9,0.97,0.67,0.97,2.38,323.6,191.8,131.8,0.92,0.63,0.92,2.24,136,90,2.95,1.95,2.78,1.84
Prospect,RSC003906,G0Ld3N,Dragonflies,The Swarm,Solar,63.1,741,52,0.511,0.481,25,27,20089,11250,8839,51,26,72,125,40.8%,366.5,205.2,161.2,0.93,0.47,1.31,2.28,386.3,216.3,170.0,0.98,0.5,1.38,2.4,142,138,2.59,2.52,2.73,2.65
Prospect,RSC000317,Tylr,Stargazers,The Abyss,Lunar,62.6,685,51,0.5,0.471,24,27,17615,9590,8025,37,30,63,124,29.8%,347.6,189.3,158.4,0.73,0.59,1.24,2.45,345.4,188.0,157.4,0.73,0.59,1.24,2.43,118,118,2.33,2.33,2.31,2.31
Prospect,RSC002847,Reeve,Rodan,Kaiju,Solar,62.1,511,33,0.577,0.606,20,13,12863,7890,4973,37,18,44,109,33.9%,340.3,208.7,131.6,0.98,0.48,1.16,2.88,389.8,239.1,150.7,1.12,0.55,1.33,3.3,93,76,2.46,2.01,2.82,2.3
Prospect,RSC003964,Stay Frosty Af,Supernova,The Cosmos,Solar,61.9,750,53,0.522,0.566,30,23,19589,10750,8839,50,25,62,140,35.7%,353.1,193.8,159.3,0.9,0.45,1.12,2.52,369.6,202.8,166.8,0.94,0.47,1.17,2.64,126,119,2.27,2.14,2.38,2.25
Prospect,RSC000005,Kli,Barbarians,The Sovereign,Lunar,61.5,448,36,0.641,0.667,24,12,11009,6290,4719,28,24,30,79,35.4%,332.2,189.8,142.4,0.84,0.72,0.91,2.38,305.8,174.7,131.1,0.78,0.67,0.83,2.19,94,65,2.84,1.96,2.61,1.81
Prospect,RSC002839,Retired,"Imperial Walkers
Gloom","The Empire
The Shadows",Solar,60.8,558,46,0.512,0.457,21,25,13980,7150,6830,35,17,33,115,30.4%,338.7,173.2,165.5,0.85,0.41,0.8,2.79,303.9,155.4,148.5,0.76,0.37,0.72,2.5,98,95,2.37,2.3,2.13,2.07
Prospect,RSC003329,Koirley,Air Buds,Puppy Paradise,Solar,60.6,582,41,0.431,0.415,17,24,14443,8210,6233,40,22,39,116,34.5%,335.5,190.7,144.8,0.93,0.51,0.91,2.69,352.3,200.2,152.0,0.98,0.54,0.95,2.83,93,111,2.16,2.58,2.27,2.71
Prospect,RSC002747,Der,Snap-Its,Fallout Shelter,Solar,60.4,286,22,0.522,0.545,12,10,7452,4600,2852,21,11,29,50,42.0%,352.2,217.4,134.8,0.99,0.52,1.37,2.36,338.7,209.1,129.6,0.95,0.5,1.32,2.27,56,53,2.65,2.51,2.55,2.41
Prospect,RSC002505,Jynxgaming24,Gallimimus,Dino Park,Lunar,59.6,640,48,0.405,0.438,21,27,16280,9240,7040,41,25,55,114,36.0%,343.9,195.2,148.7,0.87,0.53,1.16,2.41,339.2,192.5,146.7,0.85,0.52,1.15,2.38,106,135,2.24,2.85,2.21,2.81
Prospect,RSC003298,Easytactical™️,Titanoboas,The Serpents,Lunar,59.2,523,40,0.5,0.5,20,20,12602,7230,5372,32,29,34,88,36.4%,325.7,186.9,138.8,0.83,0.75,0.88,2.27,315.1,180.8,134.3,0.8,0.73,0.85,2.2,99,99,2.56,2.56,2.48,2.48
Prospect,RSC003958,Tanjiro-San,Imperial Walkers,The Empire,Solar,58.9,633,51,0.536,0.549,28,23,15972,8260,7712,41,23,38,111,36.9%,341.1,176.4,164.7,0.88,0.49,0.81,2.37,313.2,162.0,151.2,0.8,0.45,0.75,2.18,114,104,2.43,2.22,2.24,2.04
Prospect,RSC003726,Made By Miraj,Gloom,The Shadows,Lunar,57.8,389,28,0.5,0.536,15,13,9391,5130,4261,29,15,15,73,39.7%,326.3,178.3,148.1,1.01,0.52,0.52,2.54,335.4,183.2,152.2,1.04,0.54,0.54,2.61,71,71,2.47,2.47,2.54,2.54
Prospect,RSC002877,Robophant,Titanoboas,The Serpents,Lunar,57.5,671,52,0.582,0.596,31,21,16497,9510,6987,45,29,48,116,38.8%,332.3,191.6,140.8,0.91,0.58,0.97,2.34,317.3,182.9,134.4,0.87,0.56,0.92,2.23,132,107,2.66,2.16,2.54,2.06
Prospect,RSC002897,Vickyviksta,Sparks,Electric Mayhem,Lunar,57.2,595,45,0.515,0.444,20,25,13832,8220,5612,33,31,45,112,29.5%,314.3,186.8,127.5,0.75,0.7,1.02,2.54,307.4,182.7,124.7,0.73,0.69,1.0,2.49,111,107,2.52,2.43,2.47,2.38
Prospect,RSC003486,Thedemonbelial,Hisspy Bacons,The Cat Cafe,Solar,56.7,80,7,0.522,0.571,4,3,1774,990,784,5,5,2,14,35.7%,299.8,167.3,132.5,0.84,0.84,0.34,2.37,253.4,141.4,112.0,0.71,0.71,0.29,2.0,20,19,3.38,3.21,2.86,2.71
Prospect,RSC002846,Schrodog,"Titanoboas
Hisspy Bacons","The Serpents
The Cat Cafe",Solar,56.4,434,30,0.545,0.4,12,18,10562,6210,4352,26,17,39,81,32.1%,329.0,193.4,135.6,0.81,0.53,1.21,2.52,352.1,207.0,145.1,0.87,0.57,1.3,2.7,71,63,2.21,1.96,2.37,2.1
Prospect,RSC003192,Crazybeaver1117,Stargazers,The Abyss,Lunar,55.9,445,32,0.495,0.406,13,19,10179,5840,4339,27,22,24,84,32.1%,309.2,177.4,131.8,0.82,0.67,0.73,2.55,318.1,182.5,135.6,0.84,0.69,0.75,2.63,79,80,2.4,2.43,2.47,2.5
Prospect,RSC003290,Wyzer,Heat Wave,The Soundtrack,Lunar,55.1,619,50,0.529,0.48,24,26,15526,8860,6666,46,17,46,111,41.4%,339.1,193.5,145.6,1.0,0.37,1.0,2.42,310.5,177.2,133.3,0.92,0.34,0.92,2.22,114,106,2.49,2.31,2.28,2.12
Prospect,RSC002931,Reekyosprey74,Dragonflies,The Swarm,Solar,54.9,547,39,0.523,0.462,18,21,13433,7970,5463,36,26,45,82,43.9%,332.0,197.0,135.0,0.89,0.64,1.11,2.03,344.4,204.4,140.1,0.92,0.67,1.15,2.1,108,102,2.67,2.52,2.77,2.62
Prospect,RSC003040,Chung,Red Stags,The Forest,Solar,54.3,758,56,0.469,0.464,26,30,19076,10810,8266,54,21,61,131,41.2%,340.2,192.8,147.4,0.96,0.37,1.09,2.34,340.6,193.0,147.6,0.96,0.38,1.09,2.34,134,145,2.39,2.59,2.39,2.59
Prospect,RSC002459,Darkenedlink,Air Buds,Puppy Paradise,Solar,54.2,625,45,0.393,0.378,17,28,15773,9190,6583,44,15,58,114,38.6%,341.1,198.8,142.4,0.95,0.32,1.25,2.47,350.5,204.2,146.3,0.98,0.33,1.29,2.53,98,129,2.12,2.79,2.18,2.87
Prospect,RSC003922,Jerry4L,Gallimimus,Dino Park,Lunar,54.1,144,11,0.373,0.364,4,7,3599,2060,1539,9,4,14,26,34.6%,337.9,193.4,144.5,0.84,0.38,1.31,2.44,327.2,187.3,139.9,0.82,0.36,1.27,2.36,20,28,1.88,2.63,1.82,2.55
Prospect,RSC001133,Beni Lava,Red Stags,The Forest,Solar,53.6,19,1,0.612,1.0,1,0,437,210,227,0,2,2,1,0.0%,310.9,149.4,161.5,0.0,1.42,1.42,0.71,437.0,210.0,227.0,0.0,2.0,2.0,1.0,4,3,2.85,2.13,4.0,3.0
Prospect,RSC002797,Theonlymini1117,Blacktips,Shark Attack,Lunar,53.6,742,55,0.553,0.564,31,24,17750,9900,7850,46,28,52,130,35.4%,323.4,180.4,143.0,0.84,0.51,0.95,2.37,322.7,180.0,142.7,0.84,0.51,0.95,2.36,133,116,2.42,2.11,2.42,2.11
Prospect,RSC002345,Widdl,Barbarians,The Sovereign,Lunar,52.8,510,37,0.588,0.595,22,15,12155,7360,4795,39,20,32,86,45.3%,322.2,195.1,127.1,1.03,0.53,0.85,2.28,328.5,198.9,129.6,1.05,0.54,0.86,2.32,98,78,2.6,2.07,2.65,2.11
Prospect,RSC003209,Doce,Smooth Mint,Minty Fresh,Solar,51.7,532,40,0.334,0.35,14,26,13322,7490,5832,30,6,62,109,27.5%,338.5,190.3,148.2,0.76,0.15,1.58,2.77,333.1,187.3,145.8,0.75,0.15,1.55,2.73,64,101,1.63,2.57,1.6,2.53
Prospect,RSC002722,Tabernakdecalis,House Salads,Fifty-Fifty Pizzeria,Lunar,51.1,619,45,0.566,0.622,28,17,14636,8610,6026,35,30,54,91,38.5%,319.6,188.0,131.6,0.76,0.66,1.18,1.99,325.2,191.3,133.9,0.78,0.67,1.2,2.02,124,105,2.71,2.29,2.76,2.33
Prospect,RSC002722,Tabernakdecalis,House Salads,Fifty-Fifty Pizzeria,Lunar,51.1,619,45,0.566,0.622,28,17,14636,8610,6026,35,30,54,91,38.5%,319.6,188.0,131.6,0.76,0.66,1.18,1.99,325.2,191.3,133.9,0.78,0.67,1.2,2.02,124,105,2.71,2.29,2.76,2.33
Prospect,RSC003376,Zarathustra,Rodan,Kaiju,Solar,51.1,633,46,0.455,0.5,23,23,15063,8610,6453,39,25,49,101,38.6%,321.7,183.9,137.8,0.83,0.53,1.05,2.16,327.5,187.2,140.3,0.85,0.54,1.07,2.2,108,121,2.31,2.58,2.35,2.63
Prospect,RSC001025,L3G1T L3Ge3Nd,Hisspy Bacons,The Cat Cafe,Solar,51.0,622,47,0.438,0.426,20,27,15155,8340,6815,35,19,57,104,33.7%,329.4,181.3,148.1,0.76,0.41,1.24,2.26,322.4,177.4,145.0,0.74,0.4,1.21,2.21,97,114,2.11,2.48,2.06,2.43
Prospect,RSC003109,Kflip11,"Punch-Outs
Eclipse","8-Bit Brigade
North American Soccar Club",Solar,50.4,604,44,0.393,0.386,17,27,13865,7910,5955,35,28,41,96,36.5%,310.3,177.0,133.3,0.78,0.63,0.92,2.15,315.1,179.8,135.3,0.8,0.64,0.93,2.18,100,131,2.24,2.93,2.27,2.98
Prospect,RSC002056,Cheechoo777,Red Stags,The Forest,Solar,50.2,450,32,0.567,0.594,19,13,10466,6020,4446,23,22,39,67,34.3%,314.4,180.8,133.6,0.69,0.66,1.17,2.01,327.1,188.1,138.9,0.72,0.69,1.22,2.09,90,76,2.7,2.28,2.81,2.38
Prospect,RSC003815,Donkmedaddy,Koala Bears,The Bear Den,Lunar,48.9,672,51,0.753,0.765,39,12,14885,8530,6355,31,41,49,93,33.3%,299.4,171.6,127.8,0.62,0.82,0.99,1.87,291.9,167.3,124.6,0.61,0.8,0.96,1.82,174,87,3.5,1.75,3.41,1.71
Prospect,RSC004005,Stormz,House Salads,Fifty-Fifty Pizzeria,Lunar,48.7,33,2,0.353,0.5,1,1,695,320,375,2,1,0,7,28.6%,284.7,131.1,153.6,0.82,0.41,0.0,2.87,347.5,160.0,187.5,1.0,0.5,0.0,3.5,4,6,1.64,2.46,2.0,3.0
Prospect,RSC003046,Bensam13,Supernova,The Cosmos,Solar,48.7,634,45,0.522,0.578,26,19,14051,7900,6151,36,23,39,120,30.0%,299.6,168.4,131.1,0.77,0.49,0.83,2.56,312.2,175.6,136.7,0.8,0.51,0.87,2.67,108,102,2.3,2.17,2.4,2.27
Prospect,RSC003212,Tr1Zel,Rodan,Kaiju,Solar,48.5,614,44,0.467,0.545,24,20,14018,7480,6538,32,23,42,103,31.1%,308.6,164.7,143.9,0.7,0.51,0.92,2.27,318.6,170.0,148.6,0.73,0.52,0.95,2.34,102,111,2.25,2.44,2.32,2.52
Prospect,RSC003207,Lordhadron,House Salads,Fifty-Fifty Pizzeria,Lunar,46.5,643,46,0.544,0.587,27,19,14162,8410,5752,37,26,46,111,33.3%,297.7,176.8,120.9,0.78,0.55,0.97,2.33,307.9,182.8,125.0,0.8,0.57,1.0,2.41,122,109,2.56,2.29,2.65,2.37
Prospect,RSC003207,Lordhadron,House Salads,Fifty-Fifty Pizzeria,Lunar,46.5,643,46,0.544,0.587,27,19,14162,8410,5752,37,26,46,111,33.3%,297.7,176.8,120.9,0.78,0.55,0.97,2.33,307.9,182.8,125.0,0.8,0.57,1.0,2.41,122,109,2.56,2.29,2.65,2.37
Prospect,RSC003244,Lil Sus,Hisspy Bacons,The Cat Cafe,Solar,46.5,678,51,0.486,0.431,22,29,16077,8750,7327,37,24,58,95,38.9%,320.5,174.5,146.1,0.74,0.48,1.16,1.89,315.2,171.6,143.7,0.73,0.47,1.14,1.86,108,112,2.15,2.23,2.12,2.2
Prospect,RSC002823,Sussurance_Blm,Eclipse,North American Soccar Club,Solar,46.4,476,37,0.319,0.27,10,27,11712,6600,5112,31,11,45,70,44.3%,332.6,187.4,145.2,0.88,0.31,1.28,1.99,316.5,178.4,138.2,0.84,0.3,1.22,1.89,72,115,2.04,3.27,1.95,3.11
Prospect,RSC000054,Blindvisionary,Heat Wave,The Soundtrack,Lunar,46.4,604,48,0.478,0.438,21,27,13544,6550,6994,28,25,32,90,31.1%,303.1,146.6,156.5,0.63,0.56,0.72,2.01,282.2,136.5,145.7,0.58,0.52,0.67,1.88,101,107,2.26,2.39,2.1,2.23
Prospect,RSC004037,Humd1Gger,Earth,The Elements,Lunar,46.3,64,4,0.234,0.0,0,4,1252,610,642,2,4,2,11,18.2%,264.4,128.8,135.6,0.42,0.84,0.42,2.32,313.0,152.5,160.5,0.5,1.0,0.5,2.75,7,15,1.48,3.17,1.75,3.75
Prospect,RSC001820,Youreviltwin,Stargazers,The Abyss,Lunar,46.2,535,40,0.533,0.5,20,20,11991,6540,5451,31,21,31,84,36.9%,303.0,165.2,137.7,0.78,0.53,0.78,2.12,299.8,163.5,136.3,0.78,0.53,0.78,2.1,99,91,2.5,2.3,2.48,2.28
Prospect,RSC003974,Seanrps,Gloom,The Shadows,Lunar,46.2,430,31,0.515,0.548,17,14,9579,5220,4359,23,18,27,67,34.3%,301.1,164.1,137.0,0.72,0.57,0.85,2.11,309.0,168.4,140.6,0.74,0.58,0.87,2.16,79,76,2.48,2.39,2.55,2.45
Prospect,RSC003703,Desert_Fox,Gloom,The Shadows,Lunar,45.8,241,19,0.369,0.421,8,11,5748,3320,2428,18,6,17,37,48.6%,322.4,186.2,136.2,1.01,0.34,0.95,2.08,302.5,174.7,127.8,0.95,0.32,0.89,1.95,41,57,2.3,3.2,2.16,3.0
Prospect,RSC000502,Xmicrowavechefx,Compost Bins,Waste Management,Solar,45.0,705,50,0.569,0.58,29,21,14780,8540,6240,44,28,29,129,34.1%,283.4,163.7,119.6,0.84,0.54,0.56,2.47,295.6,170.8,124.8,0.88,0.56,0.58,2.58,136,114,2.61,2.19,2.72,2.28
Prospect,RSC002427,Freestyle,Punch-Outs,8-Bit Brigade,Lunar,45.0,515,36,0.378,0.417,15,21,12067,6770,5297,28,14,49,82,34.1%,316.7,177.7,139.0,0.73,0.37,1.29,2.15,335.2,188.1,147.1,0.78,0.39,1.36,2.28,66,92,1.73,2.41,1.83,2.56
Prospect,RSC002427,Freestyle,Punch-Outs,8-Bit Brigade,Lunar,45.0,515,36,0.378,0.417,15,21,12067,6770,5297,28,14,49,82,34.1%,316.7,177.7,139.0,0.73,0.37,1.29,2.15,335.2,188.1,147.1,0.78,0.39,1.36,2.28,66,92,1.73,2.41,1.83,2.56
Prospect,RSC003768,Bean Soup,House Salads,Fifty-Fifty Pizzeria,Lunar,44.3,399,30,0.506,0.567,17,13,9055,5170,3885,25,11,29,67,37.3%,306.8,175.2,131.6,0.85,0.37,0.98,2.27,301.8,172.3,129.5,0.83,0.37,0.97,2.23,69,68,2.34,2.3,2.3,2.27
Prospect,RSC000162,Drac.,"Earth
Sparks","The Elements
Electric Mayhem",Lunar,43.9,570,40,0.339,0.325,13,27,12868,7500,5368,29,20,54,90,32.2%,305.2,177.9,127.3,0.69,0.47,1.28,2.13,321.7,187.5,134.2,0.73,0.5,1.35,2.25,76,117,1.8,2.77,1.9,2.93
Prospect,RSC003345,Padheasha,"Stargazers
Red Stags","The Abyss
The Forest",Solar,42.8,560,41,0.569,0.561,23,18,12493,6990,5503,34,15,38,94,36.2%,301.6,168.7,132.8,0.82,0.36,0.92,2.27,304.7,170.5,134.2,0.83,0.37,0.93,2.29,104,87,2.51,2.1,2.54,2.12
Prospect,RSC001549,Packrat31306,Eclipse,North American Soccar Club,Solar,42.6,655,50,0.391,0.38,19,31,14848,7970,6878,32,23,54,92,34.8%,306.4,164.5,141.9,0.66,0.47,1.11,1.9,297.0,159.4,137.6,0.64,0.46,1.08,1.84,102,135,2.11,2.79,2.04,2.7
Prospect,RSC000221,Treefrog,Gloom,The Shadows,Lunar,42.5,305,25,0.363,0.32,8,17,6942,3460,3482,12,11,26,41,29.3%,307.7,153.4,154.3,0.53,0.49,1.15,1.82,277.7,138.4,139.3,0.48,0.44,1.04,1.64,51,72,2.26,3.19,2.04,2.88
Prospect,RSC003437,Gah'Lagah,Koala Bears,The Bear Den,Lunar,42.3,79,5,0.617,0.6,3,2,1624,1000,624,4,3,6,15,26.7%,277.9,171.1,106.8,0.68,0.51,1.03,2.57,324.8,200.0,124.8,0.8,0.6,1.2,3.0,15,11,2.57,1.88,3.0,2.2
Prospect,RSC003229,Boeso,Okapis,The Jungle,Solar,41.8,649,44,0.738,0.773,34,10,13017,7690,5327,36,27,31,119,30.3%,271.1,160.2,111.0,0.75,0.56,0.65,2.48,295.8,174.8,121.1,0.82,0.61,0.7,2.7,156,81,3.25,1.69,3.55,1.84
Prospect,RSC002042,Fo0F,Compost Bins,Waste Management,Solar,41.4,748,53,0.574,0.585,31,22,16007,9470,6537,47,22,47,132,35.6%,289.3,171.1,118.1,0.85,0.4,0.85,2.39,302.0,178.7,123.3,0.89,0.42,0.89,2.49,144,119,2.6,2.15,2.72,2.25
Prospect,RSC002182,Breadmg,Gallimimus,Dino Park,Lunar,40.4,452,32,0.408,0.469,15,17,9540,5590,3950,26,16,29,74,35.1%,285.3,167.2,118.1,0.78,0.48,0.87,2.21,298.1,174.7,123.4,0.81,0.5,0.91,2.31,76,96,2.27,2.87,2.38,3.0
Prospect,RSC002182,Breadmg,Gallimimus,Dino Park,Lunar,40.4,452,32,0.408,0.469,15,17,9540,5590,3950,26,16,29,74,35.1%,285.3,167.2,118.1,0.78,0.48,0.87,2.21,298.1,174.7,123.4,0.81,0.5,0.91,2.31,76,96,2.27,2.87,2.38,3.0
Prospect,RSC001078,Binx,Titanoboas,The Serpents,Lunar,40.4,467,37,0.473,0.514,19,18,9613,4810,4803,25,17,14,76,32.9%,278.3,139.2,139.0,0.72,0.49,0.41,2.2,259.8,130.0,129.8,0.68,0.46,0.38,2.05,84,90,2.43,2.61,2.27,2.43
Prospect,RSC002414,Xxdarksidexx,Punch-Outs,8-Bit Brigade,Lunar,40.3,756,53,0.373,0.396,21,32,17173,10010,7163,32,25,90,106,30.2%,307.1,179.0,128.1,0.57,0.45,1.61,1.9,324.0,188.9,135.2,0.6,0.47,1.7,2.0,105,147,1.88,2.63,1.98,2.77
Prospect,RSC003695,Grettle,Okapis,The Jungle,Solar,40.2,179,14,0.602,0.643,9,5,3962,2370,1592,9,8,17,22,40.9%,299.2,179.0,120.2,0.68,0.6,1.28,1.66,283.0,169.3,113.7,0.64,0.57,1.21,1.57,40,31,3.02,2.34,2.86,2.21
Prospect,RSC003908,Veoloux,Hisspy Bacons,The Cat Cafe,Solar,40.1,79,6,0.763,0.833,5,1,1638,930,708,4,3,5,13,30.8%,280.3,159.1,121.1,0.68,0.51,0.86,2.22,273.0,155.0,118.0,0.67,0.5,0.83,2.17,19,9,3.25,1.54,3.17,1.5
Prospect,RSC002840,Jandr,Dragonflies,The Swarm,Solar,39.7,672,48,0.481,0.438,21,27,14584,8140,6444,35,23,50,99,35.4%,293.4,163.7,129.6,0.7,0.46,1.01,1.99,303.8,169.6,134.3,0.73,0.48,1.04,2.06,122,128,2.45,2.57,2.54,2.67
Prospect,RSC003911,Apollo,Blacktips,Shark Attack,Lunar,39.6,753,56,0.558,0.571,32,24,16360,8910,7450,38,25,55,111,34.2%,293.7,160.0,133.7,0.68,0.45,0.99,1.99,292.1,159.1,133.0,0.68,0.45,0.98,1.98,136,117,2.44,2.1,2.43,2.09
Prospect,RSC002864,Grovelove,Supernova,The Cosmos,Solar,39.4,661,45,0.5,0.533,24,21,14089,7730,6359,33,22,46,103,32.0%,288.1,158.1,130.0,0.67,0.45,0.94,2.11,313.1,171.8,141.3,0.73,0.49,1.02,2.29,107,107,2.19,2.19,2.38,2.38
Prospect,RSC001999,Cs O Gunkiller,Sparks,Electric Mayhem,Lunar,38.8,675,50,0.5,0.46,23,27,14247,8100,6147,41,18,39,115,35.7%,285.3,162.2,123.1,0.82,0.36,0.78,2.3,284.9,162.0,122.9,0.82,0.36,0.78,2.3,119,119,2.38,2.38,2.38,2.38
Prospect,RSC003743,N00Bpr0N,Dragonflies,The Swarm,Solar,38.7,428,29,0.542,0.586,17,12,9315,5660,3655,28,10,33,71,39.4%,294.2,178.8,115.4,0.88,0.32,1.04,2.24,321.2,195.2,126.0,0.97,0.34,1.14,2.45,78,70,2.46,2.21,2.69,2.41
Prospect,RSC003464,Thenone,"Air Buds
Gloom","Puppy Paradise
The Shadows",Solar,38.6,401,31,0.303,0.226,7,24,9421,4980,4441,19,10,42,48,39.6%,317.6,167.9,149.7,0.64,0.34,1.42,1.62,303.9,160.6,143.3,0.61,0.32,1.35,1.55,55,93,1.85,3.14,1.77,3.0
Prospect,RSC003201,O Ashura O,"Gloom
Imperial Walkers","The Shadows
The Empire",Lunar,37.6,602,44,0.471,0.523,23,21,13547,7580,5967,27,16,65,83,32.5%,304.2,170.2,134.0,0.61,0.36,1.46,1.86,307.9,172.3,135.6,0.61,0.36,1.48,1.89,106,114,2.38,2.56,2.41,2.59
