Tier,RSC ID,Player Name,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Prospect,,Gamma,Drizzle,Storm,Solar,71.2,729,55,0.769,0.782,43,12,19312,11120,8192,55,30,52,152,36.2%,363.6,209.3,154.2,1.04,0.56,0.98,2.86,351.1,202.2,148.9,1.0,0.55,0.95,2.76,164,75,3.09,1.41,2.98,1.36
Prospect,RSC002736,Chulainn,Earth,The Elements,Lunar,71.2,643,45,0.531,0.511,23,22,17629,11030,6599,59,18,56,143,41.3%,376.3,235.4,140.9,1.26,0.38,1.2,3.05,391.8,245.1,146.6,1.31,0.4,1.24,3.18,117,108,2.5,2.31,2.6,2.4
Prospect,RSC002736,Chulainn,Earth,The Elements,Lunar,71.2,643,45,0.531,0.511,23,22,17629,11030,6599,59,18,56,143,41.3%,376.3,235.4,140.9,1.26,0.38,1.2,3.05,391.8,245.1,146.6,1.31,0.4,1.24,3.18,117,108,2.5,2.31,2.6,2.4
Prospect,RSC000441,Wolfocus,Compost Bins,Waste Management,Solar,70.8,739,55,0.594,0.6,33,22,20068,11950,8118,54,31,72,140,38.6%,372.7,221.9,150.8,1.0,0.58,1.34,2.6,364.9,217.3,147.6,0.98,0.56,1.31,2.55,137,107,2.54,1.99,2.49,1.95
Prospect,RSC001946,Fritzoz,Blacktips,Shark Attack,Lunar,69.9,122,10,0.733,0.8,8,2,2993,1770,1223,7,8,9,22,31.8%,336.7,199.1,137.6,0.79,0.9,1.01,2.47,299.3,177.0,122.3,0.7,0.8,0.9,2.2,30,16,3.37,1.8,3.0,1.6
Prospect,RSC000775,Lucky Ducky,Stargazers,The Abyss,Lunar,69.8,643,49,0.434,0.429,21,28,17033,9950,7083,41,30,63,120,34.2%,363.6,212.4,151.2,0.88,0.64,1.34,2.56,347.6,203.1,144.6,0.84,0.61,1.29,2.45,104,123,2.22,2.63,2.12,2.51
Prospect,RSC002917,Arbartenn,Koala Bears,The Bear Den,Lunar,68.9,740,58,0.636,0.638,37,21,20415,11650,8765,55,20,72,155,35.5%,378.6,216.1,162.6,1.02,0.37,1.34,2.87,352.0,200.9,151.1,0.95,0.34,1.24,2.67,136,94,2.52,1.74,2.34,1.62
Prospect,RSC002564,Tpural,Drizzle,Storm,Solar,68.4,794,59,0.765,0.78,46,13,20548,12300,8248,63,30,56,170,37.1%,355.2,212.6,142.6,1.09,0.52,0.97,2.94,348.3,208.5,139.8,1.07,0.51,0.95,2.88,175,81,3.02,1.4,2.97,1.37
Prospect,RSC002431,Tezukako,Air Buds,Puppy Paradise,Solar,68.4,217,14,0.38,0.286,4,10,5577,3290,2287,11,10,25,44,25.0%,352.7,208.1,144.6,0.7,0.63,1.58,2.78,398.4,235.0,163.4,0.79,0.71,1.79,3.14,29,40,1.83,2.53,2.07,2.86
Prospect,,Diesel,Nines,House of Cards,Lunar,66.8,443,35,0.535,0.571,20,15,12069,7030,5039,34,16,41,78,43.6%,373.9,217.8,156.1,1.05,0.5,1.27,2.42,344.8,200.9,144.0,0.97,0.46,1.17,2.23,83,76,2.57,2.35,2.37,2.17
Prospect,RSC001619,Rob,Spastics,The Quad Dynasty,Solar,66.7,855,59,0.624,0.661,39,20,21402,12580,8822,58,46,59,153,37.9%,343.5,201.9,141.6,0.93,0.74,0.95,2.46,362.7,213.2,149.5,0.98,0.78,1.0,2.59,174,126,2.79,2.02,2.95,2.14
Prospect,RSC002204,Mr.Numb3Rz,Okapis,The Jungle,Solar,66.6,242,18,0.638,0.611,11,7,6152,3760,2392,20,11,15,46,43.5%,348.9,213.2,135.7,1.13,0.62,0.85,2.61,341.8,208.9,132.9,1.11,0.61,0.83,2.56,45,31,2.55,1.76,2.5,1.72
Prospect,,Mrbastin,Gallimimus,Dino Park,Solar,66.3,681,52,0.4,0.442,23,29,18789,10650,8139,38,25,89,115,33.0%,378.7,214.6,164.0,0.77,0.5,1.79,2.32,361.3,204.8,156.5,0.73,0.48,1.71,2.21,96,125,1.93,2.52,1.85,2.4
Prospect,,Minty,"Nines
VCRs","House of Cards
Boomer Union",Lunar,66.1,602,46,0.58,0.609,28,18,15076,8470,6606,36,32,44,107,33.6%,343.7,193.1,150.6,0.82,0.73,1.0,2.44,327.7,184.1,143.6,0.78,0.7,0.96,2.33,112,91,2.55,2.07,2.43,1.98
Prospect,RSC002108,Donttreadonme777777,"Firecrackers
Gallimimus","Fallout Shelter
Dino Park",Solar,65.4,655,50,0.489,0.46,23,27,16925,9050,7875,38,30,52,115,33.0%,354.6,189.6,165.0,0.8,0.63,1.09,2.41,338.5,181.0,157.5,0.76,0.6,1.04,2.3,105,108,2.2,2.26,2.1,2.16
Prospect,RSC000932,Crispynuggets,Eclipse,North American Soccar Club,Solar,65.1,819,59,0.524,0.525,31,28,21577,12980,8597,75,20,54,178,42.1%,361.6,217.5,144.1,1.26,0.34,0.9,2.98,365.7,220.0,145.7,1.27,0.34,0.92,3.02,150,141,2.51,2.36,2.54,2.39
Prospect,RSC000217,Itsdapperdyl,Purristas,The Cat Cafe,Lunar,64.8,391,27,0.451,0.444,12,15,10343,5900,4443,28,13,34,75,37.3%,363.0,207.1,156.0,0.98,0.46,1.19,2.63,383.1,218.5,164.6,1.04,0.48,1.26,2.78,69,78,2.42,2.74,2.56,2.89
Prospect,RSC002351,Slappy Os,Templars,The Order,Lunar,64.5,727,51,0.556,0.608,31,20,18963,10650,8313,47,26,65,140,33.6%,358.0,201.1,156.9,0.89,0.49,1.23,2.64,371.8,208.8,163.0,0.92,0.51,1.27,2.75,124,107,2.34,2.02,2.43,2.1
Prospect,RSC000157,Billis_Xm,Templars,The Order,Lunar,63.6,238,17,0.52,0.471,8,9,6446,3730,2716,20,5,20,48,41.7%,371.7,215.1,156.6,1.15,0.29,1.15,2.77,379.2,219.4,159.8,1.18,0.29,1.18,2.82,38,36,2.19,2.08,2.24,2.12
Prospect,RSC002618,Dj9856,Supernova,The Cosmos,Solar,63.3,869,60,0.637,0.633,38,22,21940,12910,9030,58,37,73,161,36.0%,346.5,203.9,142.6,0.92,0.58,1.15,2.54,365.7,215.2,150.5,0.97,0.62,1.22,2.68,175,122,2.76,1.93,2.92,2.03
Prospect,,Lukekapo,Koala Bears,The Bear Den,Lunar,62.9,274,23,0.669,0.739,17,6,6788,3500,3288,13,13,21,50,26.0%,340.0,175.3,164.7,0.65,0.65,1.05,2.5,295.1,152.2,143.0,0.57,0.57,0.91,2.17,51,32,2.55,1.6,2.22,1.39
Prospect,RSC000038,Varenine,Punch-Outs,8-Bit Brigade,Lunar,62.6,737,55,0.523,0.6,33,22,19135,10860,8275,54,17,60,161,33.5%,356.3,202.2,154.1,1.01,0.32,1.12,3.0,347.9,197.5,150.5,0.98,0.31,1.09,2.93,122,115,2.27,2.14,2.22,2.09
Prospect,RSC002906,Packerboy6,Dolphins,The Ocean,Solar,62.4,728,52,0.65,0.654,34,18,18701,11190,7511,55,30,59,124,44.4%,352.6,211.0,141.6,1.04,0.57,1.11,2.34,359.6,215.2,144.4,1.06,0.58,1.13,2.38,138,92,2.6,1.73,2.65,1.77
Prospect,RSC000752,Zakaronincheese,Compost Bins,Waste Management,Solar,61.7,669,49,0.607,0.612,30,19,15456,8470,6986,39,30,32,147,26.5%,317.1,173.8,143.3,0.8,0.62,0.66,3.02,315.4,172.9,142.6,0.8,0.61,0.65,3.0,126,95,2.58,1.95,2.57,1.94
Prospect,,D.,Odyssey,Mission Control,Solar,59.6,707,50,0.741,0.82,41,9,16204,9510,6694,42,38,42,131,32.1%,314.6,184.6,129.9,0.82,0.74,0.82,2.54,324.1,190.2,133.9,0.84,0.76,0.84,2.62,156,79,3.03,1.53,3.12,1.58
Prospect,,Naz,Uruk-hai,Middle Earth,Lunar,59.5,670,51,0.464,0.471,24,27,17088,9670,7418,41,24,64,117,35.0%,350.0,198.1,152.0,0.84,0.49,1.31,2.4,335.1,189.6,145.5,0.8,0.47,1.25,2.29,115,126,2.36,2.58,2.25,2.47
Prospect,RSC002399,Mattyice,Okapis,The Jungle,Solar,59.2,753,57,0.536,0.491,28,29,18497,10460,8037,46,29,60,141,32.6%,337.1,190.6,146.5,0.84,0.53,1.09,2.57,324.5,183.5,141.0,0.81,0.51,1.05,2.47,135,123,2.46,2.24,2.37,2.16
Prospect,RSC002415,Goumfrugla,Firecrackers,Fallout Shelter,Solar,59.0,693,51,0.391,0.333,17,34,18196,9570,8626,33,27,78,102,32.4%,360.4,189.5,170.8,0.65,0.53,1.54,2.02,356.8,187.6,169.1,0.65,0.53,1.53,2.0,100,133,1.98,2.63,1.96,2.61
Prospect,RSC001410,Kd35Beastnation,Overture,Magnum Opus,Solar,59.0,599,41,0.434,0.39,16,25,15109,8270,6839,33,20,57,112,29.5%,346.2,189.5,156.7,0.76,0.46,1.31,2.57,368.5,201.7,166.8,0.8,0.49,1.39,2.73,83,99,1.9,2.27,2.02,2.41
Prospect,RSC003049,Lunarxaos,"Dolphins
Zomberries
Uruk-hai","The Ocean
Spooky Breakfast Gang
Middle Earth",Solar,58.7,217,16,0.692,0.813,13,3,5391,3040,2351,12,10,20,34,35.3%,341.0,192.3,148.7,0.76,0.63,1.26,2.15,336.9,190.0,146.9,0.75,0.63,1.25,2.13,47,28,2.97,1.77,2.94,1.75
Prospect,RSC000724,Dunnie14,VCRs,Boomer Union,Lunar,58.6,776,58,0.424,0.379,22,36,19797,10660,9137,40,30,78,126,31.7%,350.1,188.5,161.6,0.71,0.53,1.38,2.23,341.3,183.8,157.5,0.69,0.52,1.34,2.17,126,153,2.23,2.71,2.17,2.64
Prospect,,Titan,Legends of Tomorrow,The Comic Crusaders,Lunar,58.4,763,55,0.573,0.618,34,21,18585,10600,7985,50,30,54,140,35.7%,334.3,190.7,143.6,0.9,0.54,0.97,2.52,337.9,192.7,145.2,0.91,0.55,0.98,2.55,139,115,2.5,2.07,2.53,2.09
Prospect,,Xxfazepythrlxx.Ttv.Tiktok[Live],Okapis,The Jungle,Solar,57.9,769,59,0.538,0.508,30,29,18841,10620,8221,54,26,49,147,36.7%,336.3,189.5,146.7,0.96,0.46,0.87,2.62,319.3,180.0,139.3,0.92,0.44,0.83,2.49,139,126,2.48,2.25,2.36,2.14
Prospect,RSC002850,The Static,Salty Sardines,Fifty-Fifty Pizzeria,Lunar,57.8,563,39,0.54,0.538,21,18,13449,8170,5279,39,19,43,117,33.3%,327.8,199.2,128.7,0.95,0.46,1.05,2.85,344.8,209.5,135.4,1.0,0.49,1.1,3.0,102,92,2.49,2.24,2.62,2.36
Prospect,RSC000077,N8Bnsn,"Blacktips
Berserkers","Shark Attack
The Sovereign",Lunar,57.7,665,48,0.489,0.5,24,24,16143,8970,7173,38,26,53,122,31.1%,333.2,185.1,148.0,0.78,0.54,1.09,2.52,336.3,186.9,149.4,0.79,0.54,1.1,2.54,105,108,2.17,2.23,2.19,2.25
Prospect,RSC002480,Blizzyy,Tomatoes,The Garden,Lunar,57.7,526,37,0.408,0.405,15,22,13433,7150,6283,32,12,46,105,30.5%,350.5,186.6,163.9,0.83,0.31,1.2,2.74,363.1,193.2,169.8,0.86,0.32,1.24,2.84,72,92,1.88,2.4,1.95,2.49
Prospect,,Kli,Berserkers,The Sovereign,Lunar,57.7,513,38,0.425,0.342,13,25,12269,6760,5509,31,24,32,86,36.0%,328.2,180.9,147.4,0.83,0.64,0.86,2.3,322.9,177.9,145.0,0.82,0.63,0.84,2.26,80,97,2.14,2.6,2.11,2.55
Prospect,RSC000315,Maxox,"Uruk-hai
Overture","Middle Earth
Magnum Opus",Lunar,57.3,171,14,0.526,0.5,7,7,3927,2020,1907,10,8,6,32,31.3%,315.2,162.1,153.1,0.8,0.64,0.48,2.57,280.5,144.3,136.2,0.71,0.57,0.43,2.29,31,29,2.49,2.33,2.21,2.07
Prospect,RSC000442,Lynky,Koala Bears,The Bear Den,Lunar,57.1,542,43,0.607,0.581,25,18,12482,6430,6052,28,23,28,108,25.9%,316.1,162.8,153.2,0.71,0.58,0.71,2.73,290.3,149.5,140.7,0.65,0.53,0.65,2.51,96,72,2.43,1.82,2.23,1.67
Prospect,RSC002328,Trudsky,Blacktips,Shark Attack,Lunar,56.4,760,56,0.62,0.589,33,23,17954,11020,6934,55,30,52,142,38.7%,324.2,199.0,125.2,0.99,0.54,0.94,2.56,320.6,196.8,123.8,0.98,0.54,0.93,2.54,148,108,2.67,1.95,2.64,1.93
Prospect,RSC002898,Slowwizard,Blacktips,Shark Attack,Lunar,56.3,273,19,0.611,0.579,11,8,6736,3820,2916,19,8,20,52,36.5%,338.6,192.0,146.6,0.96,0.4,1.01,2.61,354.5,201.1,153.5,1.0,0.42,1.05,2.74,51,38,2.56,1.91,2.68,2.0
Prospect,,Banksy.,"Dolphins
Punch-Outs","The Ocean
8-Bit Brigade",Solar,56.1,202,16,0.567,0.625,10,6,4955,2760,2195,10,9,20,31,32.3%,336.7,187.5,149.1,0.68,0.61,1.36,2.11,309.7,172.5,137.2,0.63,0.56,1.25,1.94,38,32,2.58,2.17,2.38,2.0
Prospect,RSC002624,Apple,Spastics,The Quad Dynasty,Solar,56.1,179,13,0.526,0.538,7,6,4413,2760,1653,13,8,16,26,50.0%,338.4,211.6,126.7,1.0,0.61,1.23,1.99,339.5,212.3,127.2,1.0,0.62,1.23,2.0,31,29,2.38,2.22,2.38,2.23
Prospect,RSC000764,Kylar Stern,Purristas,The Cat Cafe,Lunar,55.4,434,32,0.407,0.375,12,20,10712,5790,4922,26,15,34,74,35.1%,338.7,183.1,155.6,0.82,0.47,1.08,2.34,334.8,180.9,153.8,0.81,0.47,1.06,2.31,66,84,2.09,2.66,2.06,2.63
Prospect,RSC002098,Frawd.,Zomberries,Spooky Breakfast Gang,Solar,54.7,386,29,0.356,0.379,11,18,9331,4610,4721,14,15,36,66,21.2%,331.8,163.9,167.9,0.5,0.53,1.28,2.35,321.8,159.0,162.8,0.48,0.52,1.24,2.28,51,75,1.81,2.67,1.76,2.59
Prospect,RSC000289,Tip,Compost Bins,Waste Management,Solar,54.0,578,44,0.56,0.568,25,19,13967,7720,6247,34,23,45,92,37.0%,331.6,183.3,148.3,0.81,0.55,1.07,2.18,317.4,175.5,142.0,0.77,0.52,1.02,2.09,104,89,2.47,2.11,2.36,2.02
Prospect,,Crongu,Vultures,Birds of Prey,Solar,53.8,497,35,0.435,0.371,13,22,12342,6790,5552,28,17,47,79,35.4%,340.8,187.5,153.3,0.77,0.47,1.3,2.18,352.6,194.0,158.6,0.8,0.49,1.34,2.26,69,82,1.91,2.26,1.97,2.34
Prospect,RSC000211,Marq,Odyssey,Mission Control,Solar,53.4,671,48,0.703,0.771,37,11,15186,9400,5786,53,27,30,125,42.4%,310.6,192.3,118.3,1.08,0.55,0.61,2.56,316.4,195.8,120.5,1.1,0.56,0.63,2.6,134,76,2.74,1.55,2.79,1.58
Prospect,,Dregun,Koala Bears,The Bear Den,Lunar,53.2,565,44,0.633,0.614,27,17,13494,7240,6254,35,21,35,94,37.2%,327.8,175.9,151.9,0.85,0.51,0.85,2.28,306.7,164.5,142.1,0.8,0.48,0.8,2.14,111,78,2.7,1.89,2.52,1.77
Prospect,,Agamecp,Templars,The Order,Lunar,52.9,795,56,0.542,0.554,31,25,18718,10280,8438,36,31,75,138,26.1%,323.1,177.5,145.7,0.62,0.54,1.29,2.38,334.3,183.6,150.7,0.64,0.55,1.34,2.46,134,120,2.31,2.07,2.39,2.14
Prospect,RSC000771,Dirtdawg12,Salty Sardines,Fifty-Fifty Pizzeria,Lunar,52.6,746,52,0.567,0.615,32,20,16864,9890,6974,46,35,46,124,37.1%,310.3,181.9,128.3,0.85,0.64,0.85,2.28,324.3,190.2,134.1,0.88,0.67,0.88,2.38,138,116,2.54,2.13,2.65,2.23
Prospect,RSC002734,Thescarybat,Purristas,The Cat Cafe,Lunar,52.4,116,8,0.384,0.5,4,4,2769,1650,1119,7,4,11,20,35.0%,327.6,195.2,132.4,0.83,0.47,1.3,2.37,346.1,206.3,139.9,0.88,0.5,1.38,2.5,17,23,2.01,2.72,2.13,2.88
Prospect,RSC002734,Thescarybat,Purristas,The Cat Cafe,Lunar,52.4,116,8,0.384,0.5,4,4,2769,1650,1119,7,4,11,20,35.0%,327.6,195.2,132.4,0.83,0.47,1.3,2.37,346.1,206.3,139.9,0.88,0.5,1.38,2.5,17,23,2.01,2.72,2.13,2.88
Prospect,RSC000828,Mattviaairwaves,Stargazers,The Abyss,Lunar,51.9,777,59,0.428,0.441,26,33,18217,8990,9227,33,29,58,134,24.6%,321.8,158.8,163.0,0.58,0.51,1.02,2.37,308.8,152.4,156.4,0.56,0.49,0.98,2.27,122,147,2.15,2.6,2.07,2.49
Prospect,RSC002636,Nitemare,"Firecrackers
Punch-Outs","Fallout Shelter
8-Bit Brigade",Lunar,51.8,617,45,0.474,0.511,23,22,14611,8190,6421,37,22,47,104,35.6%,325.0,182.2,142.8,0.82,0.49,1.05,2.31,324.7,182.0,142.7,0.82,0.49,1.04,2.31,99,106,2.2,2.36,2.2,2.36
Prospect,RSC001299,Fuzzball,Nines,House of Cards,Lunar,51.8,583,44,0.582,0.614,27,17,13320,7510,5810,30,26,45,96,31.3%,313.6,176.8,136.8,0.71,0.61,1.06,2.26,302.7,170.7,132.0,0.68,0.59,1.02,2.18,117,95,2.75,2.24,2.66,2.16
Prospect,RSC002609,Lshewasntreadyl,Legends of Tomorrow,The Comic Crusaders,Lunar,51.5,782,57,0.569,0.614,35,22,17805,9860,7945,37,36,62,126,29.4%,312.5,173.0,139.4,0.65,0.63,1.09,2.21,312.4,173.0,139.4,0.65,0.63,1.09,2.21,139,116,2.44,2.04,2.44,2.04
Prospect,RSC002755,Briggs,Legends of Tomorrow,The Comic Crusaders,Lunar,51.1,787,57,0.575,0.614,35,22,18912,10990,7922,50,24,69,134,37.3%,329.8,191.7,138.2,0.87,0.42,1.2,2.34,331.8,192.8,139.0,0.88,0.42,1.21,2.35,140,115,2.44,2.01,2.46,2.02
Prospect,RSC002731,Gonzo,Vultures,Birds of Prey,Solar,50.9,685,47,0.517,0.468,22,25,16667,9130,7537,36,19,68,118,30.5%,333.9,182.9,151.0,0.72,0.38,1.36,2.36,354.6,194.3,160.4,0.77,0.4,1.45,2.51,113,108,2.26,2.16,2.4,2.3
Prospect,RSC000534,Blood12Aven,Supernova,The Cosmos,Solar,50.6,869,60,0.637,0.633,38,22,18405,10260,8145,41,44,48,156,26.3%,290.7,162.0,128.6,0.65,0.69,0.76,2.46,306.8,171.0,135.8,0.68,0.73,0.8,2.6,175,122,2.76,1.93,2.92,2.03
Prospect,RSC002693,M0Vethatbus,Tomatoes,The Garden,Lunar,49.8,706,50,0.49,0.5,25,25,16552,8730,7822,30,23,67,123,24.4%,321.8,169.7,152.1,0.58,0.45,1.3,2.39,331.0,174.6,156.4,0.6,0.46,1.34,2.46,107,110,2.08,2.14,2.14,2.2
Prospect,RSC002384,A Hot Jackson,Smooth Mint,Minty Fresh,Solar,49.7,519,38,0.442,0.421,16,22,12607,7400,5207,27,20,60,70,38.6%,333.4,195.7,137.7,0.71,0.53,1.59,1.85,331.8,194.7,137.0,0.71,0.53,1.58,1.84,79,92,2.09,2.43,2.08,2.42
Prospect,RSC001065,Monsterbuck46,Berserkers,The Sovereign,Lunar,49.5,564,40,0.334,0.25,10,30,13139,6440,6699,20,22,49,89,22.5%,319.7,156.7,163.0,0.49,0.54,1.19,2.17,328.5,161.0,167.5,0.5,0.55,1.23,2.23,70,110,1.7,2.68,1.75,2.75
Prospect,RSC002570,Nike,Punch-Outs,8-Bit Brigade,Lunar,49.5,544,39,0.456,0.487,19,20,12415,6070,6345,24,24,33,82,29.3%,313.2,153.1,160.1,0.61,0.61,0.83,2.07,318.3,155.6,162.7,0.62,0.62,0.85,2.1,82,92,2.07,2.32,2.1,2.36
Prospect,,Heiz.,Eclipse,North American Soccar Club,Solar,49.3,825,60,0.516,0.517,31,29,18778,11070,7708,48,32,66,137,35.0%,312.4,184.2,128.2,0.8,0.53,1.1,2.28,313.0,184.5,128.5,0.8,0.53,1.1,2.28,150,144,2.5,2.4,2.5,2.4
Prospect,RSC002187,Psychic_Rock,Earth,The Elements,Lunar,49.3,740,51,0.5,0.451,23,28,16628,9370,7258,35,33,61,117,29.9%,308.4,173.8,134.6,0.65,0.61,1.13,2.17,326.0,183.7,142.3,0.69,0.65,1.2,2.29,126,126,2.34,2.34,2.47,2.47
Prospect,RSC000410,Yetif,Ravagers,The Swarm,Solar,49.2,769,53,0.667,0.679,36,17,16902,10330,6572,47,31,54,138,34.1%,301.6,184.4,117.3,0.84,0.55,0.96,2.46,318.9,194.9,124.0,0.89,0.58,1.02,2.6,158,101,2.82,1.8,2.98,1.91
Prospect,RSC002960,King,Berserkers,The Sovereign,Lunar,49.0,170,13,0.339,0.231,3,10,3794,1980,1814,7,9,12,23,30.4%,306.3,159.8,146.4,0.57,0.73,0.97,1.86,291.8,152.3,139.5,0.54,0.69,0.92,1.77,25,38,2.02,3.07,1.92,2.92
Prospect,RSC002780,Lickadoss77,Zomberries,Spooky Breakfast Gang,Solar,48.9,726,52,0.396,0.404,21,31,18177,10140,8037,39,20,84,104,37.5%,343.6,191.7,151.9,0.74,0.38,1.59,1.97,349.6,195.0,154.6,0.75,0.38,1.62,2.0,106,139,2.0,2.63,2.04,2.67
Prospect,,Zro.,Purristas,The Cat Cafe,Lunar,48.5,174,13,0.513,0.462,6,7,3907,2140,1767,8,7,14,29,27.6%,308.2,168.8,139.4,0.63,0.55,1.1,2.29,300.5,164.6,135.9,0.62,0.54,1.08,2.23,32,31,2.52,2.45,2.46,2.38
Prospect,RSC002662,Aku Lmlt,Uruk-hai,Middle Earth,Lunar,48.2,707,53,0.464,0.453,24,29,16159,8780,7379,38,25,51,118,32.2%,313.7,170.4,143.2,0.74,0.49,0.99,2.29,304.9,165.7,139.2,0.72,0.47,0.96,2.23,115,126,2.23,2.45,2.17,2.38
Prospect,RSC002271,Based Fame,Salty Sardines,Fifty-Fifty Pizzeria,Lunar,47.7,587,42,0.488,0.548,23,19,13807,7230,6577,29,17,50,98,29.6%,322.8,169.0,153.8,0.68,0.4,1.17,2.29,328.7,172.1,156.6,0.69,0.4,1.19,2.33,95,98,2.22,2.29,2.26,2.33
Prospect,RSC001034,King Bonkk,Uruk-hai,Middle Earth,Lunar,47.6,539,40,0.446,0.475,19,21,12215,6310,5905,22,21,44,86,25.6%,311.0,160.7,150.4,0.56,0.53,1.12,2.19,305.4,157.8,147.6,0.55,0.53,1.1,2.15,87,100,2.22,2.55,2.18,2.5
Prospect,RSC002866,Aust106,Stargazers,The Abyss,Lunar,47.3,339,27,0.442,0.481,13,14,8050,4580,3470,20,15,29,38,52.6%,325.9,185.4,140.5,0.81,0.61,1.17,1.54,298.1,169.6,128.5,0.74,0.56,1.07,1.41,57,66,2.31,2.67,2.11,2.44
Prospect,RSC001040,Vote4Jr,Ravagers,The Swarm,Solar,47.3,859,59,0.631,0.644,38,21,18988,11140,7848,46,44,64,114,40.4%,303.4,178.0,125.4,0.73,0.7,1.02,1.82,321.8,188.8,133.0,0.78,0.75,1.08,1.93,171,121,2.73,1.93,2.9,2.05
Prospect,RSC001942,Dendro,Spastics,The Quad Dynasty,Solar,46.9,725,49,0.632,0.653,32,17,16366,9100,7266,36,31,58,105,34.3%,309.8,172.3,137.5,0.68,0.59,1.1,1.99,334.0,185.7,148.3,0.73,0.63,1.18,2.14,147,104,2.78,1.97,3.0,2.12
Prospect,RSC001353,Imgonpredude,Stargazers,The Abyss,Lunar,46.4,430,33,0.417,0.455,15,18,9949,5250,4699,23,13,32,70,32.9%,317.5,167.6,150.0,0.73,0.41,1.02,2.23,301.5,159.1,142.4,0.7,0.39,0.97,2.12,67,83,2.14,2.65,2.03,2.52
