Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,K.Doughboy,Prospect,"Earth
Barbarians","The Elements
The Sovereign",N/A,29.3,591,48,0.379,0.396,19,29,12522,6280,6242,18,16,61,63,28.6%,300.5,150.7,149.8,0.43,0.38,1.46,1.51,260.9,130.8,130.0,0.38,0.33,1.27,1.31,80,110,1.92,2.64,1.67,2.29
,,,Franc_Mr,Prospect,Envy,Seven Deadly Sins,N/A,29.3,466,33,0.522,0.576,19,14,9620,4920,4700,19,8,39,67,28.4%,292.8,149.7,143.0,0.58,0.24,1.19,2.04,291.5,149.1,142.4,0.58,0.24,1.18,2.03,72,68,2.19,2.07,2.18,2.06
,,,Prohunter Rl,Prospect,Prism Proteges,Art Club,N/A,28.7,363,25,0.202,0.120,3,22,7444,4000,3444,17,7,29,50,34.0%,290.8,156.3,134.5,0.66,0.27,1.13,1.95,297.8,160.0,137.8,0.68,0.28,1.16,2.00,40,94,1.56,3.67,1.60,3.76
,,,Meondisplay,Prospect,Blacktips,Shark Attack,N/A,27.4,751,54,0.458,0.444,24,30,14388,8190,6198,32,23,57,99,32.3%,271.7,154.7,117.0,0.60,0.43,1.08,1.87,266.4,151.7,114.8,0.59,0.43,1.06,1.83,114,127,2.15,2.40,2.11,2.35
,,,Redwinglegendayg,Prospect,Undead,Destined,N/A,26.9,460,29,0.447,0.414,12,17,8377,4600,3777,20,14,24,70,28.6%,258.3,141.8,116.4,0.62,0.43,0.74,2.16,288.9,158.6,130.2,0.69,0.48,0.83,2.41,68,78,2.10,2.40,2.34,2.69
,,,Novarchite,Prospect,Sparks,Electric Mayhem,N/A,24.6,706,52,0.378,0.404,21,31,13343,6780,6563,22,21,53,88,25.0%,268.0,136.2,131.8,0.44,0.42,1.06,1.77,256.6,130.4,126.2,0.42,0.40,1.02,1.69,94,130,1.89,2.61,1.81,2.50
,,,Dareme,Prospect,Earth,The Elements,N/A,21.3,631,47,0.194,0.213,10,37,12109,5910,6199,17,11,57,81,21.0%,272.1,132.8,139.3,0.38,0.25,1.28,1.82,257.6,125.7,131.9,0.36,0.23,1.21,1.72,65,159,1.46,3.57,1.38,3.38
,,,Lguporkers,Prospect,Darkness,The Shadows,N/A,21.2,135,10,0.351,0.200,2,8,2432,1270,1162,6,4,6,17,35.3%,255.5,133.4,122.1,0.63,0.42,0.63,1.79,243.2,127.0,116.2,0.60,0.40,0.60,1.70,19,28,2.00,2.94,1.90,2.80
,,,R00K46,Prospect,Muenster Misfits,Cheese Guild,N/A,19.5,495,34,0.478,0.441,15,19,9158,4430,4728,15,12,35,58,25.9%,262.4,126.9,135.5,0.43,0.34,1.00,1.66,269.4,130.3,139.1,0.44,0.35,1.03,1.71,66,70,1.89,2.01,1.94,2.06
,,,Rwalls516R,Prospect,Sparks,Electric Mayhem,N/A,18.5,57,4,0.026,0.000,0,4,1174,570,604,2,0,6,7,28.6%,292.1,141.8,150.3,0.50,0.00,1.49,1.74,293.5,142.5,151.0,0.50,0.00,1.50,1.75,2,19,0.50,4.73,0.50,4.75
,,,Xernaut,Prospect,Detention Demons,Ghoul School,N/A,17.6,367,26,0.257,0.154,4,22,6525,3420,3105,15,6,22,52,28.8%,252.1,132.2,120.0,0.58,0.23,0.85,2.01,251.0,131.5,119.4,0.58,0.23,0.85,2.00,38,76,1.47,2.94,1.46,2.92
,,,Bromzatheoldman,Prospect,"Funnel-Webs
Earth","Eight Legged Freaks
The Elements",N/A,13.7,101,7,0.213,0.143,1,6,1819,1030,789,6,1,5,13,46.2%,255.4,144.6,110.8,0.84,0.14,0.70,1.83,259.9,147.1,112.7,0.86,0.14,0.71,1.86,11,25,1.54,3.51,1.57,3.57
,,,Trios,Prospect,Prism Proteges,Art Club,N/A,11.4,409,30,0.331,0.400,12,18,6722,3760,2962,9,12,37,41,22.0%,233.1,130.4,102.7,0.31,0.42,1.28,1.42,224.1,125.3,98.7,0.30,0.40,1.23,1.37,55,86,1.91,2.98,1.83,2.87
,,,Drivingwebster,Prospect,Earth,The Elements,N/A,9.9,489,38,0.142,0.132,5,33,8472,4140,4332,13,7,39,54,24.1%,245.7,120.1,125.6,0.38,0.20,1.13,1.57,222.9,108.9,114.0,0.34,0.18,1.03,1.42,43,133,1.25,3.86,1.13,3.50
,,,Pridedbird3406,Prospect,Sparks,Electric Mayhem,N/A,7.6,63,4,0.583,0.500,2,2,1042,420,622,0,1,6,7,0.0%,234.6,94.5,140.0,0.00,0.23,1.35,1.58,260.5,105.0,155.5,0.00,0.25,1.50,1.75,10,8,2.25,1.80,2.50,2.00
,,,Celiaaaaah13,Prospect,Earth,The Elements,N/A,7.4,568,41,0.131,0.122,5,36,9765,4590,5175,13,11,45,49,26.5%,243.8,114.6,129.2,0.32,0.27,1.12,1.22,238.2,112.0,126.2,0.32,0.27,1.10,1.20,49,159,1.22,3.97,1.20,3.88
,,,Happy-Illmore,Prospect,Undead,Destined,N/A,2.7,59,4,0.416,0.250,1,3,766,320,446,0,2,3,7,0.0%,184.1,76.9,107.2,0.00,0.48,0.72,1.68,191.5,80.0,111.5,0.00,0.50,0.75,1.75,8,10,1.92,2.40,2.00,2.50
,,,D1Rew00F,Prospect,Undead,Destined,N/A,-0.5,192,13,0.278,0.231,3,10,2868,1390,1478,3,5,14,14,21.4%,211.8,102.7,109.2,0.22,0.37,1.03,1.03,220.6,106.9,113.7,0.23,0.38,1.08,1.08,19,36,1.40,2.66,1.46,2.77
,,,Prestondew00,Prospect,Bokrug,The Mythos,N/A,-2.6,57,4,0.541,0.500,2,2,837,350,487,0,1,5,5,0.0%,208.2,87.1,121.2,0.00,0.25,1.24,1.24,209.3,87.5,121.8,0.00,0.25,1.25,1.25,10,9,2.49,2.24,2.50,2.25
,,,Crispywimper,Prospect,Prism Proteges,Art Club,N/A,-18.0,28,2,0.207,0.000,0,2,373,120,253,0,0,2,2,0.0%,188.9,60.8,128.1,0.00,0.00,1.01,1.01,186.5,60.0,126.5,0.00,0.00,1.00,1.00,1,3,0.51,1.52,0.50,1.50
,,,Greh,Premier,Fairies,The Forest,N/A,85.5,715,39,0.651,0.641,25,14,18884,11420,7464,57,30,50,172,33.1%,444.5,268.8,175.7,1.34,0.71,1.18,4.05,484.2,292.8,191.4,1.46,0.77,1.28,4.41,122,82,2.87,1.93,3.13,2.10
,,,Arrow,Premier,Viperfish,The Abyss,N/A,81.5,874,48,0.603,0.646,31,17,22793,14750,8043,79,26,65,230,34.3%,438.9,284.0,154.9,1.52,0.50,1.25,4.43,474.9,307.3,167.6,1.65,0.54,1.35,4.79,152,117,2.93,2.25,3.17,2.44
,,,Danger,Premier,Urcuchillay,The Herd,N/A,75.9,756,43,0.442,0.465,20,23,20212,11720,8492,45,35,82,137,32.8%,450.0,260.9,189.0,1.00,0.78,1.83,3.05,470.0,272.6,197.5,1.05,0.81,1.91,3.19,108,125,2.40,2.78,2.51,2.91
,,,North.-.,Premier,Interstellar,Event Horizon,N/A,71.0,900,56,0.582,0.589,33,23,22329,12360,9969,46,42,78,176,26.1%,417.5,231.1,186.4,0.86,0.79,1.46,3.29,398.7,220.7,178.0,0.82,0.75,1.39,3.14,142,115,2.66,2.15,2.54,2.05
,,,Monster.,Premier,Tarbage Grucks,Maste Wanagement,N/A,68.7,894,56,0.585,0.643,36,20,23365,12670,10695,53,29,84,172,30.8%,439.9,238.5,201.3,1.00,0.55,1.58,3.24,417.2,226.3,191.0,0.95,0.52,1.50,3.07,136,109,2.56,2.05,2.43,1.95
,,,Rule,Premier,Interstellar,Event Horizon,N/A,68.0,887,55,0.587,0.600,33,22,21967,12970,8997,56,38,77,162,34.6%,416.8,246.1,170.7,1.06,0.72,1.46,3.07,399.4,235.8,163.6,1.02,0.69,1.40,2.95,140,112,2.66,2.13,2.55,2.04
,,,Bluesleeves,Premier,Hurricanes,Storm,N/A,68.0,839,51,0.507,0.529,27,24,20727,11990,8737,42,37,86,164,25.6%,415.8,240.5,175.3,0.84,0.74,1.73,3.29,406.4,235.1,171.3,0.82,0.73,1.69,3.22,122,120,2.45,2.41,2.39,2.35
,,,Leonis,Premier,Hawk Attack,Whale Defense,N/A,67.6,858,52,0.640,0.615,32,20,20379,11970,8409,49,36,69,182,26.9%,399.7,234.8,164.9,0.96,0.71,1.35,3.57,391.9,230.2,161.7,0.94,0.69,1.33,3.50,139,96,2.73,1.88,2.67,1.85
,,,Kylau,Premier,Tarbage Grucks,Maste Wanagement,N/A,64.8,894,56,0.585,0.643,36,20,21779,12380,9399,48,39,81,158,30.4%,410.0,233.1,176.9,0.90,0.73,1.52,2.97,388.9,221.1,167.8,0.86,0.70,1.45,2.82,136,109,2.56,2.05,2.43,1.95
,,,Galico,Premier,Hawk Attack,Whale Defense,N/A,63.7,180,11,0.644,0.636,7,4,4305,2680,1625,11,9,17,28,39.3%,402.5,250.6,151.9,1.03,0.84,1.59,2.62,391.4,243.6,147.7,1.00,0.82,1.55,2.55,28,19,2.62,1.78,2.55,1.73
,,,Fusionbleach,Premier,Crooked Capos,The Syndicate,N/A,62.8,904,55,0.541,0.509,28,27,22399,12830,9569,55,26,84,183,30.1%,417.0,238.9,178.1,1.02,0.48,1.56,3.41,407.3,233.3,174.0,1.00,0.47,1.53,3.33,129,116,2.40,2.16,2.35,2.11
,,,Insanity,Premier,"Double Mint
Fairies","Minty Fresh
The Forest",N/A,62.2,688,44,0.386,0.409,18,26,16889,8800,8089,22,32,77,115,19.1%,413.1,215.3,197.9,0.54,0.78,1.88,2.81,383.8,200.0,183.8,0.50,0.73,1.75,2.61,85,114,2.08,2.79,1.93,2.59
,,,Hams,Premier,Hawk Attack,Whale Defense,N/A,60.5,933,56,0.650,0.625,35,21,22019,12330,9689,46,41,82,158,29.1%,397.2,222.4,174.8,0.83,0.74,1.48,2.85,393.2,220.2,173.0,0.82,0.73,1.46,2.82,152,102,2.74,1.84,2.71,1.82
,,,Snizdrift,Premier,Fairies,The Forest,N/A,58.0,817,44,0.611,0.568,25,19,18783,10990,7793,38,41,78,124,30.6%,386.9,226.4,160.5,0.78,0.84,1.61,2.55,426.9,249.8,177.1,0.86,0.93,1.77,2.82,131,98,2.70,2.02,2.98,2.23
,,,Almost Magic Mike,Premier,Viperfish,The Abyss,N/A,56.4,1021,56,0.559,0.589,33,23,23105,13370,9735,38,60,105,132,28.8%,380.9,220.4,160.5,0.63,0.99,1.73,2.18,412.6,238.8,173.8,0.68,1.07,1.88,2.36,165,142,2.72,2.34,2.95,2.54
,,,1Tapstephen,Premier,Gummy Bears,The Bear Den,N/A,55.8,199,12,0.447,0.333,4,8,5008,2780,2228,7,8,28,28,25.0%,423.5,235.1,188.4,0.59,0.68,2.37,2.37,417.3,231.7,185.7,0.58,0.67,2.33,2.33,28,32,2.37,2.71,2.33,2.67
,,,Hawk Rl,Premier,Hawk Attack,Whale Defense,N/A,55.2,813,48,0.671,0.646,31,17,17708,10550,7158,46,30,57,160,28.8%,366.6,218.4,148.2,0.95,0.62,1.18,3.31,368.9,219.8,149.1,0.96,0.63,1.19,3.33,135,85,2.79,1.76,2.81,1.77
,,,5050 Fots,Premier,Gummy Bears,The Bear Den,N/A,55.2,757,44,0.363,0.364,16,28,18267,10900,7367,36,22,95,145,24.8%,406.1,242.3,163.8,0.80,0.49,2.11,3.22,415.2,247.7,167.4,0.82,0.50,2.16,3.30,84,121,1.87,2.69,1.91,2.75
,,,Hirsch,Premier,Capybaras,The Jungle,N/A,54.9,701,43,0.361,0.372,16,27,16894,10140,6754,37,19,83,134,27.6%,405.6,243.4,162.2,0.89,0.46,1.99,3.22,392.9,235.8,157.1,0.86,0.44,1.93,3.12,82,118,1.97,2.83,1.91,2.74
,,,Tylurr,Premier,"Hurricanes
Double Mint","Storm
Minty Fresh",N/A,54.3,340,20,0.451,0.400,8,12,7626,4180,3446,15,14,28,58,25.9%,377.5,206.9,170.6,0.74,0.69,1.39,2.87,381.3,209.0,172.3,0.75,0.70,1.40,2.90,45,51,2.23,2.52,2.25,2.55
,,,Wolf,Premier,Crooked Capos,The Syndicate,N/A,53.5,904,55,0.541,0.509,28,27,20865,11970,8895,44,29,89,167,26.3%,388.4,222.8,165.6,0.82,0.54,1.66,3.11,379.4,217.6,161.7,0.80,0.53,1.62,3.04,129,116,2.40,2.16,2.35,2.11
,,,Ashes.,Premier,Interstellar,Event Horizon,N/A,52.2,881,55,0.586,0.600,33,22,19413,11190,8223,39,38,79,144,27.1%,370.8,213.8,157.1,0.75,0.73,1.51,2.75,353.0,203.5,149.5,0.71,0.69,1.44,2.62,141,113,2.69,2.16,2.56,2.05
,,,Purplesleeves,Premier,Urcuchillay,The Herd,N/A,50.5,66,4,0.451,0.500,2,2,1636,970,666,4,1,8,12,33.3%,417.2,247.3,169.8,1.02,0.25,2.04,3.06,409.0,242.5,166.5,1.00,0.25,2.00,3.00,7,8,1.78,2.04,1.75,2.00
