Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Iprofessorex,Veteran,Banana Spiders,Eight Legged Freaks,Lunar,34.0,334,22,0.385,0.364,8,14,7130,3850,3280,13,9,33,45,28.9%,334.9,180.8,154.1,0.61,0.42,1.55,2.11,324.1,175.0,149.1,0.59,0.41,1.50,2.05,47,63,2.21,2.96,2.14,2.86
,,,Clown Sandwich,Veteran,Cthulhu,The Mythos,Lunar,33.9,267,16,0.369,0.313,5,11,5545,3090,2455,13,8,20,39,33.3%,325.8,181.6,144.2,0.76,0.47,1.18,2.29,346.6,193.1,153.4,0.81,0.50,1.25,2.44,38,53,2.23,3.11,2.38,3.31
,,,Suckiest Sucker,Veteran,Mosaic Maestros,Art Club,Solar,33.7,520,33,0.505,0.515,17,16,10987,6100,4887,28,16,36,70,40.0%,331.5,184.0,147.4,0.84,0.48,1.09,2.11,332.9,184.8,148.1,0.85,0.48,1.09,2.12,86,85,2.59,2.56,2.61,2.58
,,,Perkls,Veteran,Crashtans,Maste Wanagement,Solar,33.1,563,34,0.312,0.265,9,25,11276,6220,5056,23,14,45,97,23.7%,314.2,173.3,140.9,0.64,0.39,1.25,2.70,331.6,182.9,148.7,0.68,0.41,1.32,2.85,66,109,1.84,3.04,1.94,3.21
,,,Drupenson,Veteran,"Mean Manatees
Calzones","Speed Demons
Fifty-Fifty Pizzeria",Lunar,32.1,138,8,0.460,0.375,3,5,2613,1480,1133,4,7,11,18,22.2%,297.1,168.3,128.8,0.45,0.80,1.25,2.05,326.6,185.0,141.6,0.50,0.88,1.38,2.25,18,20,2.05,2.27,2.25,2.50
,,,Bill3113,Veteran,"Mean Manatees
Cthulhu","Speed Demons
The Mythos",Lunar,31.7,268,19,0.302,0.263,5,14,5609,3370,2239,15,7,23,37,40.5%,328.3,197.3,131.1,0.88,0.41,1.35,2.17,295.2,177.4,117.8,0.79,0.37,1.21,1.95,36,60,2.11,3.51,1.89,3.16
,,,Pana,Veteran,Peppermint,Minty Fresh,Solar,29.8,249,15,0.236,0.200,3,12,5280,3100,2180,11,6,28,30,36.7%,332.7,195.3,137.4,0.69,0.38,1.76,1.89,352.0,206.7,145.3,0.73,0.40,1.87,2.00,24,51,1.51,3.21,1.60,3.40
,,,Ryanawesome_,Veteran,Linguini Lancers,Italian Battalion,Lunar,29.7,797,55,0.455,0.473,26,29,15852,8670,7182,36,28,52,107,33.6%,312.0,170.7,141.4,0.71,0.55,1.02,2.11,288.2,157.6,130.6,0.65,0.51,0.95,1.95,126,141,2.48,2.78,2.29,2.56
,,,Heca,Veteran,Calzones,Fifty-Fifty Pizzeria,Lunar,29.3,797,49,0.487,0.531,26,23,15572,8640,6932,32,33,56,99,32.3%,306.5,170.1,136.5,0.63,0.65,1.10,1.95,317.8,176.3,141.5,0.65,0.67,1.14,2.02,119,123,2.34,2.42,2.43,2.51
,,,Viper15,Veteran,"Crashtans
Pride","Maste Wanagement
Seven Deadly Sins",Solar,29.1,806,51,0.351,0.373,19,32,16083,8720,7363,30,26,67,107,28.0%,313.0,169.7,143.3,0.58,0.51,1.30,2.08,315.4,171.0,144.4,0.59,0.51,1.31,2.10,97,144,1.89,2.80,1.90,2.82
,,,Corners-,Veteran,Guanacos,The Herd,Lunar,28.8,586,37,0.509,0.486,18,19,11540,6440,5100,25,18,44,84,29.8%,308.9,172.4,136.5,0.67,0.48,1.18,2.25,311.9,174.1,137.8,0.68,0.49,1.19,2.27,85,83,2.28,2.22,2.30,2.24
,,,Braybaum02,Veteran,"Peppermint
Nightmare
Cthulhu","Minty Fresh
The Shadows
The Mythos",Solar,28.7,784,53,0.306,0.264,14,39,16258,8500,7758,34,18,63,105,32.4%,325.3,170.1,155.2,0.68,0.36,1.26,2.10,306.8,160.4,146.4,0.64,0.34,1.19,1.98,105,173,2.10,3.46,1.98,3.26
,,,Mummifiedraptor,Veteran,Gouda Gangsters,Cheese Guild,Solar,28.4,146,8,0.500,0.625,5,3,2569,1330,1239,5,5,6,28,17.9%,276.0,142.9,133.1,0.54,0.54,0.64,3.01,321.1,166.3,154.9,0.63,0.63,0.75,3.50,17,17,1.83,1.83,2.13,2.13
,,,Cozyboy,Veteran,Seadevils,The Abyss,Lunar,27.8,52,4,0.653,0.750,3,1,955,430,525,1,2,3,8,12.5%,288.1,129.7,158.4,0.30,0.60,0.91,2.41,238.8,107.5,131.3,0.25,0.50,0.75,2.00,13,9,3.92,2.72,3.25,2.25
,,,Jabbaaaaaaa_,Veteran,Peppermint,Minty Fresh,Solar,27.2,706,48,0.329,0.313,15,33,13818,7070,6748,26,24,47,92,28.3%,307.1,157.1,149.9,0.58,0.53,1.04,2.04,287.9,147.3,140.6,0.54,0.50,0.98,1.92,99,153,2.20,3.40,2.06,3.19
,,,Nizzlepls,Veteran,Guanacos,The Herd,Lunar,27.0,992,62,0.534,0.484,30,32,19360,11170,8190,44,26,80,147,29.9%,306.2,176.7,129.5,0.70,0.41,1.27,2.32,312.3,180.2,132.1,0.71,0.42,1.29,2.37,157,144,2.48,2.28,2.53,2.32
,,,Decky.,Veteran,Peppers,The Garden,Lunar,26.9,489,31,0.424,0.387,12,19,9567,5270,4297,22,13,34,72,30.6%,306.9,169.1,137.9,0.71,0.42,1.09,2.31,308.6,170.0,138.6,0.71,0.42,1.10,2.32,64,78,2.05,2.50,2.06,2.52
,,,Sly,Veteran,"Pushwalkers
Crashtans","The Quad Dynasty
Maste Wanagement",Solar,26.9,363,25,0.462,0.400,10,15,7064,3670,3394,17,9,19,57,29.8%,305.3,158.6,146.7,0.73,0.39,0.82,2.46,282.6,146.8,135.8,0.68,0.36,0.76,2.28,61,67,2.64,2.90,2.44,2.68
,,,Sthen0 -_-,Veteran,Possessed,Destined,Solar,26.6,65,4,0.372,0.250,1,3,1241,670,571,2,3,5,7,28.6%,299.5,161.7,137.8,0.48,0.72,1.21,1.69,310.3,167.5,142.8,0.50,0.75,1.25,1.75,11,15,2.65,3.62,2.75,3.75
,,,I Love Sand,Veteran,Blues,Whale Defense,Lunar,26.4,245,16,0.456,0.500,8,8,5424,2980,2444,10,4,31,23,43.5%,347.3,190.8,156.5,0.64,0.26,1.99,1.47,339.0,186.3,152.8,0.63,0.25,1.94,1.44,33,37,2.11,2.37,2.06,2.31
,,,Creme,Veteran,Gladiators,The Sovereign,Lunar,26.3,832,50,0.469,0.520,26,24,15571,9070,6501,31,28,67,122,25.4%,293.6,171.0,122.6,0.58,0.53,1.26,2.30,311.4,181.4,130.0,0.62,0.56,1.34,2.44,119,129,2.24,2.43,2.38,2.58
,,,Gorillacream707,Veteran,Gladiators,The Sovereign,Lunar,25.6,659,38,0.444,0.500,19,19,12063,6260,5803,24,17,37,116,20.7%,287.2,149.0,138.1,0.57,0.40,0.88,2.76,317.4,164.7,152.7,0.63,0.45,0.97,3.05,81,94,1.93,2.24,2.13,2.47
,,,Wittinghalo64,Veteran,Hades,The Gods,Solar,25.0,841,54,0.309,0.222,12,42,17080,9040,8040,33,19,75,104,31.7%,318.6,168.6,150.0,0.62,0.35,1.40,1.94,316.3,167.4,148.9,0.61,0.35,1.39,1.93,95,159,1.77,2.97,1.76,2.94
,,,Jay_Kay99,Veteran,Cthulhu,The Mythos,Lunar,24.9,608,40,0.360,0.350,14,26,11222,6160,5062,23,20,39,91,25.3%,289.6,158.9,130.6,0.59,0.52,1.01,2.35,280.6,154.0,126.6,0.58,0.50,0.98,2.28,91,129,2.35,3.33,2.28,3.23
,,,Chis,Veteran,Peppers,The Garden,Lunar,24.4,68,4,0.577,0.500,2,2,1186,750,436,3,3,4,10,30.0%,273.6,173.0,100.6,0.69,0.69,0.92,2.31,296.5,187.5,109.0,0.75,0.75,1.00,2.50,11,9,2.54,2.08,2.75,2.25
,,,Tuhlur.,Veteran,Peppermint,Minty Fresh,Solar,24.1,404,24,0.267,0.208,5,19,7897,4000,3897,10,7,41,60,16.7%,306.7,155.3,151.3,0.39,0.27,1.59,2.33,329.0,166.7,162.4,0.42,0.29,1.71,2.50,40,77,1.55,2.99,1.67,3.21
,,,Defiance,Veteran,"Possessed
Mosaic Maestros","Destined
Art Club",Solar,23.2,578,35,0.454,0.371,13,22,10666,5580,5086,18,20,40,78,23.1%,289.5,151.5,138.0,0.49,0.54,1.09,2.12,304.7,159.4,145.3,0.51,0.57,1.14,2.23,79,89,2.14,2.42,2.26,2.54
,,,Hoyci,Veteran,"Crashtans
Peppermint","Maste Wanagement
Minty Fresh",Solar,22.1,708,46,0.288,0.283,13,33,13078,6440,6638,18,23,51,94,19.1%,289.8,142.7,147.1,0.40,0.51,1.13,2.08,284.3,140.0,144.3,0.39,0.50,1.11,2.04,78,139,1.73,3.08,1.70,3.02
,,,Torque,Veteran,Hades,The Gods,Solar,21.1,114,7,0.304,0.143,1,6,2150,1170,980,3,2,12,17,17.6%,295.9,161.0,134.9,0.41,0.28,1.65,2.34,307.1,167.1,140.0,0.43,0.29,1.71,2.43,13,22,1.79,3.03,1.86,3.14
,,,Ak ._.,Veteran,"Hades
Banshees","The Gods
The Monster Mash",Solar,19.8,665,42,0.307,0.238,10,32,12649,6200,6449,17,15,58,85,20.0%,298.4,146.3,152.1,0.40,0.35,1.37,2.01,301.2,147.6,153.5,0.40,0.36,1.38,2.02,77,129,1.82,3.04,1.83,3.07
,,,Slycooperd3Mis3,Veteran,"Linguini Lancers
Rockin Revenants","Italian Battalion
Ghoul School",Solar,19.7,381,23,0.402,0.391,9,14,7006,3690,3316,10,13,32,44,22.7%,288.5,151.9,136.5,0.41,0.54,1.32,1.81,304.6,160.4,144.2,0.43,0.57,1.39,1.91,53,68,2.18,2.80,2.30,2.96
,,,Dewby,Veteran,"Pride
Crashtans","Seven Deadly Sins
Maste Wanagement",Solar,19.1,482,31,0.382,0.323,10,21,8837,4830,4007,19,16,31,58,32.8%,287.6,157.2,130.4,0.62,0.52,1.01,1.89,285.1,155.8,129.3,0.61,0.52,1.00,1.87,73,98,2.38,3.19,2.35,3.16
,,,Danub,Veteran,Hades,The Gods,Solar,16.7,567,37,0.262,0.243,9,28,11032,6210,4822,25,9,52,66,37.9%,305.2,171.8,133.4,0.69,0.25,1.44,1.83,298.2,167.8,130.3,0.68,0.24,1.41,1.78,62,119,1.72,3.29,1.68,3.22
,,,San X Finesse,Veteran,Pride,Seven Deadly Sins,Lunar,14.4,305,18,0.336,0.333,6,12,5664,3150,2514,9,8,31,30,30.0%,291.3,162.0,129.3,0.46,0.41,1.59,1.54,314.7,175.0,139.7,0.50,0.44,1.72,1.67,34,53,1.75,2.73,1.89,2.94
,,,Slowlow24,Veteran,Saturn,The Nexus,Solar,13.2,63,4,0.355,0.250,1,3,1034,610,424,1,3,6,6,16.7%,257.5,151.9,105.6,0.25,0.75,1.49,1.49,258.5,152.5,106.0,0.25,0.75,1.50,1.50,9,13,2.24,3.24,2.25,3.25
,,,Tuxedo Marx,Veteran,Gouda Gangsters,Cheese Guild,Solar,8.5,34,3,0.067,0.000,0,3,692,380,312,2,0,3,3,66.7%,319.3,175.3,144.0,0.92,0.00,1.38,1.38,230.7,126.7,104.0,0.67,0.00,1.00,1.00,2,10,0.92,4.61,0.67,3.33
,,,1Klenzi1,Veteran,Banshees,The Monster Mash,Lunar,8.2,58,4,0.225,0.250,1,3,1092,600,492,3,1,4,5,60.0%,295.4,162.3,133.1,0.81,0.27,1.08,1.35,273.0,150.0,123.0,0.75,0.25,1.00,1.25,6,13,1.62,3.52,1.50,3.25
,,,Goum,Veteran,Saturn,The Nexus,Solar,5.3,61,4,0.331,0.250,1,3,1020,500,520,1,2,5,5,20.0%,262.3,128.6,133.7,0.26,0.51,1.29,1.29,255.0,125.0,130.0,0.25,0.50,1.25,1.25,7,11,1.80,2.83,1.75,2.75
,,,Link,Veteran,"Cthulhu
Saturn","The Mythos
The Nexus",Lunar,4.1,157,10,0.196,0.100,1,9,2379,1140,1239,2,5,10,19,10.5%,237.7,113.9,123.8,0.20,0.50,1.00,1.90,237.9,114.0,123.9,0.20,0.50,1.00,1.90,17,40,1.70,4.00,1.70,4.00
,,,Gon955,Veteran,"Lightning
Cthulhu","Electric Mayhem
The Mythos",Lunar,-1.3,323,21,0.381,0.429,9,12,5207,2650,2557,11,5,19,35,31.4%,252.9,128.7,124.2,0.53,0.24,0.92,1.70,248.0,126.2,121.8,0.52,0.24,0.90,1.67,45,61,2.19,2.96,2.14,2.90
,,,Tryhard Goblin,Veteran,Water,The Elements,Solar,-14.4,46,4,0.285,0.250,1,3,791,270,521,1,0,3,2,50.0%,269.8,92.1,177.7,0.34,0.00,1.02,0.68,197.8,67.5,130.3,0.25,0.00,0.75,0.50,7,12,2.39,4.09,1.75,3.00
,,,Grand Trashcan,Rival,Mercury,The Nexus,Solar,94.9,587,39,0.568,0.667,26,13,16256,9060,7196,37,34,46,136,27.2%,420.1,234.1,186.0,0.96,0.88,1.19,3.51,416.8,232.3,184.5,0.95,0.87,1.18,3.49,100,84,2.58,2.17,2.56,2.15
,,,Llamaboy101,Rival,Surge,Electric Mayhem,Lunar,91.5,429,27,0.697,0.593,16,11,12021,7520,4501,36,22,39,87,41.4%,425.0,265.9,159.1,1.27,0.78,1.38,3.08,445.2,278.5,166.7,1.33,0.81,1.44,3.22,91,54,3.22,1.91,3.37,2.00
,,,Sonder,Rival,Lu-Kthu,The Mythos,Lunar,89.6,608,42,0.690,0.738,31,11,16314,9390,6924,41,38,42,129,31.8%,407.0,234.3,172.7,1.02,0.95,1.05,3.22,388.4,223.6,164.9,0.98,0.90,1.00,3.07,120,72,2.99,1.80,2.86,1.71
,,,Jackowanou,Rival,Torte Reform,The Bakery,Solar,82.3,917,59,0.614,0.644,38,21,24049,13630,10419,56,44,76,203,27.6%,397.8,225.5,172.3,0.93,0.73,1.26,3.36,407.6,231.0,176.6,0.95,0.75,1.29,3.44,153,113,2.53,1.87,2.59,1.92
,,,Caustic_Snow420,Rival,"Blizzards
Vikings","Storm
The Sovereign",Solar,82.1,243,15,0.528,0.533,8,7,6087,3910,2177,20,12,15,56,35.7%,380.0,244.1,135.9,1.25,0.75,0.94,3.50,405.8,260.7,145.1,1.33,0.80,1.00,3.73,45,42,2.81,2.62,3.00,2.80
,,,Bobbahutski,Rival,Vicunas,The Herd,Lunar,81.8,642,41,0.520,0.512,21,20,17135,10290,6845,44,28,63,134,32.8%,404.9,243.1,161.7,1.04,0.66,1.49,3.17,417.9,251.0,167.0,1.07,0.68,1.54,3.27,97,92,2.29,2.17,2.37,2.24
,,,Dunnie14,Rival,Werewolves,The Forest,Solar,79.5,568,36,0.500,0.472,17,19,14742,8700,6042,34,37,49,100,34.0%,393.7,232.3,161.4,0.91,0.99,1.31,2.67,409.5,241.7,167.8,0.94,1.03,1.36,2.78,98,98,2.62,2.62,2.72,2.72
,,,Unsunghero,Rival,Vikings,The Sovereign,Lunar,78.5,60,5,0.313,0.400,2,3,1712,970,742,5,1,6,12,41.7%,432.8,245.2,187.6,1.26,0.25,1.52,3.03,342.4,194.0,148.4,1.00,0.20,1.20,2.40,8,13,2.02,3.29,1.60,2.60
,,,Smyte,Rival,Lu-Kthu,The Mythos,Lunar,77.8,885,60,0.658,0.717,43,17,23955,14370,9585,68,33,85,167,40.7%,410.6,246.3,164.3,1.17,0.57,1.46,2.86,399.3,239.5,159.8,1.13,0.55,1.42,2.78,174,115,2.98,1.97,2.90,1.92
,,,Spiicy,Rival,"Quads
Blizzards","The Quad Dynasty
Storm",Solar,76.9,926,63,0.578,0.603,38,25,24910,13410,11500,49,46,91,166,29.5%,408.0,219.7,188.4,0.80,0.75,1.49,2.72,395.4,212.9,182.5,0.78,0.73,1.44,2.63,152,124,2.49,2.03,2.41,1.97
,,,Rl Rust,Rival,Eclipse,The Shadows,Solar,75.7,902,60,0.687,0.750,45,15,24752,13620,11132,58,31,92,167,34.7%,416.2,229.0,187.2,0.98,0.52,1.55,2.81,412.5,227.0,185.5,0.97,0.52,1.53,2.78,155,92,2.61,1.55,2.58,1.53
,,,Higsn,Rival,Tardy Tortoises,Speed Demons,Lunar,75.5,744,50,0.638,0.620,31,19,18857,10790,8067,43,41,60,144,29.9%,384.5,220.0,164.5,0.88,0.84,1.22,2.94,377.1,215.8,161.3,0.86,0.82,1.20,2.88,125,86,2.55,1.75,2.50,1.72
,,,Steel.Reserve,Rival,Hot Wings,Fifty-Fifty Pizzeria,Lunar,74.6,904,63,0.445,0.492,31,32,24618,13210,11408,58,30,84,171,33.9%,413.1,221.7,191.4,0.97,0.50,1.41,2.87,390.8,209.7,181.1,0.92,0.48,1.33,2.71,142,163,2.38,2.74,2.25,2.59
,,,Redfire0817,Rival,"Vikings
Polar Bears","The Sovereign
The Bear Den",Lunar,73.8,526,33,0.598,0.667,22,11,13153,7800,5353,31,29,45,100,31.0%,379.3,224.9,154.4,0.89,0.84,1.30,2.88,398.6,236.4,162.2,0.94,0.88,1.36,3.03,94,73,2.71,2.11,2.85,2.21
,,,Borp,Rival,"Asiago Arsonists
Ruthless Racket","Cheese Guild
The Syndicate",Solar,71.6,121,8,0.261,0.125,1,7,3504,2050,1454,11,1,14,20,55.0%,439.3,257.0,182.3,1.38,0.13,1.76,2.51,438.0,256.3,181.8,1.38,0.13,1.75,2.50,16,30,2.01,3.76,2.00,3.75
,,,I Like Bananas,Rival,"Polar Ice
Ocelots","Minty Fresh
The Jungle",Solar,71.4,663,43,0.476,0.512,22,21,15884,9790,6094,40,36,53,134,29.9%,363.4,224.0,139.4,0.92,0.82,1.21,3.07,369.4,227.7,141.7,0.93,0.84,1.23,3.12,113,120,2.59,2.75,2.63,2.79
,,,Baldmanstreamer,Rival,Ruthless Racket,The Syndicate,Lunar,71.1,935,63,0.538,0.492,31,32,23954,12770,11184,41,44,94,177,23.2%,388.6,207.2,181.4,0.67,0.71,1.52,2.87,380.2,202.7,177.5,0.65,0.70,1.49,2.81,136,123,2.21,2.00,2.16,1.95
,,,Azorh | Rei,Rival,Polar Ice,Minty Fresh,Solar,70.3,819,54,0.426,0.407,22,32,20919,11800,9119,52,26,72,170,30.6%,387.4,218.5,168.9,0.96,0.48,1.33,3.15,387.4,218.5,168.9,0.96,0.48,1.33,3.15,121,146,2.24,2.70,2.24,2.70
,,,Mimetic,Rival,Werewolves,The Forest,Solar,69.3,802,50,0.497,0.460,23,27,20715,12170,8545,51,34,80,137,37.2%,391.8,230.2,161.6,0.96,0.64,1.51,2.59,414.3,243.4,170.9,1.02,0.68,1.60,2.74,137,138,2.59,2.61,2.74,2.76
,,,Evdog,Rival,Wolf Spiders,Eight Legged Freaks,Lunar,69.1,816,52,0.509,0.538,28,24,20762,12210,8552,50,30,83,156,32.1%,385.9,227.0,159.0,0.93,0.56,1.54,2.90,399.3,234.8,164.5,0.96,0.58,1.60,3.00,124,121,2.31,2.25,2.38,2.33
,,,Nfury8,Rival,"Blizzards
Quads","Storm
The Quad Dynasty",Solar,68.8,1010,62,0.500,0.500,31,31,26140,14590,11550,54,36,110,189,28.6%,392.6,219.1,173.5,0.81,0.54,1.65,2.84,421.6,235.3,186.3,0.87,0.58,1.77,3.05,146,146,2.19,2.19,2.35,2.35
,,,Cqd Smith,Rival,Brashtins,Maste Wanagement,Solar,68.2,148,9,0.451,0.333,3,6,3728,2410,1318,10,6,17,26,38.5%,382.1,247.0,135.1,1.02,0.61,1.74,2.66,414.2,267.8,146.4,1.11,0.67,1.89,2.89,23,26,2.36,2.66,2.56,2.89
,,,Speed_Demon1215,Rival,"Mercury
Ruthless Racket
Anubis","The Nexus
The Syndicate
The Gods",Solar,68.0,846,58,0.458,0.483,28,30,22588,12680,9908,48,27,102,143,33.6%,405.0,227.4,177.6,0.86,0.48,1.83,2.56,389.4,218.6,170.8,0.83,0.47,1.76,2.47,124,138,2.22,2.47,2.14,2.38
,,,Ayochil1,Rival,Ruthless Racket,The Syndicate,Lunar,67.1,363,26,0.599,0.538,14,12,9071,5320,3751,24,12,32,72,33.3%,379.0,222.3,156.7,1.00,0.50,1.34,3.01,348.9,204.6,144.3,0.92,0.46,1.23,2.77,55,42,2.30,1.76,2.12,1.62
,,,Gama .-.,Rival,"Hot Wings
Vikings","Fifty-Fifty Pizzeria
The Sovereign",Lunar,67.0,789,55,0.461,0.527,29,26,20206,11700,8506,51,26,77,145,35.2%,388.5,224.9,163.5,0.98,0.50,1.48,2.79,367.4,212.7,154.7,0.93,0.47,1.40,2.64,125,138,2.40,2.65,2.27,2.51
,,,Rivdogg.,Rival,Carrots,The Garden,Lunar,66.0,743,52,0.608,0.596,31,21,19321,10910,8411,41,26,85,126,32.5%,394.4,222.7,171.7,0.84,0.53,1.74,2.57,371.6,209.8,161.8,0.79,0.50,1.63,2.42,120,90,2.45,1.84,2.31,1.73
,,,Bev Ski,Rival,Lu-Kthu,The Mythos,Lunar,65.7,932,63,0.666,0.730,46,17,21815,12840,8975,58,44,59,189,30.7%,355.0,209.0,146.1,0.94,0.72,0.96,3.08,346.3,203.8,142.5,0.92,0.70,0.94,3.00,180,116,2.93,1.89,2.86,1.84
,,,Jonezy,Rival,Hammerheads,Shark Attack,Lunar,65.6,507,32,0.729,0.688,22,10,11741,6990,4751,29,25,36,104,27.9%,351.3,209.1,142.1,0.87,0.75,1.08,3.11,366.9,218.4,148.5,0.91,0.78,1.13,3.25,94,49,2.81,1.47,2.94,1.53
,,,Pre,Rival,Fangtooths,The Abyss,Lunar,65.1,956,62,0.532,0.532,33,29,23938,13790,10148,62,32,84,179,34.6%,379.8,218.8,161.0,0.98,0.51,1.33,2.84,386.1,222.4,163.7,1.00,0.52,1.35,2.89,152,140,2.41,2.22,2.45,2.26
,,,Laguna,Rival,Mozza Marauders,Italian Battalion,Lunar,64.5,890,61,0.681,0.672,41,20,21522,13000,8522,59,42,69,155,38.1%,366.8,221.6,145.2,1.01,0.72,1.18,2.64,352.8,213.1,139.7,0.97,0.69,1.13,2.54,165,101,2.81,1.72,2.70,1.66
,,,Anarcrist,Rival,Mozza Marauders,Italian Battalion,Lunar,63.6,914,62,0.687,0.694,43,19,22676,12950,9726,57,36,77,160,35.6%,376.3,214.9,161.4,0.95,0.60,1.28,2.66,365.7,208.9,156.9,0.92,0.58,1.24,2.58,167,100,2.77,1.66,2.69,1.61
,,,Hyper,Rival,Hue Heroes,Art Club,Solar,62.0,824,54,0.506,0.463,25,29,19779,10870,8909,44,33,65,157,28.0%,364.1,200.1,164.0,0.81,0.61,1.20,2.89,366.3,201.3,165.0,0.81,0.61,1.20,2.91,122,120,2.25,2.21,2.26,2.22
,,,Feb,Rival,"Wolf Spiders
Cursed","Eight Legged Freaks
Destined",Solar,60.9,803,51,0.461,0.490,25,26,19372,10670,8702,37,30,79,152,24.3%,365.9,201.6,164.4,0.70,0.57,1.49,2.87,379.8,209.2,170.6,0.73,0.59,1.55,2.98,112,124,2.12,2.34,2.20,2.43
,,,Logixaal,Rival,Brashtins,Maste Wanagement,Solar,60.6,766,52,0.530,0.519,27,25,18401,9560,8841,28,41,69,126,22.2%,364.4,189.3,175.1,0.55,0.81,1.37,2.50,353.9,183.8,170.0,0.54,0.79,1.33,2.42,121,112,2.40,2.22,2.33,2.15
,,,Tangentrl,Rival,"Cursed
Wolf Spiders","Destined
Eight Legged Freaks",Solar,60.6,707,46,0.500,0.522,24,22,17389,9650,7739,35,28,71,120,29.2%,373.1,207.0,166.0,0.75,0.60,1.52,2.57,378.0,209.8,168.2,0.76,0.61,1.54,2.61,107,107,2.30,2.30,2.33,2.33
,,,Donyvan,Rival,Eclipse,The Shadows,Solar,60.4,964,64,0.662,0.719,46,18,22935,14080,8855,59,35,93,178,33.1%,360.9,221.6,139.3,0.93,0.55,1.46,2.80,358.4,220.0,138.4,0.92,0.55,1.45,2.78,161,103,2.53,1.62,2.52,1.61
,,,Bigbadbullman13,Rival,Hammerheads,Shark Attack,Lunar,59.9,1015,64,0.593,0.563,36,28,24534,13760,10774,54,36,94,186,29.0%,366.6,205.6,161.0,0.81,0.54,1.40,2.78,383.3,215.0,168.3,0.84,0.56,1.47,2.91,158,123,2.36,1.84,2.47,1.92
,,,Dandemko,Rival,Dolphins,Whale Defense,Lunar,59.7,919,62,0.394,0.419,26,36,22752,12840,9912,55,24,89,169,32.5%,375.5,211.9,163.6,0.91,0.40,1.47,2.79,367.0,207.1,159.9,0.89,0.39,1.44,2.73,122,161,2.01,2.66,1.97,2.60
,,,Mummifiedraptor,Rival,Asiago Arsonists,Cheese Guild,Solar,59.5,749,50,0.473,0.420,21,29,17765,10240,7525,43,28,63,139,30.9%,359.8,207.4,152.4,0.87,0.57,1.28,2.82,355.3,204.8,150.5,0.86,0.56,1.26,2.78,113,121,2.29,2.45,2.26,2.42
,,,Therealdashadow,Rival,Surge,Electric Mayhem,Lunar,59.4,532,32,0.421,0.375,12,20,12678,7810,4868,34,11,55,111,30.6%,361.5,222.7,138.8,0.97,0.31,1.57,3.16,396.2,244.1,152.1,1.06,0.34,1.72,3.47,75,92,2.14,2.62,2.34,2.88
,,,Riko,Rival,"Brashtins
Hue Heroes","Maste Wanagement
Art Club",Solar,59.0,660,45,0.538,0.556,25,20,16039,9910,6129,48,19,60,116,41.4%,368.6,227.8,140.9,1.10,0.44,1.38,2.67,356.4,220.2,136.2,1.07,0.42,1.33,2.58,109,99,2.51,2.28,2.42,2.20
