Tier,RSC ID,Player Name,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Prospect,RSC000185,Robwobwob,Firecrackers,Fallout Shelter,Solar,72.0,686,52,0.619,0.673,35,17,18378,11130,7248,58,37,44,128,45.30%,338.2,204.8,133.4,1.07,0.68,0.81,2.36,353.4,214.0,139.4,1.12,0.71,0.85,2.46,151,111,2.78,2.04,2.9,2.13
Prospect,,Iwumbo Zz,Compost Bins,Waste Management,Solar,67.8,470,37,0.571,0.486,18,19,11952,6780,5172,26,26,39,93,28.00%,321.0,182.1,138.9,0.7,0.7,1.05,2.5,323.0,183.2,139.8,0.7,0.7,1.05,2.51,95,79,2.55,2.12,2.57,2.14
Prospect,,Thewaterboy357,Dolphins,The Ocean,Solar,67.2,616,52,0.679,0.654,34,18,15775,9170,6605,49,34,29,112,43.80%,323.3,187.9,135.4,1.0,0.7,0.59,2.3,303.4,176.3,127.0,0.94,0.65,0.56,2.15,155,97,3.18,1.99,2.98,1.87
Prospect,RSC000210,Neeks,Gorgons,πολύ κεφάλη,Lunar,66.4,586,51,0.566,0.608,31,20,16579,9000,7579,44,20,51,105,41.90%,357.2,193.9,163.3,0.95,0.43,1.1,2.26,325.1,176.5,148.6,0.86,0.39,1.0,2.06,106,89,2.28,1.92,2.08,1.75
Prospect,,Shadowasders,Drizzle,Storm,Solar,66.0,50,4,0.5,0.75,3,1,1530,930,600,4,1,8,8,50.00%,386.3,234.8,151.5,1.01,0.25,2.02,2.02,382.5,232.5,150.0,1.0,0.25,2.0,2.0,9,9,2.27,2.27,2.25,2.25
Prospect,,Limitedd—,Compost Bins,Waste Management,Solar,64.5,663,51,0.603,0.569,29,22,17511,10290,7221,58,18,43,144,40.30%,333.4,195.9,137.5,1.1,0.34,0.82,2.74,343.4,201.8,141.6,1.14,0.35,0.84,2.82,129,98,2.46,1.87,2.53,1.92
Prospect,,A.,Leopards,Apex Predators,Solar,63.2,503,39,0.43,0.41,16,23,13138,7230,5908,38,15,32,108,35.20%,329.8,181.5,148.3,0.95,0.38,0.8,2.71,336.9,185.4,151.5,0.97,0.38,0.82,2.77,86,103,2.16,2.59,2.21,2.64
Prospect,,Drkincaid,"Pickles
Fire Ants","The Garden
The Swarm",Solar,62.2,437,36,0.431,0.306,11,25,11814,5820,5994,19,20,44,72,26.40%,341.3,168.1,173.2,0.55,0.58,1.27,2.08,328.2,161.7,166.5,0.53,0.56,1.22,2.0,64,77,1.85,2.22,1.78,2.14
Prospect,,Dirtyrandii,Ravens,The Birdcage,Lunar,60.9,141,10,0.561,0.5,5,5,3563,2280,1283,11,5,13,28,39.30%,319.0,204.1,114.9,0.98,0.45,1.16,2.51,356.3,228.0,128.3,1.1,0.5,1.3,2.8,27,23,2.42,2.06,2.7,2.3
Prospect,RSC000754,Dfitz,Drizzle,Storm,Solar,60.6,389,29,0.517,0.483,14,15,10197,5990,4207,25,13,42,74,33.80%,330.9,194.4,136.5,0.81,0.42,1.36,2.4,351.6,206.6,145.1,0.86,0.45,1.45,2.55,68,65,2.21,2.11,2.34,2.24
Prospect,,Zach Is Cobra,Sparks,Electric Mayhem,Lunar,58.4,693,54,0.506,0.519,28,26,18120,9930,8190,38,29,71,113,33.60%,330.1,180.9,149.2,0.69,0.53,1.29,2.06,335.6,183.9,151.7,0.7,0.54,1.31,2.09,128,126,2.33,2.3,2.37,2.33
Prospect,RSC000079,Geeky Tahm,"Spartans
Penguins","The Sovereign
Polar Vortex",Lunar,58.3,733,58,0.421,0.414,24,34,19415,10240,9175,48,18,62,144,33.30%,334.4,176.4,158.0,0.83,0.31,1.07,2.48,334.7,176.6,158.2,0.83,0.31,1.07,2.48,112,138,1.93,2.38,1.93,2.38
Prospect,RSC000869,Its A Cookie Dusta,"Pickles
Spirits","The Garden
The Astronauts",Solar,58.3,103,8,0.673,0.875,7,1,2644,1550,1094,8,3,8,20,40.00%,324.1,190.0,134.1,0.98,0.37,0.98,2.45,330.5,193.8,136.8,1.0,0.38,1.0,2.5,21,13,2.57,1.59,2.63,1.63
Prospect,,Beerliveshere,Firecrackers,Fallout Shelter,Solar,58.2,542,41,0.61,0.659,27,14,12443,7180,5263,32,30,29,103,31.10%,289.8,167.2,122.6,0.75,0.7,0.68,2.4,303.5,175.1,128.4,0.78,0.73,0.71,2.51,117,88,2.73,2.05,2.85,2.15
Prospect,RSC000213,Heartless,Gorgons,πολύ κεφάλη,Lunar,57.1,618,54,0.504,0.556,30,24,16107,8100,8007,36,15,50,125,28.80%,329.0,165.5,163.6,0.74,0.31,1.02,2.55,298.3,150.0,148.3,0.67,0.28,0.93,2.31,102,101,2.08,2.06,1.89,1.87
Prospect,,That Guy From That Thing,Ravens,The Birdcage,Lunar,54.5,653,53,0.529,0.472,25,28,16270,8870,7400,40,25,50,112,35.70%,314.6,171.5,143.1,0.77,0.48,0.97,2.17,307.0,167.4,139.6,0.75,0.47,0.94,2.11,125,116,2.42,2.24,2.36,2.19
Prospect,,Hype_Ezy,Gorgons,πολύ κεφάλη,Lunar,54.4,101,10,0.73,0.8,8,2,2325,1140,1185,5,5,4,19,26.30%,290.6,142.5,148.1,0.62,0.62,0.5,2.37,232.5,114.0,118.5,0.5,0.5,0.4,1.9,23,12,2.87,1.5,2.3,1.2
Prospect,,Vartonex,Spirits,The Astronauts,Solar,54.2,545,42,0.46,0.524,22,20,13104,7650,5454,36,25,38,90,40.00%,303.6,177.2,126.3,0.83,0.58,0.88,2.08,312.0,182.1,129.9,0.86,0.6,0.9,2.14,103,114,2.39,2.64,2.45,2.71
Prospect,,Jpass,Breadsticks,Fifty-Fifty Pizzeria,Lunar,54.0,64,4,0.299,0.0,0,4,1220,750,470,2,6,3,10,20.00%,240.7,147.9,92.7,0.39,1.18,0.59,1.97,305.0,187.5,117.5,0.5,1.5,0.75,2.5,8,14,1.58,2.76,2.0,3.5
Prospect,RSC000775,Lucky Ducky,Stargazers,The Abyss,Lunar,53.2,553,43,0.457,0.465,20,23,13248,7450,5798,31,20,46,105,29.50%,302.4,170.1,132.4,0.71,0.46,1.05,2.4,308.1,173.3,134.8,0.72,0.47,1.07,2.44,104,116,2.37,2.65,2.42,2.7
Prospect,,Hexzy.,"Fire Ants
Stargazers","The Swarm
The Abyss",Solar,52.8,414,31,0.438,0.419,13,18,10143,5170,4973,22,14,30,77,28.60%,309.3,157.7,151.6,0.67,0.43,0.91,2.35,327.2,166.8,160.4,0.71,0.45,0.97,2.48,60,71,1.83,2.17,1.94,2.29
Prospect,,Humble Potato,Breadsticks,Fifty-Fifty Pizzeria,Lunar,52.2,666,52,0.469,0.462,24,28,16483,9130,7353,42,19,55,123,34.10%,312.5,173.1,139.4,0.8,0.36,1.04,2.33,317.0,175.6,141.4,0.81,0.37,1.06,2.37,119,129,2.26,2.45,2.29,2.48
Prospect,,Zcgentry,Drizzle,Storm,Solar,52.0,570,45,0.598,0.622,28,17,14002,7820,6182,37,22,42,92,40.20%,310.1,173.2,136.9,0.82,0.49,0.93,2.04,311.2,173.8,137.4,0.82,0.49,0.93,2.04,109,84,2.41,1.86,2.42,1.87
Prospect,,Johnmoney4,Compost Bins,Waste Management,Solar,51.9,368,28,0.592,0.536,15,13,9328,5300,4028,20,16,40,50,40.00%,320.0,181.8,138.2,0.69,0.55,1.37,1.72,333.1,189.3,143.9,0.71,0.57,1.43,1.79,69,54,2.37,1.85,2.46,1.93
Prospect,RSC000211,Marq,Spirits,The Astronauts,Solar,51.9,648,49,0.402,0.388,19,30,15524,8510,7014,39,28,43,106,36.80%,302.4,165.8,136.7,0.76,0.55,0.84,2.07,316.8,173.7,143.1,0.8,0.57,0.88,2.16,117,150,2.28,2.92,2.39,3.06
Prospect,RSC000778,Intrude_N313,Breadsticks,Fifty-Fifty Pizzeria,Lunar,51.6,435,35,0.586,0.629,22,13,10086,5700,4386,30,21,19,70,42.90%,292.7,165.4,127.3,0.87,0.61,0.55,2.03,288.2,162.9,125.3,0.86,0.6,0.54,2.0,83,66,2.41,1.92,2.37,1.89
Prospect,,Xdarkassassin50,Breadsticks,Fifty-Fifty Pizzeria,Lunar,51.1,784,60,0.5,0.5,30,30,18966,10420,8546,43,30,66,132,32.60%,305.4,167.8,137.6,0.69,0.48,1.06,2.13,316.1,173.7,142.4,0.72,0.5,1.1,2.2,141,141,2.27,2.27,2.35,2.35
Prospect,,Greedy Snake Lord,Drizzle,Storm,Solar,50.4,673,53,0.603,0.642,34,19,15486,8870,6616,39,27,48,122,32.00%,290.5,166.4,124.1,0.73,0.51,0.9,2.29,292.2,167.4,124.8,0.74,0.51,0.91,2.3,123,93,2.31,1.74,2.32,1.75
Prospect,,Kozaky,"Ravens
Dolphins","The Birdcage
The Ocean",Lunar,49.5,523,45,0.55,0.489,22,23,12620,6750,5870,34,15,33,95,35.80%,304.6,162.9,141.7,0.82,0.36,0.8,2.29,280.4,150.0,130.4,0.76,0.33,0.73,2.11,108,95,2.61,2.29,2.4,2.11
Prospect,,Electrify7,Pickles,The Garden,Lunar,49.3,594,51,0.381,0.471,24,27,15071,8110,6961,35,16,57,96,36.50%,320.3,172.4,147.9,0.74,0.34,1.21,2.04,295.5,159.0,136.5,0.69,0.31,1.12,1.88,93,127,1.98,2.7,1.82,2.49
Prospect,RSC000221,Treefrog,Ravens,The Birdcage,Lunar,49.3,595,48,0.497,0.417,20,28,13691,7620,6071,41,26,25,97,42.30%,290.5,161.7,128.8,0.87,0.55,0.53,2.06,285.2,158.8,126.5,0.85,0.54,0.52,2.02,113,114,2.4,2.42,2.35,2.38
Prospect,,Ukcats019,Dolphins,The Ocean,Solar,47.5,553,46,0.677,0.674,31,15,12796,7670,5126,38,22,38,87,43.70%,292.1,175.1,117.0,0.87,0.5,0.87,1.99,278.2,166.7,111.4,0.83,0.48,0.83,1.89,138,87,3.15,1.99,3.0,1.89
Prospect,RSC000897,S1Nnerreborn,Leopards,Apex Predators,Solar,45.4,670,54,0.399,0.407,22,32,15535,8170,7365,35,25,47,107,32.70%,292.7,153.9,138.8,0.66,0.47,0.89,2.02,287.7,151.3,136.4,0.65,0.46,0.87,1.98,115,149,2.17,2.81,2.13,2.76
Prospect,RSC000737,Alienhealer,Spartans,The Sovereign,Lunar,44.7,642,47,0.507,0.489,23,24,14606,7810,6796,31,26,48,101,30.70%,287.2,153.6,133.6,0.61,0.51,0.94,1.99,310.8,166.2,144.6,0.66,0.55,1.02,2.15,101,99,1.99,1.95,2.15,2.11
Prospect,,Larry The Lizard,Stargazers,The Abyss,Lunar,44.7,62,4,0.542,0.75,3,1,1448,900,548,3,2,8,10,30.00%,294.8,183.3,111.6,0.61,0.41,1.63,2.04,362.0,225.0,137.0,0.75,0.5,2.0,2.5,9,8,1.83,1.63,2.25,2.0
Prospect,,Superduperbam,Firecrackers,Fallout Shelter,Solar,44.2,550,42,0.594,0.643,27,15,12349,7300,5049,33,20,42,90,36.70%,283.5,167.6,115.9,0.76,0.46,0.96,2.07,294.0,173.8,120.2,0.79,0.48,1.0,2.14,115,90,2.64,2.07,2.74,2.14
Prospect,,Young_Dylon,Penguins,Polar Vortex,Lunar,44.1,678,57,0.401,0.404,23,34,16607,8140,8467,30,19,63,104,28.80%,309.2,151.6,157.7,0.56,0.35,1.17,1.94,291.4,142.8,148.5,0.53,0.33,1.11,1.82,108,140,2.01,2.61,1.89,2.46
Prospect,RSC000258,Honeybadgermo,Spartans,The Sovereign,Lunar,43.2,802,59,0.491,0.492,29,30,18221,10300,7921,44,33,62,115,38.30%,286.8,162.1,124.7,0.69,0.52,0.98,1.81,308.8,174.6,134.3,0.75,0.56,1.05,1.95,129,132,2.03,2.08,2.19,2.24
Prospect,,Dspencer96,Spirits,The Astronauts,Solar,43.0,225,17,0.42,0.412,7,10,5346,2740,2606,11,7,19,34,32.40%,300.0,153.7,146.2,0.62,0.39,1.07,1.91,314.5,161.2,153.3,0.65,0.41,1.12,2.0,40,49,2.24,2.75,2.35,2.88
Prospect,,Jayhawks1985,Leopards,Apex Predators,Solar,42.4,494,40,0.388,0.375,15,25,11106,5890,5216,30,17,25,79,38.00%,283.8,150.5,133.3,0.77,0.43,0.64,2.02,277.7,147.3,130.4,0.75,0.43,0.63,1.98,80,107,2.04,2.73,2.0,2.68
Prospect,,Riptidebongolio,"Penguins
Spartans","Polar Vortex
The Sovereign",Lunar,41.7,492,38,0.513,0.526,20,18,11386,6390,4996,31,15,36,74,41.90%,292.2,164.0,128.2,0.8,0.38,0.92,1.9,299.6,168.2,131.5,0.82,0.39,0.95,1.95,87,84,2.23,2.16,2.29,2.21
Prospect,,Flyinhi13,"Ravens
Huskies
Drizzle","The Birdcage
Dog Pound
Storm",Solar,40.9,195,15,0.527,0.533,8,7,4488,2450,2038,9,4,20,35,25.70%,290.6,158.6,131.9,0.58,0.26,1.29,2.27,299.2,163.3,135.9,0.6,0.27,1.33,2.33,27,25,1.75,1.62,1.8,1.67
Prospect,,Sacoza029,Pickles,The Garden,Lunar,40.8,631,53,0.386,0.472,25,28,15300,8020,7280,38,18,50,82,46.30%,306.1,160.5,145.7,0.76,0.36,1.0,1.64,288.7,151.3,137.4,0.72,0.34,0.94,1.55,102,137,2.04,2.74,1.92,2.58
Prospect,RSC000644,Flez,Sparks,Electric Mayhem,Lunar,40.1,752,57,0.531,0.561,32,25,16293,9400,6893,40,31,55,110,36.40%,273.5,157.8,115.7,0.67,0.52,0.92,1.85,285.8,164.9,120.9,0.7,0.54,0.96,1.93,143,132,2.4,2.22,2.51,2.32
Prospect,,Billyspleen13,Spirits,The Astronauts,Solar,39.7,703,52,0.43,0.462,24,28,15805,9280,6525,48,20,48,108,44.40%,283.8,166.7,117.2,0.86,0.36,0.86,1.94,303.9,178.5,125.5,0.92,0.38,0.92,2.08,130,155,2.33,2.78,2.5,2.98
Prospect,,Reinhardt,Sparks,Electric Mayhem,Lunar,39.2,665,52,0.528,0.577,30,22,15002,8660,6342,48,20,38,96,50.00%,284.8,164.4,120.4,0.91,0.38,0.72,1.82,288.5,166.5,122.0,0.92,0.38,0.73,1.85,132,123,2.51,2.34,2.54,2.37
Prospect,RSC000878,Kazbeatz,"Ravens
Fire Ants","The Birdcage
The Swarm",Lunar,38.9,155,12,0.5,0.417,5,7,3712,1990,1722,6,5,19,19,31.60%,302.3,162.1,140.3,0.49,0.41,1.55,1.55,309.3,165.8,143.5,0.5,0.42,1.58,1.58,26,26,2.12,2.12,2.17,2.17
Prospect,,Way2S1Kk,Compost Bins,Waste Management,Solar,38.7,602,47,0.618,0.574,27,20,12166,6930,5236,33,24,28,103,32.00%,255.1,145.3,109.8,0.69,0.5,0.59,2.16,258.9,147.4,111.4,0.7,0.51,0.6,2.19,118,86,2.47,1.8,2.51,1.83
Prospect,,Native Killer63,Stargazers,The Abyss,Lunar,38.7,143,11,0.445,0.455,5,6,3056,1700,1356,9,4,7,25,36.00%,269.8,150.1,119.7,0.79,0.35,0.62,2.21,277.8,154.5,123.3,0.82,0.36,0.64,2.27,27,31,2.38,2.74,2.45,2.82
Prospect,RSC000791,Salad Fingers,"Fire Ants
Pickles","The Swarm
The Garden",Lunar,38.3,542,46,0.408,0.457,21,25,12066,6220,5846,29,19,32,77,37.70%,281.1,144.9,136.2,0.68,0.44,0.75,1.79,262.3,135.2,127.1,0.63,0.41,0.7,1.67,100,126,2.33,2.93,2.17,2.74
Prospect,,Juststopbrah,Huskies,Dog Pound,Solar,37.2,720,58,0.542,0.5,29,29,15289,8220,7069,32,36,47,87,36.80%,268.1,144.1,124.0,0.56,0.63,0.82,1.53,263.6,141.7,121.9,0.55,0.62,0.81,1.5,150,135,2.63,2.37,2.59,2.33
Prospect,,Thatjuanguy,Stargazers,The Abyss,Lunar,37.2,389,30,0.433,0.433,13,17,8360,4940,3420,28,10,20,64,43.80%,271.3,160.3,111.0,0.91,0.32,0.65,2.08,278.7,164.7,114.0,0.93,0.33,0.67,2.13,70,83,2.27,2.69,2.33,2.77
Prospect,RSC000270,Thunderama,"Ravens
Sparks","The Birdcage
Electric Mayhem",Lunar,37.2,100,8,0.699,0.625,5,3,2397,1450,947,8,1,9,15,53.30%,302.6,183.1,119.6,1.01,0.13,1.14,1.89,299.6,181.3,118.4,1.0,0.13,1.13,1.88,21,12,2.65,1.51,2.63,1.5
Prospect,,Plunger Hat,Penguins,Polar Vortex,Lunar,34.4,458,38,0.34,0.289,11,27,10026,5420,4606,19,19,41,52,36.50%,276.4,149.4,127.0,0.52,0.52,1.13,1.43,263.8,142.6,121.2,0.5,0.5,1.08,1.37,71,108,1.96,2.98,1.87,2.84
Prospect,,P1Ckle_Sm00Cher,"Stargazers
Fire Ants","The Abyss
The Swarm",Lunar,34.0,520,42,0.426,0.357,15,27,10994,5940,5054,23,18,40,74,31.10%,266.9,144.2,122.7,0.56,0.44,0.97,1.8,261.8,141.4,120.3,0.55,0.43,0.95,1.76,91,110,2.21,2.67,2.17,2.62
Prospect,,Ethansallpr0,Gorgons,πολύ κεφάλη,Lunar,33.9,183,14,0.359,0.429,6,8,4087,2160,1927,5,7,22,21,23.80%,282.0,149.0,132.9,0.34,0.48,1.52,1.45,291.9,154.3,137.6,0.36,0.5,1.57,1.5,23,34,1.59,2.35,1.64,2.43
Prospect,,Psychowolf3408,Drizzle,Storm,Solar,33.8,473,37,0.486,0.514,19,18,10196,5550,4646,24,13,36,70,34.30%,272.1,148.1,124.0,0.64,0.35,0.96,1.87,275.6,150.0,125.6,0.65,0.35,0.97,1.89,77,80,2.06,2.14,2.08,2.16
Prospect,,Quasimodo-Wilson,Fire Ants,The Swarm,Solar,31.0,36,3,0.335,0.333,1,2,658,300,358,1,2,1,5,20.00%,230.8,105.2,125.5,0.35,0.7,0.35,1.75,219.3,100.0,119.3,0.33,0.67,0.33,1.67,3,5,1.05,1.75,1.0,1.67
Prospect,,Xxsetupking97Xx,Leopards,Apex Predators,Solar,30.3,586,47,0.355,0.34,16,31,12149,6040,6109,21,24,41,69,30.40%,261.7,130.1,131.6,0.45,0.52,0.88,1.49,258.5,128.5,130.0,0.45,0.51,0.87,1.47,91,133,1.96,2.87,1.94,2.83
Prospect,,Ttv/Vivify_Gaming,"Breadsticks
Compost Bins","Fifty-Fifty Pizzeria
Waste Management",Lunar,30.0,293,21,0.377,0.333,7,14,5909,3300,2609,15,8,19,45,33.30%,254.6,142.2,112.4,0.65,0.34,0.82,1.94,281.4,157.1,124.2,0.71,0.38,0.9,2.14,48,66,2.07,2.84,2.29,3.14
Prospect,RSC000491,Lazaryo,Fire Ants,The Swarm,Solar,29.2,589,48,0.382,0.313,15,33,12165,6490,5675,34,13,31,89,38.20%,260.7,139.1,121.6,0.73,0.28,0.66,1.91,253.4,135.2,118.2,0.71,0.27,0.65,1.85,90,123,1.93,2.64,1.88,2.56
Prospect,,Italialu,Penguins,Polar Vortex,Lunar,26.2,423,35,0.395,0.429,15,20,9102,4590,4512,21,6,32,59,35.60%,271.7,137.0,134.7,0.63,0.18,0.96,1.76,260.1,131.1,128.9,0.6,0.17,0.91,1.69,66,87,1.97,2.6,1.89,2.49
Prospect,,Johnr636,Spartans,The Sovereign,Lunar,26.1,332,25,0.462,0.56,14,11,7332,4120,3212,20,4,30,42,47.60%,278.8,156.7,122.1,0.76,0.15,1.14,1.6,293.3,164.8,128.5,0.8,0.16,1.2,1.68,58,64,2.21,2.43,2.32,2.56
Prospect,,Joker853,Stargazers,The Abyss,Lunar,25.8,413,30,0.37,0.333,10,20,8487,4400,4087,18,12,30,50,36.00%,259.4,134.5,124.9,0.55,0.37,0.92,1.53,282.9,146.7,136.2,0.6,0.4,1.0,1.67,64,90,1.96,2.75,2.13,3.0
Prospect,RSC000597,Noahcole1103,"Pickles
Spirits","The Garden
The Astronauts",Lunar,23.5,86,7,0.459,0.571,4,3,1635,950,685,5,3,4,10,50.00%,240.0,139.5,100.6,0.73,0.44,0.59,1.47,233.6,135.7,97.9,0.71,0.43,0.57,1.43,19,21,2.79,3.08,2.71,3.0
Prospect,,Zignian,Fire Ants,The Swarm,Solar,20.2,296,24,0.229,0.125,3,21,5641,2710,2931,8,7,23,41,19.50%,240.6,115.6,125.0,0.34,0.3,0.98,1.75,235.0,112.9,122.1,0.33,0.29,0.96,1.71,31,69,1.32,2.94,1.29,2.88
Prospect,RSC000614,Porkins,Gorgons,πολύ κεφάλη,Lunar,19.1,481,42,0.461,0.524,22,20,9667,5210,4457,20,11,43,51,39.20%,253.7,136.7,117.0,0.52,0.29,1.13,1.34,230.2,124.0,106.1,0.48,0.26,1.02,1.21,73,81,1.92,2.13,1.74,1.93
Prospect,,Themysterydeuce,"Drizzle
Spirits","Storm
The Astronauts",Solar,17.0,111,8,0.377,0.5,4,4,1691,840,851,1,8,5,9,11.10%,192.3,95.5,96.8,0.11,0.91,0.57,1.02,211.4,105.0,106.4,0.13,1.0,0.63,1.13,19,26,2.16,2.96,2.38,3.25
Prospect,,Nemisistic,Ravens,The Birdcage,Lunar,0.6,106,8,0.289,0.125,1,7,1761,860,901,4,1,6,11,36.40%,209.7,102.4,107.3,0.48,0.12,0.71,1.31,220.1,107.5,112.6,0.5,0.13,0.75,1.38,14,25,1.67,2.98,1.75,3.13
Prospect,,Xxned1Ooxx,Huskies,Dog Pound,Solar,0.3,188,13,0.268,0.154,2,11,2580,1330,1250,4,5,9,23,17.40%,173.3,89.3,83.9,0.27,0.34,0.6,1.54,198.5,102.3,96.2,0.31,0.38,0.69,1.77,28,52,1.88,3.49,2.15,4.0
Prospect,,Fallen,Pickles,The Garden,Lunar,-4.1,115,10,0.169,0.1,1,9,1865,900,965,4,1,7,10,40.00%,204.7,98.8,105.9,0.44,0.11,0.77,1.1,186.5,90.0,96.5,0.4,0.1,0.7,1.0,15,39,1.65,4.28,1.5,3.9
Prospect,,Surge Starbound,Sparks,Electric Mayhem,Lunar,-7.5,29,2,0.121,0.0,0,2,496,270,226,1,0,3,2,50.00%,215.9,117.5,98.4,0.44,0.0,1.31,0.87,248.0,135.0,113.0,0.5,0.0,1.5,1.0,3,10,1.31,4.35,1.5,5.0
Prospect,,Demonickarnie8,Compost Bins,Waste Management,Solar,-22.5,14,1,0.284,0.0,0,1,194,10,184,0,0,0,1,0.00%,174.9,9.0,165.9,0.0,0.0,0.0,0.9,194.0,10.0,184.0,0.0,0.0,0.0,1.0,1,2,0.9,1.8,1.0,2.0
Prospect,,Hayhay217,Huskies,Dog Pound,Solar,-30.0,53,4,0.252,0.25,1,3,532,200,332,0,0,3,5,0.00%,126.7,47.6,79.1,0.0,0.0,0.71,1.19,133.0,50.0,83.0,0.0,0.0,0.75,1.25,3,7,0.71,1.67,0.75,1.75
Premier,,Premium Manatee,Quasars,Interstellar,Lunar,104.3,28,2,0.66,1.0,2,0,884,500,384,3,2,1,5,60.00%,493.3,279.0,214.3,1.67,1.12,0.56,2.79,442.0,250.0,192.0,1.5,1.0,0.5,2.5,6,4,3.35,2.23,3.0,2.0
Premier,,Xgatman,Nukes,Fallout Shelter,Solar,96.8,875,52,0.703,0.75,39,13,24094,14380,9714,70,59,45,218,32.10%,430.3,256.8,173.5,1.25,1.05,0.8,3.89,463.3,276.5,186.8,1.35,1.13,0.87,4.19,186,109,3.32,1.95,3.58,2.1
Premier,RSC000677,Adverse,Nukes,Fallout Shelter,Solar,95.4,876,52,0.706,0.75,39,13,24969,15740,9229,80,53,59,214,37.40%,445.4,280.8,164.6,1.43,0.95,1.05,3.82,480.2,302.7,177.5,1.54,1.02,1.13,4.12,186,108,3.32,1.93,3.58,2.08
Premier,,Comp,Garbage Trucks,Waste Management,Solar,94.8,392,24,0.766,0.875,21,3,11713,7190,4523,37,22,30,89,41.60%,466.9,286.6,180.3,1.47,0.88,1.2,3.55,488.0,299.6,188.5,1.54,0.92,1.25,3.71,88,42,3.51,1.67,3.67,1.75
Premier,,Sinatra,Quasars,Interstellar,Lunar,93.1,60,4,0.458,0.5,2,2,1827,1150,677,4,3,9,15,26.70%,475.8,299.5,176.3,1.04,0.78,2.34,3.91,456.8,287.5,169.3,1.0,0.75,2.25,3.75,9,10,2.34,2.6,2.25,2.5
