Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,TS,GP,TS/GP,PWE,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,PPG,SPPG,NPPG,GPG,APG,SvPG,ShPG,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Elite,RSC006490,Dayz,Hellhounds,Pawverse,Solar,Solar Ocean,48.97,116,8,14.50,0.487,0.500,4,4,1,2850,1610,1240,7,2,13,16,0.438,399.76,225.83,173.93,0.98,0.28,1.82,2.24,356.25,201.25,155.00,0.88,0.25,1.63,2.00,16,17,2.24,2.38,2.00,2.13
Elite,RSC006947,HaZard,"Black-Holes
Hydras
Commanders","The Cosmos
Mythical
The King's Court","Lunar
Solar
Lunar","Lunar Ember
Solar Ocean
Lunar Ocean",48.71,824,51,16.16,0.529,0.627,32,19,6,16399,10000,6399,45,33,49,140,0.321,323.82,197.46,126.35,0.89,0.65,0.97,2.76,321.55,196.08,125.47,0.88,0.65,0.96,2.75,146,117,2.88,2.31,2.86,2.29
Elite,RSC006713,SGE Nemesis,Peerless Scarred,The Rising,Solar,Solar Ember,48.50,998,62,16.10,0.534,0.613,38,24,11,21341,12420,8921,45,42,87,147,0.306,347.93,202.49,145.44,0.73,0.68,1.42,2.40,344.21,200.32,143.89,0.73,0.68,1.40,2.37,168,127,2.74,2.07,2.71,2.05
Elite,RSC007470,Fused Gavin,Swordsman,Grand Fleet,Solar,Solar Ember,48.45,365,23,15.87,0.512,0.565,13,10,6,8270,4900,3370,18,13,39,50,0.360,368.65,218.43,150.23,0.80,0.58,1.74,2.23,359.57,213.04,146.52,0.78,0.57,1.70,2.17,57,53,2.54,2.36,2.48,2.30
Elite,RSC008461,Kos,Desolation,Event Horizon,Solar,Solar Ember,48.28,1010,63,16.03,0.477,0.508,32,31,10,21215,12040,9175,47,33,79,174,0.270,341.77,193.96,147.81,0.76,0.53,1.27,2.80,336.75,191.11,145.63,0.75,0.52,1.25,2.76,139,168,2.24,2.71,2.21,2.67
Elite,RSC006869,Flurry ^-^,Dik-diks,Safari,Lunar,Lunar Ocean,48.03,698,43,16.23,0.501,0.465,20,23,5,14591,9070,5521,41,26,52,107,0.383,340.12,211.43,128.70,0.96,0.61,1.21,2.49,339.33,210.93,128.40,0.95,0.60,1.21,2.49,113,112,2.63,2.61,2.63,2.60
Elite,RSC004131,Poptart Pounder,Ghastly Goombahs,The Syndicate,Lunar,Lunar Cloud,47.52,324,19,17.05,0.524,0.474,9,10,4,6329,3800,2529,18,13,16,55,0.327,317.83,190.83,127.00,0.90,0.65,0.80,2.76,333.11,200.00,133.11,0.95,0.68,0.84,2.89,53,46,2.66,2.31,2.79,2.42
Elite,RSC000021,TyTy,"Hellhounds
Afterburners
Commanders","Pawverse
Remove Before Flight
The King's Court","Solar
Lunar
Lunar","Solar Ocean
Lunar Mountain
Lunar Ocean",46.80,484,31,15.61,0.481,0.516,16,15,5,10296,5860,4436,20,20,43,71,0.282,346.12,197.00,149.13,0.67,0.67,1.45,2.39,332.13,189.03,143.10,0.65,0.65,1.39,2.29,75,85,2.52,2.86,2.42,2.74
Elite,RSC008200,Cloudburst,Krakens,Tyrants of the Sea,Lunar,Lunar Ocean,46.42,870,53,16.42,0.436,0.283,15,38,6,18922,10450,8472,42,22,74,145,0.290,353.88,195.44,158.44,0.79,0.41,1.38,2.71,357.02,197.17,159.85,0.79,0.42,1.40,2.74,104,172,1.95,3.22,1.96,3.25
Elite,RSC005308,6 lbs of Yeet,Pixel Picassos,Art Club,Solar,Solar Mountain,46.37,457,29,15.76,0.517,0.483,14,15,2,10205,5800,4405,21,15,46,65,0.323,363.33,206.50,156.83,0.75,0.53,1.64,2.31,351.90,200.00,151.90,0.72,0.52,1.59,2.24,73,65,2.60,2.31,2.52,2.24
Elite,RSC005373,dvorl.ttv,Despair,The Shadows,Lunar,Lunar Mountain,46.34,610,38,16.05,0.508,0.553,21,17,7,12103,6470,5633,20,23,44,112,0.179,322.83,172.58,150.25,0.53,0.61,1.17,2.99,318.50,170.26,148.24,0.53,0.61,1.16,2.95,82,77,2.19,2.05,2.16,2.03
Elite,RSC003561,Dooober,Raptors,Mach Velocity,Lunar,Lunar Cloud,45.98,598,38,15.74,0.418,0.211,8,30,5,12830,6840,5990,22,21,53,94,0.234,349.09,186.11,162.98,0.60,0.57,1.44,2.56,337.63,180.00,157.63,0.58,0.55,1.39,2.47,66,119,1.80,3.24,1.74,3.13
Elite,RSC000787,buckle,Fire,The Elements,Solar,Solar Mountain,45.89,946,59,16.03,0.503,0.542,32,27,8,21162,11970,9192,39,35,101,127,0.307,363.98,205.88,158.10,0.67,0.60,1.74,2.18,358.68,202.88,155.80,0.66,0.59,1.71,2.15,130,127,2.24,2.18,2.20,2.15
Elite,RSC008399,Tiz Samu,Praetorian Guard,The Sovereign,Solar,Solar Ocean,45.89,794,50,15.88,0.509,0.580,29,21,8,17182,9420,7762,36,32,63,107,0.336,352.10,193.04,159.06,0.74,0.66,1.29,2.19,343.64,188.40,155.24,0.72,0.64,1.26,2.14,129,120,2.64,2.46,2.58,2.40
Elite,RSC008128,ThruStyler,Orochi,The Shrine,Solar,Solar Mountain,45.79,651,44,14.80,0.488,0.455,20,24,8,14700,8040,6660,33,13,61,104,0.317,367.40,200.95,166.46,0.82,0.32,1.52,2.60,334.09,182.73,151.36,0.75,0.30,1.39,2.36,86,94,2.15,2.35,1.95,2.14
Elite,RSC006668,kamui,"Commanders
Teddy Bears","The King's Court
The Bear Den","Lunar
Solar","Lunar Ocean
Solar Ocean",45.72,865,51,16.96,0.513,0.451,23,28,6,17535,9630,7905,37,37,55,133,0.278,329.84,181.14,148.69,0.70,0.70,1.03,2.50,343.82,188.82,155.00,0.73,0.73,1.08,2.61,139,126,2.61,2.37,2.73,2.47
Elite,RSC005469,Axlos (Goofy and Silly),Frostbite,Sub Zero,Solar,Solar Cloud,45.32,642,43,14.93,0.475,0.419,18,25,7,14039,7940,6099,29,21,61,94,0.309,355.80,201.23,154.57,0.73,0.53,1.55,2.38,326.49,184.65,141.84,0.67,0.49,1.42,2.19,92,111,2.33,2.81,2.14,2.58
Elite,RSC000767,Tragic,Cotija Cartel,Cheese Guild,Lunar,Lunar Cloud,45.05,632,38,16.63,0.430,0.342,13,25,3,13796,7280,6516,28,18,52,98,0.286,355.18,187.42,167.75,0.72,0.46,1.34,2.52,363.05,191.58,171.47,0.74,0.47,1.37,2.58,74,122,1.91,3.14,1.95,3.21
Elite,RSC008102,Talent?,Cotija Cartel,Cheese Guild,Lunar,Lunar Cloud,44.83,910,55,16.55,0.468,0.400,22,33,8,19566,10770,8796,40,30,78,137,0.292,349.84,192.57,157.27,0.72,0.54,1.39,2.45,355.75,195.82,159.93,0.73,0.55,1.42,2.49,121,156,2.16,2.79,2.20,2.84
Elite,RSC002559,CommanderBoy,"Drive-by
Thrashers","The Hood
The Pit","Solar
Lunar","Solar Ember
Lunar Ember",44.40,760,47,16.17,0.518,0.511,24,23,3,16118,9260,6858,34,21,71,126,0.270,345.07,198.25,146.82,0.73,0.45,1.52,2.70,342.94,197.02,145.91,0.72,0.45,1.51,2.68,116,101,2.48,2.16,2.47,2.15
Elite,RSC006417,TangentOgive,Gelato,Fifty-Fifty Pizzeria,Lunar,Lunar Mountain,44.34,169,9,18.78,0.450,0.444,4,5,1,3639,1860,1779,5,6,16,26,0.192,350.35,179.07,171.28,0.48,0.58,1.54,2.50,404.33,206.67,197.67,0.56,0.67,1.78,2.89,22,28,2.12,2.70,2.44,3.11
Elite,RSC006378,depressed vibez,"Hellhounds
Drive-by","Pawverse
The Hood","Solar
Solar","Solar Ocean
Solar Ember",44.12,509,31,16.42,0.461,0.355,11,20,1,10977,6210,4767,21,19,49,71,0.296,350.89,198.51,152.38,0.67,0.61,1.57,2.27,354.10,200.32,153.77,0.68,0.61,1.58,2.29,66,86,2.11,2.75,2.13,2.77
Elite,RSC008581,duck-rl,Sloths,The Jungle,Solar,Solar Cloud,43.84,64,4,16.00,0.649,1.000,4,0,0,1285,830,455,4,3,4,8,0.500,326.69,211.01,115.67,1.02,0.76,1.02,2.03,321.25,207.50,113.75,1.00,0.75,1.00,2.00,14,8,3.56,2.03,3.50,2.00
Elite,RSC001986,Colinn,Dik-diks,Safari,Lunar,Lunar Ocean,43.84,381,22,17.32,0.505,0.500,11,11,4,7947,4710,3237,18,14,33,56,0.321,339.38,201.14,138.24,0.77,0.60,1.41,2.39,361.23,214.09,147.14,0.82,0.64,1.50,2.55,64,62,2.73,2.65,2.91,2.82
Elite,RSC008525,tjdubya21,Praetorian Guard,The Sovereign,Solar,Solar Ocean,43.82,143,10,14.30,0.600,0.600,6,4,1,2583,1540,1043,7,9,4,19,0.368,293.90,175.22,118.67,0.80,1.02,0.46,2.16,258.30,154.00,104.30,0.70,0.90,0.40,1.90,25,15,2.84,1.71,2.50,1.50
Elite,RSC008354,S3 TEK,Afterburners,Remove Before Flight,Lunar,Lunar Mountain,42.44,268,16,16.75,0.404,0.188,3,13,1,5725,3390,2335,16,7,21,39,0.410,347.57,205.81,141.76,0.97,0.42,1.27,2.37,357.81,211.88,145.94,1.00,0.44,1.31,2.44,35,59,2.12,3.58,2.19,3.69
Elite,RSC003272,jknop2,Desolation,Event Horizon,Solar,Solar Ember,42.16,659,41,16.07,0.455,0.439,18,23,8,15199,8000,7199,23,17,79,90,0.256,375.26,197.52,177.74,0.57,0.42,1.95,2.22,370.71,195.12,175.59,0.56,0.41,1.93,2.20,81,113,2.00,2.79,1.98,2.76
Elite,RSC007629,Mochi,"Immortals
Krakens","World Warriors
Tyrants of the Sea","Lunar
Lunar","Lunar Ember
Lunar Ocean",41.61,469,29,16.17,0.403,0.207,6,23,2,9775,5290,4485,14,16,47,74,0.189,339.12,183.52,155.60,0.49,0.56,1.63,2.57,337.07,182.41,154.66,0.48,0.55,1.62,2.55,46,89,1.60,3.09,1.59,3.07
Elite,RSC003830,bradyK-,Great Whites,Shark Attack,Solar,Solar Mountain,41.37,277,18,15.39,0.595,0.778,14,4,2,5662,3260,2402,12,10,23,41,0.293,332.58,191.49,141.09,0.70,0.59,1.35,2.41,314.56,181.11,133.44,0.67,0.56,1.28,2.28,51,29,3.00,1.70,2.83,1.61
Elite,RSC008554,golden4789,Desolation,Event Horizon,Solar,Solar Ember,41.20,60,4,15.00,0.555,0.750,3,1,0,1251,670,581,2,3,5,7,0.286,339.24,181.69,157.55,0.54,0.81,1.36,1.90,312.75,167.50,145.25,0.50,0.75,1.25,1.75,11,9,2.98,2.44,2.75,2.25
Elite,RSC007115,Zoomin,Raptors,Mach Velocity,Lunar,Lunar Cloud,41.14,900,57,15.79,0.406,0.193,11,46,4,20898,10740,10158,36,18,100,124,0.290,377.81,194.16,183.64,0.65,0.33,1.81,2.24,366.63,188.42,178.21,0.63,0.32,1.75,2.18,87,187,1.57,3.38,1.53,3.28
Elite,RSC007936,Crazics,Cotija Cartel,Cheese Guild,Lunar,Lunar Cloud,41.09,734,44,16.68,0.471,0.409,18,26,4,15067,8870,6197,30,25,70,112,0.268,333.99,196.62,137.37,0.67,0.55,1.55,2.48,342.43,201.59,140.84,0.68,0.57,1.59,2.55,102,127,2.26,2.82,2.32,2.89
Elite,RSC000183,Rex,Demons,The Monster Mash,Lunar,Lunar Mountain,41.09,769,49,15.69,0.475,0.449,22,27,5,16052,8800,7252,33,22,64,120,0.275,339.63,186.19,153.44,0.70,0.47,1.35,2.54,327.59,179.59,148.00,0.67,0.45,1.31,2.45,112,135,2.37,2.86,2.29,2.76
Elite,RSC005464,taz.rm,Desolation,Event Horizon,Solar,Solar Ember,40.58,424,27,15.70,0.498,0.556,15,12,2,8921,4780,4141,15,16,38,58,0.259,342.34,183.43,158.91,0.58,0.61,1.46,2.23,330.41,177.04,153.37,0.56,0.59,1.41,2.15,62,63,2.38,2.42,2.30,2.33
Elite,RSC007288,vTheTankMan,"Krakens
Sloths","Tyrants of the Sea
The Jungle","Lunar
Solar","Lunar Ocean
Solar Cloud",40.09,313,20,15.65,0.445,0.350,7,13,1,6369,3460,2909,13,11,23,46,0.283,331.08,179.86,151.22,0.68,0.57,1.20,2.39,318.45,173.00,145.45,0.65,0.55,1.15,2.30,42,58,2.18,3.02,2.10,2.90
Elite,RSC008391,SirPeakzIV,"Cotija Cartel
Afterburners
Immortals","Cheese Guild
Remove Before Flight
World Warriors","Lunar
Lunar
Lunar","Lunar Cloud
Lunar Mountain
Lunar Ember",39.53,915,51,17.94,0.479,0.431,22,29,6,18627,10900,7727,40,24,84,150,0.267,331.23,193.83,137.40,0.71,0.43,1.49,2.67,365.24,213.73,151.51,0.78,0.47,1.65,2.94,126,149,2.24,2.65,2.47,2.92
Elite,RSC002164,Dosia,"Drive-by
Hellhounds","The Hood
Pawverse","Solar
Solar","Solar Ember
Solar Ocean",39.47,1014,59,17.19,0.461,0.356,21,38,7,20474,11230,9244,42,34,76,153,0.275,328.53,180.20,148.33,0.67,0.55,1.22,2.46,347.02,190.34,156.68,0.71,0.58,1.29,2.59,121,167,1.94,2.68,2.05,2.83
Elite,RSC004889,Steeltoehammer,Commanders,The King's Court,Lunar,Lunar Ocean,39.25,266,16,16.63,0.508,0.500,8,8,1,5172,2900,2272,12,10,16,40,0.300,316.36,177.39,138.97,0.73,0.61,0.98,2.45,323.25,181.25,142.00,0.75,0.63,1.00,2.50,45,43,2.75,2.63,2.81,2.69
Elite,RSC004767,NFURY8,"Praetorian Guard
Black-Holes","The Sovereign
The Cosmos","Solar
Lunar","Solar Ocean
Lunar Ember",38.68,188,12,15.67,0.560,0.750,9,3,1,3655,2380,1275,9,7,17,28,0.321,316.33,205.98,110.35,0.78,0.61,1.47,2.42,304.58,198.33,106.25,0.75,0.58,1.42,2.33,34,25,2.94,2.16,2.83,2.08
Elite,RSC000203,FrostyBrew,Demons,The Monster Mash,Lunar,Lunar Mountain,38.50,605,40,15.13,0.447,0.350,14,26,3,12033,6280,5753,24,20,39,93,0.258,323.61,168.89,154.72,0.65,0.54,1.05,2.50,300.83,157.00,143.83,0.60,0.50,0.98,2.33,73,108,1.96,2.90,1.83,2.70
Elite,RSC008408,LoonaStarrr,Peerless Scarred,The Rising,Solar,Solar Ember,38.48,436,29,15.03,0.500,0.448,13,16,4,9359,4820,4539,19,13,34,57,0.333,349.26,179.87,169.39,0.71,0.49,1.27,2.13,322.72,166.21,156.52,0.66,0.45,1.17,1.97,65,65,2.43,2.43,2.24,2.24
Elite,RSC006448,M1TNS,Forge Defenders,Dwarf Haven,Lunar,Lunar Ember,38.10,455,28,16.25,0.524,0.571,16,12,4,8928,5130,3798,22,13,31,73,0.301,319.26,183.45,135.82,0.79,0.46,1.11,2.61,318.86,183.21,135.64,0.79,0.46,1.11,2.61,66,56,2.36,2.00,2.36,2.00
Elite,RSC005754,Monty.,Ghastly Goombahs,The Syndicate,Lunar,Lunar Cloud,37.87,187,11,17.00,0.537,0.455,5,6,0,3544,1930,1614,4,9,16,28,0.143,308.36,167.93,140.43,0.35,0.78,1.39,2.44,322.18,175.45,146.73,0.36,0.82,1.45,2.55,29,24,2.52,2.09,2.64,2.18
Elite,RSC007688,Yami ^^,Gelato,Fifty-Fifty Pizzeria,Lunar,Lunar Mountain,37.20,1077,64,16.83,0.495,0.469,30,34,7,22242,13290,8952,42,40,114,139,0.302,336.02,200.78,135.24,0.63,0.60,1.72,2.10,347.53,207.66,139.88,0.66,0.63,1.78,2.17,159,166,2.40,2.51,2.48,2.59
Elite,RSC007129,EKA Luminous,Forge Defenders,Dwarf Haven,Lunar,Lunar Ember,36.78,621,37,16.78,0.482,0.459,17,20,3,11867,6920,4947,27,21,44,97,0.278,310.93,181.31,129.62,0.71,0.55,1.15,2.54,320.73,187.03,133.70,0.73,0.57,1.19,2.62,89,101,2.33,2.65,2.41,2.73
Elite,RSC005959,Yurrbo?,Frostbite,Sub Zero,Solar,Solar Cloud,36.51,220,13,16.92,0.437,0.308,4,9,1,4457,2480,1977,5,10,24,28,0.179,329.63,183.42,146.21,0.37,0.74,1.77,2.07,342.85,190.77,152.08,0.38,0.77,1.85,2.15,31,43,2.29,3.18,2.38,3.31
Elite,RSC002425,Kourses,Hydras,Mythical,Solar,Solar Ocean,35.39,22,2,11.00,0.705,1.000,2,0,0,414,200,214,1,0,1,5,0.200,306.19,147.92,158.27,0.74,0.00,0.74,3.70,207.00,100.00,107.00,0.50,0.00,0.50,2.50,4,2,2.96,1.48,2.00,1.00
Elite,RSC001098,Wafe,"Thrashers
Hellhounds","The Pit
Pawverse","Lunar
Solar","Lunar Ember
Solar Ocean",35.33,603,39,15.46,0.458,0.359,14,25,4,12026,6210,5816,21,18,46,91,0.231,324.50,167.56,156.93,0.57,0.49,1.24,2.46,308.36,159.23,149.13,0.54,0.46,1.18,2.33,76,103,2.05,2.78,1.95,2.64
Elite,RSC007877,Torro,Dik-diks,Safari,Lunar,Lunar Ocean,34.47,194,13,14.92,0.488,0.462,6,7,1,3675,1690,1985,2,11,14,24,0.083,308.22,141.74,166.48,0.17,0.92,1.17,2.01,282.69,130.00,152.69,0.15,0.85,1.08,1.85,33,35,2.77,2.94,2.54,2.69
Elite,RSC003055,Lad,"Ghastly Goombahs
Immortals","The Syndicate
World Warriors","Lunar
Lunar","Lunar Cloud
Lunar Ember",33.38,339,19,17.84,0.497,0.474,9,10,1,6336,3570,2766,14,11,22,52,0.269,304.10,171.35,132.76,0.67,0.53,1.06,2.50,333.47,187.89,145.58,0.74,0.58,1.16,2.74,47,48,2.26,2.30,2.47,2.53
Elite,RSC007187,Evil Gooby,Swordsman,Grand Fleet,Solar,Solar Ember,33.17,991,59,16.80,0.495,0.508,30,29,8,18908,10460,8448,31,42,79,131,0.237,310.44,171.74,138.70,0.51,0.69,1.30,2.15,320.47,177.29,143.19,0.53,0.71,1.34,2.22,138,144,2.27,2.36,2.34,2.44
Elite,RSC006484,AhmedSa-,Immortals,World Warriors,Lunar,Lunar Ember,31.61,975,55,17.73,0.480,0.382,21,34,6,17690,9840,7850,31,34,70,154,0.201,295.21,164.21,131.00,0.52,0.57,1.17,2.57,321.64,178.91,142.73,0.56,0.62,1.27,2.80,129,152,2.15,2.54,2.35,2.76
Elite,RSC000690,paco,Drive-by,The Hood,Solar,Solar Ember,29.53,172,11,15.64,0.403,0.273,3,8,3,3622,1990,1632,8,2,17,24,0.333,342.63,188.25,154.38,0.76,0.19,1.61,2.27,329.27,180.91,148.36,0.73,0.18,1.55,2.18,16,27,1.51,2.55,1.45,2.45
Elite,RSC007341,Squashy,Raptors,Mach Velocity,Lunar,Lunar Cloud,29.43,626,39,16.05,0.378,0.103,4,35,1,12874,6650,6224,17,15,67,85,0.200,334.62,172.84,161.77,0.44,0.39,1.74,2.21,330.10,170.51,159.59,0.44,0.38,1.72,2.18,56,137,1.46,3.56,1.44,3.51
Elite,RSC006169,ExyRL.,"Drive-by
Krakens","The Hood
Tyrants of the Sea","Solar
Lunar","Solar Ember
Lunar Ocean",28.50,713,43,16.58,0.436,0.302,13,30,2,13491,7580,5911,23,23,63,98,0.235,307.87,172.98,134.89,0.52,0.52,1.44,2.24,313.74,176.28,137.47,0.53,0.53,1.47,2.28,87,140,1.99,3.19,2.02,3.26
Elite,RSC000626,President Plorpus.,"Desolation
Gelato","Event Horizon
Fifty-Fifty Pizzeria","Solar
Lunar","Solar Ember
Lunar Mountain",28.31,80,5,16.00,0.377,0.400,2,3,0,1671,1030,641,2,3,12,8,0.250,339.85,209.49,130.37,0.41,0.61,2.44,1.63,334.20,206.00,128.20,0.40,0.60,2.40,1.60,7,12,1.42,2.44,1.40,2.40
Elite,RSC002544,CKNFanboy67,Sloths,The Jungle,Solar,Solar Cloud,28.18,18,1,18.00,0.106,0.000,0,1,0,284,180,104,0,1,2,3,0.000,256.72,162.71,94.01,0.00,0.90,1.81,2.71,284.00,180.00,104.00,0.00,1.00,2.00,3.00,1,4,0.90,3.62,1.00,4.00
Elite,RSC008403,mightie31,"Immortals
Raptors
Hydras","World Warriors
Mach Velocity
Mythical","Lunar
Lunar
Solar","Lunar Ember
Lunar Cloud
Solar Ocean",27.33,511,34,15.03,0.447,0.294,10,24,2,10036,4860,5176,14,15,41,66,0.212,319.56,154.75,164.81,0.45,0.48,1.31,2.10,295.18,142.94,152.24,0.41,0.44,1.21,1.94,56,82,1.78,2.61,1.65,2.41
Elite,RSC008531,drkmist,Sloths,The Jungle,Solar,Solar Cloud,25.86,68,3,22.67,0.614,0.667,2,1,1,1343,760,583,2,3,7,6,0.333,321.35,181.85,139.50,0.48,0.72,1.67,1.44,447.67,253.33,194.33,0.67,1.00,2.33,2.00,12,8,2.87,1.91,4.00,2.67
Elite,RSC004109,Hawkish,Hydras,Mythical,Solar,Solar Ocean,24.34,408,25,16.32,0.487,0.480,12,13,1,7666,4470,3196,19,10,31,52,0.365,305.71,178.26,127.45,0.76,0.40,1.24,2.07,306.64,178.80,127.84,0.76,0.40,1.24,2.08,58,63,2.31,2.51,2.32,2.52
Elite,RSC007327,ResetTillBurger,Black-Holes,The Cosmos,Lunar,Lunar Ember,23.32,61,4,15.25,0.574,0.750,3,1,0,1094,570,524,3,2,2,7,0.429,291.81,152.04,139.77,0.80,0.53,0.53,1.87,273.50,142.50,131.00,0.75,0.50,0.50,1.75,13,10,3.47,2.67,3.25,2.50
Elite,RSC008446,Rose_Havoc97,Hellhounds,Pawverse,Solar,Solar Ocean,23.17,489,28,17.46,0.449,0.321,9,19,0,8483,4300,4183,14,18,27,65,0.215,282.26,143.08,139.18,0.47,0.60,0.90,2.16,302.96,153.57,149.39,0.50,0.64,0.96,2.32,56,79,1.86,2.63,2.00,2.82
Elite,RSC003953,BlinkyDaBurger,Hellhounds,Pawverse,Solar,Solar Ocean,22.97,229,14,16.36,0.506,0.500,7,7,0,4153,2040,2113,1,12,22,24,0.042,295.08,144.94,150.13,0.07,0.85,1.56,1.71,296.64,145.71,150.93,0.07,0.86,1.57,1.71,28,27,1.99,1.92,2.00,1.93
Elite,RSC007930,Ziffy,"Forest Cobra
Thrashers","Venom Lab
The Pit","Lunar
Lunar","Lunar Ocean
Lunar Ember",19.90,112,7,16.00,0.321,0.000,0,7,0,2503,1160,1343,3,1,14,11,0.273,363.62,168.52,195.10,0.44,0.15,2.03,1.60,357.57,165.71,191.86,0.43,0.14,2.00,1.57,10,23,1.45,3.34,1.43,3.29
Elite,RSC008478,Inflict,Teddy Bears,The Bear Den,Solar,Solar Ocean,19.16,190,12,15.83,0.321,0.083,1,11,0,3586,1950,1636,7,3,17,25,0.280,307.09,166.99,140.10,0.60,0.26,1.46,2.14,298.83,162.50,136.33,0.58,0.25,1.42,2.08,16,42,1.37,3.60,1.33,3.50
Elite,RSC007607,GameGang,"Raptors
Sloths","Mach Velocity
The Jungle","Lunar
Solar","Lunar Cloud
Solar Cloud",17.07,659,41,16.07,0.418,0.268,11,30,1,11610,5890,5720,21,14,44,89,0.236,286.65,145.42,141.23,0.52,0.35,1.09,2.20,283.17,143.66,139.51,0.51,0.34,1.07,2.17,75,136,1.85,3.36,1.83,3.32
Elite,RSC007920,Ocular8,"Krakens
Cotija Cartel","Tyrants of the Sea
Cheese Guild","Lunar
Lunar","Lunar Ocean
Lunar Cloud",12.34,31,2,15.50,0.096,0.000,0,2,0,585,280,305,0,1,4,3,0.000,307.04,146.96,160.08,0.00,0.52,2.10,1.57,292.50,140.00,152.50,0.00,0.50,2.00,1.50,2,10,1.05,5.25,1.00,5.00
Elite,RSC002902,Stone-Dog Millionaire,Praetorian Guard,The Sovereign,Solar,Solar Ocean,12.13,68,4,17.00,0.273,0.250,1,3,0,1239,720,519,1,2,9,7,0.143,296.46,172.28,124.18,0.24,0.48,2.15,1.67,309.75,180.00,129.75,0.25,0.50,2.25,1.75,4,11,0.96,2.63,1.00,2.75
Elite,RSC006018,Braamse,Demons,The Monster Mash,Lunar,Lunar Mountain,11.46,58,4,14.50,0.224,0.000,0,4,0,746,360,386,0,2,3,11,0.000,209.28,100.99,108.28,0.00,0.56,0.84,3.09,186.50,90.00,96.50,0.00,0.50,0.75,2.75,4,13,1.12,3.65,1.00,3.25
Elite,RSC008353,St4r Wren,Drive-by,The Hood,Solar,Solar Ember,4.26,457,27,16.93,0.418,0.185,5,22,0,7573,4020,3553,12,10,37,47,0.255,269.62,143.13,126.50,0.43,0.36,1.32,1.67,280.48,148.89,131.59,0.44,0.37,1.37,1.74,59,99,2.10,3.52,2.19,3.67
Elite,RSC006700,Terx,Krakens,Tyrants of the Sea,Lunar,Lunar Ocean,0.27,293,18,16.28,0.409,0.333,6,12,2,4471,2470,2001,6,7,24,32,0.188,248.28,137.16,111.12,0.33,0.39,1.33,1.78,248.39,137.22,111.17,0.33,0.39,1.33,1.78,35,59,1.94,3.28,1.94,3.28
Elite,RSC006613,steel.reserve,Afterburners,Remove Before Flight,Lunar,Lunar Mountain,0.27,77,4,19.25,0.439,0.250,1,3,0,1253,700,553,1,3,8,5,0.200,264.77,147.92,116.85,0.21,0.63,1.69,1.06,313.25,175.00,138.25,0.25,0.75,2.00,1.25,12,15,2.54,3.17,3.00,3.75
Elite,RSC008519,Juice_loffi,"Praetorian Guard
Teddy Bears","The Sovereign
The Bear Den","Solar
Solar","Solar Ocean
Solar Ocean",-0.17,119,7,17.00,0.316,0.143,1,6,0,1708,1020,688,0,5,13,12,0.000,233.53,139.46,94.07,0.00,0.68,1.78,1.64,244.00,145.71,98.29,0.00,0.71,1.86,1.71,9,22,1.23,3.01,1.29,3.14
Elite,RSC001091,stealthman777,Orochi,The Shrine,Solar,Solar Mountain,-2.85,45,3,15.00,0.395,0.667,2,1,0,638,260,378,0,1,3,6,0.000,230.68,94.01,136.67,0.00,0.36,1.08,2.17,212.67,86.67,126.00,0.00,0.33,1.00,2.00,4,6,1.45,2.17,1.33,2.00
Elite,RSC008355,SmyrnaRL,Sloths,The Jungle,Solar,Solar Cloud,-3.94,72,4,18.00,0.425,0.500,2,2,0,1025,470,555,1,0,5,12,0.083,231.63,106.21,125.42,0.23,0.00,1.13,2.71,256.25,117.50,138.75,0.25,0.00,1.25,3.00,9,12,2.03,2.71,2.25,3.00
Elite,RSC003255,cozyboy,Black-Holes,The Cosmos,Lunar,Lunar Ember,-19.59,73,4,18.25,0.548,0.750,3,1,0,828,350,478,0,3,3,5,0.000,184.55,78.01,106.54,0.00,0.67,0.67,1.11,207.00,87.50,119.50,0.00,0.75,0.75,1.25,12,10,2.67,2.23,3.00,2.50
Elite,RSC008109,Tbrock,Drive-by,The Hood,Solar,Solar Ember,-31.65,41,2,20.50,0.158,0.000,0,2,0,629,360,269,1,0,5,1,1.000,249.62,142.86,106.75,0.40,0.00,1.98,0.40,314.50,180.00,134.50,0.50,0.00,2.50,0.50,4,13,1.59,5.16,2.00,6.50
Elite,RSC000923,Stemantics,Drive-by,The Hood,Solar,Solar Ember,-61.91,18,1,18.00,0.000,0.000,0,1,0,128,60,68,0,0,1,1,0.000,115.70,54.24,61.47,0.00,0.00,0.90,0.90,128.00,60.00,68.00,0.00,0.00,1.00,1.00,0,5,0.00,4.52,0.00,5.00
Veteran,RSC004035,Timmy_-_,Dogfight,Remove Before Flight,Lunar,Lunar Mountain,111.90,978,64,15.28,0.562,0.688,44,20,21,29354,17980,11374,90,54,83,213,0.423,471.56,288.84,182.72,1.45,0.87,1.33,3.42,458.66,280.94,177.72,1.41,0.84,1.30,3.33,212,128,3.41,2.06,3.31,2.00
