RSC ID,Tier,Name,GP,Season,Team,Franchise,Conference,# of Seasons,First Season,Seasons Played,PPG,GPG,APG,SvPG,ShPG,ShPCT,GAPG,AAPG,ShAPG,Hat Trick,Playmaker,Savior,DIt,DTt,pdt,pdh,pnt,poh,pot,DI,DT,MAJ,EXT,ACC,NEG,RAW,z1,z2,z3,z4,AFP,tZ,mShPG,mShA,SvpmShA,SvpAA,SvpGA,TierMaxGames,GPThreshold,PPG_mean,PPG_std,GPG_mean,GPG_std,APG_mean,APG_std,ShPG_mean,ShPG_std,ShPCT_mean,ShPCT_std,SvPG_mean,SvPG_std,GAPG_mean,GAPG_std,AAPG_mean,AAPG_std,ShAPG_mean,ShAPG_std,RAW_mean,RAW_std,DI_mean,DI_std,DT_mean,DT_std,pdt_mean,pdt_std,pnt_mean,pnt_std,pot_mean,pot_std,AFP_mean,AFP_std,tZ_mean,tZ_std,mShPG_mean,mShPG_std,mShA_mean,mShA_std,SvpmShA_mean,SvpmShA_std,SvpAA_mean,SvpAA_std,SvpGA_mean,SvpGA_std,PPG_z,GPG_z,APG_z,ShPG_z,ShPCT_z,SvPG_z,GAPG_z,AAPG_z,ShAPG_z,RAW_z,DI_z,DT_z,pdt_z,pnt_z,pot_z,AFP_z,tZ_z,mShPG_z,mShA_z,SvpmShA_z,SvpAA_z,SvpGA_z,RvShA,RvAA,RvShA_mean,RvShA_std,RvAA_mean,RvAA_std,RvShA_z,RvAA_z,RSvA,DWR,RSvA_mean,RSvA_std,DWR_mean,DWR_std,RSvA_z,DWR_z,RSvA_w,SvpGA_w,DWR_w,RvShA_w,SvpGA_s,RSvA_s,RvShA_s,DEF,DEFS,PRES,ATT,DEF_mean,DEF_std,DEFS_mean,DEFS_std,PRES_mean,PRES_std,ATT_mean,ATT_std,DEF_z,DEFS_z,PRES_z,ATT_z,RAD,RADS,PvShA,RAD_mean,RAD_std,RADS_mean,RADS_std,RAD_z,RADS_z
RSC004764,Challenger,Beer96690,4,12,PermFA,Free Agent,N/A,1,12,[12],306.5,0.5,1.0,1.0,2.5,20.0,1.333,0.833,2.917,0,0,0,1.0,2.0,0.496,0.676,0.338,0.324,0.165,0.25,0.5,182.0,124.5,0,0.0,124.5,0.496,0.18,0.159,0.165,0.306,38.097,2.0,1.58,0.63,1.2,0.75,60,36.0,332.58318367346936,39.77276547608176,0.7897857142857143,0.1937094353944194,0.5395204081632653,0.12957792143549385,2.4251326530612247,0.42568505462009026,32.45991836734694,5.048835796545962,1.1562346938775512,0.2159579856533004,0.7755,0.10715306038800507,0.5288367346938776,0.0818251459695563,2.3823265306122448,0.20474584574717478,131.97408163265305,11.904121424106245,0.7590816326530613,0.34109008615856523,0.7450000000000001,0.13198914357104735,0.48748979591836733,0.05863643793381525,0.31484693877551023,0.029153469507877252,0.20789795918367346,0.027166720770855194,0.32925510204081637,0.034340715885305205,43.4660612244898,6.188422065948316,1.6353061224489795,0.30018621053115857,1.6075510204081631,0.14425107853580107,0.7194897959183674,0.11536917390081226,2.2367346938775508,0.5310537579524999,1.521734693877551,0.36564594871932293,-0.6558051310049101,-1.495981409969371,3.5536886742389173,0.17587497171022812,-2.467879501225032,-0.7234494867366045,-5.202837865584731,-3.7172346190410557,-2.6114008195701466,-0.6278566360653703,-1.492513717963648,1.8562132715719992,0.1451350795087245,0.794178587156971,-1.5790628374144784,-0.6771874563851917,-0.8675977765047673,1.2148921727807551,0.1909935141408684,-0.7756820378665926,-1.9522217446962904,-2.110606439318024,-3.24,-4.35,0.0004081632653061149,1.4698530106518695,-0.0005102040816326286,1.5602189725044506,-2.204579736737218,-2.7877431774442543,-2.3449,78.435,-1.0204081632649105e-06,0.9194414954782035,95.54767653061225,20.514008035219035,-2.5503514808979224,-0.834194687904612,-0.4591,-0.6332,-0.2836,-0.3968,-0.9498,-0.7013,-0.6063,-1.7727000000000002,-2.2574,0.3473,95.0,2.040816326533786e-06,0.8788353558410155,6.12244897958918e-06,0.8776461634448999,-8.163265306111354e-06,1.64911896007194,135.68981632653063,26.27509822216604,-2.017103691874016,-2.572114157701441,0.2106022498523426,-1.5486075820719154,-1.228224643687059,-1.5357998526619037,-2.4008,-3.150824272692568e-16,0.797163368416105,-2.9638989675260876e-16,0.7966277104243772,-1.540743958327432,-1.9278765131629134
RSC000337,Challenger,Belial,4,12,PermFA,Free Agent,N/A,5,2,"[2, 6, 10, 12, 18]",305.5,0.5,0.5,1.0,2.75,18.182,1.0,0.833,3.167,0,0,0,2.0,3.0,0.527,0.696,0.305,0.304,0.168,0.5,0.75,159.5,146.0,0,0.0,146.0,0.527,0.169,0.136,0.168,0.29,42.34,2.25,2.17,0.46,1.2,1.0,60,36.0,332.58318367346936,39.77276547608176,0.7897857142857143,0.1937094353944194,0.5395204081632653,0.12957792143549385,2.4251326530612247,0.42568505462009026,32.45991836734694,5.048835796545962,1.1562346938775512,0.2159579856533004,0.7755,0.10715306038800507,0.5288367346938776,0.0818251459695563,2.3823265306122448,0.20474584574717478,131.97408163265305,11.904121424106245,0.7590816326530613,0.34109008615856523,0.7450000000000001,0.13198914357104735,0.48748979591836733,0.05863643793381525,0.31484693877551023,0.029153469507877252,0.20789795918367346,0.027166720770855194,0.32925510204081637,0.034340715885305205,43.4660612244898,6.188422065948316,1.6353061224489795,0.30018621053115857,1.6075510204081631,0.14425107853580107,0.7194897959183674,0.11536917390081226,2.2367346938775508,0.5310537579524999,1.521734693877551,0.36564594871932293,-0.6809479639970332,-1.495981409969371,-0.3049933794696595,0.763163619236547,-2.8279625130836754,-0.7234494867366045,-2.095133813136811,-3.7172346190410557,-3.832426814445306,1.1782405326397285,-0.7595695189235725,-0.03788190350146855,0.6738165801652051,-0.33776215804604665,-1.4686336094887276,-1.1431066892118609,-0.18196257664549542,2.0477085754983966,-3.8990972220165756,-2.2492125681810085,-1.9522217446962904,-1.426884929820581,-2.65,-2.54,0.0004081632653061149,1.4698530106518695,-0.0005102040816326286,1.5602189725044506,-1.8031790553600107,-1.6276496060306196,-1.7997,67.16,-1.0204081632649105e-06,0.9194414954782035,95.54767653061225,20.514008035219035,-1.957382811677223,-1.383819119202619,-0.3523,-0.4281,-0.4705,-0.3246,-0.6421,-0.5383,-0.4959,-1.5755,-1.6763000000000001,1.8657,95.682,2.040816326533786e-06,0.8788353558410155,6.12244897958918e-06,0.8776461634448999,-8.163265306111354e-06,1.64911896007194,135.68981632653063,26.27509822216604,-1.7927158145664552,-1.9100022221588862,1.1313363125628715,-1.5226514469422412,-0.8951959931918515,-1.0406346947476721,-2.7011,-3.150824272692568e-16,0.797163368416105,-2.9638989675260876e-16,0.7966277104243772,-1.1229768309230372,-1.3062998953341807
RSC003898,Challenger,Brink,15,12,PermFA,Free Agent,N/A,3,10,"[10, 11, 12]",348.8,0.8,0.533,1.267,2.467,32.428,0.933,0.578,2.822,1,0,3,6.0,12.0,0.536,0.694,0.297,0.306,0.167,0.4,0.8,203.54,145.26,4,6.67,138.59,0.536,0.158,0.139,0.167,0.286,39.637,1.67,1.89,0.67,2.19,1.36,60,36.0,332.58318367346936,39.77276547608176,0.7897857142857143,0.1937094353944194,0.5395204081632653,0.12957792143549385,2.4251326530612247,0.42568505462009026,32.45991836734694,5.048835796545962,1.1562346938775512,0.2159579856533004,0.7755,0.10715306038800507,0.5288367346938776,0.0818251459695563,2.3823265306122448,0.20474584574717478,131.97408163265305,11.904121424106245,0.7590816326530613,0.34109008615856523,0.7450000000000001,0.13198914357104735,0.48748979591836733,0.05863643793381525,0.31484693877551023,0.029153469507877252,0.20789795918367346,0.027166720770855194,0.32925510204081637,0.034340715885305205,43.4660612244898,6.188422065948316,1.6353061224489795,0.30018621053115857,1.6075510204081631,0.14425107853580107,0.7194897959183674,0.11536917390081226,2.2367346938775508,0.5310537579524999,1.521734693877551,0.36564594871932293,0.40773670456189404,0.05272993384905605,-0.05032036392489318,0.09835287023675421,-0.006321926208964019,0.5129021081918762,-1.4698600248064493,-0.6008332123772068,-2.1474109415175873,0.5557670433325297,-1.0527471985396026,-0.4167009385161624,0.8273047577751511,-0.6121720356710206,-1.5054433521306445,-1.2595864974185282,-0.6187459717007896,0.11557452119346849,-1.9580372116367708,-0.42896897191025907,-0.08800369675894656,-0.44232595614426334,-1.59,-0.05,0.0004081632653061149,1.4698530106518695,-0.0005102040816326286,1.5602189725044506,-1.0820185091568928,-0.031719775743353995,-0.0616,92.8553,-1.0204081632649105e-06,0.9194414954782035,95.54767653061225,20.514008035219035,-0.06699608392135813,-0.1312457578250872,-0.0121,-0.1327,-0.0446,-0.1948,-0.199,-0.0184,-0.2976,-0.3842,-0.515,-0.5032,137.098,2.040816326533786e-06,0.8788353558410155,6.12244897958918e-06,0.8776461634448999,-8.163265306111354e-06,1.64911896007194,135.68981632653063,26.27509822216604,-0.4371718072819889,-0.5868038212888657,-0.30512767660663065,0.05359385002341942,-0.20521362907747887,-0.2886583848927066,-2.4525,-3.150824272692568e-16,0.797163368416105,-2.9638989675260876e-16,0.7966277104243772,-0.2574298283239236,-0.3623504192930134
RSC004107,Challenger,Flyfyre-_-,4,12,PermFA,Free Agent,N/A,4,11,"[11, 12, 15, 24]",303.5,0.5,0.0,1.25,1.75,28.571,0.917,0.667,2.917,0,0,0,1.0,1.0,0.533,0.702,0.295,0.298,0.172,0.25,0.25,138.75,164.75,0,0.0,164.75,0.533,0.169,0.126,0.172,0.288,47.448,1.25,2.0,0.62,1.87,1.36,60,36.0,332.58318367346936,39.77276547608176,0.7897857142857143,0.1937094353944194,0.5395204081632653,0.12957792143549385,2.4251326530612247,0.42568505462009026,32.45991836734694,5.048835796545962,1.1562346938775512,0.2159579856533004,0.7755,0.10715306038800507,0.5288367346938776,0.0818251459695563,2.3823265306122448,0.20474584574717478,131.97408163265305,11.904121424106245,0.7590816326530613,0.34109008615856523,0.7450000000000001,0.13198914357104735,0.48748979591836733,0.05863643793381525,0.31484693877551023,0.029153469507877252,0.20789795918367346,0.027166720770855194,0.32925510204081637,0.034340715885305205,43.4660612244898,6.188422065948316,1.6353061224489795,0.30018621053115857,1.6075510204081631,0.14425107853580107,0.7194897959183674,0.11536917390081226,2.2367346938775508,0.5310537579524999,1.521734693877551,0.36564594871932293,-0.7312336299812792,-1.495981409969371,-4.163675433178236,-1.5859909708687285,-0.7702604172644006,0.4341830927844452,-1.320540911175318,-1.6885184092128256,-2.6114008195701466,2.753325272789524,-1.492513717963648,3.750308446645467,0.7761420319051691,-0.6807745050772641,-1.3213946389210605,-1.2013465933151946,0.6434497733147113,-1.2835570353721686,-2.7205965014288376,-0.862360304355676,-0.6905792274053605,-0.44232595614426334,0.14,1.06,0.0004081632653061149,1.4698530106518695,-0.0005102040816326286,1.5602189725044506,0.09496992945763053,0.6797188233003669,-0.0465,102.145,-1.0204081632649105e-06,0.9194414954782035,95.54767653061225,20.514008035219035,-0.05057307052217881,0.3216009011043221,-0.0091,-0.1327,0.1093,0.0171,-0.199,-0.0139,0.0261,-0.015400000000000014,-0.1868,-0.6401,96.071,2.040816326533786e-06,0.8788353558410155,6.12244897958918e-06,0.8776461634448999,-8.163265306111354e-06,1.64911896007194,135.68981632653063,26.27509822216604,-0.017525513412677076,-0.21284901618635926,-0.3881417000425312,-1.5078465546175446,-0.7137203002846847,-0.7211183741470673,-2.9995,-3.150824272692568e-16,0.797163368416105,-2.9638989675260876e-16,0.7966277104243772,-0.8953250093550901,-0.9052137713900448
RSC004741,Challenger,Losing WiFi,4,12,PermFA,Free Agent,N/A,1,12,[12],228.5,0.25,0.5,1.25,1.5,16.667,1.583,0.917,3.167,0,0,1,3.0,1.0,0.526,0.71,0.318,0.29,0.156,0.75,0.25,136.25,92.25,1,6.25,86.0,0.526,0.184,0.134,0.156,0.284,24.424,1.25,1.58,0.79,1.36,0.79,60,36.0,332.58318367346936,39.77276547608176,0.7897857142857143,0.1937094353944194,0.5395204081632653,0.12957792143549385,2.4251326530612247,0.42568505462009026,32.45991836734694,5.048835796545962,1.1562346938775512,0.2159579856533004,0.7755,0.10715306038800507,0.5288367346938776,0.0818251459695563,2.3823265306122448,0.20474584574717478,131.97408163265305,11.904121424106245,0.7590816326530613,0.34109008615856523,0.7450000000000001,0.13198914357104735,0.48748979591836733,0.05863643793381525,0.31484693877551023,0.029153469507877252,0.20789795918367346,0.027166720770855194,0.32925510204081637,0.034340715885305205,43.4660612244898,6.188422065948316,1.6353061224489795,0.30018621053115857,1.6075510204081631,0.14425107853580107,0.7194897959183674,0.11536917390081226,2.2367346938775508,0.5310537579524999,1.521734693877551,0.36564594871932293,-2.616946104390506,-2.7865741964847266,-0.3049933794696595,-2.1732796183950476,-3.1280316896325435,0.4341830927844452,-7.535949016071156,-4.743813905942089,-3.832426814445306,-3.8620306358396173,-0.026625319883496784,3.750308446645467,0.6567623382085445,0.10815389309453605,-1.9103505211917315,-1.317826401521862,-3.0770463005858,-1.2835570353721686,0.1909935141408684,0.6111702259587406,-1.650933979373083,-2.0012109977984327,-7.69,-8.61,0.0004081632653061149,1.4698530106518695,-0.0005102040816326286,1.5602189725044506,-5.232093350514461,-5.518129152152589,-3.4685,67.94,-1.0204081632649105e-06,0.9194414954782035,95.54767653061225,20.514008035219035,-3.7723976964818875,-1.3457963204077235,-0.679,-0.6004,-0.4576,-0.9418,-0.9005,-1.0374,-1.4388,-2.6788,-3.3767,-4.3606,56.667,2.040816326533786e-06,0.8788353558410155,6.12244897958918e-06,0.8776461634448999,-8.163265306111354e-06,1.64911896007194,135.68981632653063,26.27509822216604,-3.0481273005372027,-3.8474572818673014,-2.644194835128492,-3.0075174470657497,-2.92282159348827,-3.2562959541214287,-6.4766,-3.150824272692568e-16,0.797163368416105,-2.9638989675260876e-16,0.7966277104243772,-3.6665277273034564,-4.087600659016423
RSC000979,Challenger,MauiDestroYa,4,12,PermFA,Free Agent,N/A,7,6,"[6, 8, 9, 12, 14, 15, 16]",447.25,0.75,0.5,2.25,3.0,25.0,1.167,0.917,4.25,0,0,1,1.0,2.0,0.571,0.723,0.278,0.277,0.151,0.25,0.5,258.25,189.0,1,6.25,182.75,0.571,0.152,0.126,0.151,0.263,48.063,2.25,3.08,0.73,2.45,1.93,60,36.0,332.58318367346936,39.77276547608176,0.7897857142857143,0.1937094353944194,0.5395204081632653,0.12957792143549385,2.4251326530612247,0.42568505462009026,32.45991836734694,5.048835796545962,1.1562346938775512,0.2159579856533004,0.7755,0.10715306038800507,0.5288367346938776,0.0818251459695563,2.3823265306122448,0.20474584574717478,131.97408163265305,11.904121424106245,0.7590816326530613,0.34109008615856523,0.7450000000000001,0.13198914357104735,0.48748979591836733,0.05863643793381525,0.31484693877551023,0.029153469507877252,0.20789795918367346,0.027166720770855194,0.32925510204081637,0.034340715885305205,43.4660612244898,6.188422065948316,1.6353061224489795,0.30018621053115857,1.6075510204081631,0.14425107853580107,0.7194897959183674,0.11536917390081226,2.2367346938775508,0.5310537579524999,1.521734693877551,0.36564594871932293,2.883048612636405,-0.20538862345401532,-0.3049933794696595,1.350452266762866,-1.4775521858822303,5.064713410868644,-3.653652061661744,-4.743813905942089,-9.121911424244498,4.265406623333328,-1.492513717963648,1.8562132715719992,1.4242032262582724,-1.263895495030332,-2.0943992344013167,-1.9293453946068637,0.7428289031552612,2.0477085754983966,-10.20754225575094,0.09110062702424027,0.4015889218912654,1.1165590855099057,-4.86,-0.48,0.0004081632653061149,1.4698530106518695,-0.0005102040816326286,1.5602189725044506,-3.30673076017972,-0.30732211591344405,0.0684,133.4075,-1.0204081632649105e-06,0.9194414954782035,95.54767653061225,20.514008035219035,0.07439409766098033,1.8455595515215224,0.0134,0.335,0.6275,-0.5952,0.5025,0.0205,-0.9094,0.3806999999999999,-0.3864000000000001,2.7905,130.0,2.040816326533786e-06,0.8788353558410155,6.12244897958918e-06,0.8776461634448999,-8.163265306111354e-06,1.64911896007194,135.68981632653063,26.27509822216604,0.4331846194550951,-0.4402755216661286,1.6921205994403066,-0.21654786134084264,0.5132043417327272,0.15204150511651882,-7.4298,-3.150824272692568e-16,0.797163368416105,-2.9638989675260876e-16,0.7966277104243772,0.6437881644667396,0.1908564102490535
RSC000513,Challenger,Prometiumz,8,12,PermFA,Free Agent,N/A,8,6,"[6, 7, 8, 9, 12, 13, 14, 15]",417.0,1.75,0.375,1.0,3.875,45.161,0.625,0.5,2.083,3,0,1,6.0,1.0,0.43,0.58,0.311,0.42,0.259,0.75,0.12,289.5,127.5,4,12.5,115.0,0.43,0.15,0.161,0.259,0.372,42.78,2.12,1.46,0.68,2.0,1.6,60,36.0,332.58318367346936,39.77276547608176,0.7897857142857143,0.1937094353944194,0.5395204081632653,0.12957792143549385,2.4251326530612247,0.42568505462009026,32.45991836734694,5.048835796545962,1.1562346938775512,0.2159579856533004,0.7755,0.10715306038800507,0.5288367346938776,0.0818251459695563,2.3823265306122448,0.20474584574717478,131.97408163265305,11.904121424106245,0.7590816326530613,0.34109008615856523,0.7450000000000001,0.13198914357104735,0.48748979591836733,0.05863643793381525,0.31484693877551023,0.029153469507877252,0.20789795918367346,0.027166720770855194,0.32925510204081637,0.034340715885305205,43.4660612244898,6.188422065948316,1.6353061224489795,0.30018621053115857,1.6075510204081631,0.14425107853580107,0.7194897959183674,0.11536917390081226,2.2367346938775508,0.5310537579524999,1.521734693877551,0.36564594871932293,2.122477914624684,4.956982522607407,-1.2696638928968036,3.405962533104982,2.5156456150430166,-0.7234494867366045,1.4045329125928283,0.35241898260232296,1.461941899333383,-1.4258995710746,-0.026625319883496784,4.73523793768367,-0.9804448896308783,-0.1319547498273162,1.881052970925717,1.2447293790248173,-0.11086206098721639,1.6146440460852234,1.022876375732214,-0.3422907054211757,-0.4457829180802549,0.21404669297328163,0.04,-1.07,0.0004081632653061149,1.4698530106518695,-0.0005102040816326286,1.5602189725044506,0.026935915664883514,-0.6854741640538001,-0.5584,78.2,-1.0204081632649105e-06,0.9194414954782035,95.54767653061225,20.514008035219035,-0.6073241009221715,-0.8456502747210228,-0.1093,0.0642,-0.2875,0.0048,0.0963,-0.167,0.0074,-0.3278,-0.06330000000000001,1.5038,258.911,2.040816326533786e-06,0.8788353558410155,6.12244897958918e-06,0.8776461634448999,-8.163265306111354e-06,1.64911896007194,135.68981632653063,26.27509822216604,-0.37299596407637825,-0.07213171444912726,0.9118858006457612,4.6896564432066805,1.998983075311823,1.8782762259297365,2.3738,-3.150824272692568e-16,0.797163368416105,-2.9638989675260876e-16,0.7966277104243772,2.5076203379535995,2.357784196245379
RSC002073,Challenger,Ray Finkle,2,12,PermFA,Free Agent,N/A,5,8,"[8, 9, 11, 12, 23]",229.0,0.0,1.5,0.5,3.0,0.0,1.167,0.667,1.833,0,0,0,2.0,1.0,0.42,0.576,0.299,0.424,0.282,1.0,0.5,133.5,95.5,0,0.0,95.5,0.42,0.156,0.142,0.282,0.383,36.576,3.0,0.67,0.75,0.75,0.43,60,36.0,332.58318367346936,39.77276547608176,0.7897857142857143,0.1937094353944194,0.5395204081632653,0.12957792143549385,2.4251326530612247,0.42568505462009026,32.45991836734694,5.048835796545962,1.1562346938775512,0.2159579856533004,0.7755,0.10715306038800507,0.5288367346938776,0.0818251459695563,2.3823265306122448,0.20474584574717478,131.97408163265305,11.904121424106245,0.7590816326530613,0.34109008615856523,0.7450000000000001,0.13198914357104735,0.48748979591836733,0.05863643793381525,0.31484693877551023,0.029153469507877252,0.20789795918367346,0.027166720770855194,0.32925510204081637,0.034340715885305205,43.4660612244898,6.188422065948316,1.6353061224489795,0.30018621053115857,1.6075510204081631,0.14425107853580107,0.7194897959183674,0.11536917390081226,2.2367346938775508,0.5310537579524999,1.521734693877551,0.36564594871932293,-2.6043746878944445,-4.077166983000082,7.4123707279474935,1.350452266762866,-6.42918876259624,-3.038714645778704,-3.653652061661744,-1.6885184092128256,2.6829678942085438,-3.0639877008303875,0.7063188791565789,1.8562132715719992,-1.150987309197485,-0.5435695662647771,2.727677051689806,1.5650488515931524,-1.113379331768956,4.54615778365132,6.499438547875233,0.26445716000240704,-2.7995935846678104,-2.9857699714747508,-0.38,-4.75,0.0004081632653061149,1.4698530106518695,-0.0005102040816326286,1.5602189725044506,-0.25880694226465395,-3.0441174473699197,-2.9145,71.625,-1.0204081632649105e-06,0.9194414954782035,95.54767653061225,20.514008035219035,-3.169857999584845,-1.166162969690814,-0.5706,-0.8957,-0.3965,-0.0466,-1.3436,-0.8717,-0.0712,-1.9094,-2.2865,3.4328,30.0,2.040816326533786e-06,0.8788353558410155,6.12244897958918e-06,0.8776461634448999,-8.163265306111354e-06,1.64911896007194,135.68981632653063,26.27509822216604,-2.1726504607783945,-2.6052710279893234,2.0816012952246665,-4.022432777715336,-1.7639154134323447,-1.9905999003193304,4.7646,-3.150824272692568e-16,0.797163368416105,-2.9638989675260876e-16,0.7966277104243772,-2.212740177633968,-2.498783150863411
RSC004546,Challenger,Schwiftyjv,5,12,PermFA,Free Agent,N/A,6,12,"[12, 13, 14, 15, 16, 17]",321.2,0.4,0.4,2.0,2.0,20.0,1.267,0.6,2.933,0,0,2,2.0,2.0,0.554,0.714,0.277,0.286,0.169,0.4,0.4,194.0,127.2,2,10.0,117.2,0.554,0.16,0.117,0.169,0.275,32.23,1.6,1.67,1.2,3.33,1.58,60,36.0,332.58318367346936,39.77276547608176,0.7897857142857143,0.1937094353944194,0.5395204081632653,0.12957792143549385,2.4251326530612247,0.42568505462009026,32.45991836734694,5.048835796545962,1.1562346938775512,0.2159579856533004,0.7755,0.10715306038800507,0.5288367346938776,0.0818251459695563,2.3823265306122448,0.20474584574717478,131.97408163265305,11.904121424106245,0.7590816326530613,0.34109008615856523,0.7450000000000001,0.13198914357104735,0.48748979591836733,0.05863643793381525,0.31484693877551023,0.029153469507877252,0.20789795918367346,0.027166720770855194,0.32925510204081637,0.034340715885305205,43.4660612244898,6.188422065948316,1.6353061224489795,0.30018621053115857,1.6075510204081631,0.14425107853580107,0.7194897959183674,0.11536917390081226,2.2367346938775508,0.5310537579524999,1.521734693877551,0.36564594871932293,-0.28620548602070195,-2.012218524575513,-1.0767297902113746,-0.9987023233424097,-2.467879501225032,3.9070808313475944,-4.586896521856313,-0.8696992160893822,-2.689546483242157,-1.2410896282303572,-1.0527471985396026,2.613851341601386,1.134281112995043,-1.2981967297334538,-1.4318238668468104,-1.5799059699868616,-1.8156585159755072,-0.11761407156747053,-0.43291863205263914,4.164979152011155,2.058671631168904,0.15934897221348618,-3.93,-2.11,0.0004081632653061149,1.4698530106518695,-0.0005102040816326286,1.5602189725044506,-2.674014431907173,-1.3520472658605296,0.4556,140.64,-1.0204081632649105e-06,0.9194414954782035,95.54767653061225,20.514008035219035,0.49551931542006833,2.198123515988292,0.0892,0.0478,0.7474,-0.4813,0.0717,0.1363,-0.7354,0.40309999999999985,-0.5274000000000001,-1.9333,80.0,2.040816326533786e-06,0.8788353558410155,6.12244897958918e-06,0.8776461634448999,-8.163265306111354e-06,1.64911896007194,135.68981632653063,26.27509822216604,0.45867289760767793,-0.6009325220300938,-1.1723179973932003,-2.119490319528089,-1.0129599308968662,-1.2847458432165175,-3.8619,-3.150824272692568e-16,0.797163368416105,-2.9638989675260876e-16,0.7966277104243772,-1.270705568056307,-1.6127305470357178
RSC003856,Challenger,The Dude,28,12,PermFA,Free Agent,N/A,3,10,"[10, 11, 12]",283.143,0.643,0.393,1.071,1.964,32.739,0.94,0.69,2.476,0,0,2,9.0,19.0,0.512,0.681,0.302,0.319,0.186,0.32,0.68,164.64,118.5,2,1.79,116.71,0.512,0.169,0.133,0.186,0.303,35.363,1.32,1.54,0.7,1.55,1.14,60,36.0,332.58318367346936,39.77276547608176,0.7897857142857143,0.1937094353944194,0.5395204081632653,0.12957792143549385,2.4251326530612247,0.42568505462009026,32.45991836734694,5.048835796545962,1.1562346938775512,0.2159579856533004,0.7755,0.10715306038800507,0.5288367346938776,0.0818251459695563,2.3823265306122448,0.20474584574717478,131.97408163265305,11.904121424106245,0.7590816326530613,0.34109008615856523,0.7450000000000001,0.13198914357104735,0.48748979591836733,0.05863643793381525,0.31484693877551023,0.029153469507877252,0.20789795918367346,0.027166720770855194,0.32925510204081637,0.034340715885305205,43.4660612244898,6.188422065948316,1.6353061224489795,0.30018621053115857,1.6075510204081631,0.14425107853580107,0.7194897959183674,0.11536917390081226,2.2367346938775508,0.5310537579524999,1.521734693877551,0.36564594871932293,-1.2430662812019282,-0.7577623360825875,-1.1307513389632948,-1.0832718885861996,0.05527643280535825,-0.3946818341526266,-1.5351871370200683,-1.9696055949119167,-0.45751096461036644,-1.2822518427729392,-1.287289342232427,0.492464745519102,0.41800295081529515,-0.4406658621554119,-0.8060582419342224,-0.7645473125401921,-1.309390526072349,-1.0503684426112287,0.46828780133798353,-0.16893417244300987,-1.2931547580517748,-1.0440008845020134,-1.74,-3.25,0.0004081632653061149,1.4698530106518695,-0.0005102040816326286,1.5602189725044506,-1.184069529846013,-2.0827139351486754,-1.6642,81.697,-1.0204081632649105e-06,0.9194414954782035,95.54767653061225,20.514008035219035,-1.8100107377971701,-0.675181393457242,-0.3258,-0.3132,-0.2296,-0.2131,-0.4698,-0.4978,-0.3256,-1.0816999999999999,-1.2932000000000001,-2.3598,116.679,2.040816326533786e-06,0.8788353558410155,6.12244897958918e-06,0.8776461634448999,-8.163265306111354e-06,1.64911896007194,135.68981632653063,26.27509822216604,-1.2308358256492475,-1.4734937339359422,-1.4309409411142493,-0.7235297910510888,-1.0819417929855346,-1.1932940442201887,-1.8885,-3.150824272692568e-16,0.797163368416105,-2.9638989675260876e-16,0.7966277104243772,-1.3572397275796297,-1.4979318803566353
