RSC ID,Tier,Name,GP,Season,# of Seasons,First Season,Seasons Played,Team,Franchise,Contract Status,Conference,ShPCT,PPG,GPG,APG,SvPG,ShPG,PAPG,GAPG,AAPG,SvAPG,ShAPG,Hat Trick,Playmaker,Savior,DI,DT,pdt,pdh,pnt,poh,pot,MAJ,EXT,ACC,NEG,RAW,z1,z2,z3,z4,AFP,tZ,mShPG,mShA,SvpmShA,SvpAA,SvpGA,TierMaxGames,GPThreshold,PPG_mean,PPG_std,GPG_mean,GPG_std,APG_mean,APG_std,ShPG_mean,ShPG_std,ShPCT_mean,ShPCT_std,SvPG_mean,SvPG_std,GAPG_mean,GAPG_std,AAPG_mean,AAPG_std,ShAPG_mean,ShAPG_std,RAW_mean,RAW_std,DI_mean,DI_std,DT_mean,DT_std,pdt_mean,pdt_std,pnt_mean,pnt_std,pot_mean,pot_std,AFP_mean,AFP_std,tZ_mean,tZ_std,mShPG_mean,mShPG_std,mShA_mean,mShA_std,SvpmShA_mean,SvpmShA_std,SvpAA_mean,SvpAA_std,SvpGA_mean,SvpGA_std,PPG_z,GPG_z,APG_z,ShPG_z,ShPCT_z,SvPG_z,GAPG_z,AAPG_z,ShAPG_z,RAW_z,DI_z,DT_z,pdt_z,pnt_z,pot_z,AFP_z,tZ_z,mShPG_z,mShA_z,SvpmShA_z,SvpAA_z,SvpGA_z,RvShA,RvAA,RvShA_mean,RvShA_std,RvAA_mean,RvAA_std,RvShA_z,RvAA_z,RSvA,DWR,RSvA_mean,RSvA_std,DWR_mean,DWR_std,RSvA_z,DWR_z,RSvA_w,SvpGA_w,DWR_w,RvShA_w,SvpGA_s,RSvA_s,RvShA_s,DEF,DEFS,PRES,ATT,DEF_mean,DEF_std,DEFS_mean,DEFS_std,PRES_mean,PRES_std,ATT_mean,ATT_std,DEF_z,DEFS_z,PRES_z,ATT_z,RAD,RADS,PvShA,RAD_mean,RAD_std,RADS_mean,RADS_std,RAD_z,RADS_z
RSC001235,Challenger,DeeJayZ_,13,25,3.0,6.0,"[6, 7, 9]",Free Agent,Free Agent,Free Agent,N/A,43.75,292.54,0.538,0.692,1.385,1.231,400.31,1.128,0.923,1.154,2.769,0,0,2,0.54,1.23,0.539,0.71,0.294,0.29,0.166,179.66,112.88,2,3.85,109.03,0.539,0.171,0.124,0.166,0.283,30.855,0.69,1.64,0.84,1.5,1.23,60,36.0,349.33451219512193,35.227670141328716,0.8080121951219513,0.18441361816713084,0.5611829268292683,0.1333767640422785,2.5525,0.39614463782067544,31.611951219512193,5.024003479353298,1.2870243902439025,0.21135389405822225,0.783780487804878,0.10928499658586006,0.5461341463414634,0.0767821613469829,2.5099634146341465,0.19785007699259113,136.19170731707317,12.968253050142808,0.9829268292682927,0.3944976108296679,0.988780487804878,0.15845231587041378,0.4838536585365854,0.022786785184454098,0.3093780487804878,0.012965900428567134,0.20674390243902438,0.017366642479267835,0.3256219512195122,0.01702114896812557,44.3445243902439,4.811490137047354,1.744390243902439,0.2876258610643803,1.7264634146341462,0.14614699138001752,0.745609756097561,0.10308928841118732,2.4054878048780486,0.5296543304137015,1.6726829268292682,0.3482834406249459,-1.6122131258544747,-1.4641662465363265,0.9808085696940777,-3.335902783564142,2.4160112210054137,0.463561886061621,-3.149741711568659,-4.908247528426019,-1.3092569348636327,-2.0944769671019072,-1.1227617534533942,-1.522347659420751,2.420101871194946,-1.1860378587056026,-2.3461012966475314,-2.504058409883356,-2.8036063685089365,-3.665839504141219,0.5916195319363128,0.9156164074578644,-1.7095825576858623,-1.271042131761808,-3.4,-7.0,-0.0004878048780487701,1.499415443660945,-0.0002439024390243688,1.5263682189357768,-2.267225010582634,-4.585889571548722,-3.0614,91.5852,1.2195121951177552e-06,0.9123015570446809,102.01113048780489,20.24700041373414,-3.3556900082789842,-0.5149370412781082,-0.604,-0.3813,-0.1751,-0.4081,-0.572,-0.9228,-0.6235,-1.5685000000000002,-2.1183,-6.4694,109.86,-7.317073170717362e-06,0.8561456873514525,2.439024390257173e-06,0.861345644473365,-2.4390243902544652e-06,1.7205999522113018,137.93817073170732,24.94286013914819,-1.832039460222095,-2.4592943060849177,-3.7599661401019975,-1.125699722287991,-2.0700437686160273,-2.291361496082123,-5.0692,-1.624716621402668e-17,0.7753951840816077,-2.7078610356711136e-18,0.7740300776582902,-2.6696629165524484,-2.96030033227428
RSC003900,Challenger,Tryhard goblin,36,25,15.0,10.0,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",Gold Hoarders,Dwarf Haven,Rostered,Lunar,23.61,343.39,0.472,0.5,1.611,2.0,374.11,0.954,0.704,1.278,2.815,0,0,8,0.67,1.22,0.5,0.658,0.299,0.342,0.2,184.03,159.36,8,5.56,153.8,0.5,0.158,0.142,0.2,0.316,48.601,1.53,1.86,0.87,2.29,1.69,60,36.0,349.33451219512193,35.227670141328716,0.8080121951219513,0.18441361816713084,0.5611829268292683,0.1333767640422785,2.5525,0.39614463782067544,31.611951219512193,5.024003479353298,1.2870243902439025,0.21135389405822225,0.783780487804878,0.10928499658586006,0.5461341463414634,0.0767821613469829,2.5099634146341465,0.19785007699259113,136.19170731707317,12.968253050142808,0.9829268292682927,0.3944976108296679,0.988780487804878,0.15845231587041378,0.4838536585365854,0.022786785184454098,0.3093780487804878,0.012965900428567134,0.20674390243902438,0.017366642479267835,0.3256219512195122,0.01702114896812557,44.3445243902439,4.811490137047354,1.744390243902439,0.2876258610643803,1.7264634146341462,0.14614699138001752,0.745609756097561,0.10308928841118732,2.4054878048780486,0.5296543304137015,1.6726829268292682,0.3482834406249459,-0.16874553926709757,-1.8220573863337435,-0.4587225313839088,-1.39469261287869,-1.5927439645289068,1.5328584845796644,-1.5575743927611194,-2.0560225303522244,-1.5417562125956419,1.3577998990953482,-0.7932287057713131,-1.4592371902233285,0.7085835642331049,-0.8004109577783249,-0.3883250574816167,-0.565293872789118,0.884648100384168,-0.74537888599124,-0.9137142277436726,1.2066262733940853,-0.2180437282327958,0.04972120735817545,-0.18,-0.7,-0.0004878048780487701,1.499415443660945,-0.0002439024390243688,1.5263682189357768,-0.11972145270403348,-0.4584451437601757,-0.331,133.806,1.2195121951177552e-06,0.9123015570446809,102.01113048780489,20.24700041373414,-0.3628199655653816,1.5703496252525249,-0.0653,0.0149,0.5339,-0.0215,0.0224,-0.0998,-0.0329,0.462,-0.1103,0.1393,90.80999999999999,-7.317073170717362e-06,0.8561456873514525,2.439024390257173e-06,0.861345644473365,-2.4390243902544652e-06,1.7205999522113018,137.93817073170732,24.94286013914819,0.5396363304736408,-0.1280582768742393,0.08096154997875006,-1.8894453350094749,-0.5558385264532261,-0.7119928593582067,-1.4608,-1.624716621402668e-17,0.7753951840816077,-2.7078610356711136e-18,0.7740300776582902,-0.7168454716565869,-0.9198516697338588
RSC006092,Challenger,Mick,14,25,9.0,16.0,"[16, 17, 18, 19, 20, 21, 22, 23, 24]",Glams,The Pit,Inactive Reserve,Solar,31.25,397.93,0.714,0.357,2.214,2.286,377.88,0.976,0.762,1.429,2.881,1,0,7,1.29,1.5,0.534,0.699,0.292,0.301,0.174,238.31,159.62,8,14.29,145.33,0.534,0.165,0.127,0.174,0.287,41.71,1.57,1.9,1.17,2.91,2.27,60,36.0,349.33451219512193,35.227670141328716,0.8080121951219513,0.18441361816713084,0.5611829268292683,0.1333767640422785,2.5525,0.39614463782067544,31.611951219512193,5.024003479353298,1.2870243902439025,0.21135389405822225,0.783780487804878,0.10928499658586006,0.5461341463414634,0.0767821613469829,2.5099634146341465,0.19785007699259113,136.19170731707317,12.968253050142808,0.9829268292682927,0.3944976108296679,0.988780487804878,0.15845231587041378,0.4838536585365854,0.022786785184454098,0.3093780487804878,0.012965900428567134,0.20674390243902438,0.017366642479267835,0.3256219512195122,0.01702114896812557,44.3445243902439,4.811490137047354,1.744390243902439,0.2876258610643803,1.7264634146341462,0.14614699138001752,0.745609756097561,0.10308928841118732,2.4054878048780486,0.5296543304137015,1.6726829268292682,0.3482834406249459,1.3794692527186572,-0.5097898737432165,-1.5308732993742844,-0.6727340838591331,-0.07204438074130952,4.3858932142539135,-1.7588829043344867,-2.811406319796426,-1.8753421328198292,0.7046664379228946,0.778390444712458,-3.2263303277511572,2.200676447225479,-1.3402886190765138,-1.8854480639026117,-2.2690566478113268,-0.5475485380212405,-0.6063093327460028,-1.187411274958214,4.1167249327562905,0.952531049312649,1.715031504509459,-1.17,-2.11,-0.0004878048780487701,1.499415443660945,-0.0002439024390243688,1.5263682189357768,-0.7799787577660877,-1.3822065156938028,-0.1448,170.0361,1.2195121951177552e-06,0.9123015570446809,102.01113048780489,20.24700041373414,-0.15872078524261835,3.3597554265891043,-0.0286,0.5145,1.1423,-0.1404,0.7718,-0.0436,-0.2145,1.4878,0.5137,-1.1539,125.50999999999999,-7.317073170717362e-06,0.8561456873514525,2.439024390257173e-06,0.861345644473365,-2.4390243902544652e-06,1.7205999522113018,137.93817073170732,24.94286013914819,1.7377968949137714,0.5963895728406329,-0.670636750566353,-0.4982656624931768,0.19309478767135863,-0.10177262949721516,-2.546,-1.624716621402668e-17,0.7753951840816077,-2.7078610356711136e-18,0.7740300776582902,0.2490275818517801,-0.13148407592262137
RSC012702,Challenger,MizuLogic,8,25,0.0,25.0,,Former,Former,Former,N/A,26.67,268.13,0.5,0.5,0.875,1.875,380.75,1.042,0.75,1.25,2.583,0,0,1,1.75,0.88,0.531,0.685,0.29,0.315,0.179,143.62,124.51,1,3.12,121.39,0.531,0.154,0.136,0.179,0.293,35.567,1.38,1.54,0.57,1.17,0.84,60,36.0,349.33451219512193,35.227670141328716,0.8080121951219513,0.18441361816713084,0.5611829268292683,0.1333767640422785,2.5525,0.39614463782067544,31.611951219512193,5.024003479353298,1.2870243902439025,0.21135389405822225,0.783780487804878,0.10928499658586006,0.5461341463414634,0.0767821613469829,2.5099634146341465,0.19785007699259113,136.19170731707317,12.968253050142808,0.9829268292682927,0.3944976108296679,0.988780487804878,0.15845231587041378,0.4838536585365854,0.022786785184454098,0.3093780487804878,0.012965900428567134,0.20674390243902438,0.017366642479267835,0.3256219512195122,0.01702114896812557,44.3445243902439,4.811490137047354,1.744390243902439,0.2876258610643803,1.7264634146341462,0.14614699138001752,0.745609756097561,0.10308928841118732,2.4054878048780486,0.5296543304137015,1.6726829268292682,0.3482834406249459,-2.3051343409694782,-1.670224781571203,-0.4587225313839088,-1.7102339280096155,-0.9836679532213085,-1.9494525619215748,-2.3628084390545885,-2.6551200185321084,-0.36915115968637535,-1.1413802043992478,1.944430459587514,0.6865187624890343,2.069021192843799,-1.4945393794474247,-1.5975397934370357,-1.9165540047032836,-1.8242839827643005,-1.2668897106608796,1.2758621499726683,-1.703472385968121,-2.3326304231535993,-2.390819745363533,-1.51,-3.8,-0.0004878048780487701,1.499415443660945,-0.0002439024390243688,1.5263682189357768,-1.0067337918278034,-2.4894098621958096,-2.4063,69.1923,1.2195121951177552e-06,0.9123015570446809,102.01113048780489,20.24700041373414,-2.6376160392701644,-1.6209230906886782,-0.4748,-0.7172,-0.5511,-0.1812,-1.0759,-0.7253,-0.2769,-1.9243000000000001,-2.0781,-3.0912,95.42,-7.317073170717362e-06,0.8561456873514525,2.439024390257173e-06,0.861345644473365,-2.4390243902544652e-06,1.7205999522113018,137.93817073170732,24.94286013914819,-2.2476229353905475,-2.412623146535979,-1.7965812198255768,-1.7046229058941966,-1.9086416603894651,-2.0098929974944406,-2.1657,-1.624716621402668e-17,0.7753951840816077,-2.7078610356711136e-18,0.7740300776582902,-2.4615082729074405,-2.596660072403213
RSC005059,Challenger,TechFour,45,25,12.0,13.0,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",Spearmint,Minty Fresh,Rostered,Solar,23.81,281.69,0.556,0.356,0.844,2.333,374.66,0.911,0.607,1.422,2.519,2,0,2,0.56,1.02,0.44,0.608,0.316,0.392,0.244,144.84,136.85,4,2.22,134.63,0.44,0.168,0.148,0.244,0.361,48.601,1.78,1.61,0.52,1.39,0.93,60,36.0,349.33451219512193,35.227670141328716,0.8080121951219513,0.18441361816713084,0.5611829268292683,0.1333767640422785,2.5525,0.39614463782067544,31.611951219512193,5.024003479353298,1.2870243902439025,0.21135389405822225,0.783780487804878,0.10928499658586006,0.5461341463414634,0.0767821613469829,2.5099634146341465,0.19785007699259113,136.19170731707317,12.968253050142808,0.9829268292682927,0.3944976108296679,0.988780487804878,0.15845231587041378,0.4838536585365854,0.022786785184454098,0.3093780487804878,0.012965900428567134,0.20674390243902438,0.017366642479267835,0.3256219512195122,0.01702114896812557,44.3445243902439,4.811490137047354,1.744390243902439,0.2876258610643803,1.7264634146341462,0.14614699138001752,0.745609756097561,0.10308928841118732,2.4054878048780486,0.5296543304137015,1.6726829268292682,0.3482834406249459,-1.9202096512128441,-1.366559572046122,-1.538370857192399,-0.5540905493699049,-1.5529350749009594,-2.096125989151926,-1.1641077565040843,-0.7927082617989922,-0.04567390371140469,-0.12042541975659349,-1.0720643615023047,-0.19702780627488,-1.9245215234004938,0.5107205053744189,2.1452677226154484,2.0784759505212027,0.884648100384168,0.12380582179149165,0.7968923173472183,-2.1884888291951548,-1.9172651795084414,-2.132409526840058,-0.17,-0.91,-0.0004878048780487701,1.499415443660945,-0.0002439024390243688,1.5263682189357768,-0.11305218699633597,-0.5960266246864606,-1.2963,70.0076,1.2195121951177552e-06,0.9123015570446809,102.01113048780489,20.24700041373414,-1.4209130846070754,-1.5806553975321675,-0.2558,-0.6397,-0.5374,-0.0203,-0.9596,-0.3908,-0.0311,-1.4532,-1.3815,1.0085,102.74000000000001,-7.317073170717362e-06,0.8561456873514525,2.439024390257173e-06,0.861345644473365,-2.4390243902544652e-06,1.7205999522113018,137.93817073170732,24.94286013914819,-1.6973661193369836,-1.6038885758446646,0.5861341782139832,-1.411152150769721,-0.9663354515713174,-1.0088980018436096,0.5405,-1.624716621402668e-17,0.7753951840816077,-2.7078610356711136e-18,0.7740300776582902,-1.2462489726652906,-1.3034351389753178
RSC000967,Challenger,birds aren't real,24,25,17.0,6.0,"[6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24]",Metal,The Elements,Rostered,Solar,34.69,279.38,0.708,0.375,1.0,2.042,367.88,0.931,0.611,1.236,2.681,0,0,3,0.58,0.96,0.45,0.608,0.323,0.392,0.227,166.97,112.41,3,3.12,109.29,0.45,0.158,0.165,0.227,0.353,38.579,1.33,1.75,0.57,1.64,1.07,60,36.0,349.33451219512193,35.227670141328716,0.8080121951219513,0.18441361816713084,0.5611829268292683,0.1333767640422785,2.5525,0.39614463782067544,31.611951219512193,5.024003479353298,1.2870243902439025,0.21135389405822225,0.783780487804878,0.10928499658586006,0.5461341463414634,0.0767821613469829,2.5099634146341465,0.19785007699259113,136.19170731707317,12.968253050142808,0.9829268292682927,0.3944976108296679,0.988780487804878,0.15845231587041378,0.4838536585365854,0.022786785184454098,0.3093780487804878,0.012965900428567134,0.20674390243902438,0.017366642479267835,0.3256219512195122,0.01702114896812557,44.3445243902439,4.811490137047354,1.744390243902439,0.2876258610643803,1.7264634146341462,0.14614699138001752,0.745609756097561,0.10308928841118732,2.4054878048780486,0.5296543304137015,1.6726829268292682,0.3482834406249459,-1.9857831049988195,-0.542325431906618,-1.3959172586482231,-1.2886707309946996,0.6126685208593882,-1.358027452121772,-1.3471154942980545,-0.8448036955537648,-0.8644757078980481,-2.074428006074181,-1.0213669695512155,0.181635008909655,-1.4856706754615603,1.0505981666726076,1.1663796030324918,1.608472426377145,-1.1982824917068209,-1.4407266522174254,-0.16104734790367992,-1.703472385968121,-1.4452592208207622,-1.730438075803541,-2.94,-2.92,-0.0004878048780487701,1.499415443660945,-0.0002439024390243688,1.5263682189357768,-1.9604387880285483,-1.912877942123759,-1.665,62.2953,1.2195121951177552e-06,0.9123015570446809,102.01113048780489,20.24700041373414,-1.8250557687370583,-1.9615661419587107,-0.3285,-0.5191,-0.6669,-0.3529,-0.7787,-0.5019,-0.5391,-1.8674,-1.8197,-2.639,125.91,-7.317073170717362e-06,0.8561456873514525,2.439024390257173e-06,0.861345644473365,-2.4390243902544652e-06,1.7205999522113018,137.93817073170732,24.94286013914819,-2.1811622840777734,-2.112627434410461,-1.5337659155366068,-0.48222900920768613,-1.3267919546236238,-1.386757236807737,-2.3982,-1.624716621402668e-17,0.7753951840816077,-2.7078610356711136e-18,0.7740300776582902,-1.7111170946916578,-1.7916063946806295
RSC003186,Challenger,Rolf,52,25,15.0,9.0,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",Warbirds,Remove Before Flight,Rostered,Lunar,32.38,287.33,0.654,0.308,1.058,2.019,363.25,0.954,0.66,1.248,2.595,2,0,3,1.23,0.85,0.484,0.647,0.305,0.353,0.21,161.3,126.03,5,2.4,123.63,0.484,0.163,0.143,0.21,0.327,40.427,1.37,1.64,0.65,1.6,1.11,60,36.0,349.33451219512193,35.227670141328716,0.8080121951219513,0.18441361816713084,0.5611829268292683,0.1333767640422785,2.5525,0.39614463782067544,31.611951219512193,5.024003479353298,1.2870243902439025,0.21135389405822225,0.783780487804878,0.10928499658586006,0.5461341463414634,0.0767821613469829,2.5099634146341465,0.19785007699259113,136.19170731707317,12.968253050142808,0.9829268292682927,0.3944976108296679,0.988780487804878,0.15845231587041378,0.4838536585365854,0.022786785184454098,0.3093780487804878,0.012965900428567134,0.20674390243902438,0.017366642479267835,0.3256219512195122,0.01702114896812557,44.3445243902439,4.811490137047354,1.744390243902439,0.2876258610643803,1.7264634146341462,0.14614699138001752,0.745609756097561,0.10308928841118732,2.4054878048780486,0.5296543304137015,1.6726829268292682,0.3482834406249459,-1.7601082315795542,-0.8351454553772311,-1.8982536324618957,-1.3467303329787892,0.15287584565659476,-1.0836062011746632,-1.5575743927611194,-1.4829727590497281,-0.42980314518168233,-0.9686506940065331,0.6262982688591897,0.8758501700813017,0.006422207530811225,-0.33765867666559185,0.18749148344953362,0.08096097290896115,-0.8142018955998417,-1.301657098972188,0.5916195319363128,-0.9274460768048653,-1.5207801742107905,-1.6155890897931076,-1.4,-2.45,-0.0004878048780487701,1.499415443660945,-0.0002439024390243688,1.5263682189357768,-0.9333718690431306,-1.60495748481255,-1.5603,80.3595,1.2195121951177552e-06,0.9123015570446809,102.01113048780489,20.24700041373414,-1.7102910846350534,-1.069374724421794,-0.3079,-0.4847,-0.3636,-0.168,-0.727,-0.4703,-0.2567,-1.3242,-1.454,-2.1159,117.97,-7.317073170717362e-06,0.8561456873514525,2.439024390257173e-06,0.861345644473365,-2.4390243902544652e-06,1.7205999522113018,137.93817073170732,24.94286013914819,-1.5466908290145263,-1.688059199409293,-1.2297440542505387,-0.8005565769246717,-1.1626614989923079,-1.2585626204767282,-1.6595,-1.624716621402668e-17,0.7753951840816077,-2.7078610356711136e-18,0.7740300776582902,-1.4994437969967347,-1.6259867113747273
RSC007153,Challenger,Wash3y,25,25,5.0,20.0,"[20, 21, 22, 23, 24]",Thunder Pups,Pawverse,Rostered,Solar,34.78,318.12,0.64,0.28,1.56,1.84,367.0,0.92,0.653,1.4,2.867,1,0,3,1.6,0.84,0.471,0.634,0.3,0.366,0.229,185.32,132.8,4,4.0,128.8,0.471,0.163,0.137,0.229,0.339,43.663,1.2,1.95,0.8,2.39,1.7,60,36.0,349.33451219512193,35.227670141328716,0.8080121951219513,0.18441361816713084,0.5611829268292683,0.1333767640422785,2.5525,0.39614463782067544,31.611951219512193,5.024003479353298,1.2870243902439025,0.21135389405822225,0.783780487804878,0.10928499658586006,0.5461341463414634,0.0767821613469829,2.5099634146341465,0.19785007699259113,136.19170731707317,12.968253050142808,0.9829268292682927,0.3944976108296679,0.988780487804878,0.15845231587041378,0.4838536585365854,0.022786785184454098,0.3093780487804878,0.012965900428567134,0.20674390243902438,0.017366642479267835,0.3256219512195122,0.01702114896812557,44.3445243902439,4.811490137047354,1.744390243902439,0.2876258610643803,1.7264634146341462,0.14614699138001752,0.745609756097561,0.10308928841118732,2.4054878048780486,0.5296543304137015,1.6726829268292682,0.3482834406249459,-0.8860793821985237,-0.9110617577585013,-2.1081852513691017,-1.7985854962462744,0.6305825211919653,1.2915570397813452,-1.246461238511371,-1.3918057499788763,-1.8045814830753055,-0.5699848151090603,1.5642000199543438,0.9389606392787243,-0.5640838947898024,-0.7232855775928695,1.2815429112187222,0.7859662591250476,-0.14164518077181987,-1.892702700264446,-1.5295325839763925,0.5276032528762378,-0.029241344757723917,0.07843345386078382,-2.37,-1.96,-0.0004878048780487701,1.499415443660945,-0.0002439024390243688,1.5263682189357768,-1.58029064268979,-1.283934029317885,-0.6189,103.04,1.2195121951177552e-06,0.9123015570446809,102.01113048780489,20.24700041373414,-0.6783954436261954,0.05081589821557975,-0.1221,0.0235,0.0173,-0.2845,0.0353,-0.1866,-0.4346,-0.36579999999999996,-0.5859,-2.0343,117.18,-7.317073170717362e-06,0.8561456873514525,2.439024390257173e-06,0.861345644473365,-2.4390243902544652e-06,1.7205999522113018,137.93817073170732,24.94286013914819,-0.4272551837041134,-0.6802175674582026,-1.1823187361833563,-0.8322289671635151,-0.7931118562572698,-0.8554459518461519,-2.9869,-1.624716621402668e-17,0.7753951840816077,-2.7078610356711136e-18,0.7740300776582902,-1.022848571334172,-1.1051843804754629
RSC006784,Challenger,KittyFromCSA,4,25,6.0,19.0,"[19, 20, 21, 22, 23, 24]",PermFA,PermFA,Permanent Free Agent,N/A,0.0,218.75,0.0,0.5,1.25,1.25,300.75,0.5,0.25,1.583,2.083,0,0,0,1.0,1.5,0.519,0.692,0.306,0.308,0.175,108.75,110.0,0,0.0,110.0,0.519,0.173,0.133,0.175,0.296,32.56,1.25,1.58,0.79,5.0,2.5,60,36.0,349.33451219512193,35.227670141328716,0.8080121951219513,0.18441361816713084,0.5611829268292683,0.1333767640422785,2.5525,0.39614463782067544,31.611951219512193,5.024003479353298,1.2870243902439025,0.21135389405822225,0.783780487804878,0.10928499658586006,0.5461341463414634,0.0767821613469829,2.5099634146341465,0.19785007699259113,136.19170731707317,12.968253050142808,0.9829268292682927,0.3944976108296679,0.988780487804878,0.15845231587041378,0.4838536585365854,0.022786785184454098,0.3093780487804878,0.012965900428567134,0.20674390243902438,0.017366642479267835,0.3256219512195122,0.01702114896812557,44.3445243902439,4.811490137047354,1.744390243902439,0.2876258610643803,1.7264634146341462,0.14614699138001752,0.745609756097561,0.10308928841118732,2.4054878048780486,0.5296543304137015,1.6726829268292682,0.3482834406249459,-3.70687336605669,-4.381521295187994,-0.4587225313839088,-3.2879405036642417,-6.2921833851081175,-0.17517723252216616,2.596701255162002,3.8568092008144514,2.158014902618081,-2.0196789201907763,0.04327826142166171,-3.2263303277511572,1.5424001753170786,-0.26053329648013634,-1.8278664098094966,-1.740302683149262,-2.4492462947197584,-1.7188657587078997,1.0021651027581255,0.43059996423083086,4.898500863941647,2.375413174069451,0.14,1.84,-0.0004878048780487701,1.499415443660945,-0.0002439024390243688,1.5263682189357768,0.09369504994228708,1.2056356255386986,3.1629,86.9,1.2195121951177552e-06,0.9123015570446809,102.01113048780489,20.24700041373414,3.466944406774589,-0.7463392195890192,0.624,0.7126,-0.2538,0.0169,1.0689,0.9534,0.0258,1.0997,2.0481,-4.1681,12.5,-7.317073170717362e-06,0.8561456873514525,2.439024390257173e-06,0.861345644473365,-2.4390243902544652e-06,1.7205999522113018,137.93817073170732,24.94286013914819,1.2844861958893858,2.3777882597036126,-2.4224675559352438,-5.0290211319763705,-2.241794248249567,-1.4407245170545067,-0.2645,-1.624716621402668e-17,0.7753951840816077,-2.7078610356711136e-18,0.7740300776582902,-2.891163492206609,-1.8613288535417107
RSC012918,Challenger,GreninjaKing,10,25,0.0,25.0,,Free Agent,Free Agent,Free Agent,N/A,43.75,272.7,0.7,0.3,1.0,1.6,352.23,1.033,0.767,0.667,3.067,0,0,0,0.7,0.7,0.517,0.683,0.302,0.317,0.182,158.0,114.7,0,0.0,114.7,0.517,0.166,0.135,0.182,0.3,34.41,0.9,2.03,0.49,1.3,0.97,60,36.0,349.33451219512193,35.227670141328716,0.8080121951219513,0.18441361816713084,0.5611829268292683,0.1333767640422785,2.5525,0.39614463782067544,31.611951219512193,5.024003479353298,1.2870243902439025,0.21135389405822225,0.783780487804878,0.10928499658586006,0.5461341463414634,0.0767821613469829,2.5099634146341465,0.19785007699259113,136.19170731707317,12.968253050142808,0.9829268292682927,0.3944976108296679,0.988780487804878,0.15845231587041378,0.4838536585365854,0.022786785184454098,0.3093780487804878,0.012965900428567134,0.20674390243902438,0.017366642479267835,0.3256219512195122,0.01702114896812557,44.3445243902439,4.811490137047354,1.744390243902439,0.2876258610643803,1.7264634146341462,0.14614699138001752,0.745609756097561,0.10308928841118732,2.4054878048780486,0.5296543304137015,1.6726829268292682,0.3482834406249459,-2.175406772224064,-0.5857061761244867,-1.9582340950068118,-2.404424821297651,2.4160112210054137,-1.358027452121772,-2.280454957047301,-2.876525611989892,-2.815447907997089,-1.6572553939203472,-0.7171826178446793,1.8225072080426385,1.4546300057292918,-0.5690348172219585,-1.4247948311576901,-1.5053009210772332,-2.064750026971972,-2.935724349603724,-2.0769266784054765,-2.4794986951313756,-2.0871873246360058,-2.0175605408296247,-4.47,-4.53,-0.0004878048780487701,1.499415443660945,-0.0002439024390243688,1.5263682189357768,-2.980836441306269,-2.9676692958919433,-2.501,56.203,1.2195121951177552e-06,0.9123015570446809,102.01113048780489,20.24700041373414,-2.741419435492322,-2.2624650344123016,-0.4935,-0.6053,-0.7692,-0.5366,-0.9079,-0.7539,-0.8197,-2.4046,-2.4815,-5.0005,129.75,-7.317073170717362e-06,0.8561456873514525,2.439024390257173e-06,0.861345644473365,-2.4390243902544652e-06,1.7205999522113018,137.93817073170732,24.94286013914819,-2.8086255861027665,-2.8809601057907535,-2.906252295630375,-0.3282771376669775,-1.8428454183009053,-1.9680643628277033,-5.7217,-1.624716621402668e-17,0.7753951840816077,-2.7078610356711136e-18,0.7740300776582902,-2.3766531649066214,-2.5426200087492483
