RSC ID,Tier,Name,GP,Season,Team,Franchise,Conference,# of Seasons,First Season,Seasons Played,PPG,GPG,APG,SvPG,ShPG,ShPCT,GAPG,AAPG,ShAPG,Hat Trick,Playmaker,Savior,MAJ,EXT,ACC,NEG,RAW,tZ,DI,DT,mShPG,mShA,SvpmShA,SvpAA,SvpGA,TierMaxGames,GPThreshold,PPG_mean,PPG_std,GPG_mean,GPG_std,APG_mean,APG_std,ShPG_mean,ShPG_std,ShPCT_mean,ShPCT_std,SvPG_mean,SvPG_std,GAPG_mean,GAPG_std,AAPG_mean,AAPG_std,ShAPG_mean,ShAPG_std,RAW_mean,RAW_std,DI_mean,DI_std,DT_mean,DT_std,tZ_mean,tZ_std,mShPG_mean,mShPG_std,mShA_mean,mShA_std,SvpmShA_mean,SvpmShA_std,SvpAA_mean,SvpAA_std,SvpGA_mean,SvpGA_std,PPG_z,GPG_z,APG_z,ShPG_z,ShPCT_z,SvPG_z,GAPG_z,AAPG_z,ShAPG_z,RAW_z,DI_z,DT_z,tZ_z,mShPG_z,mShA_z,SvpmShA_z,SvpAA_z,SvpGA_z,pdt_z,pnt_z,pot_z,RvShA,RvAA,RvShA_mean,RvShA_std,RvAA_mean,RvAA_std,RvShA_z,RvAA_z,RSvA,DWR,RSvA_mean,RSvA_std,DWR_mean,DWR_std,RSvA_z,DWR_z,RSvA_w,SvpGA_w,DWR_w,RvShA_w,SvpGA_s,RSvA_s,RvShA_s,DEF,DEFS,PRES,ATT,DEF_mean,DEF_std,DEFS_mean,DEFS_std,PRES_mean,PRES_std,ATT_mean,ATT_std,DEF_z,DEFS_z,PRES_z,ATT_z,RAD,RADS,RAD_mean,RAD_std,RADS_mean,RADS_std,RAD_z,RADS_z
RSC003430,Amateur,AvoidedEmu,23,9,Barbarians,The Sovereign,Lunar,4,9,"[9, 10, 11, 14]",325.739,0.913,0.304,1.522,2.435,37.495,0.971,0.536,2.638,1,0,4,217.6,108.14,5,5.43,102.71,102.71,1,1,1.52,1.67,0.91,2.84,1.57,56,34.0,297.19946428571427,48.23174980851586,0.7951428571428572,0.22308190063636807,0.469,0.12613396758121015,2.0374642857142855,0.4752390807398249,39.159499999999994,7.105038074284828,0.8591071428571428,0.23860262009764333,0.80225,0.22442397458910307,0.45589285714285716,0.11877159508460682,2.0288214285714288,0.28543729331097994,121.54321428571428,15.940287197926546,1.0,0.0,1.0,0.0,121.54321428571428,15.940287197926546,1.2428571428571427,0.31960458373917294,1.2264285714285712,0.14058645121259106,0.7039285714285715,0.17916140634581298,2.0035714285714286,0.6551460921934908,1.1432142857142857,0.38130432651359913,0.591716780493971,0.528313334792922,-1.3081329570780869,0.8364962613488222,-0.23427038428186614,2.778229580511654,-0.7519250129535565,-0.6744638126656347,-2.134194044381158,-1.1814852550563861,0,0,-1.1814852550563861,0.8671429361258214,-3.1551506190356275,1.1501998827452522,1.2767054270721965,1.1192784466621915,,,,-3.32,-1.86,-0.00035714285714286343,1.6896711977819105,0.0010714285714285743,1.7118916097691126,-1.964667955221505,-1.0871432618461379,0.1657,93.4661,-3.96508223080413e-18,0.9426577828435702,87.160625,27.40561385587814,0.1757795915079154,0.2300796848835247,0.0316,0.3358,0.0782,-0.3536,0.5037,0.0483,-0.5403,0.09199999999999997,0.011700000000000044,-0.3143,153.145,-3.5714285714321433e-06,0.8912928992250497,7.93016446160826e-18,0.9254682694602651,-7.142857142831079e-06,1.8360774953241976,139.0484285714286,29.876850979917382,0.10322484506335182,0.012642248671392589,-0.17117624824836833,0.4718225303612772,0.17657562398835752,0.13383071081900844,-1.8437632373239208e-16,0.8430429747332909,-1.6256837146296934e-16,0.8427287976714455,0.2094503237444331,0.15880638135162572
RSC002055,Amateur,BLAPGaming,32,9,Barbarians,The Sovereign,Lunar,4,9,"[9, 10, 11, 12]",269.25,0.688,0.562,0.75,1.781,38.63,1.052,0.604,2.635,2,1,2,157.46,111.79,5,3.91,107.88,107.88,1,1,1.09,1.58,0.47,1.24,0.71,56,34.0,297.19946428571427,48.23174980851586,0.7951428571428572,0.22308190063636807,0.469,0.12613396758121015,2.0374642857142855,0.4752390807398249,39.159499999999994,7.105038074284828,0.8591071428571428,0.23860262009764333,0.80225,0.22442397458910307,0.45589285714285716,0.11877159508460682,2.0288214285714288,0.28543729331097994,121.54321428571428,15.940287197926546,1.0,0.0,1.0,0.0,121.54321428571428,15.940287197926546,1.2428571428571427,0.31960458373917294,1.2264285714285712,0.14058645121259106,0.7039285714285715,0.17916140634581298,2.0035714285714286,0.6551460921934908,1.1432142857142857,0.38130432651359913,-0.5794826933850838,-0.48028484981174746,0.737311303080377,-0.5396531895378569,-0.07452458304430544,-0.4572755437995314,-1.112849019171264,-1.2469912755793071,-2.123683855032033,-0.8571498189500344,0,0,-0.8571498189500344,-0.47826955755393114,-2.5149751311153565,-1.305686175386725,-1.1654979517849515,-1.1361378709633794,,,,-2.98,-2.1,-0.00035714285714286343,1.6896711977819105,0.0010714285714285743,1.7118916097691126,-1.7634453739013465,-1.2273390538170847,-1.1946,50.7036,-3.96508223080413e-18,0.9426577828435702,87.160625,27.40561385587814,-1.2672679542266492,-1.3302758037722424,-0.2281,-0.3408,-0.4523,-0.3174,-0.5113,-0.3485,-0.4849,-1.3386,-1.3447,-1.3354,125.24000000000001,-3.5714285714321433e-06,0.8912928992250497,7.93016446160826e-18,0.9254682694602651,-7.142857142831079e-06,1.8360774953241976,139.0484285714286,29.876850979917382,-1.5018591865090531,-1.452994169950561,-0.7273074587230676,-0.46217817870800126,-0.8768578168864163,-0.9221356024086411,-1.8437632373239208e-16,0.8430429747332909,-1.6256837146296934e-16,0.8427287976714455,-1.0401104607553642,-1.0942258113839298
RSC003193,Amateur,ShiftDrink,55,9,Barbarians,The Sovereign,Lunar,16,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",301.236,0.782,0.327,1.109,1.855,42.156,0.915,0.509,2.418,3,1,5,176.31,124.93,9,4.09,120.84,120.84,1,1,1.07,1.5,0.74,2.18,1.21,56,34.0,297.19946428571427,48.23174980851586,0.7951428571428572,0.22308190063636807,0.469,0.12613396758121015,2.0374642857142855,0.4752390807398249,39.159499999999994,7.105038074284828,0.8591071428571428,0.23860262009764333,0.80225,0.22442397458910307,0.45589285714285716,0.11877159508460682,2.0288214285714288,0.28543729331097994,121.54321428571428,15.940287197926546,1.0,0.0,1.0,0.0,121.54321428571428,15.940287197926546,1.2428571428571427,0.31960458373917294,1.2264285714285712,0.14058645121259106,0.7039285714285715,0.17916140634581298,2.0035714285714286,0.6551460921934908,1.1432142857142857,0.38130432651359913,0.08369042654083894,-0.05891494157690756,-1.125787150939929,-0.38394208959043435,0.42174298978709185,1.0473181603814472,-0.5023973049511913,-0.4471367318028527,-1.363446825445359,-0.044115534242429026,0,0,-0.044115534242429026,-0.5408468828413615,-1.945930252964003,0.20133481483062451,0.2692965332936233,0.1751506857956733,,,,-1.41,-0.49,-0.00035714285714286343,1.6896711977819105,0.0010714285714285743,1.7118916097691126,-0.8342705130994382,-0.28685894934531553,0.0079,89.4216,-3.96508223080413e-18,0.9426577828435702,87.160625,27.40561385587814,0.008380559884807076,0.08250043264457121,0.0015,0.0525,0.0281,-0.1502,0.0788,0.0023,-0.2294,-0.0681,-0.1483,-0.585,138.906,-3.5714285714321433e-06,0.8912928992250497,7.93016446160826e-18,0.9254682694602651,-7.142857142831079e-06,1.8360774953241976,139.0484285714286,29.876850979917382,-0.0764018524445064,-0.16024320324508678,-0.318610112390471,-0.0047671881994631625,-0.11314421693189955,-0.14227989602355448,-1.8437632373239208e-16,0.8430429747332909,-1.6256837146296934e-16,0.8427287976714455,-0.13420931117739782,-0.16883236507010282
RSC003349,Amateur,Whippetrealgood,8,9,Barbarians,The Sovereign,Lunar,2,9,"[9, 10]",197.375,0.375,0.125,0.625,1.625,23.077,1.167,0.625,2.292,0,0,1,95.62,101.76,1,3.12,98.64,98.64,1,1,1.25,1.12,0.56,1.0,0.54,56,34.0,297.19946428571427,48.23174980851586,0.7951428571428572,0.22308190063636807,0.469,0.12613396758121015,2.0374642857142855,0.4752390807398249,39.159499999999994,7.105038074284828,0.8591071428571428,0.23860262009764333,0.80225,0.22442397458910307,0.45589285714285716,0.11877159508460682,2.0288214285714288,0.28543729331097994,121.54321428571428,15.940287197926546,1.0,0.0,1.0,0.0,121.54321428571428,15.940287197926546,1.2428571428571427,0.31960458373917294,1.2264285714285712,0.14058645121259106,0.7039285714285715,0.17916140634581298,2.0035714285714286,0.6551460921934908,1.1432142857142857,0.38130432651359913,-2.069683656139905,-1.883356991061798,-2.7272590135446175,-0.8679090218594497,-2.263534668196526,-0.9811591455338554,-1.6252719909618358,-1.423801227361471,-0.9220188727821268,-1.4368131515656413,0,0,-1.4368131515656413,0.022349044745511457,0.7570329182549225,-0.8033458453142748,-1.5318284586135236,-1.581975980261457,,,,-2.36,-2.86,-0.00035714285714286343,1.6896711977819105,0.0010714285714285743,1.7118916097691126,-1.3965100785528222,-1.6712923950584166,-1.5974,55.2384,-3.96508223080413e-18,0.9426577828435702,87.160625,27.40561385587814,-1.6945704253152931,-1.164806056447924,-0.305,-0.4746,-0.396,-0.2514,-0.7119,-0.466,-0.384,-1.427,-1.5619,-1.4145,76.827,-3.5714285714321433e-06,0.8912928992250497,7.93016446160826e-18,0.9254682694602651,-7.142857142831079e-06,1.8360774953241976,139.0484285714286,29.876850979917382,-1.6010409482810375,-1.6876861709271818,-0.7703884289987984,-2.082596610106352,-1.569387032804959,-1.609702470968871,-1.8437632373239208e-16,0.8430429747332909,-1.6256837146296934e-16,0.8427287976714455,-1.8615741781152468,-1.9101073505695543
RSC003254,Amateur,Braxxton,55,9,Capybaras,The Jungle,Solar,5,9,"[9, 10, 11, 18, 19]",319.636,1.036,0.455,0.745,2.582,40.124,0.594,0.358,1.709,7,0,3,194.64,125.0,10,4.55,120.45,120.45,1,1,1.55,1.12,0.67,2.08,1.25,56,34.0,297.19946428571427,48.23174980851586,0.7951428571428572,0.22308190063636807,0.469,0.12613396758121015,2.0374642857142855,0.4752390807398249,39.159499999999994,7.105038074284828,0.8591071428571428,0.23860262009764333,0.80225,0.22442397458910307,0.45589285714285716,0.11877159508460682,2.0288214285714288,0.28543729331097994,121.54321428571428,15.940287197926546,1.0,0.0,1.0,0.0,121.54321428571428,15.940287197926546,1.2428571428571427,0.31960458373917294,1.2264285714285712,0.14058645121259106,0.7039285714285715,0.17916140634581298,2.0035714285714286,0.6551460921934908,1.1432142857142857,0.38130432651359913,0.4651818730060739,1.0796803423768078,-0.11099309938844341,1.145814257190323,0.13574874475209506,-0.4782308878689044,0.9279311641337968,0.8242110167260388,1.1204612573977422,-0.06858184373594495,0,0,-0.06858184373594495,0.9610089240569669,0.7570329182549225,-0.18937433078128063,0.1166588221150514,0.2800537703363976,,,,1.05,0.76,-0.00035714285714286343,1.6896711977819105,0.0010714285714285743,1.7118916097691126,0.6216340458640609,0.44332746717003313,0.2702,80.7015,-3.96508223080413e-18,0.9426577828435702,87.160625,27.40561385587814,0.28663636466770515,-0.23568620042475727,0.0516,0.084,-0.0801,0.1119,0.126,0.0788,0.1709,0.1674,0.3757,0.8924,169.544,-3.5714285714321433e-06,0.8912928992250497,7.93016446160826e-18,0.9254682694602651,-7.142857142831079e-06,1.8360774953241976,139.0484285714286,29.876850979917382,0.18782105363357365,0.405956651781383,0.4860400201678687,1.020709024825606,0.6014953630746463,0.6464875144900599,-1.8437632373239208e-16,0.8430429747332909,-1.6256837146296934e-16,0.8427287976714455,0.7134812590840206,0.7671358998011908
RSC002767,Amateur,Rvbb3rDvck,30,9,Capybaras,The Jungle,Solar,4,8,"[8, 9, 10, 12]",261.367,0.6,0.367,0.8,1.6,37.5,0.811,0.433,2.2,1,0,2,139.95,121.42,3,2.5,118.92,118.92,1,1,1.0,1.39,0.58,1.85,0.99,56,34.0,297.19946428571427,48.23174980851586,0.7951428571428572,0.22308190063636807,0.469,0.12613396758121015,2.0374642857142855,0.4752390807398249,39.159499999999994,7.105038074284828,0.8591071428571428,0.23860262009764333,0.80225,0.22442397458910307,0.45589285714285716,0.11877159508460682,2.0288214285714288,0.28543729331097994,121.54321428571428,15.940287197926546,1.0,0.0,1.0,0.0,121.54321428571428,15.940287197926546,1.2428571428571427,0.31960458373917294,1.2264285714285712,0.14058645121259106,0.7039285714285715,0.17916140634581298,2.0035714285714286,0.6551460921934908,1.1432142857142857,0.38130432651359913,-0.7429227516723357,-0.874758806457129,-0.80866400983009,-0.9205141231930383,-0.23356665828522455,-0.24772210310580156,-0.03898870437536976,0.19274690321831123,-0.5997063994089754,-0.16456505790281503,0,0,-0.16456505790281503,-0.759867521347368,-1.1634935455058921,-0.6917146608537309,-0.23440791359566363,-0.4018162791783098,,,,-0.76,0.03,-0.00035714285714286343,1.6896711977819105,0.0010714285714285743,1.7118916097691126,-0.4495802841050179,0.016898599925069497,-0.1163,68.9736,-3.96508223080413e-18,0.9426577828435702,87.160625,27.40561385587814,-0.12337457146874209,-0.6636240697122395,-0.0222,-0.1205,-0.2256,-0.0809,-0.1808,-0.0339,-0.1236,-0.44919999999999993,-0.3383,-0.9244,113.5,-3.5714285714321433e-06,0.8912928992250497,7.93016446160826e-18,0.9254682694602651,-7.142857142831079e-06,1.8360774953241976,139.0484285714286,29.876850979917382,-0.5039829543823251,-0.365544677395906,-0.5034606978719253,-0.8551245440358399,-0.6442985809859232,-0.5748932743005268,-1.8437632373239208e-16,0.8430429747332909,-1.6256837146296934e-16,0.8427287976714455,-0.7642535437647842,-0.6821806444600227
RSC003320,Amateur,jojomojo13,56,9,Capybaras,The Jungle,Solar,10,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 22]",344.625,0.893,0.714,0.821,2.661,33.559,0.607,0.357,1.714,3,1,3,198.41,146.22,7,3.12,143.1,143.1,1,1,1.77,1.11,0.74,2.3,1.35,56,34.0,297.19946428571427,48.23174980851586,0.7951428571428572,0.22308190063636807,0.469,0.12613396758121015,2.0374642857142855,0.4752390807398249,39.159499999999994,7.105038074284828,0.8591071428571428,0.23860262009764333,0.80225,0.22442397458910307,0.45589285714285716,0.11877159508460682,2.0288214285714288,0.28543729331097994,121.54321428571428,15.940287197926546,1.0,0.0,1.0,0.0,121.54321428571428,15.940287197926546,1.2428571428571427,0.31960458373917294,1.2264285714285712,0.14058645121259106,0.7039285714285715,0.17916140634581298,2.0035714285714286,0.6551460921934908,1.1432142857142857,0.38130432651359913,0.9832845771212766,0.43866016282806247,1.9423792392977657,1.3120463774044633,-0.7882434888378451,-0.1597096580144355,0.8700050890618191,0.8326305382394751,1.1029442751492016,1.3523461306951694,0,0,1.3523461306951694,1.6493595022187009,0.8281635280238416,0.20133481483062451,0.4524617867079089,0.5423114816882084,,,,2.46,2.18,-0.00035714285714286343,1.6896711977819105,0.0010714285714285743,1.7118916097691126,1.4561159272211883,1.2728192363314692,0.838,105.894,-3.96508223080413e-18,0.9426577828435702,87.160625,27.40561385587814,0.8889758460086489,0.6835597662039579,0.16,0.1627,0.2324,0.2621,0.244,0.2445,0.4004,0.8172,0.8889,3.0017,149.469,-3.5714285714321433e-06,0.8912928992250497,7.93016446160826e-18,0.9254682694602651,-7.142857142831079e-06,1.8360774953241976,139.0484285714286,29.876850979917382,0.9168743205955119,0.9604867388034906,1.6348477395433296,0.3487841284068359,0.8834910668359524,0.9021204392382562,-1.8437632373239208e-16,0.8430429747332909,-1.6256837146296934e-16,0.8427287976714455,1.0479786835486744,1.070475391052159
RSC003101,Amateur,notZ0han,50,9,Capybaras,The Jungle,Solar,12,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",285.94,0.86,0.48,0.74,2.2,39.091,0.587,0.333,1.713,0,1,1,174.18,111.76,2,1.0,110.76,110.76,1,1,1.34,1.13,0.65,2.22,1.26,56,34.0,297.19946428571427,48.23174980851586,0.7951428571428572,0.22308190063636807,0.469,0.12613396758121015,2.0374642857142855,0.4752390807398249,39.159499999999994,7.105038074284828,0.8591071428571428,0.23860262009764333,0.80225,0.22442397458910307,0.45589285714285716,0.11877159508460682,2.0288214285714288,0.28543729331097994,121.54321428571428,15.940287197926546,1.0,0.0,1.0,0.0,121.54321428571428,15.940287197926546,1.2428571428571427,0.31960458373917294,1.2264285714285712,0.14058645121259106,0.7039285714285715,0.17916140634581298,2.0035714285714286,0.6551460921934908,1.1432142857142857,0.38130432651359913,-0.23344507156417302,0.2907324290860442,0.08720886380520589,0.3420083088130892,-0.00964104615398393,-0.4991862319382773,0.9591221276340925,1.0346990545619477,1.1064476715989093,-0.6764755334594549,0,0,-0.6764755334594549,0.3039470085389483,0.6859023084860049,-0.3010055152418251,0.33035161776505206,0.3062795414715787,,,,0.43,0.36,-0.00035714285714286343,1.6896711977819105,0.0010714285714285743,1.7118916097691126,0.2546987505155367,0.20966781388512154,0.2736,71.994,-3.96508223080413e-18,0.9426577828435702,87.160625,27.40561385587814,0.29024318790926773,-0.5534130736774924,0.0522,0.0919,-0.1882,0.0458,0.1378,0.0798,0.07,0.0016999999999999932,0.2876,-0.3725,147.091,-3.5714285714321433e-06,0.8912928992250497,7.93016446160826e-18,0.9254682694602651,-7.142857142831079e-06,1.8360774953241976,139.0484285714286,29.876850979917382,0.0019113485926485283,0.3107615998198716,-0.20287425671926002,0.2691907334537189,0.05353098910286137,0.17252348235866505,-1.8437632373239208e-16,0.8430429747332909,-1.6256837146296934e-16,0.8427287976714455,0.06349734320459391,0.20472005090530548
RSC002264,Amateur,CubsFan082016,48,9,Excitebikers,8-Bit Brigade,Lunar,5,9,"[9, 10, 11, 12, 13]",348.625,0.938,0.458,1.188,2.25,41.689,0.882,0.507,2.125,4,1,7,206.92,141.71,12,6.25,135.46,135.46,1,1,1.31,1.24,0.96,2.34,1.35,56,34.0,297.19946428571427,48.23174980851586,0.7951428571428572,0.22308190063636807,0.469,0.12613396758121015,2.0374642857142855,0.4752390807398249,39.159499999999994,7.105038074284828,0.8591071428571428,0.23860262009764333,0.80225,0.22442397458910307,0.45589285714285716,0.11877159508460682,2.0288214285714288,0.28543729331097994,121.54321428571428,15.940287197926546,1.0,0.0,1.0,0.0,121.54321428571428,15.940287197926546,1.2428571428571427,0.31960458373917294,1.2264285714285712,0.14058645121259106,0.7039285714285715,0.17916140634581298,2.0035714285714286,0.6551460921934908,1.1432142857142857,0.38130432651359913,1.0662175002658927,0.640379799748996,-0.08720886380520544,0.4472185114802661,0.3560149817008008,1.3784125966775398,-0.35535419130694007,-0.4302976887759799,-0.33695166568086116,0.8730574011298847,0,0,0.8730574011298847,0.2100810206078027,-0.09653439897210607,1.4292778438966127,0.5135168711793376,0.5423114816882084,,,,0.54,0.44,-0.00035714285714286343,1.6896711977819105,0.0010714285714285743,1.7118916097691126,0.31980017388382326,0.2563997445421039,0.3927,130.0416,-3.96508223080413e-18,0.9426577828435702,87.160625,27.40561385587814,0.41658808440047307,1.5646785080423438,0.075,0.1627,0.532,0.0576,0.244,0.1146,0.0879,0.8273,0.4465,1.0831,157.989,-3.5714285714321433e-06,0.8912928992250497,7.93016446160826e-18,0.9254682694602651,-7.142857142831079e-06,1.8360774953241976,139.0484285714286,29.876850979917382,0.9282061734676503,0.4824584642544252,0.5899027386455155,0.6339547444709915,0.7191636744670105,0.5627837509862508,-1.8437632373239208e-16,0.8430429747332909,-1.6256837146296934e-16,0.8427287976714455,0.8530569567874386,0.6678112253209879
RSC000146,Amateur,EthrealDoom,46,9,Excitebikers,8-Bit Brigade,Lunar,13,9,"[9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 21, 22, 23]",258.109,0.826,0.391,0.5,1.804,45.787,0.891,0.5,2.174,3,0,1,148.69,109.42,4,2.17,107.25,107.25,1,1,0.98,1.28,0.39,1.0,0.56,56,34.0,297.19946428571427,48.23174980851586,0.7951428571428572,0.22308190063636807,0.469,0.12613396758121015,2.0374642857142855,0.4752390807398249,39.159499999999994,7.105038074284828,0.8591071428571428,0.23860262009764333,0.80225,0.22442397458910307,0.45589285714285716,0.11877159508460682,2.0288214285714288,0.28543729331097994,121.54321428571428,15.940287197926546,1.0,0.0,1.0,0.0,121.54321428571428,15.940287197926546,1.2428571428571427,0.31960458373917294,1.2264285714285712,0.14058645121259106,0.7039285714285715,0.17916140634581298,2.0035714285714286,0.6551460921934908,1.1432142857142857,0.38130432651359913,-0.8104716175736264,0.13832203674578294,-0.6183901251641862,-0.491256496310955,0.9327888085479555,-1.5050427472681795,-0.3954568586644631,-0.37136103818192534,-0.5086180917165618,-0.8966723189010982,0,0,-0.8966723189010982,-0.8224448466347984,-0.3810568380477828,-1.7522109132289025,-1.5318284586135236,-1.529524437991095,,,,-1.41,-1.27,-0.00035714285714286343,1.6896711977819105,0.0010714285714285743,1.7118916097691126,-0.8342705130994382,-0.7424952732508932,-1.1608,41.8275,-3.96508223080413e-18,0.9426577828435702,87.160625,27.40561385587814,-1.231411887884057,-1.6541547012374853,-0.2217,-0.4589,-0.5624,-0.1502,-0.6883,-0.3386,-0.2294,-1.3932000000000002,-1.2563,-1.7191,146.427,-3.5714285714321433e-06,0.8912928992250497,7.93016446160826e-18,0.9254682694602651,-7.142857142831079e-06,1.8360774953241976,139.0484285714286,29.876850979917382,-1.5631185099564553,-1.3574749577667062,-0.9362855661162143,0.24696616900928187,-0.6698397435332953,-0.6787906981312325,-1.8437632373239208e-16,0.8430429747332909,-1.6256837146296934e-16,0.8427287976714455,-0.794549938270002,-0.8054675478123062
