Tier,Name,GP,Season,Team,Franchise,Conference,RSC ID,# of Seasons,First Season,Seasons Played,PPG,GPG,APG,SvPG,ShPG,ShPCT,GAPG,AAPG,ShAPG,Hat Trick,Playmaker,Savior,TierMaxGames,GPThreshold,MAJ,EXT,ACC,NEG,RAW,tZ,DI,DT,mShPG,mShA,SvpmShA,SvpAA,SvpGA,PPG_mean,PPG_std,GPG_mean,GPG_std,APG_mean,APG_std,ShPG_mean,ShPG_std,ShPCT_mean,ShPCT_std,SvPG_mean,SvPG_std,GAPG_mean,GAPG_std,AAPG_mean,AAPG_std,ShAPG_mean,ShAPG_std,RAW_mean,RAW_std,DI_mean,DI_std,DT_mean,DT_std,tZ_mean,tZ_std,mShPG_mean,mShPG_std,mShA_mean,mShA_std,SvpmShA_mean,SvpmShA_std,SvpAA_mean,SvpAA_std,SvpGA_mean,SvpGA_std,PPG_z,GPG_z,APG_z,ShPG_z,ShPCT_z,SvPG_z,GAPG_z,AAPG_z,ShAPG_z,RAW_z,DI_z,DT_z,tZ_z,mShPG_z,mShA_z,SvpmShA_z,SvpAA_z,SvpGA_z,pdt_z,pnt_z,pot_z,RvShA,RvAA,RvShA_mean,RvShA_std,RvAA_mean,RvAA_std,RvShA_z,RvAA_z,RSvA,DWR,RSvA_mean,RSvA_std,DWR_mean,DWR_std,RSvA_z,DWR_z,RSvA_w,SvpGA_w,DWR_w,RvShA_w,SvpGA_s,RSvA_s,RvShA_s,DEF,DEFS,PRES,ATT,DEF_mean,DEF_std,DEFS_mean,DEFS_std,PRES_mean,PRES_std,ATT_mean,ATT_std,DEF_z,DEFS_z,PRES_z,ATT_z,RAD,RADS,RAD_mean,RAD_std,RADS_mean,RADS_std,RAD_z,RADS_z
Challenger,Digital Spoon,31,4,Barbarians,The Sovereign,Lunar,,,,,219.452,0.452,0.387,0.484,1.871,24.158,0.462,0.409,1.559,0,0,0,68,41.0,110.85,108.6,0,0.0,108.6,108.6,1,1,1.42,1.1,0.44,1.18,1.05,319.72475,41.21542199172395,0.7986538461538462,0.1885151353590126,0.5098076923076923,0.14557863429500079,2.2602884615384613,0.4697167413656399,35.470461538461535,4.804544611101069,1.019076923076923,0.1975225820948221,0.6335,0.2622305152671117,0.43259615384615385,0.20832772631972077,1.861519230769231,0.45844577545734977,130.28653846153844,15.850347294347625,1.0,0.0,1.0,0.0,130.28653846153844,15.850347294347625,1.4623076923076925,0.32681238477393876,1.2284615384615385,0.2791681243067684,0.8671153846153847,0.2626362319766791,2.6382692307692306,0.9597399998280703,1.7786538461538461,0.6562251790896106,-2.4328939303383748,-1.8388647972146668,-0.8435832146826887,-0.8287728055139276,-2.3545335623117523,-2.7089405039270678,0.654004740162706,0.11326458682672337,0.6598800708053969,-1.3682058858907187,0,0,-1.3682058858907187,-0.12945559678516314,0.4601583321180908,-1.626262231226766,-1.5194419645221287,-1.110371667183994,,,,-0.71,-1.25,-0.00019230769230767968,1.460194038119344,0.0,1.4512847587501192,-0.48610504753319544,-0.8613058136685247,-1.2101,47.784,4.270088556250602e-18,0.8960568307432117,113.86359615384616,41.126854173803736,-1.3504723790747881,-1.606726249340422,-0.2431,-0.3331,-0.5463,-0.0875,-0.4997,-0.3714,-0.1337,-1.21,-1.0048,-1.4977,88.06800000000001,1.1538461538460267e-05,0.8836179051021966,5.7692307692344035e-06,0.9030801789287076,-1.9230769230895217e-06,1.8169139622102808,137.93873076923074,24.823011526005686,-1.3693832271558508,-1.112642922163052,-0.8243087499317376,-2.0090523954752206,-1.4780807856330882,-1.3661501312199174,3.586874387250506e-16,0.7826459788230092,3.0744637605004334e-16,0.7681016826582043,-1.888568810965996,-1.778605830535379
Challenger,Varenine,49,4,Barbarians,The Sovereign,Lunar,RSC000038,7.0,4.0,"[4, 5, 6, 8, 9, 12, 13]",279.265,0.673,0.449,0.735,2.265,29.713,0.476,0.279,1.741,1,1,1,68,41.0,154.3,124.96,3,1.53,123.43,123.43,1,1,1.59,1.27,0.58,2.63,1.54,319.72475,41.21542199172395,0.7986538461538462,0.1885151353590126,0.5098076923076923,0.14557863429500079,2.2602884615384613,0.4697167413656399,35.470461538461535,4.804544611101069,1.019076923076923,0.1975225820948221,0.6335,0.2622305152671117,0.43259615384615385,0.20832772631972077,1.861519230769231,0.45844577545734977,130.28653846153844,15.850347294347625,1.0,0.0,1.0,0.0,130.28653846153844,15.850347294347625,1.4623076923076925,0.32681238477393876,1.2284615384615385,0.2791681243067684,0.8671153846153847,0.2626362319766791,2.6382692307692306,0.9597399998280703,1.7786538461538461,0.6562251790896106,-0.9816653098474716,-0.6665451339731848,-0.4176965431923992,0.010030595136636266,-1.1983365759907227,-1.4381997241234417,0.6006165981086078,0.7372813814058992,0.2628865554470423,-0.43257969899394805,0,0,-0.43257969899394805,0.39072052847885286,-0.14879371218189766,-1.0932055430984073,-0.008616115584129098,-0.36367675876889327,,,,-0.17,0.3,-0.00019230769230767968,1.460194038119344,0.0,1.4512847587501192,-0.11629118314056128,0.2067133952804459,0.0926,71.5894,4.270088556250602e-18,0.8960568307432117,113.86359615384616,41.126854173803736,0.1033416596168295,-1.0278976353307674,0.0186,-0.1091,-0.3495,-0.0209,-0.1637,0.0284,-0.032,-0.4609,-0.1673,-0.0419,119.66300000000001,1.1538461538460267e-05,0.8836179051021966,5.7692307692344035e-06,0.9030801789287076,-1.9230769230895217e-06,1.8169139622102808,137.93873076923074,24.823011526005686,-0.5216186043765498,-0.18526125712252725,-0.023060022540697406,-0.7362414810178962,-0.47285693793740824,-0.3446858414252209,3.586874387250506e-16,0.7826459788230092,3.0744637605004334e-16,0.7681016826582043,-0.6041773045950095,-0.4487502751359056
Challenger,crltn,60,4,Barbarians,The Sovereign,Lunar,RSC000059,3.0,4.0,"[4, 5, 6]",331.033,0.883,0.383,0.883,2.5,35.32,0.511,0.333,1.628,4,0,2,68,41.0,182.78,148.25,6,2.5,145.75,145.75,1,1,1.62,1.12,0.79,2.65,1.73,319.72475,41.21542199172395,0.7986538461538462,0.1885151353590126,0.5098076923076923,0.14557863429500079,2.2602884615384613,0.4697167413656399,35.470461538461535,4.804544611101069,1.019076923076923,0.1975225820948221,0.6335,0.2622305152671117,0.43259615384615385,0.20832772631972077,1.861519230769231,0.45844577545734977,130.28653846153844,15.850347294347625,1.0,0.0,1.0,0.0,130.28653846153844,15.850347294347625,1.4623076923076925,0.32681238477393876,1.2284615384615385,0.2791681243067684,0.8671153846153847,0.2626362319766791,2.6382692307692306,0.9597399998280703,1.7786538461538461,0.6562251790896106,0.27436938537886957,0.44742377679926376,-0.8710597741336752,0.510332115829231,-0.03131650356911833,-0.6889183081436142,0.46714624297336144,0.4780744051960876,0.5093715402574495,0.9755913388709134,0,0,0.9755913388709134,0.48251631529014977,0.3885169151416215,-0.2936205109058684,0.012222861642601949,-0.07414199836303789,,,,1.48,1.45,-0.00019230769230767968,1.460194038119344,0.0,1.4512847587501192,1.013695624725821,0.9991147438554886,0.4761,115.1425,4.270088556250602e-18,0.8960568307432117,113.86359615384616,41.126854173803736,0.5313279065180619,0.031096563835131645,0.0956,-0.0222,0.0106,0.1825,-0.0334,0.1461,0.2788,0.2665,0.3915,1.4581,148.62,1.1538461538460267e-05,0.8836179051021966,5.7692307692344035e-06,0.9030801789287076,-1.9230769230895217e-06,1.8169139622102808,137.93873076923074,24.823011526005686,0.3015878922322656,0.4335099362203328,0.8025156685477489,0.4302970741313595,0.4883220645970837,0.5209146816268823,3.586874387250506e-16,0.7826459788230092,3.0744637605004334e-16,0.7681016826582043,0.623937358410059,0.6781845338811509
Challenger,rondo,64,4,Barbarians,The Sovereign,Lunar,RSC000004,2.0,4.0,"[4, 5]",332.969,0.688,0.516,1.25,2.406,28.595,0.427,0.307,1.521,2,1,7,68,41.0,189.91,143.06,10,3.91,139.15,139.15,1,1,1.72,1.09,1.15,4.07,2.93,319.72475,41.21542199172395,0.7986538461538462,0.1885151353590126,0.5098076923076923,0.14557863429500079,2.2602884615384613,0.4697167413656399,35.470461538461535,4.804544611101069,1.019076923076923,0.1975225820948221,0.6335,0.2622305152671117,0.43259615384615385,0.20832772631972077,1.861519230769231,0.45844577545734977,130.28653846153844,15.850347294347625,1.0,0.0,1.0,0.0,130.28653846153844,15.850347294347625,1.4623076923076925,0.32681238477393876,1.2284615384615385,0.2791681243067684,0.8671153846153847,0.2626362319766791,2.6382692307692306,0.9597399998280703,1.7786538461538461,0.6562251790896106,0.32134209380797957,-0.5869759260608676,0.042535827611623396,0.3102115075521933,-1.4310329271530835,1.1690970949955524,0.7874750952979523,0.602877764111923,0.7427688267593391,0.5591966771366804,0,0,0.5591966771366804,0.7885022713278056,0.4959790406063255,1.0770966871384828,1.4917902447405054,1.7544985936739441,,,,1.3,1.16,-0.00019230769230767968,1.460194038119344,0.0,1.4512847587501192,0.8904243365949429,0.7992917950843909,1.1663,160.0225,4.270088556250602e-18,0.8960568307432117,113.86359615384616,41.126854173803736,1.301591550875899,1.1223543539480183,0.2343,0.5263,0.3816,0.1603,0.7895,0.3579,0.2449,1.3024999999999998,1.3923,1.3477,121.455,1.1538461538460267e-05,0.8836179051021966,5.7692307692344035e-06,0.9030801789287076,-1.9230769230895217e-06,1.8169139622102808,137.93873076923074,24.823011526005686,1.4740403674683566,1.5417171844263713,0.7417532976836393,-0.6640504014576015,0.4210865510560997,0.5556495206898855,3.586874387250506e-16,0.7826459788230092,3.0744637605004334e-16,0.7681016826582043,0.5380294059510214,0.7234062015942
Challenger,Ignite,53,4,Breadsticks,Fifty-Fifty Pizzeria,Lunar,RSC000292,9.0,1.0,"[1, 2, 3, 4, 5, 6, 7, 8, 11]",254.245,0.491,0.34,0.774,1.83,26.831,0.459,0.289,1.742,1,0,4,68,41.0,128.52,125.72,5,2.36,123.36,123.36,1,1,1.34,1.28,0.6,2.68,1.69,319.72475,41.21542199172395,0.7986538461538462,0.1885151353590126,0.5098076923076923,0.14557863429500079,2.2602884615384613,0.4697167413656399,35.470461538461535,4.804544611101069,1.019076923076923,0.1975225820948221,0.6335,0.2622305152671117,0.43259615384615385,0.20832772631972077,1.861519230769231,0.45844577545734977,130.28653846153844,15.850347294347625,1.0,0.0,1.0,0.0,130.28653846153844,15.850347294347625,1.4623076923076925,0.32681238477393876,1.2284615384615385,0.2791681243067684,0.8671153846153847,0.2626362319766791,2.6382692307692306,0.9597399998280703,1.7786538461538461,0.6562251790896106,-1.5887196305583937,-1.6319848566426407,-1.166432788231779,-0.9160594538049759,-1.7981853094879703,-1.2407539455882168,0.6654450563171558,0.6892800895151936,0.260705272395623,-0.4369960060123419,0,0,-0.4369960060123419,-0.3742443616152876,-0.1846144206701323,-1.0170545876514987,0.04348132748269875,-0.13509668476427067,,,,-0.18,0.25,-0.00019230769230767968,1.460194038119344,0.0,1.4512847587501192,-0.12313958803672115,0.17226116273370495,0.104,74.016,4.270088556250602e-18,0.8960568307432117,113.86359615384616,41.126854173803736,0.11606406695626639,-0.9688948244241734,0.0209,-0.0405,-0.3294,-0.0222,-0.0608,0.0319,-0.0339,-0.37120000000000003,-0.0628,-0.8112,94.23100000000001,1.1538461538460267e-05,0.8836179051021966,5.7692307692344035e-06,0.9030801789287076,-1.9230769230895217e-06,1.8169139622102808,137.93873076923074,24.823011526005686,-0.4201041381326528,-0.06954617175329163,-0.4464702753102587,-1.7607747038847636,-0.9634912214714508,-0.7688502281742936,3.586874387250506e-16,0.7826459788230092,3.0744637605004334e-16,0.7681016826582043,-1.2310690242354634,-1.0009745396123846
Challenger,Insanity,59,4,Breadsticks,Fifty-Fifty Pizzeria,Lunar,,,,,311.915,0.695,0.475,1.153,2.085,33.333,0.267,0.178,1.244,1,2,7,68,41.0,179.82,132.1,10,4.24,127.86,127.86,1,1,1.39,0.98,1.18,6.48,4.32,319.72475,41.21542199172395,0.7986538461538462,0.1885151353590126,0.5098076923076923,0.14557863429500079,2.2602884615384613,0.4697167413656399,35.470461538461535,4.804544611101069,1.019076923076923,0.1975225820948221,0.6335,0.2622305152671117,0.43259615384615385,0.20832772631972077,1.861519230769231,0.45844577545734977,130.28653846153844,15.850347294347625,1.0,0.0,1.0,0.0,130.28653846153844,15.850347294347625,1.4623076923076925,0.32681238477393876,1.2284615384615385,0.2791681243067684,0.8671153846153847,0.2626362319766791,2.6382692307692306,0.9597399998280703,1.7786538461538461,0.6562251790896106,-0.18948611035859703,-0.5498436290351192,-0.2390989067609877,-0.3731790802874794,-0.44488327437377867,0.6780140047925575,1.3976252902019348,1.2220944295020284,1.3469842320025482,-0.15309055482991007,0,0,-0.15309055482991007,-0.22125138359646007,0.8900068339769068,1.1913231203088457,4.002887000561595,3.872673946116782,,,,1.19,1.07,-0.00019230769230767968,1.460194038119344,0.0,1.4512847587501192,0.815091882737184,0.7372777765002572,2.4681,150.8748,4.270088556250602e-18,0.8960568307432117,113.86359615384616,41.126854173803736,2.754401188988088,0.8999279081678118,0.4958,1.1618,0.306,0.1467,1.7427,0.7575,0.2242,2.1103,2.7244,-0.3743,123.68299999999999,1.1538461538460267e-05,0.8836179051021966,5.7692307692344035e-06,0.9030801789287076,-1.9230769230895217e-06,1.8169139622102808,137.93873076923074,24.823011526005686,2.3882364191051466,3.0167800095015753,-0.20600759568589713,-0.5742949744150027,0.5027779777035051,0.9505239900466139,3.586874387250506e-16,0.7826459788230092,3.0744637605004334e-16,0.7681016826582043,0.6424079230044891,1.2374976015637567
Challenger,Tyty0804 | Bean King,38,4,Breadsticks,Fifty-Fifty Pizzeria,Lunar,,,,,317.368,0.711,0.395,0.974,2.237,31.784,0.412,0.307,1.377,2,0,1,68,41.0,168.74,148.63,3,1.97,146.66,146.66,1,1,1.53,0.97,1.0,3.17,2.36,319.72475,41.21542199172395,0.7986538461538462,0.1885151353590126,0.5098076923076923,0.14557863429500079,2.2602884615384613,0.4697167413656399,35.470461538461535,4.804544611101069,1.019076923076923,0.1975225820948221,0.6335,0.2622305152671117,0.43259615384615385,0.20832772631972077,1.861519230769231,0.45844577545734977,130.28653846153844,15.850347294347625,1.0,0.0,1.0,0.0,130.28653846153844,15.850347294347625,1.4623076923076925,0.32681238477393876,1.2284615384615385,0.2791681243067684,0.8671153846153847,0.2626362319766791,2.6382692307692306,0.9597399998280703,1.7786538461538461,0.6562251790896106,-0.05718126580077748,-0.4649698072619802,-0.7886300957807159,-0.049579798818226176,-0.7672863584082115,-0.2282114915614232,0.8446766760702008,0.602877764111923,1.056873586163751,1.0330033301100272,0,0,1.0330033301100272,0.20712895485625896,0.9258275424651414,0.50596452128667,0.5540362695376088,0.8858943124563774,,,,2.09,1.64,-0.00019230769230767968,1.460194038119344,0.0,1.4512847587501192,1.4314483233915745,1.1300332275331044,0.8248,146.66,4.270088556250602e-18,0.8960568307432117,113.86359615384616,41.126854173803736,0.9204773310146974,0.7974449907487433,0.1657,0.2658,0.2711,0.2577,0.3987,0.2531,0.3936,0.9602999999999999,1.0453999999999999,1.2401,125.25399999999999,1.1538461538460267e-05,0.8836179051021966,5.7692307692344035e-06,0.9030801789287076,-1.9230769230895217e-06,1.8169139622102808,137.93873076923074,24.823011526005686,1.0867689031577483,1.1575873938561525,0.6825320014428947,-0.511006924197802,0.3385146087525177,0.442880145177547,3.586874387250506e-16,0.7826459788230092,3.0744637605004334e-16,0.7681016826582043,0.4325258391560336,0.5765905155224387
Challenger,XxXGu5XxX,39,4,Breadsticks,Fifty-Fifty Pizzeria,Lunar,,,,,312.205,0.769,0.231,1.154,2.103,36.567,0.496,0.299,1.735,3,0,5,68,41.0,175.26,136.94,8,5.13,131.81,131.81,1,1,1.33,1.24,0.93,3.86,2.33,319.72475,41.21542199172395,0.7986538461538462,0.1885151353590126,0.5098076923076923,0.14557863429500079,2.2602884615384613,0.4697167413656399,35.470461538461535,4.804544611101069,1.019076923076923,0.1975225820948221,0.6335,0.2622305152671117,0.43259615384615385,0.20832772631972077,1.861519230769231,0.45844577545734977,130.28653846153844,15.850347294347625,1.0,0.0,1.0,0.0,130.28653846153844,15.850347294347625,1.4623076923076925,0.32681238477393876,1.2284615384615385,0.2791681243067684,0.8671153846153847,0.2626362319766791,2.6382692307692306,0.9597399998280703,1.7786538461538461,0.6562251790896106,-0.18244990919927867,-0.15730220333435121,-1.9151690332711595,-0.3348581127450674,0.22822942657351425,0.6830767170626909,0.5243478237456098,0.6412787976244877,0.27597425375555945,0.09611534120800248,0,0,0.09611534120800248,-0.4048429572190533,-0.04133158671719366,0.2394361772224907,1.2729809838598292,0.8401782976554532,,,,0.37,0.74,-0.00019230769230767968,1.460194038119344,0.0,1.4512847587501192,0.25352268125207295,0.5098930416917666,0.9143,122.5833,4.270088556250602e-18,0.8960568307432117,113.86359615384616,41.126854173803736,1.0203593886357152,0.2120197136718509,0.1837,0.2521,0.0721,0.0456,0.3781,0.2806,0.0697,0.5535,0.7284,-0.3087,134.497,1.1538461538460267e-05,0.8836179051021966,5.7692307692344035e-06,0.9030801789287076,-1.9230769230895217e-06,1.8169139622102808,137.93873076923074,24.823011526005686,0.626388915777399,0.8065665128796198,-0.16990241879562906,-0.13865081461308676,0.1053743632864871,0.23193573138018575,3.586874387250506e-16,0.7826459788230092,3.0744637605004334e-16,0.7681016826582043,0.13463860562467225,0.30195967098719917
Challenger,DotDope,62,4,Bulldogs,Dog Pound,Solar,,,,,368.984,0.855,0.887,1.097,2.71,31.55,0.575,0.543,2.032,3,3,4,68,41.0,219.48,149.5,10,4.03,145.47,145.47,1,1,1.86,1.46,0.75,2.02,1.91,319.72475,41.21542199172395,0.7986538461538462,0.1885151353590126,0.5098076923076923,0.14557863429500079,2.2602884615384613,0.4697167413656399,35.470461538461535,4.804544611101069,1.019076923076923,0.1975225820948221,0.6335,0.2622305152671117,0.43259615384615385,0.20832772631972077,1.861519230769231,0.45844577545734977,130.28653846153844,15.850347294347625,1.0,0.0,1.0,0.0,130.28653846153844,15.850347294347625,1.4623076923076925,0.32681238477393876,1.2284615384615385,0.2791681243067684,0.8671153846153847,0.2626362319766791,2.6382692307692306,0.9597399998280703,1.7786538461538461,0.6562251790896106,1.1951654895075745,0.29889458869627045,2.590986716690614,0.9574100704906988,-0.8159902458607982,0.39450211766505494,0.22308616501176862,-0.5299527245087353,-0.3718668125160404,0.9579261107973398,0,0,0.9579261107973398,1.2168826097805245,-0.8293871734583554,-0.4459224217996854,-0.6442049209994254,0.20015409044250929,,,,0.59,0.43,-0.00019230769230767968,1.460194038119344,0.0,1.4512847587501192,0.4041875889675906,0.2962891999019725,-0.2022,109.1025,4.270088556250602e-18,0.8960568307432117,113.86359615384616,41.126854173803736,-0.22565533017843334,-0.11576611558291258,-0.0406,0.06,-0.0394,0.0728,0.0901,-0.0621,0.1112,0.05280000000000001,0.1392,2.1748,144.15,1.1538461538460267e-05,0.8836179051021966,5.7692307692344035e-06,0.9030801789287076,-1.9230769230895217e-06,1.8169139622102808,137.93873076923074,24.823011526005686,0.05974127644273595,0.1541327492475275,1.1969757337498086,0.25022222723709653,0.44298696023338985,0.4390072776043198,3.586874387250506e-16,0.7826459788230092,3.0744637605004334e-16,0.7681016826582043,0.5660119290455952,0.5715483867774213
Challenger,Shadow_Blade_432,30,4,Bulldogs,Dog Pound,Solar,,,,,279.2,0.767,0.333,0.933,1.933,39.679,0.711,0.422,2.133,0,0,2,68,41.0,165.86,113.34,2,1.67,111.67,111.67,1,1,1.17,1.42,0.66,2.21,1.31,319.72475,41.21542199172395,0.7986538461538462,0.1885151353590126,0.5098076923076923,0.14557863429500079,2.2602884615384613,0.4697167413656399,35.470461538461535,4.804544611101069,1.019076923076923,0.1975225820948221,0.6335,0.2622305152671117,0.43259615384615385,0.20832772631972077,1.861519230769231,0.45844577545734977,130.28653846153844,15.850347294347625,1.0,0.0,1.0,0.0,130.28653846153844,15.850347294347625,1.4623076923076925,0.32681238477393876,1.2284615384615385,0.2791681243067684,0.8671153846153847,0.2626362319766791,2.6382692307692306,0.9597399998280703,1.7786538461538461,0.6562251790896106,-0.9832423894176637,-0.1679114310559936,-1.2145167672710053,-0.6967783617567322,0.8759495024386892,-0.43578269463691555,-0.2955415006566166,0.050862907368805714,-0.5921764007094128,-1.174519278084037,0,0,-1.174519278084037,-0.8944204868793035,-0.6861043395054168,-0.7886017213107732,-0.44623463734548063,-0.7141662055759814,,,,-1.77,-1.12,-0.00019230769230767968,1.460194038119344,0.0,1.4512847587501192,-1.2120359665261442,-0.7717300090469982,-0.5992,73.7022,4.270088556250602e-18,0.8960568307432117,113.86359615384616,41.126854173803736,-0.6687075857711041,-0.9765248755502302,-0.1204,-0.2142,-0.332,-0.2182,-0.3214,-0.1839,-0.3333,-0.8848,-0.8386,-2.0689,135.709,1.1538461538460267e-05,0.8836179051021966,5.7692307692344035e-06,0.9030801789287076,-1.9230769230895217e-06,1.8169139622102808,137.93873076923074,24.823011526005686,-1.0013508478635953,-0.9286061069633683,-1.1386879730982182,-0.08982515142833401,-0.673821593102839,-0.6770646108431199,3.586874387250506e-16,0.7826459788230092,3.0744637605004334e-16,0.7681016826582043,-0.860953242379362,-0.881477838324702
