RSC ID,Tier,Name,GP,Season,Team,Franchise,Conference,# of Seasons,First Season,Seasons Played,ShPCT,PPG,GPG,APG,SvPG,ShPG,PAPG,GAPG,AAPG,SvAPG,ShAPG,Hat Trick,Playmaker,Savior,DIt,DTt,pdt,pdh,pnt,poh,pot,DI,DT,MAJ,EXT,ACC,NEG,RAW,z1,z2,z3,z4,AFP,tZ,mShPG,mShA,SvpmShA,SvpAA,SvpGA,TierMaxGames,GPThreshold,PPG_mean,PPG_std,GPG_mean,GPG_std,APG_mean,APG_std,ShPG_mean,ShPG_std,ShPCT_mean,ShPCT_std,SvPG_mean,SvPG_std,GAPG_mean,GAPG_std,AAPG_mean,AAPG_std,ShAPG_mean,ShAPG_std,RAW_mean,RAW_std,DI_mean,DI_std,DT_mean,DT_std,pdt_mean,pdt_std,pnt_mean,pnt_std,pot_mean,pot_std,AFP_mean,AFP_std,tZ_mean,tZ_std,mShPG_mean,mShPG_std,mShA_mean,mShA_std,SvpmShA_mean,SvpmShA_std,SvpAA_mean,SvpAA_std,SvpGA_mean,SvpGA_std,PPG_z,GPG_z,APG_z,ShPG_z,ShPCT_z,SvPG_z,GAPG_z,AAPG_z,ShAPG_z,RAW_z,DI_z,DT_z,pdt_z,pnt_z,pot_z,AFP_z,tZ_z,mShPG_z,mShA_z,SvpmShA_z,SvpAA_z,SvpGA_z,RvShA,RvAA,RvShA_mean,RvShA_std,RvAA_mean,RvAA_std,RvShA_z,RvAA_z,RSvA,DWR,RSvA_mean,RSvA_std,DWR_mean,DWR_std,RSvA_z,DWR_z,RSvA_w,SvpGA_w,DWR_w,RvShA_w,SvpGA_s,RSvA_s,RvShA_s,DEF,DEFS,PRES,ATT,DEF_mean,DEF_std,DEFS_mean,DEFS_std,PRES_mean,PRES_std,ATT_mean,ATT_std,DEF_z,DEFS_z,PRES_z,ATT_z,RAD,RADS,PvShA,RAD_mean,RAD_std,RADS_mean,RADS_std,RAD_z,RADS_z
RSC005877,Amateur,DeathMuffins_03,17,16,Cthylla,The Mythos,N/A,2,16,"[16, 17]",40.0,237.47,0.824,0.471,0.412,2.059,275.27,0.672,0.389,0.972,1.672,0.0,0.0,0.0,4.0,16.0,0.514,0.684,0.308,0.316,0.178,0.24,0.94,150.02,87.45,0.0,0.0,87.45,0.514,0.17,0.138,0.178,0.301,26.322,1.24,1.0,0.41,1.06,0.61,56,34.0,296.71125,46.756176091692865,0.7552500000000001,0.247554166229113,0.4099166666666667,0.12147925808518727,2.0885833333333332,0.47231630122810414,35.606249999999996,6.53994469628259,0.9566666666666667,0.209139368274648,0.7379166666666667,0.15618409334657857,0.40199999999999997,0.10345257262440939,2.0712083333333333,0.3052678053300322,121.77208333333334,14.274059164660622,0.8562500000000001,0.5775722239798616,0.7833333333333333,0.15722226489816937,0.52325,0.030648427153061566,0.29320833333333335,0.015356571080886477,0.18370833333333333,0.02157994069917038,0.2970833333333333,0.022556049350869044,36.269,5.753073099392751,1.3333333333333333,0.28524080851200045,1.3333333333333333,0.1762820533090098,0.72375,0.15906827902289114,2.4975,0.7385664728259796,1.3358333333333334,0.36285003090469237,-1.2670251280562987,0.27771699845427483,0.5028293249082787,-0.06263458037846945,0.6718328982961405,-2.604323954691277,0.42204468620498364,0.12566144727204817,1.3077315274099732,-2.4045075712105173,-1.0669661289347028,-0.9964661606175016,-0.3018099412999068,0.9632141569075314,-0.26452034381877587,0.17364151876692793,-1.7289889817408937,-0.3272089075200003,1.8909090691666939,-1.9724234267653642,-1.9463380113907531,-2.0003672909262717,-1.1,-2.28,-2.7755575615628914e-17,1.7464622626276838,2.7755575615628914e-17,1.7109519343742918,-0.6298447000766952,-1.3325914972788602,-1.6579,35.8545,4.166666666666208e-06,0.9177301414852732,89.16685416666667,26.919976782921367,-1.806526877262068,-1.9804011941232138,-0.3252,-0.6001,-0.6733,-0.1134,-0.9002,-0.4968,-0.1732,-1.712,-1.5702,-2.0562,142.99,1.2499999999989372e-05,0.9137556681855956,-1.2500000000007875e-05,0.9150330691636469,4.1666666666800856e-06,1.82709297292749,132.01708333333332,34.07616615493651,-1.873599868769589,-1.7159898946987495,-1.1253965710196343,0.3220114791310547,-0.7933404392168438,-0.8405670024370323,0.1823,1.6884641832840922e-16,0.8758450175008438,1.734723475976807e-16,0.8759468206161612,-0.9058000255348598,-0.959609627723471
RSC005542,Amateur,Godsfarm,48,16,Cthylla,The Mythos,N/A,4,15,"[15, 16, 17, 18]",32.5,241.5,0.542,0.417,0.688,1.667,284.07,0.651,0.358,1.037,1.863,2.0,1.0,1.0,47.0,30.0,0.481,0.649,0.308,0.351,0.211,0.98,0.62,130.94,110.56,4.0,2.08,108.48,0.481,0.168,0.14,0.211,0.328,35.581,1.12,1.21,0.57,1.92,1.06,56,34.0,296.71125,46.756176091692865,0.7552500000000001,0.247554166229113,0.4099166666666667,0.12147925808518727,2.0885833333333332,0.47231630122810414,35.606249999999996,6.53994469628259,0.9566666666666667,0.209139368274648,0.7379166666666667,0.15618409334657857,0.40199999999999997,0.10345257262440939,2.0712083333333333,0.3052678053300322,121.77208333333334,14.274059164660622,0.8562500000000001,0.5775722239798616,0.7833333333333333,0.15722226489816937,0.52325,0.030648427153061566,0.29320833333333335,0.015356571080886477,0.18370833333333333,0.02157994069917038,0.2970833333333333,0.022556049350869044,36.269,5.753073099392751,1.3333333333333333,0.28524080851200045,1.3333333333333333,0.1762820533090098,0.72375,0.15906827902289114,2.4975,0.7385664728259796,1.3358333333333334,0.36285003090469237,-1.1808333062080616,-0.8614276352054434,0.05830899402074131,-0.8925868792526186,-0.4749657901183229,-1.2846298087400059,0.5565014003941822,0.4253156676900105,0.6820513978152213,-0.9312055652845802,0.21425891838648173,1.0388689759629275,-1.3785372994509288,0.9632141569075314,1.2646775562138528,1.3706596481389388,-0.11958825972029022,-0.7479060743314291,0.6996363555916767,-0.9665660617216727,-0.7819201402282854,-0.7601855032107875,-0.25,-0.51,-2.7755575615628914e-17,1.7464622626276838,2.7755575615628914e-17,1.7109519343742918,-0.14314652274470344,-0.298079677022903,-0.5545,61.8336,4.166666666666208e-06,0.9177301414852732,89.16685416666667,26.919976782921367,-0.6042126564234295,-1.0153520705860153,-0.1088,-0.2281,-0.3452,-0.0258,-0.3421,-0.1662,-0.0394,-0.7079000000000001,-0.5477,-0.8675,103.37,1.2499999999989372e-05,0.9137556681855956,-1.2500000000007875e-05,0.9150330691636469,4.1666666666800856e-06,1.82709297292749,132.01708333333332,34.07616615493651,-0.7747284363287953,-0.5985439416966581,-0.47480023158137036,-0.840678003595874,-0.7201276479538221,-0.6560137135527068,0.2073,1.6884641832840922e-16,0.8758450175008438,1.734723475976807e-16,0.8759468206161612,-0.8222089908196898,-0.748919566933586
RSC005059,Amateur,TechFour,56,16,Cthylla,The Mythos,N/A,12,13,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",34.85,324.36,0.821,0.607,0.911,2.357,279.14,0.608,0.34,1.09,1.769,3.0,0.0,1.0,60.0,44.0,0.476,0.637,0.299,0.363,0.225,1.07,0.79,187.95,136.41,4.0,1.79,134.62,0.476,0.161,0.138,0.225,0.336,45.232,1.54,1.16,0.79,2.68,1.5,56,34.0,296.71125,46.756176091692865,0.7552500000000001,0.247554166229113,0.4099166666666667,0.12147925808518727,2.0885833333333332,0.47231630122810414,35.606249999999996,6.53994469628259,0.9566666666666667,0.209139368274648,0.7379166666666667,0.15618409334657857,0.40199999999999997,0.10345257262440939,2.0712083333333333,0.3052678053300322,121.77208333333334,14.274059164660622,0.8562500000000001,0.5775722239798616,0.7833333333333333,0.15722226489816937,0.52325,0.030648427153061566,0.29320833333333335,0.015356571080886477,0.18370833333333333,0.02157994069917038,0.2970833333333333,0.022556049350869044,36.269,5.753073099392751,1.3333333333333333,0.28524080851200045,1.3333333333333333,0.1762820533090098,0.72375,0.15906827902289114,2.4975,0.7385664728259796,1.3358333333333334,0.36285003090469237,0.5913389911480024,0.2655984385217246,1.6223620101065213,0.5682985447860621,-0.11563553441512418,-0.21835519081560875,0.8318175294482554,0.5993084408359236,0.9899777443173506,0.9000885115059093,0.37008358630392324,-0.042402815345425886,-1.5416778082616898,0.37714582481731385,1.91342818047012,1.7253316864713866,1.557949959117687,0.7245340095085729,0.9832727159666811,0.4164878152134037,0.2471003040548262,0.45243668922213004,1.89,1.5,-2.7755575615628914e-17,1.7464622626276838,2.7755575615628914e-17,1.7109519343742918,1.082187711949958,0.8767049324203029,0.543,106.3498,4.166666666666208e-06,0.9177301414852732,89.16685416666667,26.919976782921367,0.591672659301064,0.638297201067223,0.1065,0.1357,0.217,0.1948,0.2036,0.1627,0.2976,0.654,0.6638999999999999,2.2825,140.51999999999998,1.2499999999989372e-05,0.9137556681855956,-1.2500000000007875e-05,0.9150330691636469,4.1666666666800856e-06,1.82709297292749,132.01708333333332,34.07616615493651,0.7157137545298015,0.7255612090684606,1.249249965466271,0.24952679911248973,0.6732937493157236,0.6798741230197856,2.2392,1.6884641832840922e-16,0.8758450175008438,1.734723475976807e-16,0.8759468206161612,0.7687361757641954,0.7761591309179547
RSC005884,Amateur,Zachthebull36,47,16,Cthylla,The Mythos,N/A,9,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24]",38.73,382.06,1.17,0.404,1.064,3.021,275.36,0.543,0.304,1.181,1.703,8.0,2.0,3.0,18.0,32.0,0.472,0.648,0.321,0.352,0.207,0.38,0.68,228.06,154.0,13.0,6.91,147.09,0.472,0.176,0.145,0.207,0.331,48.687,1.85,1.16,0.92,3.5,1.96,56,34.0,296.71125,46.756176091692865,0.7552500000000001,0.247554166229113,0.4099166666666667,0.12147925808518727,2.0885833333333332,0.47231630122810414,35.606249999999996,6.53994469628259,0.9566666666666667,0.209139368274648,0.7379166666666667,0.15618409334657857,0.40199999999999997,0.10345257262440939,2.0712083333333333,0.3052678053300322,121.77208333333334,14.274059164660622,0.8562500000000001,0.5775722239798616,0.7833333333333333,0.15722226489816937,0.52325,0.030648427153061566,0.29320833333333335,0.015356571080886477,0.18370833333333333,0.02157994069917038,0.2970833333333333,0.022556049350869044,36.269,5.753073099392751,1.3333333333333333,0.28524080851200045,1.3333333333333333,0.1762820533090098,0.72375,0.15906827902289114,2.4975,0.7385664728259796,1.3358333333333334,0.36285003090469237,1.8254005595458402,1.6753909106750642,-0.04870515971144326,1.9741361122667627,0.47764165372462414,0.5132143900921614,1.2479930733672024,0.9472939871277508,1.2061813493082068,1.773701255866177,-0.8245722010631273,0.6572436378540966,-1.6721902153102985,1.809757303260068,1.0793202349977764,1.5036616625136068,2.1584985598932764,1.811335023771432,0.9832727159666811,1.2337469243114032,1.3573592044655514,1.7201780722201803,2.98,2.72,-2.7755575615628914e-17,1.7464622626276838,2.7755575615628914e-17,1.7109519343742918,1.7063065511168651,1.5897582774554826,1.4666,135.3228,4.166666666666208e-06,0.9177301414852732,89.16685416666667,26.919976782921367,1.59806872089846,1.7145611307739201,0.2877,0.5161,0.583,0.3071,0.7741,0.4395,0.4692,1.6939,1.6828,3.9698,185.94,1.2499999999989372e-05,0.9137556681855956,-1.2500000000007875e-05,0.9150330691636469,4.1666666666800856e-06,1.82709297292749,132.01708333333332,34.07616615493651,1.8537641505014988,1.8390728780306425,2.172738821808647,1.5824232227736992,1.831350940663309,1.8267588286448642,3.3789,1.6884641832840922e-16,0.8758450175008438,1.734723475976807e-16,0.8759468206161612,2.090953198419656,2.0854677312029963
RSC005707,Amateur,BlueCrimsonJR,39,16,Elastic,Energy,N/A,3,15,"[15, 16, 18]",38.64,291.9,0.872,0.487,0.795,2.256,295.24,0.801,0.361,0.927,2.149,2.0,0.0,2.0,35.0,26.0,0.502,0.668,0.311,0.332,0.187,0.9,0.67,179.42,112.48,4.0,2.56,109.92,0.502,0.166,0.145,0.187,0.31,34.075,1.38,1.35,0.59,2.2,0.99,56,34.0,296.71125,46.756176091692865,0.7552500000000001,0.247554166229113,0.4099166666666667,0.12147925808518727,2.0885833333333332,0.47231630122810414,35.606249999999996,6.53994469628259,0.9566666666666667,0.209139368274648,0.7379166666666667,0.15618409334657857,0.40199999999999997,0.10345257262440939,2.0712083333333333,0.3052678053300322,121.77208333333334,14.274059164660622,0.8562500000000001,0.5775722239798616,0.7833333333333333,0.15722226489816937,0.52325,0.030648427153061566,0.29320833333333335,0.015356571080886477,0.18370833333333333,0.02157994069917038,0.2970833333333333,0.022556049350869044,36.269,5.753073099392751,1.3333333333333333,0.28524080851200045,1.3333333333333333,0.1762820533090098,0.72375,0.15906827902289114,2.4975,0.7385664728259796,1.3358333333333334,0.36285003090469237,-0.10290084438395382,0.47161395737507816,0.6345390525786603,0.35445879431083416,0.4638800694636512,-0.7730092521574474,-0.4039037009572352,0.39631687216569156,-0.25483089047849083,-0.830323259600636,0.07574810245986725,0.7208478608722351,-0.693347162445733,1.1585702676042706,0.15253362891739594,0.5726475618909316,-0.3813613980033692,0.16360445376000016,-0.09454545345833563,-0.8408338910912111,-0.40280734496608617,-0.9531026701887518,-1.09,-0.43,-2.7755575615628914e-17,1.7464622626276838,2.7755575615628914e-17,1.7109519343742918,-0.6241188391669071,-0.2513220806271535,-0.3316,64.8528,4.166666666666208e-06,0.9177301414852732,89.16685416666667,26.919976782921367,-0.3613308005008877,-0.9031974419120615,-0.065,-0.2859,-0.3071,-0.1123,-0.4289,-0.0994,-0.1716,-0.7702999999999999,-0.6999,-0.2178,148.4,1.2499999999989372e-05,0.9137556681855956,-1.2500000000007875e-05,0.9150330691636469,4.1666666666800856e-06,1.82709297292749,132.01708333333332,34.07616615493651,-0.8430180263938339,-0.7648767280506125,-0.11920803697125841,0.48077347058871955,-0.11807273045671718,-0.161482170681408,-0.374,1.6884641832840922e-16,0.8758450175008438,1.734723475976807e-16,0.8759468206161612,-0.13481007266973874,-0.1843515689317964
RSC005570,Amateur,LegendHumble,22,16,Elastic,Energy,N/A,5,16,"[16, 17, 18, 19, 24]",30.0,317.41,0.682,0.455,1.136,2.273,311.39,0.905,0.504,0.921,2.325,2.0,0.0,3.0,21.0,18.0,0.508,0.656,0.283,0.344,0.209,0.95,0.82,178.43,138.98,5.0,5.68,133.3,0.508,0.148,0.135,0.209,0.315,41.99,1.59,1.42,0.8,2.25,1.26,56,34.0,296.71125,46.756176091692865,0.7552500000000001,0.247554166229113,0.4099166666666667,0.12147925808518727,2.0885833333333332,0.47231630122810414,35.606249999999996,6.53994469628259,0.9566666666666667,0.209139368274648,0.7379166666666667,0.15618409334657857,0.40199999999999997,0.10345257262440939,2.0712083333333333,0.3052678053300322,121.77208333333334,14.274059164660622,0.8562500000000001,0.5775722239798616,0.7833333333333333,0.15722226489816937,0.52325,0.030648427153061566,0.29320833333333335,0.015356571080886477,0.18370833333333333,0.02157994069917038,0.2970833333333333,0.022556049350869044,36.269,5.753073099392751,1.3333333333333333,0.28524080851200045,1.3333333333333333,0.1762820533090098,0.72375,0.15906827902289114,2.4975,0.7385664728259796,1.3358333333333334,0.36285003090469237,0.4426955266702734,-0.2958948383531008,0.37111959723789756,0.3904516235987444,-0.8572320195898107,0.8574824281664053,-1.069784571227551,-0.9859590478268433,-0.8313738371207756,0.8076130646289609,0.16231736241400122,-0.2332154843998406,-0.4975785518728199,-0.6647534322319619,1.1719988956058147,0.7943175858487114,0.9944250492148045,0.899824495680002,-0.49163635798334054,0.4793539005286345,-0.335108631526408,-0.20899359755946142,-0.02,-0.18,-2.7755575615628914e-17,1.7464622626276838,2.7755575615628914e-17,1.7109519343742918,-0.01145172181957626,-0.10520459189043636,-0.2271,106.64,4.166666666666208e-06,0.9177301414852732,89.16685416666667,26.919976782921367,-0.24746290483509306,0.6490772995175348,-0.0445,-0.0627,0.2207,-0.0021,-0.094,-0.0681,-0.0031,0.1114,-0.16519999999999999,1.8942,120.93,1.2499999999989372e-05,0.9137556681855956,-1.2500000000007875e-05,0.9150330691636469,4.1666666666800856e-06,1.82709297292749,132.01708333333332,34.07616615493651,0.12190074861169099,-0.18052626245626693,1.0367265713349698,-0.3253618169051908,0.18999869454022358,0.0594736180520173,0.2054,1.6884641832840922e-16,0.8758450175008438,1.734723475976807e-16,0.8759468206161612,0.21693186664733224,0.06789637983979667
RSC006016,Amateur,Pacman,53,16,Elastic,Energy,N/A,5,16,"[16, 17, 18, 20, 23]",42.11,302.34,0.906,0.491,0.887,2.151,300.75,0.833,0.439,0.897,2.179,3.0,2.0,4.0,43.0,32.0,0.494,0.656,0.3,0.344,0.207,0.81,0.6,187.22,115.12,9.0,4.25,110.87,0.494,0.162,0.137,0.207,0.32,35.478,1.24,1.35,0.66,2.02,1.06,56,34.0,296.71125,46.756176091692865,0.7552500000000001,0.247554166229113,0.4099166666666667,0.12147925808518727,2.0885833333333332,0.47231630122810414,35.606249999999996,6.53994469628259,0.9566666666666667,0.209139368274648,0.7379166666666667,0.15618409334657857,0.40199999999999997,0.10345257262440939,2.0712083333333333,0.3052678053300322,121.77208333333334,14.274059164660622,0.8562500000000001,0.5775722239798616,0.7833333333333333,0.15722226489816937,0.52325,0.030648427153061566,0.29320833333333335,0.015356571080886477,0.18370833333333333,0.02157994069917038,0.2970833333333333,0.022556049350869044,36.269,5.753073099392751,1.3333333333333333,0.28524080851200045,1.3333333333333333,0.1762820533090098,0.72375,0.15906827902289114,2.4975,0.7385664728259796,1.3358333333333334,0.36285003090469237,0.12038516556532569,0.6089576366106472,0.6674664844962557,0.13215014282668716,0.994465595970076,-0.3331112035070238,-0.6087901225788703,-0.3576518114666002,-0.353105256383425,-0.7637689607119226,-0.08007656545757405,1.1660774219992045,-0.9543719765429505,0.4422645283828936,1.0793202349977764,1.015987609806491,-0.1374917346493457,-0.3272089075200003,-0.09454545345833563,-0.4007712938845957,-0.6465227133489285,-0.7601855032107875,-1.12,-1.12,-2.7755575615628914e-17,1.7464622626276838,2.7755575615628914e-17,1.7109519343742918,-0.6412964218962716,-0.6546063495404929,-0.6503,73.1742,4.166666666666208e-06,0.9177301414852732,89.16685416666667,26.919976782921367,-0.7086006411581962,-0.5940812763558089,-0.1275,-0.2281,-0.202,-0.1154,-0.3421,-0.1949,-0.1764,-0.673,-0.7134,-0.4647,154.22000000000003,1.2499999999989372e-05,0.9137556681855956,-1.2500000000007875e-05,0.9150330691636469,4.1666666666800856e-06,1.82709297292749,132.01708333333332,34.07616615493651,-0.7365344188084451,-0.7796302932002733,-0.25434073336842117,0.6515673320089808,-0.05110142341266827,-0.13832965376529738,-0.6074,1.6884641832840922e-16,0.8758450175008438,1.734723475976807e-16,0.8759468206161612,-0.05834528071927886,-0.1579201505269387
RSC005723,Amateur,Reserentflyer5,51,16,Elastic,Energy,N/A,3,15,"[15, 16, 17]",40.82,316.35,0.784,0.431,1.216,1.922,302.9,0.818,0.433,0.928,2.205,4.0,0.0,8.0,83.0,38.0,0.532,0.698,0.288,0.302,0.18,1.63,0.75,188.48,127.87,12.0,5.88,121.99,0.532,0.166,0.122,0.18,0.29,35.377,1.14,1.39,0.87,2.81,1.49,56,34.0,296.71125,46.756176091692865,0.7552500000000001,0.247554166229113,0.4099166666666667,0.12147925808518727,2.0885833333333332,0.47231630122810414,35.606249999999996,6.53994469628259,0.9566666666666667,0.209139368274648,0.7379166666666667,0.15618409334657857,0.40199999999999997,0.10345257262440939,2.0712083333333333,0.3052678053300322,121.77208333333334,14.274059164660622,0.8562500000000001,0.5775722239798616,0.7833333333333333,0.15722226489816937,0.52325,0.030648427153061566,0.29320833333333335,0.015356571080886477,0.18370833333333333,0.02157994069917038,0.2970833333333333,0.022556049350869044,36.269,5.753073099392751,1.3333333333333333,0.28524080851200045,1.3333333333333333,0.1762820533090098,0.72375,0.15906827902289114,2.4975,0.7385664728259796,1.3358333333333334,0.36285003090469237,0.4200247248938139,0.11613619935360582,0.17355500573232518,-0.35269443993397603,0.7972162215627885,1.240002470471122,-0.5127496124437285,-0.2996542204179623,-0.438276373501036,0.015266622069646884,1.3396592977902246,0.21201407672712802,0.2854958904188325,-0.33915991440406323,-0.17184168321073767,-0.31403253394018765,-0.15504756928851615,-0.6777898798628583,-0.32145454175833793,0.9194164977352492,0.42311695899798984,0.4248770939395637,-0.42,-0.28,-2.7755575615628914e-17,1.7464622626276838,2.7755575615628914e-17,1.7109519343742918,-0.24048615821110178,-0.16365158738512323,0.1473,106.1313,4.166666666666208e-06,0.9177301414852732,89.16685416666667,26.919976782921367,0.1605001586794858,0.63018055216511,0.0289,0.1275,0.2143,-0.0433,0.1912,0.0441,-0.0661,0.32739999999999997,0.16920000000000002,-0.8328,138.44,1.2499999999989372e-05,0.9137556681855956,-1.2500000000007875e-05,0.9150330691636469,4.1666666666800856e-06,1.82709297292749,132.01708333333332,34.07616615493651,0.3582877911445178,0.18492501058422142,-0.4558083135377027,0.1884870685705414,0.07056155385072771,0.03243135367003484,-0.8941,1.6884641832840922e-16,0.8758450175008438,1.734723475976807e-16,0.8759468206161612,0.08056397243894758,0.03702434086948533
RSC004190,Amateur,Demonikgoat4061,5,16,Flic-Flacs,Eight Legged Freaks,N/A,8,13,"[13, 16, 18, 19, 20, 21, 22, 23]",25.0,160.0,0.2,0.2,1.0,0.8,275.35,0.717,0.45,0.717,1.683,0.0,0.0,0.0,1.0,7.0,0.607,0.761,0.264,0.239,0.129,0.2,1.4,95.0,65.0,0.0,0.0,65.0,0.607,0.154,0.11,0.129,0.236,15.34,0.6,0.97,1.03,2.22,1.39,56,34.0,296.71125,46.756176091692865,0.7552500000000001,0.247554166229113,0.4099166666666667,0.12147925808518727,2.0885833333333332,0.47231630122810414,35.606249999999996,6.53994469628259,0.9566666666666667,0.209139368274648,0.7379166666666667,0.15618409334657857,0.40199999999999997,0.10345257262440939,2.0712083333333333,0.3052678053300322,121.77208333333334,14.274059164660622,0.8562500000000001,0.5775722239798616,0.7833333333333333,0.15722226489816937,0.52325,0.030648427153061566,0.29320833333333335,0.015356571080886477,0.18370833333333333,0.02157994069917038,0.2970833333333333,0.022556049350869044,36.269,5.753073099392751,1.3333333333333333,0.28524080851200045,1.3333333333333333,0.1762820533090098,0.72375,0.15906827902289114,2.4975,0.7385664728259796,1.3358333333333334,0.36285003090469237,-2.9239185371339507,-2.2429434675161657,-1.728004187508807,-2.7282211729360037,-1.6217644785327863,0.20719835624838803,0.1339231557995589,-0.463980728389103,1.27169759324483,-3.9772907396858996,-1.13622153689801,-3.9222604194518684,2.7326035225802427,-1.9020087999779731,-2.535147528715709,-2.708068792684207,-3.6378818134970508,-2.57092713051429,2.0610908853916965,1.925273862778941,-0.37572785959021476,0.1492811411139003,-2.71,-4.44,-2.7755575615628914e-17,1.7464622626276838,2.7755575615628914e-17,1.7109519343742918,-1.5517083065525854,-2.5950465999640966,-1.4188,66.95,4.166666666666208e-06,0.9177301414852732,89.16685416666667,26.919976782921367,-1.5459927733989918,-0.8252924713056042,-0.2783,0.0448,-0.2806,-0.2793,0.0672,-0.4251,-0.4267,-0.7934,-0.7846,-6.2088,53.0,1.2499999999989372e-05,0.9137556681855956,-1.2500000000007875e-05,0.9150330691636469,4.1666666666800856e-06,1.82709297292749,132.01708333333332,34.07616615493651,-0.8682983073313726,-0.8574416886562625,-3.3981873164990106,-2.3188372475372017,-2.1315839158889665,-1.99332304053566,-2.1265,1.6884641832840922e-16,0.8758450175008438,1.734723475976807e-16,0.8759468206161612,-2.4337455523481504,-2.275621069248828
RSC005550,Amateur,Shraggaholic,53,16,Flic-Flacs,Eight Legged Freaks,N/A,10,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",33.33,259.51,0.547,0.396,0.981,1.642,295.48,0.704,0.412,1.024,2.046,0.0,1.0,2.0,16.0,42.0,0.505,0.673,0.312,0.327,0.183,0.3,0.79,146.84,112.67,3.0,1.42,111.25,0.505,0.168,0.144,0.183,0.307,34.154,1.09,1.34,0.73,2.38,1.39,56,34.0,296.71125,46.756176091692865,0.7552500000000001,0.247554166229113,0.4099166666666667,0.12147925808518727,2.0885833333333332,0.47231630122810414,35.606249999999996,6.53994469628259,0.9566666666666667,0.209139368274648,0.7379166666666667,0.15618409334657857,0.40199999999999997,0.10345257262440939,2.0712083333333333,0.3052678053300322,121.77208333333334,14.274059164660622,0.8562500000000001,0.5775722239798616,0.7833333333333333,0.15722226489816937,0.52325,0.030648427153061566,0.29320833333333335,0.015356571080886477,0.18370833333333333,0.02157994069917038,0.2970833333333333,0.022556049350869044,36.269,5.753073099392751,1.3333333333333333,0.28524080851200045,1.3333333333333333,0.1762820533090098,0.72375,0.15906827902289114,2.4975,0.7385664728259796,1.3358333333333334,0.36285003090469237,-0.7956435514967087,-0.8412300353178598,-0.11456002354663405,-0.9455175105583681,-0.34805340193378925,0.1163498462010178,0.21715826458334847,-0.09666265174772978,0.08257776579511938,-0.7371472411564376,-0.963083016989742,-0.042402815345425886,-0.5954628571592764,1.2236889711698504,-0.0328236922986804,0.43964554751626367,-0.3676296065529287,-0.8530803660342865,-0.03781818138333476,0.039291303322019064,-0.1590919765832444,0.1492811411139003,-0.65,-0.83,-2.7755575615628914e-17,1.7464622626276838,2.7755575615628914e-17,1.7109519343742918,-0.372180959136229,-0.4851100626059009,-0.3123,81.2125,4.166666666666208e-06,0.9177301414852732,89.16685416666667,26.919976782921367,-0.3403006532630902,-0.2954814645944673,-0.0613,0.0448,-0.1005,-0.067,0.0672,-0.0936,-0.1023,-0.184,-0.1287,-1.2207,104.45,1.2499999999989372e-05,0.9137556681855956,-1.2500000000007875e-05,0.9150330691636469,4.1666666666800856e-06,1.82709297292749,132.01708333333332,34.07616615493651,-0.20138041974107315,-0.140636993718295,-0.6681127806598549,-0.8089842973529391,-0.5704397082338907,-0.5078362118927413,-0.5855,1.6884641832840922e-16,0.8758450175008438,1.734723475976807e-16,0.8759468206161612,-0.6513021103455,-0.5797568984102457
