RSC ID,Player Name,Discord ID,3v3 Active/Returning
RSC000211,Marq,176834827901861888,FALSE
RSC000212,McMonkey,178293242045923329,FALSE
RSC000213,Heartless,178325971823362048,FALSE
RSC000214,PAPAHOFF420,178683231674171393,FALSE
RSC000215,botch,178715692411912192,FALSE
RSC000216,Brindle,178734355756089345,FALSE
RSC000217,ItsDapperDyl,178936315902033921,FALSE
RSC000218,Spudsy,179308959310544897,FALSE
RSC000219,powerhour24,179418459116011521,FALSE
RSC000220,Sparcnova,179506264760385536,FALSE
RSC000221,Treefrog,179637016026152960,TRUE
RSC000222,Devitalize-,179693786841088000,FALSE
RSC000223,RJsaurus,180081381756502016,FALSE
RSC000224,Lank,181236727917182976,FALSE
RSC000225,Lanto,182460218893008898,FALSE
RSC000226,Uorodin,182683747257286656,FALSE
RSC000227,Xiluym,182688268905611264,FALSE
RSC000228,thatOverLad,183041304962269184,FALSE
RSC000229,Far,183806695938588672,FALSE
RSC000230,Chronic Lies,184411283137888256,FALSE
RSC000231,Sponge,184804521183019008,FALSE
RSC000232,Unexpected,184892822913024000,TRUE
RSC000233,LilPrsnWithAnger,186628732352593920,TRUE
RSC000234,scud_buster,187019588720918528,FALSE
RSC000235,zack,187385951427756032,FALSE
RSC000236,Slurp,187705046836707328,FALSE
RSC000237,RicoStealth,187731901631561728,FALSE
RSC000238,Zannah,188023952218521601,FALSE
RSC000239,DⓊg,188425197420806145,FALSE
RSC000240,SirAndrew,188800139111038979,FALSE
RSC000241,Geherpaderp,188814220836470784,TRUE
RSC000242,Dead Medic,188875171333931010,FALSE
RSC000243,GotYourKnee,189057217591377920,FALSE
RSC000244,Diesel,741765907012911105,FALSE
RSC000245,Fatalcore,189204712656994304,FALSE
RSC000246,DragonFire,190569498888241163,FALSE
RSC000247,hexic,190593509244403722,FALSE
RSC000248,Finalfear55,190924143036858369,FALSE
RSC000249,Se7eN,191016023221207041,FALSE
RSC000250,Snow8P,191056967177994240,FALSE
RSC000251,PadmesDefense,191210226194710528,FALSE
RSC000252,Cearu,191432439132848129,FALSE
RSC000253,musah,191661414388072458,FALSE
RSC000254,Keiko,192173252116742145,FALSE
RSC000255,jno28,192371841166344192,FALSE
RSC000256,DareMe,192475594192191488,FALSE
RSC000257,Atokad,192476701215817728,FALSE
RSC000258,Honeybadgermo,192716181755527169,FALSE
RSC000259,Oni.,192837443425140736,TRUE
RSC000260,iTheFreshPrince,193139842475884545,FALSE
RSC000261,chugg,194121820981428225,FALSE
RSC000262,Vsizzle Wecookin,194644936291778560,FALSE
RSC000263,CosmicRL,194933733617303553,FALSE
RSC000264,HayBails19,195018146833235970,FALSE
RSC000265,Croph,195410562795044864,FALSE
RSC000266,molz,196056030868799488,FALSE
RSC000267,king chikn,196064581615878154,FALSE
RSC000268,tomoose0529,196088515795222528,FALSE
RSC000269,apocalypse,196441323899846656,FALSE
RSC000270,Thunderama,196748274558828545,FALSE
RSC000271,AgentMaida99,197122368735281152,FALSE
RSC000272,stepjonthompson,198190489810370560,FALSE
RSC000273,otwo,198920759505059851,FALSE
RSC000274,here is jesus,198953116425519104,FALSE
RSC000275,timotheum,199024267873091586,FALSE
RSC000276,Znin9,800535919404122132,FALSE
RSC000277,Que.,199655953228890113,FALSE
RSC000278,Tinsel,257367764975616000,TRUE
RSC000279,Fikison,200008417132281858,FALSE
RSC000280,Major Bumbo,200042308534534144,FALSE
RSC000281,Plasmid,200767582096195584,FALSE
RSC000282,stealthnader,200807507168329729,FALSE
RSC000283,iDRAKE,201070534660718602,FALSE
RSC000284,Chrome,201204167375585280,FALSE
RSC000285,Bobbzilla,201360778693967872,FALSE
RSC000286,Bobandrews33,201415370702192642,FALSE
RSC000287,cookie :>,201423657719955456,FALSE
RSC000288,Stratus,201860305565777932,FALSE
RSC000289,Tip,202404035289022464,FALSE
RSC000290,JimJam,202530042880720896,FALSE
RSC000291,Suckiest Sucker,202771086268563456,TRUE
RSC000292,Ignite,202956666809876480,FALSE
RSC000293,Falco,203643918951120896,FALSE
RSC000294,Big Boi Johnny,204398287078293504,FALSE
RSC000295,matutu,204980290609872896,TRUE
RSC000296,heatfan007,205132429323665408,FALSE
RSC000297,Rotendo,205512544939409415,FALSE
RSC000298,Nurve,205817246545608705,FALSE
RSC000299,DirtyEagle56,205834940053454849,FALSE
RSC000300,2k,206564592132816897,TRUE
RSC000301,Fantasy,206638587557576706,FALSE
RSC000302,hero tehblister,207266416355835904,FALSE
RSC000303,Zair,207545611182931975,FALSE
RSC000304,yungveeny,207636481374683136,FALSE
RSC000305,Dtduno,207647107698393088,FALSE
RSC000306,xTanny,208037488311271424,FALSE
RSC000307,Seltri,208441874854313984,FALSE
RSC000308,TheCarter117,208505581772734464,FALSE
RSC000309,BGatsby,208670620714663936,FALSE
RSC000310,ChrisakaMrXD,208786109990305793,FALSE
RSC000311,Josh75Money,208801996571017216,FALSE
RSC000312,demous,208804628232536064,FALSE
RSC000313,Hendo,209132446254366731,FALSE
RSC000314,Yoza,209420410414956545,TRUE
RSC000315,maxox,209749118837325824,FALSE
RSC000316,sadboy,210576324912349186,FALSE
RSC000317,TYLR,210784752758685696,FALSE
RSC000318,timthebull,211022032673046529,FALSE
RSC000319,Crash,211374488376442880,FALSE
RSC000320,ryanawesome_,211374889087664128,TRUE
RSC000321,RAHN,211532615285473281,FALSE
RSC000322,Humble Potato,212079983282094081,FALSE
RSC000323,Styk75,212385877878505474,TRUE
RSC000324,Contagious_Tomfoolery,212755815734575105,FALSE
RSC000325,Rayem Whisperwind,213105518309277696,FALSE
RSC000326,Dirty Mike,213175708367847424,FALSE
RSC000327,FlipBaker516,213425065054699520,FALSE
RSC000328,UnlimitedDucks,213716148674363392,FALSE
RSC000329,Melted,213827738254049281,TRUE
RSC000330,Infinite,213862199624466435,FALSE
RSC000331,Turtle_Supreme,214217539226435585,FALSE
RSC000332,Odell,214423224715313152,FALSE
RSC000333,Eternalsun,214513032431271936,FALSE
RSC000334,Crabasaur,214526219390025729,TRUE
RSC000335,PostMstrGeneral,214824604164685824,FALSE
RSC000336,Bismarck,214902175216697354,FALSE
RSC000337,Belial,214967620523261953,FALSE
RSC000338,Finesser McFlex,215206676997865474,FALSE
RSC000339,Crayman,215206771893993475,FALSE
RSC000340,Luckky,215498097277665280,FALSE
RSC000341,TheRogersEffect,215969882943127564,FALSE
RSC000342,Ryzai,216004820757118977,FALSE
RSC000343,kincaid,216245780497956865,FALSE
RSC000344,Mezmer,217436533966241792,TRUE
RSC000345,nx-change,217750267767160832,FALSE
RSC000346,Beeb,217846691909468161,FALSE
RSC000347,Chris.,217874027543265280,TRUE
RSC000348,Prem1x,218103826270519296,FALSE
RSC000349,Koda,218638685019570186,FALSE
RSC000350,Thunder,218913550603649036,FALSE
RSC000351,Mitzi,219217582408990720,TRUE
RSC000352,Freebo,219277367066099713,FALSE
RSC000353,Baba--Yetu,219992574742626309,FALSE
RSC000354,Lotty Lettuce,220186054513262592,FALSE
RSC000355,FuDa,220258267803156480,FALSE
RSC000356,Druee,220340479147900929,FALSE
RSC000357,Primed,220599350357655552,TRUE
RSC000358,stryyk3r,220691808139608066,FALSE
RSC000359,Scottee,221251194125942785,FALSE
RSC000360,Gamatatsu,221409467944796160,FALSE
RSC000361,whiteheyseuss,221422176522207232,FALSE
RSC000362,Bobadine,221501349374853121,FALSE
RSC000363,relax,221667027348226048,FALSE
RSC000364,Grass(change),221787454229708801,FALSE
RSC000365,trspriggs,222045776501538816,FALSE
RSC000366,Liquid Cight,222521467013693451,FALSE
RSC000367,Pana,222800214367535104,FALSE
RSC000368,Llama,223299835996930050,FALSE
RSC000369,hex,223603266620096512,FALSE
RSC000370,Flamez_Gamez,224280230804586497,FALSE
RSC000371,Capn' Clutch,224338979778985985,TRUE
RSC000372,Hero. (change),224350202805354496,FALSE
RSC000373,lunaoso,224408443723841546,FALSE
RSC000374,Pletheros,224592346036174848,FALSE
RSC000375,Synch,224606474158997505,FALSE
RSC000376,Graphic,225001866906435585,FALSE
RSC000377,Deluxe,225387732422230016,FALSE
RSC000378,Shwae,225478835410305034,FALSE
RSC000379,DrizzyJ,1351233988534206567,TRUE
RSC000380,Shnick,225731136280723456,FALSE
RSC000381,Noriko,225746281220407296,TRUE
RSC000382,Snipe,225793680613703680,FALSE
RSC000383,UhhSprite,225796161372422145,FALSE
RSC000384,Southpaw,226050891046846464,FALSE
RSC000385,SgtBOOM09,226685045656649728,FALSE
RSC000386,ahmi,226752468137017346,FALSE
RSC000387,adammast,226869393626234881,FALSE
RSC000388,DementedL,227184815131197441,FALSE
RSC000389,Caddywompuss,228369081336725504,FALSE
RSC000390,Cronus,228560936837971978,FALSE
RSC000391,LilKebab,229658651739029504,FALSE
RSC000392,Jordayumm,229706535352270849,FALSE
RSC000393,Spoon.,229774199156113409,FALSE
RSC000394,Darf01,229787765171159041,TRUE
RSC000395,DaJuukes,230098086687408128,FALSE
RSC000396,Zeke,230521626100236289,FALSE
RSC000397,Mattt,230701038817116161,FALSE
RSC000398,cole.ctomy,231227012956553219,FALSE
RSC000399,Dart,231496304847618060,FALSE
RSC000400,Chug a Beerman,231556028028682240,FALSE
RSC000401,Muller,231596905593831427,FALSE
RSC000402,reagfam,232569808997187585,FALSE
RSC000403,Mezberry,233731129625149441,FALSE
RSC000404,Whitebark,234151191032889345,FALSE
RSC000405,Burrito Reaper,234153325631635456,FALSE
RSC000406,Mako,234517545762291712,FALSE
RSC000407,Kumaneko,236155417212747776,FALSE
RSC000408,Xero,236221039795765249,TRUE
RSC000409,mackenzielittle,236315166889738242,FALSE
RSC000410,Yetif,236358837882454016,FALSE
RSC000411,SpriteMichaeler,236856378130563073,FALSE
RSC000412,chortle,236974697101787146,FALSE
RSC000413,Laff,237069680303538177,FALSE
RSC000414,B-rad,237208484339384320,FALSE
RSC000415,Cierex,237288284554919957,FALSE
RSC000416,Biscuit (old),238021772497125376,FALSE
RSC000417,Twoslot,238313522184847360,FALSE
RSC000418,Frost6,238662640380018689,FALSE
RSC000419,Moosey,238751195345190913,FALSE
RSC000420,PumpKant,238751399481966602,FALSE
RSC000421,Beta,239079698485870592,FALSE
RSC000422,Astrotennis,240600351625969669,FALSE
RSC000423,blahmonster8u,240932867360817152,FALSE
RSC000424,Neb,241374112201703434,FALSE
RSC000425,El Diablo Rojo,241390527952584705,FALSE
RSC000426,struttrl,241817442244886528,TRUE
RSC000427,rjivani(rahilj12),242401749632024576,FALSE
RSC000428,OreOTv_,242759309765771264,FALSE
RSC000429,Ty,242913643233017856,FALSE
RSC000430,tterb86,243555037928751115,FALSE
RSC000431,Kugelblitz,244493365947793419,FALSE
RSC000432,Jonrezz,245731511981178881,FALSE
RSC000433,alittle,246376614009503745,FALSE
RSC000434,AnimalNoise,246993204241629185,FALSE
RSC000435,SoulMac,248225721367920643,FALSE
RSC000436,distant,249062458608713728,FALSE
RSC000437,EL L0NELY,249314424433672192,FALSE
RSC000438,Limon,249326300148269058,FALSE
RSC000439,Tide,249338088625668107,FALSE
RSC000440,Ukrops,249363528874590209,FALSE
RSC000441,Wolfocus,249390078433034240,FALSE
RSC000442,Lynky,249991216018489345,FALSE
RSC000443,enceyy,250390569698721792,FALSE
RSC000444,elijah,251128193984102400,FALSE
RSC000445,Chloro,251463248602333184,FALSE
RSC000446,Shankster,251597487557574658,FALSE
RSC000447,Hit,251753667806363648,FALSE
RSC000448,Col,251917146550960128,FALSE
RSC000449,Rosie,251934127958261760,FALSE
RSC000450,Zach (change),252623392132300812,FALSE
RSC000451,Cryke,253649165584826378,FALSE
RSC000452,Hippo,253704530158551040,FALSE
RSC000453,moose.,253712751363358720,FALSE
RSC000454,Stego,254007169756692480,FALSE
RSC000455,DaBest1forever,254056837240848384,FALSE
RSC000456,Owlet,254427206611238916,FALSE
RSC000457,Bob,254481802230628352,FALSE
RSC000458,calltopower1,254690257457381376,FALSE
RSC000459,bionicbuddha420,255801272442028053,FALSE
RSC000460,BN_Nano,255902585595232256,FALSE
RSC000461,Viper15,255909252491771904,FALSE
RSC000462,kruncho,256225484075958272,TRUE
RSC000463,stan,256557449140633610,FALSE
RSC000464,OstinWASD,256571729357307914,FALSE
RSC000465,Kill Hubris,256909852104720385,FALSE
RSC000466,underbreadbore,256946120498872330,FALSE
RSC000467,dbowden10,257223647784206337,FALSE
RSC000468,ned1oo,257557065814245376,FALSE
RSC000469,Venators,259138706886098944,FALSE
RSC000470,Sock Hop,259404223320424458,FALSE
RSC000471,Speedyy,259465559232479232,FALSE
RSC000472,Splatmonkey14,259484852640940033,FALSE
RSC000473,Pure | Rugged!,259888754292948993,FALSE
RSC000474,Giannis Antetokounmpo,259906783592710144,FALSE
RSC000475,Evan2,260897422933360642,FALSE
RSC000476,Fluffy_Eagle,260997875142623233,FALSE
RSC000477,jerplane27,262095678350688256,FALSE
RSC000478,HardeyOG,262703442299060227,FALSE
RSC000479,Lawmnmower,263487306818781184,FALSE
RSC000480,DG_l3gENDary,263798017344274434,FALSE
RSC000481,SugarmanZ,263869730115420162,FALSE
RSC000482,Poofy,263885275409809409,FALSE
RSC000483,Canadiyan.,264151327075074068,FALSE
RSC000484,devilBoy,264169157547917312,FALSE
RSC000485,Nyelnx,264207999864799254,FALSE
RSC000486,Dale Rodman Jr. III,264234105066094602,FALSE
RSC000487,JazZ,264261341420847104,FALSE
RSC000488,theblobofglob22,264455761143398400,FALSE
RSC000489,MattG,265553693674438657,FALSE
RSC000490,Kevdog,265565581095337985,FALSE
RSC000491,Lazaryo,266000833676705792,FALSE
RSC000492,Yasopp,266003827835011072,FALSE
RSC000493,Swimmer,266975721828777984,FALSE
RSC000494,JBreezy,267127089059069962,FALSE
RSC000495,Muzzy,267321390699511810,FALSE
RSC000496,Chancy,406213669127454720,FALSE
RSC000497,Bobito,268816725909307392,FALSE
RSC000498,Breadsticks,269233779221069825,FALSE
RSC000499,johkev,269295728331849729,TRUE
RSC000500,Styzzi,269602306385772545,FALSE
RSC000501,🔥Magnus🔥,269619420484206592,FALSE
RSC000502,xCHEF,269637470960877579,FALSE
RSC000503,Akipz,270388305017831439,FALSE
RSC000504,aTarz,270738219023204352,FALSE
RSC000505,sunsetbrew,271349177038929920,FALSE
RSC000506,ohmeon,271465465195397122,FALSE
RSC000507,Moondog,271832089891045378,FALSE
RSC000508,Bender_Escobar,272111832049647626,FALSE
RSC000509,rylax24,272135512611880961,FALSE
RSC000510,Jaay,272602633649520640,FALSE
RSC000511,Orlanden,272622520212127744,FALSE
RSC000512,ChubbyRadish,272790499428007937,FALSE
RSC000513,Prometiumz,272870321898651648,FALSE
RSC000514,whatitdobayybbee,273286099730694145,FALSE
RSC000515,Buckwild,273662223274999818,FALSE
RSC000516,Dorito,273825854549917706,FALSE
RSC000517,Keystone_,274021669650169856,FALSE
RSC000518,Shnapers23,274332035701538818,FALSE
RSC000519,bovi,274674955109793792,FALSE
RSC000520,blastpatern4191,274737673367846913,FALSE
RSC000521,Mute,275368332520325131,FALSE
RSC000522,Sccrdude,275427229285089282,FALSE
RSC000523,Guardian Giraffe,276031016404123649,FALSE
RSC000524,Low Gravitas,277552901499650050,FALSE
RSC000525,CheesePie,277553211643133953,FALSE
RSC000526,Bossinator132,277860018928484352,FALSE
RSC000527,loose,278245982863622144,FALSE
RSC000528,Sebastian,278254969516457984,FALSE
RSC000529,LoneBattleFox,278255980029149184,FALSE
RSC000530,AshTheWaterBoy,278327822597226496,FALSE
RSC000531,CeeJay,509121649514381323,FALSE
RSC000532,ShadowXD,279418032269557760,FALSE
RSC000533,Snoop.,279431289327714308,TRUE
RSC000534,Blood12aven,279478381395836930,FALSE
RSC000535,yolkk,279809802463608832,FALSE
RSC000536,Alex (Termiiite),280149937017192458,FALSE
RSC000537,imth3b0s5,280221319541424139,FALSE
RSC000538,Rax,280487280454533120,FALSE
RSC000539,kdence.,280539398439698435,FALSE
RSC000540,Blissful4,281809029179768833,FALSE
RSC000541,MikeyK,281947420584181760,FALSE
RSC000542,gotmott,281965784014782474,FALSE
RSC000543,Brain.,282563577192251392,FALSE
RSC000544,Xaerous,282687259369799682,FALSE
RSC000545,A Hammered Hamster,282703869769678849,FALSE
RSC000546,caleblee,283260949144666124,FALSE
RSC000547,RideTheFire,283415036938944512,FALSE
RSC000548,Marcus,283458624259358721,FALSE
RSC000549,bits,284120020366393345,FALSE
RSC000550,ARJ,285120821700067329,FALSE
RSC000551,Millk_Kup,285510822405341196,TRUE
RSC000552,Cerealkiller,285618984282488834,FALSE
RSC000553,m__a__y__b__e,286293695521882112,FALSE
RSC000554,newgamewhodis,286349967969222667,FALSE
RSC000555,Abom,286689024188612608,FALSE
RSC000556,bananalytics,287023291636645888,FALSE
RSC000557,Typhon.,287083331709829120,FALSE
RSC000558,Veryraretybg,287414890258366474,FALSE
RSC000559,vitali.,288089672217919488,FALSE
RSC000560,jutsin,288163783602339850,FALSE
RSC000561,Prkr,288908622392721438,FALSE
RSC000562,Whiffles,289136851141263360,FALSE
RSC000563,Cthulhu,289474810856210434,FALSE
RSC000564,TreeDreams,289571655360184320,FALSE
RSC000565,T,289875495716257794,FALSE
RSC000566,Miso,289935113960030209,FALSE
RSC000567,Doctor Es,290705946676822016,FALSE
RSC000568,ShaunEdC,291060347085914112,FALSE
RSC000569,Guy Flurry,291322440850604043,FALSE
RSC000570,Zee,291323523211722763,FALSE
RSC000571,AnarchySoldat,292379054542422017,FALSE
RSC000572,JBOMB!,292423321553862666,FALSE
RSC000573,Cholgole,292719756396462083,FALSE
