RSC Id,Player Name,Season,Tier,Played,Wins,Losses,MVPs,Pts,Goals,Assists,Saves,Shots,Cycles,Hat Tricks,Playmakers,Saviors,DI,DT,W%,MVP%,PPG,GPG,APG,SvPG,ShPG,DIPG,DTPG,Sh%,G+A,G+A PG
RSC000184,Admiral Peanut,8,Rival,40,13,27,4,11578,23,18,44,72,5,0,0,3,,,0.33,0.31,289.45,0.58,0.45,1.10,1.80,0.00,0.00,0.32,41,1.03
RSC000184,Admiral Peanut,9,Rival,2,1,1,0,426,0,0,4,3,0,0,0,0,,,0.50,0.00,213.00,0.00,0.00,2.00,1.50,0.00,0.00,0.00,0,0.00
RSC000185,Robwobwob,4,Prospect,34,11,23,3,9419,22,12,34,72,1,0,1,2,,,0.32,0.27,277.03,0.65,0.35,1.00,2.12,0.00,0.00,0.31,34,1.00
RSC000185,Robwobwob,5,Prospect,52,36,16,17,18378,58,37,44,128,14,4,1,2,,,0.69,0.47,353.42,1.12,0.71,0.85,2.46,0.00,0.00,0.45,95,1.83
RSC000185,robwobwob,6,Challenger,44,24,20,2,11375,17,31,43,74,6,0,0,2,,,0.55,0.08,258.52,0.39,0.70,0.98,1.68,0.00,0.00,0.23,48,1.09
RSC000185,robwobwob,7,Challenger,45,20,25,4,16656,43,21,62,118,5,4,2,6,,,0.44,0.20,370.13,0.96,0.47,1.38,2.62,0.00,0.00,0.36,64,1.42
RSC000185,robwobwob,8,Rival,58,32,26,11,21063,59,28,74,170,11,2,1,7,,,0.55,0.34,363.16,1.02,0.48,1.28,2.93,0.00,0.00,0.35,87,1.50
RSC000185,robwobwob,9,Veteran,47,23,24,9,13709,26,35,49,95,9,0,2,2,,,0.49,0.39,291.68,0.55,0.74,1.04,2.02,0.00,0.00,0.27,61,1.30
RSC000185,robwobwob,10,Veteran,32,5,27,2,9962,19,14,45,78,4,1,0,7,,,0.16,0.40,311.31,0.59,0.44,1.41,2.44,0.00,0.00,0.24,33,1.03
RSC000185,robwobwob,12,Veteran,28,13,15,3,8391,22,14,27,60,4,0,0,2,28,21,0.46,0.23,299.68,0.79,0.50,0.96,2.14,1.00,0.75,0.37,36,1.29
RSC000185,robwobwob,13,Veteran,22,7,15,1,5948,16,8,21,42,3,0,0,3,41,14,0.32,0.14,270.36,0.73,0.36,0.95,1.91,1.86,0.64,0.38,24,1.09
RSC000185,robwobwob,14,Rival,36,19,17,5,11130,27,30,34,89,4,3,2,2,51,26,0.53,0.26,309.17,0.75,0.83,0.94,2.47,1.42,0.72,0.30,57,1.58
RSC000186,Coates,4,Veteran,49,14,35,5,14406,33,18,58,92,3,3,2,8,,,0.29,0.36,294.00,0.67,0.37,1.18,1.88,0.00,0.00,0.36,51,1.04
RSC000186,Coates,5,Veteran,14,4,10,0,3124,5,4,10,27,0,0,0,1,,,0.29,0.00,223.14,0.36,0.29,0.71,1.93,0.00,0.00,0.19,9,0.64
RSC000186,Coates,6,Veteran,40,21,19,7,13039,29,25,47,91,12,1,1,4,,,0.53,0.33,325.98,0.73,0.63,1.18,2.28,0.00,0.00,0.32,54,1.35
RSC000187,smokeybones,6,Rival,64,32,32,8,19577,38,31,74,140,9,2,0,6,,,0.50,0.25,305.89,0.59,0.48,1.16,2.19,0.00,0.00,0.27,69,1.08
RSC000187,smokeybones,7,Rival,60,38,22,18,24509,64,26,97,175,12,8,1,11,,,0.63,0.47,408.48,1.07,0.43,1.62,2.92,0.00,0.00,0.37,90,1.50
RSC000187,smokeybones,8,Elite,4,3,1,1,1232,3,0,4,12,0,0,0,0,,,0.75,0.33,308.00,0.75,0.00,1.00,3.00,0.00,0.00,0.25,3,0.75
RSC000187,smokeybones,9,Elite,25,17,8,3,8629,14,20,39,52,4,0,1,5,,,0.68,0.18,345.16,0.56,0.80,1.56,2.08,0.00,0.00,0.27,34,1.36
RSC000187,smokeybones,10,Elite,18,10,8,2,5783,14,8,23,46,4,0,0,3,,,0.56,0.20,321.28,0.78,0.44,1.28,2.56,0.00,0.00,0.30,22,1.22
RSC000187,smokeybones,11,Elite,14,5,9,0,4513,6,7,18,31,3,0,0,2,9,13,0.36,0.00,322.36,0.43,0.50,1.29,2.21,0.64,0.93,0.19,13,0.93
RSC000188,xNolan,6,Amateur,55,35,20,22,21254,67,32,43,156,8,11,1,3,,,0.64,0.63,386.44,1.22,0.58,0.78,2.84,0.00,0.00,0.43,99,1.80
RSC000188,xNolan,7,Contender,45,20,25,4,12439,21,20,49,83,3,0,1,2,,,0.44,0.20,276.42,0.47,0.44,1.09,1.84,0.00,0.00,0.25,41,0.91
RSC000188,xNolan,8,Contender,4,2,2,2,1561,7,4,2,10,1,1,0,0,,,0.50,1.00,390.25,1.75,1.00,0.50,2.50,0.00,0.00,0.70,11,2.75
RSC000189,Jordton,6,Rival,37,15,22,3,10146,19,15,37,74,1,0,0,3,,,0.41,0.20,274.22,0.51,0.41,1.00,2.00,0.00,0.00,0.26,34,0.92
RSC000189,Jordton,7,Rival,40,27,13,12,13269,29,22,46,81,6,2,1,4,,,0.68,0.44,331.73,0.73,0.55,1.15,2.03,0.00,0.00,0.36,51,1.28
RSC000189,Jordton,8,Veteran,39,20,19,6,13594,31,17,56,97,5,1,0,6,,,0.51,0.30,348.56,0.79,0.44,1.44,2.49,0.00,0.00,0.32,48,1.23
RSC000189,Jordton,9,Veteran,33,21,12,4,9761,22,17,30,72,5,1,0,1,,,0.64,0.19,295.79,0.67,0.52,0.91,2.18,0.00,0.00,0.31,39,1.18
RSC000189,Jordton,10,Veteran,55,33,22,12,20774,49,31,79,151,10,3,1,12,,,0.60,0.36,377.71,0.89,0.56,1.44,2.75,0.00,0.00,0.32,80,1.45
RSC000189,Jordton,14,Veteran,41,14,27,5,13308,25,17,58,84,6,2,0,10,56,32,0.34,0.36,324.59,0.61,0.41,1.41,2.05,1.37,0.78,0.30,42,1.02
RSC000190,Leaf,6,Rival,43,30,13,8,13797,37,23,44,110,6,3,0,4,,,0.70,0.27,320.86,0.86,0.53,1.02,2.56,0.00,0.00,0.34,60,1.40
RSC000190,Leaf,8,Rival,58,24,34,9,18407,38,30,70,135,3,4,0,8,,,0.41,0.38,317.36,0.66,0.52,1.21,2.33,0.00,0.00,0.28,68,1.17
RSC000190,leaf.,9,Rival,56,29,27,10,18486,43,29,65,141,11,3,2,5,,,0.52,0.34,330.11,0.77,0.52,1.16,2.52,0.00,0.00,0.30,72,1.29
RSC000190,lead,10,Rival,26,12,14,2,7897,18,9,29,50,3,1,0,3,,,0.46,0.17,303.73,0.69,0.35,1.12,1.92,0.00,0.00,0.36,27,1.04
RSC000190,lead,11,Rival,41,19,22,6,15031,46,17,54,102,10,4,0,6,23,35,0.46,0.32,366.61,1.12,0.41,1.32,2.49,0.56,0.85,0.45,63,1.54
RSC000190,lead,12,Veteran,22,12,10,5,7661,17,20,24,56,6,0,1,2,19,15,0.55,0.42,348.23,0.77,0.91,1.09,2.55,0.86,0.68,0.30,37,1.68
RSC000190,lead,13,Veteran,50,20,30,7,18029,50,26,61,134,8,5,1,6,45,43,0.40,0.35,360.58,1.00,0.52,1.22,2.68,0.90,0.86,0.37,76,1.52
RSC000190,leaf.,14,Veteran,51,27,24,8,19553,57,31,59,163,9,5,1,4,46,37,0.53,0.30,383.39,1.12,0.61,1.16,3.20,0.90,0.73,0.35,88,1.73
RSC000190,lead,15,Veteran,4,1,3,1,981,1,1,5,8,1,0,0,0,4,0,0.25,1.00,245.25,0.25,0.25,1.25,2.00,1.00,0.00,0.13,2,0.50
RSC000190,lead,16,Veteran,37,19,18,3,12705,32,15,51,95,4,2,0,8,31,35,0.51,0.16,343.38,0.86,0.41,1.38,2.57,0.84,0.95,0.34,47,1.27
RSC000190,leaf.,17,Veteran,31,17,14,5,9164,27,14,27,77,4,2,0,2,45,36,0.55,0.29,295.61,0.87,0.45,0.87,2.48,1.45,1.16,0.35,41,1.32
RSC000190,leaf.,18,Veteran,35,9,26,4,11737,25,15,48,96,5,0,0,5,52,34,0.26,0.44,335.34,0.71,0.43,1.37,2.74,1.49,0.97,0.26,40,1.14
RSC000190,leaf.,22,Rival,26,14,12,8,9801,28,13,36,75,9,2,0,5,43,26,0.54,0.57,376.96,1.08,0.50,1.38,2.88,1.65,1.00,0.37,41,1.58
RSC000192,codemanx,3,Prospect,20,6,14,0,2815,7,2,12,17,1,0,0,0,,,0.30,0.00,140.75,0.35,0.10,0.60,0.85,0.00,0.00,0.41,9,0.45
RSC000192,codemanx,4,Contender,46,20,26,4,12961,28,19,50,74,3,1,0,6,,,0.43,0.20,281.76,0.61,0.41,1.09,1.61,0.00,0.00,0.38,47,1.02
RSC000192,CodemanX,5,Contender,36,18,18,7,9282,24,15,23,67,2,2,0,0,,,0.50,0.39,257.83,0.67,0.42,0.64,1.86,0.00,0.00,0.36,39,1.08
RSC000192,CodemanX,6,Contender,49,15,34,4,14855,30,29,54,104,4,2,0,3,,,0.31,0.27,303.16,0.61,0.59,1.10,2.12,0.00,0.00,0.29,59,1.20
RSC000193,Shamu,1,Premier,52,33,19,10,12055,39,36,55,124,7,5,3,6,,,0.63,0.30,231.83,0.75,0.69,1.06,2.38,0.00,0.00,0.31,75,1.44
RSC000193,Shamu,2,Elite,70,48,22,17,18275,68,47,77,207,12,4,1,7,,,0.69,0.35,261.07,0.97,0.67,1.10,2.96,0.00,0.00,0.33,115,1.64
RSC000193,Shamu,3,Elite,46,21,25,8,14070,35,23,58,100,7,1,1,5,,,0.46,0.38,305.87,0.76,0.50,1.26,2.17,0.00,0.00,0.35,58,1.26
RSC000193,Shamu,4,Elite,62,54,8,21,26290,76,52,79,198,18,8,3,6,,,0.87,0.39,424.03,1.23,0.84,1.27,3.19,0.00,0.00,0.38,128,2.06
RSC000193,Shamu,6,Elite,52,31,21,21,24876,71,35,80,192,16,9,2,9,,,0.60,0.68,478.38,1.37,0.67,1.54,3.69,0.00,0.00,0.37,106,2.04
RSC000193,Shamu,8,Master,43,30,13,12,17111,46,31,49,130,10,4,1,7,,,0.70,0.40,397.93,1.07,0.72,1.14,3.02,0.00,0.00,0.35,77,1.79
RSC000193,ShamuRL,11,Master,64,34,30,10,24313,56,40,87,178,15,4,0,11,32,52,0.53,0.29,379.89,0.88,0.63,1.36,2.78,0.50,0.81,0.31,96,1.50
RSC000193,ShamuRL,12,Master,48,26,22,10,16765,34,29,61,132,9,3,1,5,19,23,0.54,0.38,349.27,0.71,0.60,1.27,2.75,0.40,0.48,0.26,63,1.31
RSC000193,ShamuRL,13,Master,50,30,20,9,17821,36,35,66,131,9,1,1,6,37,48,0.60,0.30,356.42,0.72,0.70,1.32,2.62,0.74,0.96,0.27,71,1.42
RSC000193,ShamuRL,14,Master,52,33,19,14,19343,44,33,75,140,10,5,1,9,32,56,0.63,0.42,371.98,0.85,0.63,1.44,2.69,0.62,1.08,0.31,77,1.48
RSC000193,ShamuRL,15,Master,52,27,25,6,19296,49,21,86,147,9,1,0,14,29,57,0.52,0.22,371.08,0.94,0.40,1.65,2.83,0.56,1.10,0.33,70,1.35
RSC000193,ShamuRL,16,Master,56,26,30,7,19484,49,25,74,130,9,4,2,10,25,52,0.46,0.27,347.93,0.88,0.45,1.32,2.32,0.45,0.93,0.38,74,1.32
RSC000193,ShamuRL,17,Master,51,25,26,6,15737,32,30,46,116,5,2,2,3,30,44,0.49,0.24,308.57,0.63,0.59,0.90,2.27,0.59,0.86,0.28,62,1.22
RSC000194,Crzykil,6,Contender,45,15,30,2,11555,28,15,38,68,4,2,0,4,,,0.33,0.13,256.78,0.62,0.33,0.84,1.51,0.00,0.00,0.41,43,0.96
RSC000194,Crzykil,7,Contender,29,14,15,3,7500,24,7,16,52,2,2,0,0,,,0.48,0.21,258.62,0.83,0.24,0.55,1.79,0.00,0.00,0.46,31,1.07
RSC000194,Crzykil,8,Contender,49,28,21,2,12469,32,28,34,90,4,0,1,1,,,0.57,0.07,254.47,0.65,0.57,0.69,1.84,0.00,0.00,0.36,60,1.22
RSC000194,Crzykil,10,Prospect,50,22,28,4,12910,19,22,55,75,3,0,0,2,,,0.44,0.18,258.20,0.38,0.44,1.10,1.50,0.00,0.00,0.25,41,0.82
RSC000194,Crzykil,12,Challenger,16,10,6,3,5005,12,6,16,41,3,0,0,1,18,9,0.63,0.30,312.81,0.75,0.38,1.00,2.56,1.13,0.56,0.29,18,1.13
RSC000195,Brackennn,5,Challenger,19,10,9,2,5355,9,8,23,33,4,0,0,3,,,0.53,0.20,281.84,0.47,0.42,1.21,1.74,0.00,0.00,0.27,17,0.89
RSC000196,hayhay217,6,Prospect,46,15,31,4,13046,29,17,50,87,6,1,0,4,,,0.33,0.27,283.61,0.63,0.37,1.09,1.89,0.00,0.00,0.33,46,1.00
RSC000196,hayhay217,8,Challenger,37,9,28,1,9998,21,13,41,65,4,0,0,2,,,0.24,0.11,270.22,0.57,0.35,1.11,1.76,0.00,0.00,0.32,34,0.92
RSC000196,hayhay217,8,Prospect,17,4,13,1,5212,13,2,21,35,1,1,0,2,,,0.24,0.25,306.59,0.76,0.12,1.24,2.06,0.00,0.00,0.37,15,0.88
RSC000196,hayhay,9,Challenger,21,10,11,4,6820,18,10,24,41,4,2,0,1,,,0.48,0.40,324.76,0.86,0.48,1.14,1.95,0.00,0.00,0.44,28,1.33
RSC000196,hayhay,9,Rival,3,1,2,0,424,0,0,2,4,0,0,0,0,,,0.33,0.00,141.33,0.00,0.00,0.67,1.33,0.00,0.00,0.00,0,0.00
RSC000196,hayhay217,10,Challenger,28,7,21,2,7387,16,10,30,38,1,1,0,1,,,0.25,0.29,263.82,0.57,0.36,1.07,1.36,0.00,0.00,0.42,26,0.93
RSC000196,hayhay,12,Rival,56,28,28,4,19087,48,49,56,149,7,5,4,4,54,37,0.50,0.14,340.84,0.86,0.88,1.00,2.66,0.96,0.66,0.32,97,1.73
RSC000196,hayhay,13,Veteran,41,25,16,5,14632,38,21,54,115,10,1,1,8,52,37,0.61,0.20,356.88,0.93,0.51,1.32,2.80,1.27,0.90,0.33,59,1.44
RSC000196,hayhay,15,Veteran,47,28,19,6,14831,28,25,65,97,6,2,1,11,70,46,0.60,0.21,315.55,0.60,0.53,1.38,2.06,1.49,0.98,0.29,53,1.13
RSC000196,hayhay,16,Rival,64,31,33,11,21430,49,39,81,145,15,0,2,11,94,57,0.48,0.35,334.84,0.77,0.61,1.27,2.27,1.47,0.89,0.34,88,1.38
RSC000197,kareemostyle,3,Veteran,58,25,33,6,15315,34,30,66,126,4,2,0,2,,,0.43,0.24,264.05,0.59,0.52,1.14,2.17,0.00,0.00,0.27,64,1.10
RSC000197,kareemostyle,4,Veteran,48,20,28,9,16235,34,18,71,115,6,0,0,7,,,0.42,0.45,338.23,0.71,0.38,1.48,2.40,0.00,0.00,0.30,52,1.08
RSC000197,kareemostyle,5,Veteran,47,22,25,3,15297,33,17,56,118,5,1,0,7,,,0.47,0.14,325.47,0.70,0.36,1.19,2.51,0.00,0.00,0.28,50,1.06
RSC000197,kareemostyle,6,Veteran,56,33,23,13,18957,41,22,68,153,4,1,0,3,,,0.59,0.39,338.52,0.73,0.39,1.21,2.73,0.00,0.00,0.27,63,1.13
RSC000197,kareemostyle,7,Veteran,58,25,33,6,18941,32,23,83,133,6,1,2,9,,,0.43,0.24,326.57,0.55,0.40,1.43,2.29,0.00,0.00,0.24,55,0.95
RSC000197,kareemostyle,8,Elite,18,10,8,1,6094,15,9,24,38,1,1,0,2,,,0.56,0.10,338.56,0.83,0.50,1.33,2.11,0.00,0.00,0.39,24,1.33
RSC000197,kareemostyle,9,Elite,51,29,22,10,19481,43,38,66,139,14,5,2,8,,,0.57,0.34,381.98,0.84,0.75,1.29,2.73,0.00,0.00,0.31,81,1.59
RSC000197,kareemostyle,10,Master,11,4,7,1,3615,9,7,9,26,1,1,0,1,,,0.36,0.25,328.64,0.82,0.64,0.82,2.36,0.00,0.00,0.35,16,1.45
RSC000197,kareemostyle,11,Master,39,13,26,2,12696,23,19,59,80,3,0,0,6,26,36,0.33,0.15,325.54,0.59,0.49,1.51,2.05,0.67,0.92,0.29,42,1.08
RSC000197,kareemostyle,12,Elite,37,15,22,5,14265,30,20,57,89,8,3,0,7,14,19,0.41,0.33,385.54,0.81,0.54,1.54,2.41,0.38,0.51,0.34,50,1.35
RSC000197,kareemostyle,13,Master,30,15,15,4,8938,15,14,41,59,2,1,0,7,31,23,0.50,0.27,297.93,0.50,0.47,1.37,1.97,1.03,0.77,0.25,29,0.97
RSC000197,kareemostyle,14,Master,6,1,5,0,1771,2,4,9,6,1,0,0,1,2,6,0.17,0.00,295.17,0.33,0.67,1.50,1.00,0.33,1.00,0.33,6,1.00
RSC000197,kareemostyle,15,Elite,56,31,25,8,20430,39,29,87,136,8,2,2,12,43,41,0.55,0.26,364.82,0.70,0.52,1.55,2.43,0.77,0.73,0.29,68,1.21
RSC000197,kareemostyle,17,Elite,60,32,28,9,19573,36,28,83,139,6,3,2,10,55,47,0.53,0.28,326.22,0.60,0.47,1.38,2.32,0.92,0.78,0.26,64,1.07
RSC000197,kareemostyle,22,Elite,18,9,9,1,6551,11,14,27,35,6,1,0,4,17,11,0.50,0.11,363.94,0.61,0.78,1.50,1.94,0.94,0.61,0.31,25,1.39
RSC000199,NiceGuyDBone98,5,Prospect,11,6,5,4,4333,14,8,10,28,4,2,0,0,,,0.55,0.67,393.91,1.27,0.73,0.91,2.55,0.00,0.00,0.50,22,2.00
RSC000200,Jonezy,6,Challenger,46,30,16,6,15292,33,39,52,107,10,1,4,5,,,0.65,0.20,332.43,0.72,0.85,1.13,2.33,0.00,0.00,0.31,72,1.57
RSC000200,Jonezy,7,Challenger,41,37,4,10,16100,54,43,31,123,14,6,4,1,,,0.90,0.27,392.68,1.32,1.05,0.76,3.00,0.00,0.00,0.44,97,2.37
RSC000200,Jonezy,8,Veteran,2,0,2,0,533,1,1,2,2,0,0,0,0,,,0.00,,266.50,0.50,0.50,1.00,1.00,0.00,0.00,0.50,2,1.00
RSC000200,Jonezy,9,Rival,32,9,23,1,8690,20,9,24,73,2,0,0,1,,,0.28,0.11,271.56,0.63,0.28,0.75,2.28,0.00,0.00,0.27,29,0.91
RSC000200,Jonezy,18,Challenger,59,20,39,10,20420,49,35,65,158,9,5,2,6,57,58,0.34,0.50,346.10,0.83,0.59,1.10,2.68,0.97,0.98,0.31,84,1.42
RSC000200,Jonezy,19,Rival,32,22,10,5,11741,29,25,36,104,7,2,2,4,33,32,0.69,0.23,366.91,0.91,0.78,1.13,3.25,1.03,1.00,0.28,54,1.69
RSC000200,Jonezy,20,Veteran,33,21,12,7,12570,37,25,35,81,6,5,2,4,45,33,0.64,0.33,380.91,1.12,0.76,1.06,2.45,1.36,1.00,0.46,62,1.88
RSC000200,Jonezy,21,Veteran,59,29,30,9,19725,44,38,66,142,9,2,0,9,84,71,0.49,0.31,334.32,0.75,0.64,1.12,2.41,1.42,1.20,0.31,82,1.39
RSC000200,20HSK FLASH12,24,Master,2,1,1,1,757,3,0,4,4,0,0,0,1,2,2,0.50,1.00,378.50,1.50,0.00,2.00,2.00,1.00,1.00,0.75,3,1.50
RSC000200,20HSK FLASH12,24,Veteran,12,6,6,3,5234,14,8,19,40,3,0,1,4,12,22,0.50,0.50,436.17,1.17,0.67,1.58,3.33,1.00,1.83,0.35,22,1.83
RSC000201,Alpha,6,Elite,40,16,24,6,15429,34,23,68,103,9,1,0,11,,,0.40,0.38,385.73,0.85,0.58,1.70,2.58,0.00,0.00,0.33,57,1.43
RSC000201,Alpha,8,Elite,48,7,41,3,16141,25,23,76,110,6,1,1,8,,,0.15,0.43,336.27,0.52,0.48,1.58,2.29,0.00,0.00,0.23,48,1.00
RSC000201,AlphaChee,9,Elite,19,4,15,1,5687,10,7,23,43,2,0,0,1,,,0.21,0.25,299.32,0.53,0.37,1.21,2.26,0.00,0.00,0.23,17,0.89
RSC000201,Alpha,10,Veteran,56,29,27,8,20470,44,38,74,162,15,3,2,9,,,0.52,0.28,365.54,0.79,0.68,1.32,2.89,0.00,0.00,0.27,82,1.46
RSC000201,Alpha,11,Veteran,43,15,28,8,16749,36,17,78,122,6,1,1,13,37,32,0.35,0.53,389.51,0.84,0.40,1.81,2.84,0.86,0.74,0.30,53,1.23
RSC000201,AlphaChee,12,Veteran,47,17,30,6,16668,33,22,71,129,9,2,1,9,48,34,0.36,0.35,354.64,0.70,0.47,1.51,2.74,1.02,0.72,0.26,55,1.17
RSC000202,Aki_Ha,6,Elite,56,23,33,14,21181,49,28,82,166,9,4,0,12,,,0.41,0.61,378.23,0.88,0.50,1.46,2.96,0.00,0.00,0.30,77,1.38
RSC000202,Aki_Ha-,8,Master,10,3,7,0,3035,6,4,16,18,2,0,0,2,,,0.30,0.00,303.50,0.60,0.40,1.60,1.80,0.00,0.00,0.33,10,1.00
RSC000202,Aki (Change),9,Master,41,18,23,6,13952,34,24,50,110,7,2,0,6,,,0.44,0.33,340.29,0.83,0.59,1.22,2.68,0.00,0.00,0.31,58,1.41
RSC000202,Aki_Ha-,10,Master,61,27,34,10,22136,45,42,86,154,13,3,1,13,,,0.44,0.37,362.89,0.74,0.69,1.41,2.52,0.00,0.00,0.29,87,1.43
RSC000202,Aki_Ha-,11,Master,59,25,34,10,21857,47,35,77,170,10,4,1,7,42,44,0.42,0.40,370.46,0.80,0.59,1.31,2.88,0.71,0.75,0.28,82,1.39
RSC000202,Aki,13,Master,49,19,30,6,17234,37,25,52,130,8,1,0,5,55,32,0.39,0.32,351.71,0.76,0.51,1.06,2.65,1.12,0.65,0.28,62,1.27
RSC000203,FrostyBrew,6,Rival,64,36,28,10,21767,50,34,71,158,14,5,1,7,,,0.56,0.28,340.11,0.78,0.53,1.11,2.47,0.00,0.00,0.32,84,1.31
RSC000203,FrostyBrew,7,Rival,62,42,20,11,21868,50,40,76,162,12,3,0,6,,,0.68,0.26,352.71,0.81,0.65,1.23,2.61,0.00,0.00,0.31,90,1.45
RSC000203,FrostyBrew,8,Veteran,53,18,35,6,19132,37,22,86,128,7,4,1,9,,,0.34,0.33,360.98,0.70,0.42,1.62,2.42,0.00,0.00,0.29,59,1.11
RSC000203,FrostyBrew,9,Master,4,0,4,0,685,1,1,2,6,0,0,0,0,,,0.00,,171.25,0.25,0.25,0.50,1.50,0.00,0.00,0.17,2,0.50
RSC000203,FrostyBrew,9,Veteran,50,26,24,10,16400,39,23,57,138,9,2,0,2,,,0.52,0.38,328.00,0.78,0.46,1.14,2.76,0.00,0.00,0.28,62,1.24
RSC000203,FrostyBrew,10,Veteran,60,37,23,17,23569,57,39,91,179,10,3,1,10,,,0.62,0.46,392.82,0.95,0.65,1.52,2.98,0.00,0.00,0.32,96,1.60
RSC000203,FrostyBrew,11,Veteran,56,29,27,12,21270,52,29,72,156,8,5,1,9,65,39,0.52,0.41,379.82,0.93,0.52,1.29,2.79,1.16,0.70,0.33,81,1.45
RSC000203,FrostyBrew,12,Veteran,53,24,29,4,15730,35,26,48,138,8,3,1,4,41,45,0.45,0.17,296.79,0.66,0.49,0.91,2.60,0.77,0.85,0.25,61,1.15
RSC000203,FrostyBrew,13,Elite,33,11,22,0,9337,19,17,27,74,2,0,1,1,25,25,0.33,0.00,282.94,0.58,0.52,0.82,2.24,0.76,0.76,0.26,36,1.09
RSC000203,FrostyBrew,14,Elite,20,11,9,2,6415,14,11,25,34,4,1,0,1,21,22,0.55,0.18,320.75,0.70,0.55,1.25,1.70,1.05,1.10,0.41,25,1.25
RSC000203,FrostyBrew,15,Elite,14,8,6,2,4317,7,7,16,35,1,0,0,2,15,10,0.57,0.25,308.36,0.50,0.50,1.14,2.50,1.07,0.71,0.20,14,1.00
RSC000203,FrostyBrew,16,Elite,44,16,28,4,16242,36,23,67,114,10,4,0,9,48,43,0.36,0.25,369.14,0.82,0.52,1.52,2.59,1.09,0.98,0.32,59,1.34
RSC000203,FrostyBrew,17,Elite,46,19,27,6,16022,34,26,62,115,5,2,1,7,46,34,0.41,0.32,348.30,0.74,0.57,1.35,2.50,1.00,0.74,0.30,60,1.30
RSC000203,FrostyBrew,18,Elite,22,15,7,1,6814,15,12,27,52,5,0,0,2,27,20,0.68,0.07,309.73,0.68,0.55,1.23,2.36,1.23,0.91,0.29,27,1.23
RSC000203,FrostyBrew,19,Elite,44,26,18,3,16274,42,31,51,123,12,4,2,4,45,36,0.59,0.12,369.86,0.95,0.70,1.16,2.80,1.02,0.82,0.34,73,1.66
RSC000203,FrostyBrew,20,Elite,56,14,42,6,19430,43,31,78,139,9,0,1,8,69,53,0.25,0.43,346.96,0.77,0.55,1.39,2.48,1.23,0.95,0.31,74,1.32
RSC000203,FrostyBrew,21,Elite,8,4,4,2,3085,4,6,16,18,1,0,1,3,10,12,0.50,0.50,385.63,0.50,0.75,2.00,2.25,1.25,1.50,0.22,10,1.25
RSC000203,FrostyBrew,22,Master,8,5,3,0,2454,4,5,10,16,2,0,0,1,,,0.63,0.00,306.75,0.50,0.63,1.25,2.00,0.00,0.00,0.25,9,1.13
RSC000203,FrostyBrew,24,Elite,40,14,26,3,12033,24,20,39,93,5,0,0,3,45,37,0.35,0.21,300.83,0.60,0.50,0.98,2.33,1.13,0.93,0.26,44,1.10
RSC000203,FrostyBrew,25,Elite,26,8,18,1,7331,12,11,26,63,3,0,0,3,23,37,0.31,0.13,281.96,0.46,0.42,1.00,2.42,0.88,1.42,0.19,23,0.88
RSC000204,Seifer,2,Elite,16,5,11,2,3225,10,8,18,41,3,0,0,0,,,0.31,0.40,201.56,0.63,0.50,1.13,2.56,0.00,0.00,0.24,18,1.13
RSC000205,BEEG YOSHI,5,Contender,58,42,16,18,21650,63,28,79,143,7,8,0,10,,,0.72,0.43,373.28,1.09,0.48,1.36,2.47,0.00,0.00,0.44,91,1.57
RSC000205,BEEG YOSHI,6,Prospect,40,20,20,4,11691,26,17,41,83,3,1,1,2,,,0.50,0.20,292.28,0.65,0.43,1.03,2.08,0.00,0.00,0.31,43,1.08
RSC000206,jastnorn,5,Rival,43,10,33,3,10658,25,10,42,61,4,1,0,3,,,0.23,0.30,247.86,0.58,0.23,0.98,1.42,0.00,0.00,0.41,35,0.81
RSC000206,jastnorn,6,Challenger,42,18,24,3,11082,19,22,35,82,0,0,3,2,,,0.43,0.17,263.86,0.45,0.52,0.83,1.95,0.00,0.00,0.23,41,0.98
RSC000207,SteveHarvey,6,Challenger,2,1,1,0,787,2,2,3,3,1,0,0,0,,,0.50,0.00,393.50,1.00,1.00,1.50,1.50,0.00,0.00,0.67,4,2.00
RSC000208,RKR,6,Prospect,28,6,22,3,6984,15,10,30,41,2,0,0,3,,,0.21,0.50,249.43,0.54,0.36,1.07,1.46,0.00,0.00,0.37,25,0.89
RSC000209,Foretrix,6,Elite,4,2,2,1,1532,4,1,7,13,1,0,0,1,,,0.50,0.50,383.00,1.00,0.25,1.75,3.25,0.00,0.00,0.31,5,1.25
RSC000209,Charm,17,Veteran,54,36,18,16,23898,53,46,100,163,15,6,2,13,47,59,0.67,0.44,442.56,0.98,0.85,1.85,3.02,0.87,1.09,0.33,99,1.83
RSC000209,Charm,18,Elite,25,15,10,1,8148,20,13,26,71,6,0,0,1,31,22,0.60,0.07,325.92,0.80,0.52,1.04,2.84,1.24,0.88,0.28,33,1.32
RSC000210,Neeks,5,Prospect,51,31,20,14,16579,44,20,51,105,7,2,0,4,,,0.61,0.45,325.08,0.86,0.39,1.00,2.06,0.00,0.00,0.42,64,1.25
RSC000210,Neeks,6,Challenger,33,14,19,2,8799,23,14,24,65,2,1,2,1,,,0.42,0.14,266.64,0.70,0.42,0.73,1.97,0.00,0.00,0.35,37,1.12
RSC000211,Marq,5,Prospect,49,20,29,5,15524,39,28,43,106,10,2,1,1,,,0.41,0.25,316.82,0.80,0.57,0.88,2.16,0.00,0.00,0.37,67,1.37
