RSC Id,Player Name,Season,Tier,Played,Wins,Losses,MVPs,Pts,Goals,Assists,Saves,Shots,Cycles,Hat Tricks,Playmakers,Saviors,DI,DT,W%,MVP%,PPG,GPG,APG,SvPG,ShPG,DIPG,DTPG,Sh%,G+A,G+A PG
RSC005397,PridedBird3406,24,Challenger,44,17,27,6,13904,22,20,65,104,8,1,1,8,34,49,0.39,0.35,316.00,0.50,0.45,1.48,2.36,0.77,1.11,0.21,42,0.95
RSC005398,Cubby :'),14,Elite,52,33,19,19,21219,60,40,50,163,17,7,0,3,57,37,0.63,0.58,408.06,1.15,0.77,0.96,3.13,1.10,0.71,0.37,100,1.92
RSC005398,LubbySmells,15,Master,20,14,6,10,7749,18,7,30,54,4,2,0,3,17,14,0.70,0.71,387.45,0.90,0.35,1.50,2.70,0.85,0.70,0.33,25,1.25
RSC005398,Cubby :'),18,Master,18,11,7,7,6818,18,13,22,45,2,3,1,3,21,18,0.61,0.64,378.78,1.00,0.72,1.22,2.50,1.17,1.00,0.40,31,1.72
RSC005399,The Squiddler,14,Challenger,29,15,14,1,7705,18,9,27,75,1,0,0,1,19,19,0.52,0.07,265.69,0.62,0.31,0.93,2.59,0.66,0.66,0.24,27,0.93
RSC005399,The Squiddler,15,Challenger,49,11,38,3,13193,31,7,49,83,2,3,0,4,20,50,0.22,0.27,269.24,0.63,0.14,1.00,1.69,0.41,1.02,0.37,38,0.78
RSC005402,frothty,15,Rival,31,9,22,3,9951,15,15,56,53,4,1,1,10,19,24,0.29,0.33,321.00,0.48,0.48,1.81,1.71,0.61,0.77,0.28,30,0.97
RSC005402,frothty,18,Elite,4,1,3,0,660,0,1,4,5,0,0,0,0,,,0.25,0.00,165.00,0.00,0.25,1.00,1.25,0.00,0.00,0.00,1,0.25
RSC005402,frothty,18,Rival,31,13,18,2,10608,18,19,53,73,5,2,2,8,44,32,0.42,0.15,342.19,0.58,0.61,1.71,2.35,1.42,1.03,0.25,37,1.19
RSC005402,frothty,20,Rival,32,10,22,1,9232,17,11,36,54,4,0,0,3,26,25,0.31,0.10,288.50,0.53,0.34,1.13,1.69,0.81,0.78,0.31,28,0.88
RSC005403,Mr Luyee,14,Contender,51,20,31,8,15731,38,19,53,120,5,3,0,5,27,49,0.39,0.40,308.45,0.75,0.37,1.04,2.35,0.53,0.96,0.32,57,1.12
RSC005403,Mr Luyee,15,Prospect,19,8,11,2,5745,7,10,27,30,2,0,0,3,12,12,0.42,0.25,302.37,0.37,0.53,1.42,1.58,0.63,0.63,0.23,17,0.89
RSC005403,Mr Luyee,16,Contender,52,27,25,13,18547,49,26,65,126,6,5,1,10,29,60,0.52,0.48,356.67,0.94,0.50,1.25,2.42,0.56,1.15,0.39,75,1.44
RSC005403,Mr Luyee,17,Prospect,29,12,17,1,7697,13,7,31,63,1,0,0,4,12,25,0.41,0.08,265.41,0.45,0.24,1.07,2.17,0.41,0.86,0.21,20,0.69
RSC005404,Pooka2854,14,Rival,44,15,29,5,13964,35,19,54,112,7,1,0,6,26,37,0.34,0.33,317.36,0.80,0.43,1.23,2.55,0.59,0.84,0.31,54,1.23
RSC005404,Pooka2854,15,Rival,56,22,34,8,16697,33,21,76,120,8,0,1,8,36,27,0.39,0.36,298.16,0.59,0.38,1.36,2.14,0.64,0.48,0.28,54,0.96
RSC005404,Pooka2854,16,Rival,48,13,35,4,13653,31,15,51,107,4,3,0,2,41,34,0.27,0.31,284.44,0.65,0.31,1.06,2.23,0.85,0.71,0.29,46,0.96
RSC005404,Pooka2854,17,Rival,49,14,35,4,15501,38,17,67,107,6,2,0,5,49,39,0.29,0.29,316.35,0.78,0.35,1.37,2.18,1.00,0.80,0.36,55,1.12
RSC005404,Pooka2854,18,Rival,47,17,30,5,14244,31,22,62,102,7,1,0,7,42,35,0.36,0.29,303.06,0.66,0.47,1.32,2.17,0.89,0.74,0.30,53,1.13
RSC005405,Necro,14,Elite,42,11,31,5,15923,32,23,74,102,14,1,1,11,41,33,0.26,0.45,379.12,0.76,0.55,1.76,2.43,0.98,0.79,0.31,55,1.31
RSC005406,Peas and Beans,14,Elite,52,27,25,7,17122,45,27,59,141,7,4,1,7,41,45,0.52,0.26,329.27,0.87,0.52,1.13,2.71,0.79,0.87,0.32,72,1.38
RSC005408,Sprite728,14,Amateur,45,22,23,4,10285,24,13,37,60,1,1,0,2,8,43,0.49,0.18,228.56,0.53,0.29,0.82,1.33,0.18,0.96,0.40,37,0.82
RSC005411,pineapple448,14,Amateur,51,17,34,7,13430,26,11,57,86,3,2,0,6,43,33,0.33,0.41,263.33,0.51,0.22,1.12,1.69,0.84,0.65,0.30,37,0.73
RSC005411,pineapple448,15,Prospect,29,16,13,2,8228,17,16,28,56,2,1,0,1,27,25,0.55,0.13,283.72,0.59,0.55,0.97,1.93,0.93,0.86,0.30,33,1.14
RSC005411,pineapple448,16,Prospect,52,29,23,8,17184,51,21,51,130,6,4,0,5,54,45,0.56,0.28,330.46,0.98,0.40,0.98,2.50,1.04,0.87,0.39,72,1.38
RSC005411,pineapple448,17,Challenger,30,10,20,3,9456,29,8,29,68,4,2,0,2,21,20,0.33,0.30,315.20,0.97,0.27,0.97,2.27,0.70,0.67,0.43,37,1.23
RSC005411,pineapple448,19,Challenger,49,13,36,4,14715,26,24,63,98,6,1,0,5,51,43,0.27,0.31,300.31,0.53,0.49,1.29,2.00,1.04,0.88,0.27,50,1.02
RSC005411,pineapple448,20,Rival,31,14,17,2,9627,20,22,40,77,10,1,2,5,26,24,0.45,0.14,310.55,0.65,0.71,1.29,2.48,0.84,0.77,0.26,42,1.35
RSC005412,Beastky,14,Challenger,33,20,13,6,11779,31,18,36,103,5,1,0,3,14,16,0.61,0.30,356.94,0.94,0.55,1.09,3.12,0.42,0.48,0.30,49,1.48
RSC005412,Beastky,15,Rival,11,3,8,0,3642,9,3,16,30,2,0,0,1,8,8,0.27,0.00,331.09,0.82,0.27,1.45,2.73,0.73,0.73,0.30,12,1.09
RSC005417,anti ^_^,14,Premier,20,13,7,5,8799,23,12,32,63,5,1,1,4,21,19,0.65,0.38,439.95,1.15,0.60,1.60,3.15,1.05,0.95,0.37,35,1.75
RSC005417,anti ^_^,15,Premier,56,29,27,14,23412,46,44,101,144,12,3,3,15,46,48,0.52,0.48,418.07,0.82,0.79,1.80,2.57,0.82,0.86,0.32,90,1.61
RSC005417,anti ^_^,18,Premier,52,32,20,22,26071,54,41,118,192,20,3,1,28,68,69,0.62,0.69,501.37,1.04,0.79,2.27,3.69,1.31,1.33,0.28,95,1.83
RSC005418,DVN8657,14,Challenger,1,0,1,0,212,0,0,2,0,0,0,0,0,,,0.00,,212.00,0.00,0.00,2.00,0.00,0.00,0.00,,0,0.00
RSC005418,DVN8657,14,Prospect,2,0,2,0,306,0,1,1,2,0,0,0,0,2,0,0.00,,153.00,0.00,0.50,0.50,1.00,1.00,0.00,0.00,1,0.50
RSC005418,DVN8657,15,Prospect,18,4,14,0,3524,4,6,18,16,1,0,0,1,8,10,0.22,0.00,195.78,0.22,0.33,1.00,0.89,0.44,0.56,0.25,10,0.56
RSC005418,DVN8657,18,Contender,1,0,1,0,128,0,0,1,1,0,0,0,0,0,0,0.00,,128.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0,0.00
RSC005419,tomacasche,15,Veteran,32,17,15,6,11538,33,19,36,108,5,2,0,5,32,25,0.53,0.35,360.56,1.03,0.59,1.13,3.38,1.00,0.78,0.31,52,1.63
RSC005419,tomacasche,16,Veteran,55,36,19,7,17434,32,31,78,114,11,0,2,7,33,56,0.65,0.19,316.98,0.58,0.56,1.42,2.07,0.60,1.02,0.28,63,1.15
RSC005422,BUCKRING,15,Prospect,46,19,27,2,10508,19,19,46,69,3,0,0,4,18,29,0.41,0.11,228.43,0.41,0.41,1.00,1.50,0.39,0.63,0.28,38,0.83
RSC005422,BUCKRING,16,Contender,41,16,25,4,12636,33,14,50,79,4,1,0,5,25,29,0.39,0.25,308.20,0.80,0.34,1.22,1.93,0.61,0.71,0.42,47,1.15
RSC005422,BUCKRING,17,Contender,55,27,28,9,19376,45,36,81,116,14,2,0,12,44,41,0.49,0.33,352.29,0.82,0.65,1.47,2.11,0.80,0.75,0.39,81,1.47
RSC005422,BUCKRING,19,Contender,35,16,19,4,12308,42,19,26,92,6,4,2,1,18,7,0.46,0.25,351.66,1.20,0.54,0.74,2.63,0.51,0.20,0.46,61,1.74
RSC005422,BUCKRING,23,Challenger,23,11,12,0,5972,6,15,34,36,0,0,2,4,11,24,0.48,0.00,259.65,0.26,0.65,1.48,1.57,0.48,1.04,0.17,21,0.91
RSC005422,BUCKRING,23,Rival,4,1,3,0,917,0,3,5,5,0,0,0,0,0,5,0.25,0.00,229.25,0.00,0.75,1.25,1.25,0.00,1.25,0.00,3,0.75
RSC005426,nineohprime,15,Challenger,4,1,3,0,972,1,0,6,6,0,0,0,1,5,3,0.25,0.00,243.00,0.25,0.00,1.50,1.50,1.25,0.75,0.17,1,0.25
RSC005427,llToxic_Dripll,15,Amateur,25,5,20,0,5239,9,5,20,34,0,0,0,1,14,18,0.20,0.00,209.56,0.36,0.20,0.80,1.36,0.56,0.72,0.26,14,0.56
RSC005427,llToxic_Dripll,17,Amateur,16,6,10,2,4426,11,3,18,29,0,0,0,2,6,8,0.38,0.33,276.63,0.69,0.19,1.13,1.81,0.38,0.50,0.38,14,0.88
RSC005427,llToxic_Dripll,18,Amateur,28,8,20,1,7719,18,15,24,54,3,2,0,2,15,13,0.29,0.13,275.68,0.64,0.54,0.86,1.93,0.54,0.46,0.33,33,1.18
RSC005427,llToxic_Dripll,19,Amateur,3,0,3,0,691,1,0,2,5,0,0,0,0,0,1,0.00,,230.33,0.33,0.00,0.67,1.67,0.00,0.33,0.20,1,0.33
RSC005428,Zachs Vibes,14,Challenger,7,2,5,1,2556,5,1,15,14,1,0,0,2,0,3,0.29,0.50,365.14,0.71,0.14,2.14,2.00,0.00,0.43,0.36,6,0.86
RSC005428,Zachs Vibes,15,Challenger,35,24,11,12,14707,44,15,59,94,8,2,0,9,38,30,0.69,0.50,420.20,1.26,0.43,1.69,2.69,1.09,0.86,0.47,59,1.69
RSC005428,Zachs Vibes,16,Rival,48,18,30,6,14148,26,17,76,83,5,0,0,11,44,36,0.38,0.33,294.75,0.54,0.35,1.58,1.73,0.92,0.75,0.31,43,0.90
RSC005428,Zachs Vibes,17,Rival,17,4,13,1,4293,12,0,18,33,0,0,0,2,22,21,0.24,0.25,252.53,0.71,0.00,1.06,1.94,1.29,1.24,0.36,12,0.71
RSC005428,Zachs Vibes,18,Challenger,46,17,29,5,14438,27,27,63,89,10,1,0,5,48,39,0.37,0.29,313.87,0.59,0.59,1.37,1.93,1.04,0.85,0.30,54,1.17
RSC005428,Zachs Vibes,19,Challenger,52,20,32,6,15740,40,17,50,119,6,4,0,1,65,50,0.38,0.30,302.69,0.77,0.33,0.96,2.29,1.25,0.96,0.34,57,1.10
RSC005428,Zachs Vibes,20,Challenger,34,12,22,3,10643,28,9,33,86,1,1,0,2,43,39,0.35,0.25,313.03,0.82,0.26,0.97,2.53,1.26,1.15,0.33,37,1.09
RSC005430,Schmeemeet,18,Prospect,34,15,19,9,12633,22,18,60,102,4,2,0,9,25,28,0.44,0.60,371.56,0.65,0.53,1.76,3.00,0.74,0.82,0.22,40,1.18
RSC005430,Schmeemeet,19,Challenger,43,19,24,10,15490,34,19,74,91,10,1,1,12,38,30,0.44,0.53,360.23,0.79,0.44,1.72,2.12,0.88,0.70,0.37,53,1.23
RSC005430,Schmeemeet,20,Challenger,46,18,28,7,15075,38,13,57,114,4,3,0,7,45,44,0.39,0.39,327.72,0.83,0.28,1.24,2.48,0.98,0.96,0.33,51,1.11
RSC005430,Schmeemeet,25,Challenger,57,27,30,10,21697,63,29,72,167,13,8,1,5,56,64,0.47,0.37,380.65,1.11,0.51,1.26,2.93,0.98,1.12,0.38,92,1.61
RSC005434,blaster50,15,Elite,64,38,26,8,20828,40,39,73,150,10,4,2,8,25,56,0.59,0.21,325.44,0.63,0.61,1.14,2.34,0.39,0.88,0.27,79,1.23
RSC005434,blaster50,16,Elite,55,28,27,6,17988,38,30,60,137,8,0,1,8,28,44,0.51,0.21,327.05,0.69,0.55,1.09,2.49,0.51,0.80,0.28,68,1.24
RSC005434,blaster50,17,Elite,53,23,30,8,19354,37,31,78,123,7,2,0,9,39,53,0.43,0.35,365.17,0.70,0.58,1.47,2.32,0.74,1.00,0.30,68,1.28
RSC005434,blaster50,18,Elite,63,33,30,9,22597,45,44,83,154,9,3,1,8,31,58,0.52,0.27,358.68,0.71,0.70,1.32,2.44,0.49,0.92,0.29,89,1.41
RSC005434,blaster50,19,Elite,63,31,32,8,23130,42,33,107,169,16,1,0,17,45,71,0.49,0.26,367.14,0.67,0.52,1.70,2.68,0.71,1.13,0.25,75,1.19
RSC005434,blaster50,20,Elite,52,35,17,9,18355,46,38,61,134,12,3,2,4,39,87,0.67,0.26,352.98,0.88,0.73,1.17,2.58,0.75,1.67,0.34,84,1.62
RSC005434,blaster50,21,Elite,10,5,5,2,3722,7,5,21,28,4,0,0,2,3,17,0.50,0.40,372.20,0.70,0.50,2.10,2.80,0.30,1.70,0.25,12,1.20
RSC005435,Pain.,15,Premier,35,20,15,6,11803,21,23,45,96,5,1,0,4,40,36,0.57,0.30,337.23,0.60,0.66,1.29,2.74,1.14,1.03,0.22,44,1.26
RSC005435,Pain.,16,Premier,49,27,22,9,17741,42,34,56,140,11,4,2,3,34,45,0.55,0.33,362.06,0.86,0.69,1.14,2.86,0.69,0.92,0.30,76,1.55
RSC005435,Pain.,17,Premier,22,9,13,5,7827,15,15,23,58,2,1,0,2,30,28,0.41,0.56,355.77,0.68,0.68,1.05,2.64,1.36,1.27,0.26,30,1.36
RSC005438,ForestmanChubs,23,Elite,8,1,7,0,2265,3,0,12,15,0,0,0,1,4,1,0.13,0.00,283.13,0.38,0.00,1.50,1.88,0.50,0.13,0.20,3,0.38
RSC005438,ForestmanChubs,24,Veteran,7,5,2,1,2154,5,1,11,12,1,0,0,2,4,4,0.71,0.20,307.71,0.71,0.14,1.57,1.71,0.57,0.57,0.42,6,0.86
RSC005441,TomKay,14,Veteran,4,1,3,1,1507,2,3,10,4,2,0,0,2,6,4,0.25,1.00,376.75,0.50,0.75,2.50,1.00,1.50,1.00,0.50,5,1.25
RSC005444,KKuda-Somnia,15,Rival,28,13,15,2,9102,16,24,26,64,2,0,2,2,14,19,0.46,0.15,325.07,0.57,0.86,0.93,2.29,0.50,0.68,0.25,40,1.43
RSC005447,RPGesus.,16,Rival,41,19,22,7,15150,33,19,64,105,7,1,0,8,55,26,0.46,0.37,369.51,0.80,0.46,1.56,2.56,1.34,0.63,0.31,52,1.27
RSC005447,RPGesus.,17,Rival,13,6,7,4,5798,13,10,16,41,2,1,0,3,25,9,0.46,0.67,446.00,1.00,0.77,1.23,3.15,1.92,0.69,0.32,23,1.77
RSC005450,El_Unico_Nacho,14,Veteran,4,1,3,1,1304,3,2,5,12,1,0,0,0,7,3,0.25,1.00,326.00,0.75,0.50,1.25,3.00,1.75,0.75,0.25,5,1.25
RSC005454,Tman _,15,Master,41,15,26,7,13897,19,16,68,84,2,0,0,13,45,27,0.37,0.47,338.95,0.46,0.39,1.66,2.05,1.10,0.66,0.23,35,0.85
RSC005455,Covi,14,Contender,4,1,3,0,825,0,2,5,6,0,0,0,0,1,3,0.25,0.00,206.25,0.00,0.50,1.25,1.50,0.25,0.75,0.00,2,0.50
RSC005455,Covi,15,Amateur,52,26,26,16,18396,48,24,64,115,7,5,1,8,32,27,0.50,0.62,353.77,0.92,0.46,1.23,2.21,0.62,0.52,0.42,72,1.38
RSC005455,Covi,16,Contender,52,32,20,16,21265,60,27,79,156,12,6,0,9,33,45,0.62,0.50,408.94,1.15,0.52,1.52,3.00,0.63,0.87,0.38,87,1.67
RSC005455,Covi,17,Prospect,44,20,24,10,16211,38,17,60,136,8,2,0,9,44,34,0.45,0.50,368.43,0.86,0.39,1.36,3.09,1.00,0.77,0.28,55,1.25
RSC005455,Covi,19,Prospect,56,39,17,25,24071,69,27,86,177,11,5,0,13,41,2,0.70,0.64,429.84,1.23,0.48,1.54,3.16,0.73,0.04,0.39,96,1.71
RSC005455,Covi,20,Challenger,58,35,23,22,25705,87,30,83,205,20,11,1,10,37,53,0.60,0.63,443.19,1.50,0.52,1.43,3.53,0.64,0.91,0.42,117,2.02
RSC005455,Covi,21,Rival,17,6,11,3,5458,6,5,33,43,2,0,0,4,7,16,0.35,0.50,321.06,0.35,0.29,1.94,2.53,0.41,0.94,0.14,11,0.65
RSC005455,Covi,22,Rival,12,5,7,1,4248,13,3,17,38,2,0,0,2,4,12,0.42,0.20,354.00,1.08,0.25,1.42,3.17,0.33,1.00,0.34,16,1.33
RSC005456,AS1 Hazard,14,Challenger,7,6,1,1,2217,6,3,9,19,3,0,0,0,3,4,0.86,0.17,316.71,0.86,0.43,1.29,2.71,0.43,0.57,0.32,9,1.29
RSC005458,Bearichaun,14,Rival,4,4,0,0,1554,4,5,4,13,2,0,0,0,2,0,1.00,0.00,388.50,1.00,1.25,1.00,3.25,0.50,0.00,0.31,9,2.25
RSC005460,SlyCooperD3mis3,15,Rival,63,41,22,12,21941,44,37,93,163,9,3,4,7,67,39,0.65,0.29,348.27,0.70,0.59,1.48,2.59,1.06,0.62,0.27,81,1.29
RSC005460,SlyCooperD3mis3,16,Veteran,34,20,14,5,11365,21,28,46,92,4,1,2,7,50,19,0.59,0.25,334.26,0.62,0.82,1.35,2.71,1.47,0.56,0.23,49,1.44
RSC005460,SlyCooperD3mis3,17,Veteran,12,4,8,0,3067,4,6,13,24,0,0,0,1,16,10,0.33,0.00,255.58,0.33,0.50,1.08,2.00,1.33,0.83,0.17,10,0.83
RSC005460,SlyCooperD3mis3,18,Veteran,35,14,21,6,11226,24,16,42,94,2,1,0,8,36,34,0.40,0.43,320.74,0.69,0.46,1.20,2.69,1.03,0.97,0.26,40,1.14
RSC005460,SlyCooperD3mis3,19,Veteran,23,9,14,1,7006,10,13,32,44,1,1,0,5,29,23,0.39,0.11,304.61,0.43,0.57,1.39,1.91,1.26,1.00,0.23,23,1.00
RSC005462,MXAPh4nt0m,15,Contender,43,17,26,5,14284,39,18,42,94,4,2,0,3,13,43,0.40,0.29,332.19,0.91,0.42,0.98,2.19,0.30,1.00,0.41,57,1.33
RSC005462,MXAPh4nt0m,16,Contender,43,10,33,1,11666,24,13,44,81,1,1,0,3,17,51,0.23,0.10,271.30,0.56,0.30,1.02,1.88,0.40,1.19,0.30,37,0.86
RSC005462,Kenzius22,17,Contender,53,26,27,7,17254,42,22,60,112,3,3,1,7,28,42,0.49,0.27,325.55,0.79,0.42,1.13,2.11,0.53,0.79,0.38,64,1.21
RSC005464,taz.rm,14,Rival,10,8,2,2,3706,10,7,12,28,4,0,0,1,10,3,0.80,0.25,370.60,1.00,0.70,1.20,2.80,1.00,0.30,0.36,17,1.70
RSC005464,Tazrm,15,Veteran,56,23,33,10,19260,43,30,83,149,15,3,0,12,45,41,0.41,0.43,343.93,0.77,0.54,1.48,2.66,0.80,0.73,0.29,73,1.30
RSC005464,taz.rm,17,Veteran,55,24,31,8,18106,35,36,75,135,9,2,1,7,48,43,0.44,0.33,329.20,0.64,0.65,1.36,2.45,0.87,0.78,0.26,71,1.29
RSC005464,taz.rm,19,Veteran,59,41,18,10,21419,47,60,71,163,14,2,5,7,60,46,0.69,0.24,363.03,0.80,1.02,1.20,2.76,1.02,0.78,0.29,107,1.81
RSC005464,taz.rm,20,Veteran,63,42,21,13,24644,61,39,90,168,14,4,2,11,45,58,0.67,0.31,391.17,0.97,0.62,1.43,2.67,0.71,0.92,0.36,100,1.59
RSC005464,taz.rm,21,Elite,36,18,18,7,11823,28,15,47,91,5,1,1,4,54,46,0.50,0.39,328.42,0.78,0.42,1.31,2.53,1.50,1.28,0.31,43,1.19
RSC005464,taz.rm,22,Elite,56,23,33,7,18691,35,27,85,145,7,2,0,10,47,70,0.41,0.30,333.77,0.63,0.48,1.52,2.59,0.84,1.25,0.24,62,1.11
RSC005464,taz.rm,24,Elite,27,15,12,2,8921,15,16,38,58,7,0,0,5,24,36,0.56,0.13,330.41,0.56,0.59,1.41,2.15,0.89,1.33,0.26,31,1.15
RSC005468,xo <3,15,Premier,6,2,4,1,2507,6,1,8,19,1,0,0,1,1,10,0.33,0.50,417.83,1.00,0.17,1.33,3.17,0.17,1.67,0.32,7,1.17
RSC005469,Axlos,15,Elite,4,3,1,0,1719,6,1,2,16,0,1,0,0,2,6,0.75,0.00,429.75,1.50,0.25,0.50,4.00,0.50,1.50,0.38,7,1.75
RSC005469,Axlos,16,Elite,36,19,17,5,12641,29,23,43,97,9,3,1,3,33,39,0.53,0.26,351.14,0.81,0.64,1.19,2.69,0.92,1.08,0.30,52,1.44
RSC005469,Axlos (Goofy and Silly),19,Elite,14,4,10,0,4124,6,9,19,31,2,0,0,2,13,12,0.29,0.00,294.57,0.43,0.64,1.36,2.21,0.93,0.86,0.19,15,1.07
RSC005469,Axlos (Goofy and Silly),20,Elite,19,10,9,6,6959,16,9,28,49,3,2,0,3,22,16,0.53,0.60,366.26,0.84,0.47,1.47,2.58,1.16,0.84,0.33,25,1.32
RSC005469,Axlos (Goofy and Silly),21,Elite,8,7,1,2,3276,11,7,7,32,1,2,0,0,12,6,0.88,0.29,409.50,1.38,0.88,0.88,4.00,1.50,0.75,0.34,18,2.25
RSC005469,Axlos (Goofy and Silly),22,Elite,39,20,19,2,11275,18,20,41,79,3,1,1,2,58,52,0.51,0.10,289.10,0.46,0.51,1.05,2.03,1.49,1.33,0.23,38,0.97
RSC005469,Axlos (Goofy and Silly),23,Elite,50,26,24,11,17405,43,25,62,129,8,3,0,10,59,52,0.52,0.42,348.10,0.86,0.50,1.24,2.58,1.18,1.04,0.33,68,1.36
RSC005469,Axlos (Goofy and Silly),24,Elite,43,18,25,7,14039,29,21,61,94,7,1,0,7,37,43,0.42,0.39,326.49,0.67,0.49,1.42,2.19,0.86,1.00,0.31,50,1.16
RSC005469,Axlos (Goofy and Silly),25,Elite,5,3,2,1,1821,4,6,6,9,0,0,0,0,5,2,0.60,0.33,364.20,0.80,1.20,1.20,1.80,1.00,0.40,0.44,10,2.00
RSC005470,Scribowls,15,Contender,36,16,20,5,10373,22,12,38,65,6,0,0,1,35,24,0.44,0.31,288.14,0.61,0.33,1.06,1.81,0.97,0.67,0.34,34,0.94
RSC005472,engyn.,24,Amateur,21,7,14,0,5105,8,8,27,20,0,0,0,4,14,25,0.33,0.00,243.10,0.38,0.38,1.29,0.95,0.67,1.19,0.40,16,0.76
RSC005474,x-_-FATH3R-_-x,15,Challenger,4,2,2,1,2005,4,4,9,14,1,1,1,2,3,0,0.50,0.50,501.25,1.00,1.00,2.25,3.50,0.75,0.00,0.29,8,2.00
RSC005475,NV_3e00,15,Amateur,46,13,33,10,16201,34,13,70,103,7,2,0,9,26,35,0.28,0.77,352.20,0.74,0.28,1.52,2.24,0.57,0.76,0.33,47,1.02
RSC005475,NV_3e00,15,Elite,1,0,1,0,178,0,0,2,0,0,0,0,0,,,0.00,,178.00,0.00,0.00,2.00,0.00,0.00,0.00,,0,0.00
RSC005475,NV_3e00,16,Contender,55,30,25,12,19926,52,31,55,156,11,4,1,5,56,51,0.55,0.40,362.29,0.95,0.56,1.00,2.84,1.02,0.93,0.33,83,1.51
RSC005475,Envii._.,17,Prospect,51,33,18,13,18684,48,35,56,135,6,5,3,7,52,35,0.65,0.39,366.35,0.94,0.69,1.10,2.65,1.02,0.69,0.36,83,1.63
RSC005475,NV_3e00,18,Challenger,22,9,13,0,7450,19,11,28,41,5,0,0,2,26,19,0.41,0.00,338.64,0.86,0.50,1.27,1.86,1.18,0.86,0.46,30,1.36
RSC005475,Envii._.,19,Challenger,58,34,24,7,17514,37,34,58,127,7,0,1,5,55,46,0.59,0.21,301.97,0.64,0.59,1.00,2.19,0.95,0.79,0.29,71,1.22
RSC005475,MsEnvy-,20,Challenger,56,24,32,9,18483,38,33,70,132,11,3,1,8,59,50,0.43,0.38,330.05,0.68,0.59,1.25,2.36,1.05,0.89,0.29,71,1.27
RSC005475,Envy,22,Rival,41,15,26,5,11790,30,14,46,95,4,3,0,5,38,41,0.37,0.33,287.56,0.73,0.34,1.12,2.32,0.93,1.00,0.32,44,1.07
RSC005475,Envy,24,Rival,8,3,5,0,2431,5,2,11,15,1,0,0,1,6,9,0.38,0.00,303.88,0.63,0.25,1.38,1.88,0.75,1.13,0.33,7,0.88
RSC005481,Leoniis.,15,Master,56,27,29,11,21514,48,35,75,139,10,2,3,10,44,50,0.48,0.41,384.18,0.86,0.63,1.34,2.48,0.79,0.89,0.35,83,1.48
RSC005481,Leoniis.,16,Master,60,47,13,14,23822,49,51,84,181,15,0,5,9,54,58,0.78,0.30,397.03,0.82,0.85,1.40,3.02,0.90,0.97,0.27,100,1.67
RSC005481,Leonis,17,Premier,56,32,24,6,18598,35,32,66,149,8,0,2,5,63,61,0.57,0.19,332.11,0.63,0.57,1.18,2.66,1.13,1.09,0.23,67,1.20
RSC005481,Leonis,18,Premier,56,38,18,10,22219,58,52,65,175,14,3,3,5,69,52,0.68,0.26,396.77,1.04,0.93,1.16,3.13,1.23,0.93,0.33,110,1.96
RSC005481,Leonis,19,Premier,52,32,20,13,20379,49,36,69,182,15,2,2,9,52,58,0.62,0.41,391.90,0.94,0.69,1.33,3.50,1.00,1.12,0.27,85,1.63
RSC005481,Leonis,20,Premier,55,29,26,10,20604,35,40,87,132,8,3,2,14,77,49,0.53,0.34,374.62,0.64,0.73,1.58,2.40,1.40,0.89,0.27,75,1.36
RSC005481,Leonis,21,Premier,52,31,21,17,22579,54,50,79,147,16,7,3,12,68,42,0.60,0.55,434.21,1.04,0.96,1.52,2.83,1.31,0.81,0.37,104,2.00
RSC005481,Leonis,22,Premier,24,14,10,5,9959,20,21,40,69,7,1,3,6,85,50,0.58,0.36,414.96,0.83,0.88,1.67,2.88,3.54,2.08,0.29,41,1.71
RSC005482,RL_Spider,15,Veteran,4,4,0,2,1593,6,0,3,16,0,1,0,0,,,1.00,0.50,398.25,1.50,0.00,0.75,4.00,0.00,0.00,0.38,6,1.50
RSC005482,Spider,16,Rival,37,21,16,8,16267,33,33,64,106,11,2,2,4,42,35,0.57,0.38,439.65,0.89,0.89,1.73,2.86,1.14,0.95,0.31,66,1.78
RSC005482,Spider,17,Veteran,18,4,14,2,6270,16,7,30,42,2,0,0,4,18,12,0.22,0.50,348.33,0.89,0.39,1.67,2.33,1.00,0.67,0.38,23,1.28
RSC005482,Benny!,21,Rival,57,25,32,11,21622,56,23,72,161,8,3,0,8,64,69,0.44,0.44,379.33,0.98,0.40,1.26,2.82,1.12,1.21,0.35,79,1.39
RSC005482,Benny!,22,Rival,52,36,16,18,21211,51,38,68,146,12,3,3,9,67,54,0.69,0.50,407.90,0.98,0.73,1.31,2.81,1.29,1.04,0.35,89,1.71
RSC005482,Benny!,23,Elite,12,4,8,1,4418,6,8,25,23,2,0,0,4,5,15,0.33,0.25,368.17,0.50,0.67,2.08,1.92,0.42,1.25,0.26,14,1.17
RSC005482,Benny!,24,Veteran,56,21,35,9,22385,46,28,97,150,10,2,0,16,88,57,0.38,0.43,399.73,0.82,0.50,1.73,2.68,1.57,1.02,0.31,74,1.32
RSC005482,Benny!,25,Veteran,60,36,24,20,25360,62,41,81,196,6,6,4,10,66,66,0.60,0.56,422.67,1.03,0.68,1.35,3.27,1.10,1.10,0.32,103,1.72
RSC005484,Alterra,15,Elite,60,26,34,11,20827,53,31,78,154,15,4,0,9,74,43,0.43,0.42,347.12,0.88,0.52,1.30,2.57,1.23,0.72,0.34,84,1.40
