RSC ID,# of Seasons,First Season,Seasons Played
RSC004388,7,11,"[11, 12, 13, 14, 15, 17, 18]"
RSC004390,1,11,[11]
RSC004392,1,11,[11]
RSC004393,1,14,[14]
RSC004394,9,11,"[11, 12, 13, 15, 17, 18, 19, 21, 24]"
RSC004396,2,11,"[11, 13]"
RSC004397,1,11,[11]
RSC004399,13,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
RSC004400,1,11,[11]
RSC004402,2,11,"[11, 12]"
RSC004403,3,11,"[11, 14, 15]"
RSC004405,6,11,"[11, 12, 13, 14, 16, 17]"
RSC004406,1,11,[11]
RSC004407,9,11,"[11, 12, 13, 14, 15, 16, 17, 18, 20]"
RSC004409,1,11,[11]
RSC004410,1,11,[11]
RSC004411,3,11,"[11, 14, 15]"
RSC004412,2,14,"[14, 17]"
RSC004413,12,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23]"
RSC004415,7,11,"[11, 12, 13, 14, 17, 18, 19]"
RSC004416,2,11,"[11, 12]"
RSC004418,1,11,[11]
RSC004419,2,11,"[11, 12]"
RSC004420,1,11,[11]
RSC004421,2,11,"[11, 12]"
RSC004423,1,11,[11]
RSC004424,5,11,"[11, 12, 13, 14, 15]"
RSC004427,4,11,"[11, 14, 15, 18]"
RSC004428,3,11,"[11, 12, 13]"
RSC004439,2,17,"[17, 19]"
RSC004441,5,12,"[12, 13, 14, 15, 16]"
RSC004442,3,13,"[13, 14, 15]"
RSC004443,3,13,"[13, 14, 16]"
RSC004446,2,12,"[12, 20]"
RSC004449,3,11,"[11, 12, 21]"
RSC004452,8,12,"[12, 13, 14, 15, 16, 18, 24, 25]"
RSC004454,1,11,[11]
RSC004455,1,11,[11]
RSC004456,12,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
RSC004459,11,12,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
RSC004460,2,12,"[12, 13]"
RSC004462,6,11,"[11, 13, 17, 18, 24, 25]"
RSC004463,1,14,[14]
RSC004465,1,15,[15]
RSC004469,4,12,"[12, 13, 14, 15]"
RSC004471,6,12,"[12, 13, 14, 15, 16, 23]"
RSC004474,4,1,"[1, 2, 17, 18]"
RSC004475,1,12,[12]
RSC004476,6,14,"[14, 16, 17, 18, 19, 20]"
RSC004477,5,12,"[12, 13, 14, 15, 20]"
RSC004487,8,11,"[11, 13, 14, 15, 16, 17, 18, 20]"
RSC004488,1,15,[15]
RSC004497,1,12,[12]
RSC004498,2,24,"[24, 25]"
RSC004499,3,12,"[12, 13, 16]"
RSC004501,2,12,"[12, 16]"
RSC004507,1,12,[12]
RSC004509,13,13,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC004511,4,13,"[13, 14, 16, 17]"
RSC004512,3,11,"[11, 13, 14]"
RSC004513,1,11,[11]
RSC004515,4,12,"[12, 13, 14, 15]"
RSC004517,1,14,[14]
RSC004525,1,13,[13]
RSC004528,1,16,[16]
RSC004534,3,12,"[12, 13, 14]"
RSC004535,3,12,"[12, 13, 20]"
RSC004536,2,24,"[24, 25]"
RSC004538,1,12,[12]
RSC004539,7,12,"[12, 13, 14, 15, 16, 18, 25]"
RSC004540,7,12,"[12, 13, 14, 15, 16, 17, 18]"
RSC004542,4,12,"[12, 13, 14, 15]"
RSC004543,2,12,"[12, 13]"
RSC004544,5,12,"[12, 13, 14, 15, 19]"
RSC004545,8,12,"[12, 16, 17, 18, 19, 20, 21, 22]"
RSC004546,6,12,"[12, 13, 14, 15, 16, 17]"
RSC004549,1,12,[12]
RSC004550,1,12,[12]
RSC004552,1,12,[12]
RSC004553,1,12,[12]
RSC004554,1,12,[12]
RSC004557,4,12,"[12, 22, 23, 25]"
RSC004560,5,15,"[15, 16, 17, 18, 20]"
RSC004561,2,12,"[12, 13]"
RSC004563,1,12,[12]
RSC004565,8,14,"[14, 17, 18, 19, 20, 23, 24, 25]"
RSC004567,3,12,"[12, 13, 14]"
RSC004568,2,12,"[12, 13]"
RSC004569,5,13,"[13, 14, 15, 17, 25]"
RSC004571,2,12,"[12, 13]"
RSC004572,1,12,[12]
RSC004574,1,12,[12]
RSC004575,5,14,"[14, 15, 16, 22, 23]"
RSC004578,2,12,"[12, 13]"
RSC004579,3,12,"[12, 13, 14]"
RSC004580,12,12,"[12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24]"
RSC004582,2,12,"[12, 17]"
RSC004586,7,12,"[12, 13, 14, 15, 21, 22, 23]"
RSC004587,3,12,"[12, 13, 15]"
RSC004591,2,12,"[12, 19]"
RSC004593,7,12,"[12, 13, 14, 15, 16, 17, 18]"
RSC004595,7,12,"[12, 13, 14, 15, 16, 17, 18]"
RSC004597,8,12,"[12, 13, 14, 15, 16, 17, 18, 22]"
RSC004598,2,12,"[12, 13]"
RSC004599,3,12,"[12, 13, 17]"
RSC004600,5,12,"[12, 17, 18, 19, 20]"
RSC004602,2,12,"[12, 13]"
RSC004603,4,12,"[12, 13, 15, 16]"
RSC004606,4,12,"[12, 13, 14, 17]"
RSC004607,2,12,"[12, 13]"
RSC004609,1,12,[12]
RSC004612,1,12,[12]
RSC004613,8,12,"[12, 13, 14, 15, 16, 21, 22, 23]"
RSC004614,12,12,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
RSC004615,2,12,"[12, 13]"
RSC004617,1,12,[12]
RSC004618,14,12,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC004619,3,12,"[12, 15, 16]"
RSC004620,3,12,"[12, 14, 15]"
RSC004621,3,12,"[12, 13, 14]"
RSC004622,1,12,[12]
RSC004625,2,12,"[12, 13]"
RSC004627,3,13,"[13, 14, 15]"
RSC004628,5,12,"[12, 13, 14, 15, 16]"
RSC004629,2,14,"[14, 18]"
RSC004630,10,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 25]"
RSC004631,1,12,[12]
RSC004633,1,12,[12]
RSC004634,10,12,"[12, 13, 14, 15, 16, 17, 18, 20, 21, 25]"
RSC004638,1,12,[12]
RSC004639,11,12,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
RSC004640,6,12,"[12, 13, 14, 15, 16, 22]"
RSC004641,6,12,"[12, 13, 16, 17, 18, 20]"
RSC004645,1,12,[12]
RSC004649,2,12,"[12, 14]"
RSC004650,2,21,"[21, 22]"
RSC004651,1,12,[12]
RSC004653,2,12,"[12, 13]"
RSC004654,1,12,[12]
RSC004655,3,12,"[12, 15, 16]"
RSC004658,2,12,"[12, 13]"
RSC004661,2,12,"[12, 13]"
RSC004662,6,17,"[17, 18, 20, 21, 22, 23]"
RSC004663,6,12,"[12, 13, 14, 15, 17, 19]"
RSC004664,2,12,"[12, 13]"
RSC004665,9,12,"[12, 13, 14, 16, 17, 18, 22, 23, 24]"
RSC004666,1,12,[12]
RSC004669,3,12,"[12, 13, 16]"
RSC004670,14,12,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC004672,2,12,"[12, 14]"
RSC004673,3,12,"[12, 13, 14]"
RSC004674,1,12,[12]
RSC004676,7,12,"[12, 13, 14, 15, 16, 17, 25]"
RSC004678,2,12,"[12, 13]"
RSC004679,10,12,"[12, 13, 14, 15, 16, 17, 18, 20, 21, 22]"
RSC004681,12,12,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
RSC004683,1,12,[12]
RSC004687,2,12,"[12, 13]"
RSC004688,3,12,"[12, 13, 16]"
RSC004690,2,12,"[12, 13]"
RSC004691,3,12,"[12, 13, 14]"
RSC004692,1,12,[12]
RSC004693,2,12,"[12, 13]"
RSC004695,1,12,[12]
RSC004696,5,12,"[12, 13, 16, 17, 20]"
RSC004697,1,12,[12]
RSC004698,12,12,"[12, 13, 14, 15, 16, 17, 18, 20, 21, 23, 24, 25]"
RSC004699,4,12,"[12, 13, 14, 15]"
RSC004700,1,12,[12]
RSC004702,1,12,[12]
RSC004704,5,12,"[12, 13, 14, 18, 21]"
RSC004706,2,12,"[12, 13]"
RSC004708,1,22,[22]
RSC004709,3,12,"[12, 13, 14]"
RSC004710,1,12,[12]
RSC004713,1,15,[15]
RSC004714,2,12,"[12, 14]"
RSC004716,1,12,[12]
RSC004717,7,18,"[18, 19, 20, 21, 22, 23, 24]"
RSC004718,1,12,[12]
RSC004722,2,12,"[12, 13]"
RSC004723,1,12,[12]
RSC004724,5,12,"[12, 13, 14, 15, 16]"
RSC004728,1,12,[12]
RSC004729,1,13,[13]
RSC004730,11,13,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
RSC004734,10,13,"[13, 14, 15, 16, 17, 18, 19, 20, 22, 23]"
RSC004735,2,14,"[14, 15]"
RSC004739,1,13,[13]
RSC004741,1,12,[12]
RSC004744,2,12,"[12, 14]"
RSC004746,2,13,"[13, 14]"
RSC004749,2,12,"[12, 23]"
RSC004753,3,13,"[13, 19, 20]"
RSC004758,10,12,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21]"
RSC004761,2,14,"[14, 15]"
RSC004762,2,12,"[12, 13]"
RSC004763,12,12,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
RSC004764,1,12,[12]
RSC004766,8,12,"[12, 13, 14, 15, 16, 17, 18, 25]"
RSC004767,5,17,"[17, 18, 19, 20, 24]"
RSC004768,4,13,"[13, 14, 19, 20]"
RSC004770,1,13,[13]
RSC004771,1,16,[16]
RSC004776,1,12,[12]
RSC004777,8,13,"[13, 14, 15, 16, 17, 18, 19, 20]"
RSC004779,2,13,"[13, 14]"
RSC004780,4,13,"[13, 14, 19, 25]"
RSC004782,1,13,[13]
RSC004790,7,13,"[13, 14, 15, 16, 21, 22, 23]"
RSC004791,4,16,"[16, 17, 18, 19]"
RSC004792,2,12,"[12, 13]"
RSC004793,3,13,"[13, 15, 18]"
RSC004794,9,13,"[13, 14, 15, 16, 17, 18, 19, 21, 22]"
RSC004795,3,13,"[13, 14, 18]"
RSC004796,1,20,[20]
RSC004797,8,1,"[1, 2, 13, 19, 20, 21, 22, 23]"
RSC004798,2,13,"[13, 14]"
RSC004810,1,23,[23]
RSC004817,6,13,"[13, 15, 16, 17, 21, 22]"
RSC004820,10,13,"[13, 14, 15, 16, 17, 18, 19, 21, 22, 25]"
RSC004823,4,13,"[13, 14, 19, 25]"
RSC004825,2,13,"[13, 14]"
RSC004834,2,13,"[13, 14]"
RSC004835,2,18,"[18, 19]"
RSC004840,2,13,"[13, 14]"
RSC004842,1,13,[13]
RSC004843,7,13,"[13, 14, 15, 16, 17, 18, 20]"
RSC004844,12,13,"[13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC004845,10,13,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
RSC004850,5,14,"[14, 15, 16, 17, 18]"
RSC004853,1,15,[15]
RSC004854,4,13,"[13, 14, 15, 16]"
RSC004856,10,13,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 23]"
RSC004857,5,13,"[13, 14, 15, 16, 17]"
RSC004858,1,13,[13]
RSC004859,9,13,"[13, 14, 15, 17, 18, 19, 20, 21, 22]"
RSC004861,1,13,[13]
RSC004862,3,13,"[13, 14, 16]"
RSC004863,11,13,"[13, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC004866,3,13,"[13, 18, 19]"
RSC004867,1,13,[13]
RSC004869,2,13,"[13, 14]"
RSC004871,2,13,"[13, 14]"
RSC004872,12,13,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25]"
RSC004873,7,13,"[13, 14, 16, 17, 18, 19, 21]"
RSC004874,5,13,"[13, 14, 17, 18, 19]"
RSC004875,1,13,[13]
RSC004876,1,13,[13]
RSC004878,3,13,"[13, 14, 15]"
RSC004879,13,13,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC004885,9,13,"[13, 14, 15, 16, 17, 18, 19, 20, 21]"
RSC004887,5,13,"[13, 14, 18, 21, 25]"
RSC004888,11,13,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24]"
RSC004889,13,13,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC004890,8,13,"[13, 14, 15, 17, 18, 21, 22, 23]"
RSC004892,5,13,"[13, 14, 19, 20, 21]"
RSC004894,3,13,"[13, 14, 16]"
RSC004896,4,13,"[13, 14, 15, 16]"
RSC004898,1,13,[13]
RSC004900,4,13,"[13, 14, 19, 20]"
RSC004901,7,13,"[13, 14, 15, 16, 21, 22, 23]"
RSC004902,6,13,"[13, 14, 15, 16, 22, 23]"
RSC004903,1,13,[13]
RSC004904,3,13,"[13, 14, 15]"
RSC004905,2,15,"[15, 23]"
RSC004907,8,13,"[13, 14, 15, 16, 17, 18, 20, 21]"
RSC004908,2,13,"[13, 14]"
RSC004909,4,14,"[14, 15, 16, 20]"
RSC004910,6,13,"[13, 14, 15, 16, 17, 19]"
RSC004911,5,13,"[13, 16, 17, 18, 19]"
RSC004912,1,13,[13]
RSC004913,4,13,"[13, 14, 16, 17]"
RSC004914,9,13,"[13, 14, 15, 16, 17, 18, 19, 20, 21]"
RSC004916,1,18,[18]
RSC004917,13,13,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC004918,1,25,[25]
RSC004919,1,13,[13]
RSC004921,1,13,[13]
RSC004922,8,13,"[13, 14, 15, 16, 17, 20, 21, 25]"
RSC004923,8,13,"[13, 17, 18, 19, 20, 21, 22, 23]"
RSC004924,2,13,"[13, 22]"
RSC004925,6,13,"[13, 14, 15, 16, 17, 19]"
RSC004930,3,13,"[13, 14, 15]"
RSC004931,1,13,[13]
RSC004933,5,13,"[13, 14, 15, 16, 21]"
RSC004934,1,13,[13]
RSC004935,1,13,[13]
RSC004937,1,13,[13]
RSC004939,3,13,"[13, 15, 18]"
RSC004940,3,13,"[13, 17, 20]"
RSC004943,2,13,"[13, 14]"
RSC004945,2,13,"[13, 14]"
RSC004949,3,13,"[13, 14, 16]"
RSC004952,11,13,"[13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 25]"
RSC004953,3,13,"[13, 14, 15]"
RSC004955,1,25,[25]
RSC004956,1,13,[13]
RSC004963,1,13,[13]
RSC004965,1,13,[13]
RSC004966,13,2,"[2, 7, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24]"
RSC004967,8,13,"[13, 14, 15, 16, 17, 18, 19, 20]"
RSC004968,4,13,"[13, 14, 19, 20]"
RSC004970,9,13,"[13, 14, 15, 16, 17, 18, 20, 23, 24]"
RSC004971,2,13,"[13, 14]"
RSC004972,4,13,"[13, 14, 15, 17]"
RSC004974,1,13,[13]
RSC004977,1,13,[13]
RSC004980,2,13,"[13, 14]"
RSC004981,1,13,[13]
RSC004982,8,13,"[13, 14, 15, 16, 17, 18, 20, 21]"
RSC004984,3,14,"[14, 15, 16]"
RSC004990,10,13,"[13, 14, 15, 16, 18, 19, 20, 21, 22, 23]"
RSC004991,1,13,[13]
RSC004993,1,13,[13]
RSC004997,7,13,"[13, 14, 15, 16, 17, 22, 24]"
RSC004998,2,13,"[13, 19]"
RSC004999,1,13,[13]
RSC005000,2,13,"[13, 14]"
RSC005001,2,13,"[13, 23]"
RSC005005,2,13,"[13, 14]"
RSC005007,1,13,[13]
RSC005008,9,13,"[13, 14, 15, 18, 19, 20, 21, 22, 23]"
RSC005009,4,13,"[13, 14, 15, 22]"
RSC005011,1,13,[13]
RSC005013,1,13,[13]
RSC005014,1,13,[13]
RSC005017,3,13,"[13, 14, 17]"
RSC005018,9,13,"[13, 14, 15, 17, 19, 20, 21, 22, 24]"
RSC005019,2,13,"[13, 14]"
RSC005021,1,13,[13]
RSC005022,1,13,[13]
RSC005023,2,13,"[13, 14]"
RSC005024,13,13,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005027,3,13,"[13, 14, 23]"
RSC005029,2,13,"[13, 14]"
RSC005030,7,13,"[13, 14, 15, 17, 19, 21, 22]"
RSC005032,1,13,[13]
RSC005035,6,13,"[13, 14, 15, 20, 22, 23]"
RSC005037,3,13,"[13, 14, 15]"
RSC005040,2,13,"[13, 17]"
RSC005042,2,13,"[13, 14]"
RSC005043,1,13,[13]
RSC005044,1,13,[13]
RSC005047,2,13,"[13, 15]"
RSC005048,10,13,"[13, 14, 15, 16, 18, 19, 20, 22, 23, 25]"
RSC005049,6,13,"[13, 14, 15, 16, 19, 20]"
RSC005050,2,13,"[13, 14]"
RSC005051,7,13,"[13, 14, 15, 17, 18, 19, 20]"
RSC005052,4,13,"[13, 14, 15, 16]"
RSC005056,3,13,"[13, 14, 15]"
RSC005059,13,13,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005065,7,14,"[14, 15, 16, 17, 18, 19, 20]"
RSC005066,5,14,"[14, 15, 16, 17, 18]"
RSC005068,8,14,"[14, 15, 17, 18, 19, 20, 21, 23]"
RSC005070,1,13,[13]
RSC005073,6,14,"[14, 15, 16, 17, 18, 19]"
RSC005075,4,13,"[13, 14, 15, 16]"
RSC005076,2,14,"[14, 15]"
RSC005077,4,14,"[14, 17, 22, 23]"
RSC005079,7,13,"[13, 14, 15, 16, 17, 18, 19]"
RSC005082,2,13,"[13, 14]"
RSC005086,1,13,[13]
RSC005088,7,16,"[16, 17, 18, 19, 20, 21, 22]"
RSC005094,2,16,"[16, 17]"
RSC005098,5,13,"[13, 14, 15, 16, 18]"
RSC005099,4,14,"[14, 15, 16, 17]"
RSC005100,10,14,"[14, 15, 16, 17, 18, 19, 20, 21, 23, 25]"
RSC005102,1,14,[14]
RSC005106,4,14,"[14, 15, 16, 17]"
RSC005108,3,14,"[14, 15, 16]"
RSC005109,6,15,"[15, 16, 17, 18, 21, 22]"
RSC005111,1,14,[14]
RSC005112,1,14,[14]
RSC005115,2,14,"[14, 15]"
RSC005116,1,14,[14]
RSC005117,3,15,"[15, 16, 20]"
RSC005123,3,14,"[14, 15, 16]"
RSC005131,2,14,"[14, 24]"
RSC005136,11,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005138,1,14,[14]
RSC005139,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005145,5,14,"[14, 15, 16, 17, 18]"
RSC005146,1,14,[14]
RSC005147,1,14,[14]
RSC005149,1,14,[14]
RSC005150,7,14,"[14, 15, 17, 21, 22, 24, 25]"
RSC005152,2,14,"[14, 17]"
RSC005153,1,14,[14]
RSC005154,12,14,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005156,1,14,[14]
RSC005157,3,14,"[14, 22, 23]"
RSC005161,1,14,[14]
RSC005162,4,15,"[15, 16, 17, 18]"
RSC005164,6,14,"[14, 16, 17, 18, 19, 20]"
RSC005165,12,14,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005167,4,14,"[14, 15, 16, 17]"
RSC005169,5,14,"[14, 15, 16, 17, 18]"
RSC005170,11,14,"[14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005173,1,14,[14]
RSC005176,1,14,[14]
RSC005179,5,14,"[14, 15, 16, 21, 25]"
RSC005180,1,14,[14]
RSC005181,1,14,[14]
RSC005183,8,14,"[14, 15, 16, 17, 18, 21, 22, 23]"
RSC005184,1,14,[14]
RSC005187,9,15,"[15, 17, 18, 19, 21, 22, 23, 24, 25]"
RSC005188,1,14,[14]
RSC005189,1,14,[14]
RSC005191,1,14,[14]
RSC005193,8,14,"[14, 15, 16, 17, 18, 19, 21, 22]"
RSC005195,1,14,[14]
RSC005201,4,14,"[14, 15, 17, 18]"
RSC005203,4,14,"[14, 15, 16, 17]"
RSC005204,4,14,"[14, 15, 16, 17]"
RSC005205,4,14,"[14, 15, 16, 21]"
RSC005206,3,14,"[14, 15, 16]"
RSC005207,1,14,[14]
RSC005209,4,14,"[14, 15, 16, 17]"
RSC005210,11,14,"[14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25]"
RSC005212,5,14,"[14, 15, 17, 22, 23]"
RSC005213,2,14,"[14, 15]"
RSC005214,2,14,"[14, 16]"
RSC005215,5,14,"[14, 15, 16, 17, 18]"
RSC005216,3,14,"[14, 15, 16]"
RSC005217,5,14,"[14, 18, 19, 20, 21]"
RSC005219,6,20,"[20, 21, 22, 23, 24, 25]"
RSC005220,11,14,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC005221,1,14,[14]
RSC005222,1,21,[21]
RSC005225,2,14,"[14, 15]"
RSC005231,3,14,"[14, 15, 16]"
RSC005232,1,14,[14]
RSC005234,12,14,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005236,11,14,"[14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005237,5,14,"[14, 15, 16, 17, 18]"
RSC005238,8,14,"[14, 15, 16, 17, 18, 19, 20, 21]"
RSC005240,1,14,[14]
RSC005241,1,14,[14]
RSC005245,4,14,"[14, 15, 16, 17]"
RSC005246,11,14,"[14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25]"
RSC005247,2,14,"[14, 18]"
RSC005249,1,14,[14]
RSC005252,11,14,"[14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25]"
RSC005253,12,14,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005254,1,14,[14]
RSC005256,4,14,"[14, 15, 16, 17]"
RSC005257,10,14,"[14, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005262,1,14,[14]
RSC005263,8,14,"[14, 15, 16, 17, 18, 19, 20, 23]"
RSC005265,12,14,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005266,4,14,"[14, 15, 18, 20]"
RSC005267,5,14,"[14, 15, 16, 21, 22]"
RSC005268,4,14,"[14, 15, 18, 19]"
RSC005271,1,14,[14]
RSC005273,1,14,[14]
RSC005274,12,14,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005275,5,14,"[14, 15, 16, 17, 20]"
RSC005276,8,14,"[14, 15, 16, 17, 18, 21, 22, 25]"
RSC005279,1,14,[14]
RSC005280,6,14,"[14, 15, 16, 17, 20, 21]"
RSC005283,5,14,"[14, 15, 16, 17, 18]"
RSC005284,2,14,"[14, 17]"
RSC005286,3,14,"[14, 17, 18]"
RSC005287,9,14,"[14, 15, 16, 17, 18, 19, 22, 23, 24]"
RSC005289,2,14,"[14, 24]"
RSC005290,10,14,"[14, 15, 16, 17, 18, 20, 22, 23, 24, 25]"
RSC005291,6,14,"[14, 15, 16, 17, 18, 19]"
RSC005292,2,14,"[14, 21]"
RSC005293,2,14,"[14, 15]"
RSC005294,12,14,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005296,3,14,"[14, 15, 21]"
RSC005298,12,14,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005299,1,14,[14]
RSC005300,10,14,"[14, 15, 16, 17, 18, 19, 20, 23, 24, 25]"
RSC005301,8,14,"[14, 15, 16, 17, 18, 19, 20, 22]"
RSC005303,1,14,[14]
RSC005304,1,14,[14]
RSC005305,6,14,"[14, 15, 16, 17, 19, 21]"
RSC005306,4,14,"[14, 15, 16, 17]"
RSC005308,11,14,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25]"
RSC005310,1,14,[14]
RSC005311,3,14,"[14, 15, 16]"
RSC005313,1,15,[15]
RSC005314,12,14,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005315,4,14,"[14, 17, 19, 20]"
RSC005316,6,14,"[14, 15, 16, 17, 19, 20]"
RSC005317,1,14,[14]
RSC005318,2,1,"[1, 14]"
RSC005319,3,14,"[14, 15, 16]"
RSC005320,6,15,"[15, 16, 17, 21, 23, 24]"
RSC005321,2,14,"[14, 15]"
RSC005323,2,14,"[14, 15]"
RSC005324,1,14,[14]
RSC005325,1,14,[14]
RSC005326,1,15,[15]
RSC005328,8,14,"[14, 15, 16, 17, 19, 20, 21, 22]"
RSC005331,2,14,"[14, 15]"
RSC005333,1,25,[25]
RSC005335,8,14,"[14, 15, 19, 20, 21, 23, 24, 25]"
RSC005336,8,14,"[14, 15, 16, 17, 18, 19, 20, 21]"
RSC005339,2,14,"[14, 15]"
RSC005340,9,14,"[14, 15, 16, 17, 18, 21, 22, 23, 24]"
RSC005343,2,19,"[19, 20]"
RSC005345,4,14,"[14, 15, 16, 17]"
RSC005347,2,14,"[14, 25]"
RSC005348,1,14,[14]
RSC005349,10,14,"[14, 15, 16, 17, 18, 21, 22, 23, 24, 25]"
RSC005350,1,14,[14]
RSC005352,3,14,"[14, 15, 16]"
RSC005354,1,14,[14]
RSC005355,9,14,"[14, 15, 16, 17, 18, 21, 22, 23, 24]"
RSC005356,2,14,"[14, 15]"
RSC005357,2,14,"[14, 15]"
RSC005358,2,14,"[14, 15]"
RSC005360,1,16,[16]
RSC005362,6,14,"[14, 15, 16, 17, 18, 19]"
RSC005363,2,14,"[14, 15]"
RSC005364,1,14,[14]
RSC005366,2,14,"[14, 15]"
RSC005367,6,14,"[14, 15, 16, 17, 18, 19]"
RSC005368,2,14,"[14, 18]"
RSC005369,1,14,[14]
RSC005370,3,14,"[14, 15, 18]"
RSC005371,3,14,"[14, 15, 16]"
RSC005372,1,14,[14]
RSC005373,12,14,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005374,12,14,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005375,7,14,"[14, 15, 16, 17, 18, 19, 23]"
RSC005376,1,14,[14]
RSC005378,2,14,"[14, 15]"
RSC005379,2,17,"[17, 18]"
RSC005380,2,14,"[14, 15]"
RSC005381,1,14,[14]
RSC005382,1,14,[14]
RSC005383,1,14,[14]
RSC005385,9,14,"[14, 15, 16, 18, 19, 20, 21, 22, 25]"
RSC005386,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005387,1,14,[14]
RSC005388,1,14,[14]
RSC005389,1,2,[2]
RSC005391,2,14,"[14, 17]"
RSC005395,1,14,[14]
RSC005396,2,14,"[14, 15]"
RSC005397,4,14,"[14, 15, 19, 24]"
RSC005398,3,14,"[14, 15, 18]"
RSC005399,2,14,"[14, 15]"
RSC005402,3,15,"[15, 18, 20]"
RSC005403,4,14,"[14, 15, 16, 17]"
RSC005404,5,14,"[14, 15, 16, 17, 18]"
RSC005405,1,14,[14]
RSC005406,1,14,[14]
RSC005408,1,14,[14]
RSC005411,6,14,"[14, 15, 16, 17, 19, 20]"
RSC005412,2,14,"[14, 15]"
RSC005417,3,14,"[14, 15, 18]"
RSC005418,3,14,"[14, 15, 18]"
RSC005419,2,15,"[15, 16]"
RSC005422,5,15,"[15, 16, 17, 19, 23]"
RSC005426,1,15,[15]
RSC005427,4,15,"[15, 17, 18, 19]"
RSC005428,7,14,"[14, 15, 16, 17, 18, 19, 20]"
RSC005430,4,18,"[18, 19, 20, 25]"
RSC005434,7,15,"[15, 16, 17, 18, 19, 20, 21]"
RSC005435,3,15,"[15, 16, 17]"
RSC005438,2,23,"[23, 24]"
RSC005441,1,14,[14]
RSC005444,1,15,[15]
RSC005447,2,16,"[16, 17]"
RSC005450,1,14,[14]
RSC005454,1,15,[15]
RSC005455,8,14,"[14, 15, 16, 17, 19, 20, 21, 22]"
RSC005456,1,14,[14]
RSC005458,1,14,[14]
